,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$0.45,$0.41
1,2024-08-08,2024-06-30,$0.43,$0.37
2,2024-05-07,2024-03-31,$0.46,$0.46
3,2024-03-07,2023-12-31,$0.49,$0.45
4,2023-11-07,2023-09-30,$0.47,$0.54
5,2023-08-08,2023-06-30,$0.45,$0.49
6,2023-05-09,2023-03-31,$0.45,$0.45
7,2023-03-02,2022-12-31,$0.39,$0.45
8,2022-11-03,2022-09-30,$0.35,$0.36
9,2022-08-04,2022-06-30,$0.32,$0.35
10,2022-05-05,2022-03-31,$0.29,$0.30
11,2022-03-03,2021-12-31,$0.26,$0.28
12,2021-11-04,2021-09-30,--,$0.32
