,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-25,2024-09-30,$0.87,$0.91
1,2024-07-25,2024-06-30,$0.85,$0.74
2,2024-04-25,2024-03-31,$0.86,$0.88
3,2024-01-25,2023-12-31,$0.88,$0.98
4,2023-10-25,2023-09-30,$0.92,$0.98
5,2023-07-21,2023-06-30,$0.91,$0.57
6,2023-04-25,2023-03-31,$1.08,$0.94
7,2023-01-25,2022-12-31,$1.12,$1.01
8,2022-10-25,2022-09-30,$1.02,$1.11
9,2022-07-25,2022-06-30,$0.95,$1.00
10,2022-04-25,2022-03-31,$0.88,$0.92
11,2022-01-25,2021-12-31,$0.97,$0.95
12,2021-10-25,2021-09-30,$0.93,$0.94
13,2021-07-26,2021-06-30,$0.89,$0.95
14,2021-04-26,2021-03-31,$0.86,$0.90
15,2021-01-25,2020-12-31,$0.82,$0.97
16,2020-10-26,2020-09-30,$0.72,$0.89
17,2020-07-27,2020-06-30,$0.51,$0.77
18,2020-04-27,2020-03-31,$0.57,$0.67
19,2020-01-27,2019-12-31,$0.77,$0.86
20,2019-10-25,2019-09-30,$0.78,$0.83
21,2019-07-25,2019-06-30,$0.81,$0.85
22,2019-04-25,2019-03-31,$0.81,$0.84
23,2019-01-25,2018-12-31,$0.80,$0.83
24,2018-10-25,2018-09-30,$0.78,$0.80
25,2018-07-25,2018-06-30,$0.74,$0.78
26,2018-04-25,2018-03-31,$0.70,$0.71
27,2018-01-25,2017-12-31,$0.61,$0.61
28,2017-10-25,2017-09-30,$0.60,$0.62
29,2017-07-25,2017-06-30,$0.55,$0.60
30,2017-04-25,2017-03-31,$0.53,$0.57
31,2017-01-25,2016-12-31,$0.52,$0.53
32,2016-10-25,2016-09-30,$0.51,$0.53
33,2016-07-25,2016-06-30,$0.48,$0.51
34,2016-04-25,2016-03-31,$0.47,$0.49
35,2016-01-25,2015-12-31,$0.47,$0.49
36,2015-10-26,2015-09-30,$0.47,$0.46
37,2015-07-24,2015-06-30,$0.45,$0.45
38,2015-04-27,2015-03-31,$0.43,$0.44
39,2015-01-26,2014-12-31,$0.46,$0.44
