,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-27,2024-12-31,$0.23,$0.33
1,2024-11-07,2024-09-30,$-0.02,$-0.08
2,2024-08-08,2024-06-30,$-0.16,$-0.15
3,2024-05-09,2024-03-31,$-0.16,$-0.25
4,2024-02-15,2023-12-31,$-0.06,$0.05
5,2023-11-08,2023-09-30,$-0.17,$0.05
6,2023-08-03,2023-06-30,$-0.28,$-0.32
7,2023-05-09,2023-03-31,$-0.34,$-0.37
8,2023-02-09,2022-12-31,$0.01,$0.12
9,2022-11-03,2002-09-30,--,$-0.33
10,2022-08-09,2022-06-30,$-0.33,$-0.39
11,2022-05-05,2022-03-31,$-0.20,$-0.47
12,2022-02-10,2021-12-31,$-0.17,$-0.16
13,2021-11-04,2021-09-30,$-0.21,$-0.32
14,2021-08-04,2021-06-30,$-0.16,$-0.34
15,2021-05-05,2021-03-31,$-0.12,$-0.17
16,2021-02-10,2020-12-31,$-0.15,$-0.18
17,2020-10-29,2020-09-30,$-0.17,$-0.15
18,2020-07-28,2020-06-30,$-0.59,$-0.38
19,2020-05-11,2020-03-31,$-0.65,$-0.53
20,2020-03-16,2019-12-31,$-0.22,$-0.26
21,2019-11-07,2019-09-30,$-0.41,$-0.34
22,2019-08-12,2019-06-30,$-0.59,$-0.59
23,2019-05-06,2019-03-31,$-0.85,$-0.80
24,2019-02-05,2018-12-31,$-0.86,$-0.92
25,2018-11-05,2018-09-30,$-0.56,$-1.05
26,2018-08-07,2018-06-30,--,$-1.02
