Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,564.13500,182.58500,381.55000,122.35600,2.47400,194.99400,186.55600,-39.90300,146.65300,-1.16900,147.82200,147.82200,147.38500,263.22700,186.55600,102.30700,102.61800,1.44000,1.44000,0.55810,0.71270,2.68820,67.63450,33.06940,33.06940,25.99610,26.12580,0.08650,1.60620,56.03390,12.18700,-7.74480,2.26720,3.50100,11.85000,2.2151,1.9369
2024-06-30,565.25100,183.26500,381.98600,121.39200,0.82400,197.75900,184.22700,-43.76100,140.46600,2.87200,137.59400,137.59400,137.27500,263.05800,184.22700,102.24900,102.59400,1.34000,1.34000,0.41400,0.69750,2.80740,67.57810,32.59210,32.59210,24.85020,24.28570,0.08590,1.77500,50.70530,11.48140,-7.02940,2.09030,3.47310,11.71520,2.4971,2.2857
2024-03-31,498.15000,175.64500,322.50500,124.86500,2.18800,197.90500,124.60000,-44.57900,80.02100,1.52200,78.49900,78.49900,78.13300,201.45900,124.60000,102.11500,102.44700,0.77000,0.76000,0.37890,0.70510,2.88680,64.74060,25.01250,25.01250,16.06360,15.68460,0.07630,1.66880,53.93120,6.63200,-3.92170,1.20300,1.95590,11.57690,1.07920,0.81810
2023-12-31,555.90890,181.39600,374.51290,112.53100,0.23100,182.80410,191.70880,-41.42300,150.28600,0.96100,149.32500,149.32500,148.99300,263.83080,191.70900,101.92000,102.10700,1.46000,1.46000,0.52270,0.71850,2.75900,67.36950,34.48570,34.48570,27.03430,26.80170,0.08470,1.84570,48.76160,12.27210,-7.50410,2.27500,3.45460,11.92160,2.4907,2.0443
2023-09-30,542.60900,175.18800,367.42100,105.53100,0.87900,179.28800,188.13300,-43.86500,144.26800,3.84300,140.42500,140.42500,139.92600,264.39500,188.13300,101.96000,102.13100,1.37000,1.37000,0.54790,0.72760,2.87990,67.71380,34.67190,34.67190,26.58780,25.78760,0.08260,1.74940,51.44640,11.83180,-6.87100,2.13660,3.22340,11.63590,2.1782,1.8086
2023-06-30,541.13700,171.78300,369.35400,119.08100,1.67600,192.56300,176.79100,-42.72300,134.06800,3.18000,130.88800,130.88800,130.52900,253.60100,176.79100,101.91700,102.10400,1.28000,1.28000,0.58040,0.73030,2.90940,68.25520,32.67030,32.67030,24.77520,24.12130,0.08300,1.67950,53.58600,11.18230,-6.45260,2.00720,3.01600,11.47990,1.9393,1.4614
2023-03-31,471.33200,168.43200,302.90000,113.66200,2.68800,184.09900,118.80100,-40.80500,77.99600,1.79800,76.19800,76.19800,75.95000,193.56800,118.80100,101.79200,101.96400,0.75000,0.74000,0.51280,0.73070,2.91730,64.26470,25.20540,25.20540,16.54800,16.11390,0.07320,1.81670,49.54020,6.56490,-3.70610,1.18290,1.76760,11.38970,1.06620,0.68330
2022-12-31,535.51000,173.82500,361.68500,118.12300,13.73100,251.63120,110.05380,-35.47500,74.57900,8.47600,66.10300,66.10300,66.01100,258.92380,110.05390,101.52800,101.63500,0.65000,0.64000,0.50210,0.72030,2.78580,67.54030,20.55120,20.55120,13.92670,12.32680,0.08270,1.87870,47.90480,5.52990,-3.23000,1.02090,1.54650,11.74850,2.4084,2.0461
2022-09-30,527.39000,168.96800,358.42200,111.65500,0.05300,177.43500,180.98700,-31.74300,149.24400,3.05600,146.18800,146.18800,146.09700,248.39700,180.98700,101.58100,101.68600,1.44000,1.44000,0.62910,0.70410,2.53780,67.96150,34.31750,34.31750,28.29860,27.70190,0.08400,1.78870,50.31500,11.47220,-7.87300,2.32840,3.39410,12.53190,2.2067,1.8079
2022-06-30,517.85200,166.72300,351.12900,118.24900,1.37400,184.62500,166.50400,-28.85900,137.64500,3.44000,134.20500,134.20500,134.11400,235.73300,166.50400,101.48700,101.66000,1.32000,1.32000,0.63650,0.70880,2.62820,67.80490,32.15280,32.15280,26.58000,25.89810,0.08240,1.70730,52.71600,10.82240,-7.16230,2.13630,3.15170,12.21320,2.0704,1.6178
2022-03-31,451.38800,157.77200,293.61600,105.09600,0.56300,173.16000,120.45600,-25.82500,94.63100,2.48000,92.15100,92.15100,92.06000,190.55400,120.45600,101.34000,101.54000,0.91000,0.91000,0.71310,0.70830,2.57240,65.04740,26.68570,26.68570,20.96450,20.39490,0.07410,1.76570,50.97100,7.52950,-5.19450,1.51220,2.19620,12.05990,1.00490,0.72870
2021-12-31,494.57390,157.53400,337.03990,121.66800,0.19300,187.09800,149.94200,-23.29400,126.64800,3.33400,123.31400,123.31400,123.22200,217.03700,149.94200,101.13300,101.35000,1.22000,1.22000,0.58620,0.70120,2.49140,68.14760,30.31740,30.31740,25.60750,24.91480,0.08180,1.83230,49.11810,10.13190,-6.98860,2.03910,3.02750,12.01790,2.4315,1.8998
2021-09-30,476.89400,147.31000,329.58400,111.97400,0.02600,196.24800,133.33600,-24.78600,108.55000,1.71200,106.83800,106.83800,106.74700,219.07900,133.33600,101.19500,101.40200,1.05000,1.05000,0.61070,0.68340,2.30020,69.11050,27.95930,27.95930,22.76190,22.38380,0.08200,1.81560,49.56970,8.60350,-6.69990,1.83610,2.72400,12.26600,1.9996,1.7207
2021-06-30,445.05200,140.44800,304.60400,96.47700,1.48100,155.61800,148.98600,-26.17700,122.80900,3.20000,119.60900,119.60900,119.51800,211.19900,148.98600,101.12600,101.32900,1.18000,1.18000,0.63910,0.68510,2.27590,68.44230,33.47610,33.47610,27.59430,26.85480,0.07790,1.72890,52.05480,9.71160,-7.66750,2.09280,3.05820,12.17210,1.9914,1.7652
2021-03-31,370.88100,131.21500,239.66600,90.40900,0.41500,150.74300,88.92300,-49.58400,39.33900,1.01000,38.32900,38.32900,38.23800,151.04300,88.92300,100.96800,101.13800,0.38000,0.38000,0.55640,0.69590,2.42040,64.62070,23.97620,23.97620,10.60690,10.31010,0.06560,1.69660,53.04740,3.24410,-2.36830,0.67830,0.98660,11.68550,0.82380,0.68050
2020-12-31,428.52500,137.79900,290.72600,89.95000,4.20300,149.49500,141.23100,-30.39500,110.84600,2.14000,108.70600,108.70600,108.61400,206.42100,141.23100,100.75600,100.90300,1.08000,1.08000,0.69460,0.69820,2.41650,67.84340,32.95750,32.95750,25.86690,25.34600,0.07400,1.77920,50.58480,9.03800,-6.69370,1.87700,2.72760,11.92250,2.0663,1.9436
