Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,227.02900,227.02900,24.17500,-132.38300,55.25800,9.64300,64.90100,15.79700,49.10400,49.10400,40.98000,69.68900,55.25800,7.07100,7.17600,5.80000,5.71000,11.86230,0.21010,0.26600,100.00000,24.33960,24.33960,28.58710,18.05060,0.06300,2.02420,44.46230,5.50050,45.92540,1.36340,4.34480,127.24090,9.6792,9.6183
2024-06-30,224.38400,224.38400,23.69500,-138.32600,44.20500,-6.43500,37.77000,11.74800,26.02200,26.02200,17.61400,64.46100,44.20500,7.12700,7.24200,2.47000,2.43000,15.17670,0.22110,0.28390,100.00000,19.70060,19.70060,16.83280,7.84990,0.06150,2.12410,42.37120,2.98380,35.43580,0.71340,2.32400,123.14570,9.6302,9.4452
2024-03-31,222.04200,222.04200,24.34800,-147.22800,32.30600,14.39200,46.69800,8.83100,37.86700,37.86700,29.85800,50.47000,32.30600,7.11900,7.28700,4.19000,4.10000,6.36140,,0.28880,100.00000,14.54950,14.54950,21.03120,13.44700,0.06260,1.90780,47.17500,4.32270,60.95690,1.06720,4.32270,122.89600,-4.73830,-5.00220
2023-12-31,214.58700,214.58700,23.47000,-134.91200,38.95590,12.83700,51.79300,13.29400,38.49900,38.49900,30.83400,58.40890,38.95600,7.24900,7.37500,4.29000,4.21000,10.64200,0.22590,0.29190,100.00000,18.15390,18.15390,24.13610,14.36900,0.05830,1.96730,45.74760,4.43390,98.53390,1.04660,3.43220,122.50130,1.009,0.6854
2023-09-30,219.27100,219.27100,24.15700,-132.63400,44.90300,5.43200,50.33500,12.18100,38.15400,38.15400,30.90600,62.70500,44.90300,7.25800,7.37900,4.26000,4.19000,13.10130,0.23990,0.31560,100.00000,20.47830,20.47830,22.95560,14.09490,0.05820,2.04900,43.92400,4.39790,210.60980,1.01330,3.34280,120.77850,17.3242,16.7967
2023-06-30,213.53600,213.53600,25.46000,-131.73700,39.04600,2.04400,41.09000,10.91000,30.18000,30.18000,30.25700,57.11200,39.04600,7.30800,7.38500,4.14000,4.10000,5.65740,,0.34340,100.00000,18.28540,18.28540,19.24270,14.16950,0.05860,2.04880,43.92780,3.52280,-369.31000,0.82780,3.52280,118.08530,19.6211,19.4715
2023-03-31,197.87400,197.87400,23.71500,-130.04400,28.57900,14.76700,43.34600,8.70300,34.64300,34.64300,38.62400,44.98900,28.57900,7.24500,7.41000,5.33000,5.21000,22.77390,0.23170,0.30160,100.00000,14.44300,14.44300,21.90590,19.51950,0.05350,2.02120,44.52790,4.10320,51.45020,0.93680,3.15250,115.84760,-5.79740,-5.99280
2022-12-31,198.37100,198.37100,24.36500,-127.08800,31.22100,7.90500,39.12600,13.29100,25.83500,25.83500,35.40000,53.85200,31.22100,7.39100,7.58200,4.85000,4.74000,6.22490,,0.30990,100.00000,15.73870,15.73870,19.72370,17.84540,0.05020,1.99820,45.04020,3.13940,81.80540,0.65360,3.13940,114.58310,-3.251,-3.3828
2022-09-30,210.26100,210.26100,26.81800,-119.86400,44.01700,-5.84800,38.16900,10.75400,27.41500,27.41500,31.68000,60.89000,44.01700,7.30800,7.46300,4.33000,4.25000,13.06440,0.24070,0.31690,100.00000,20.93450,20.93450,18.15320,15.06700,0.05930,2.00830,44.81360,3.40160,-264.29690,0.77310,2.58300,111.44070,15.8047,15.6417
2022-06-30,225.30700,225.30700,28.58300,-124.46800,56.67000,-25.93100,30.73900,16.48000,14.25900,14.25900,17.40200,75.08900,56.67000,7.44900,7.60700,2.34000,2.29000,8.78380,0.24420,0.32310,100.00000,25.15240,25.15240,13.64320,7.72370,0.06360,2.08140,43.24020,1.80110,-37.71930,0.40240,1.36120,108.82540,15.3761,15.123
2022-03-31,252.44000,252.44000,32.84600,-138.44500,65.55200,-9.69800,55.85400,16.73500,39.11900,39.11900,33.05900,82.05600,65.55200,7.54600,7.83900,4.38000,4.22000,4.26310,,0.32270,100.00000,25.96740,25.96740,22.12570,13.09580,0.06820,2.03430,44.24130,4.74610,-196.58670,1.05670,4.74610,110.29480,-10.43180,-10.75200
2021-12-31,266.26210,266.26210,72.72400,-131.40900,83.65300,5.81800,89.47100,27.45800,62.01300,62.01300,49.84000,105.71400,83.65300,7.67200,8.00300,6.52000,6.25000,5.80790,,0.31840,100.00000,31.41760,31.41750,33.60260,18.71840,0.06770,2.14950,41.87070,7.41230,-2638.74200,1.57630,7.41230,111.46110,30.1189,29.9934
2021-09-30,252.06400,252.06400,,-110.78400,93.28200,5.05200,98.33400,25.82300,72.51100,72.51100,58.73600,106.44700,93.28200,7.69100,7.98400,7.64000,7.36000,15.50940,0.24520,0.32490,100.00000,37.00730,37.00730,39.01150,23.30200,0.06670,1.98530,45.33390,8.83090,53.58840,1.91930,6.66550,108.21160,23.1946,23.1323
2021-06-30,244.01100,244.01100,36.02100,-110.23500,86.41100,12.08700,98.49800,22.40100,76.09700,76.09700,62.96700,99.28600,86.41100,7.69800,8.00700,8.18000,7.86000,19.39050,0.19410,0.24080,100.00000,35.41280,35.41280,40.36620,25.80500,0.06610,2.03140,44.30530,9.63450,81.25950,2.06070,7.76450,103.21970,11.2237,11.0001
2021-03-31,216.89700,216.89700,32.29400,-111.89800,62.14200,5.22500,67.36700,15.15300,52.21400,52.21400,36.58800,73.92500,62.14200,7.63300,8.05200,4.79000,4.54000,23.31080,0.20950,0.26500,100.00000,28.65050,28.65050,31.05940,16.86880,0.05860,1.86720,48.19980,7.06840,162.44870,1.41040,5.58780,96.56140,18.64770,18.32970
2020-12-31,171.64600,171.64600,18.50700,-93.57900,50.93110,24.97100,75.90200,14.08800,61.81400,61.81400,43.31500,56.05010,50.93100,7.62000,7.97600,5.75000,5.46000,7.88220,,0.27910,100.00000,29.67210,29.67210,44.22010,25.23510,0.04950,2.03130,44.30580,8.57410,41.12430,1.78300,8.57410,95.07320,19.2033,19.1712
2020-09-30,154.79000,154.79000,19.57000,-84.83800,41.00900,11.90300,52.91200,11.97800,40.93400,40.93400,29.64800,63.28000,41.00900,7.68400,7.99700,3.86000,3.71000,23.44170,0.24060,0.31690,100.00000,26.49330,26.49330,34.18310,19.15370,0.04570,2.02030,44.54710,5.94960,37.26250,1.20720,4.51800,90.37330,9.4104,9.3719
2020-06-30,132.89400,132.89400,19.52400,-77.59900,26.62200,-2.83500,23.78700,7.57800,16.20900,16.20900,11.27900,37.82200,26.62200,7.72000,7.89500,1.46000,1.43000,32.42110,0.26050,0.35220,100.00000,20.03250,20.03250,17.89920,8.48720,0.03980,1.83470,49.05530,2.43190,20.05570,0.48530,1.79850,86.96650,-22.9654,-22.9773
2020-03-31,144.56600,144.56600,19.40900,-91.76400,24.60200,-13.30500,11.29700,10.29100,1.00600,1.00600,-4.28500,35.99700,24.60200,7.42200,7.42200,-0.58000,-0.58000,8.58060,,0.37730,100.00000,17.01780,17.01780,7.81440,-2.96400,0.04260,2.17150,41.44590,0.15090,1.37350,0.02970,0.15090,86.61030,-33.99620,-34.04450
2019-12-31,146.08390,146.08390,17.51800,-81.69100,37.79600,3.31200,41.10800,11.32600,29.78200,29.78200,20.80800,48.20000,37.79600,6.96300,8.14900,3.02000,2.92000,18.95960,0.28820,0.40490,100.00000,25.87280,25.87280,28.14000,14.24390,0.04560,1.97060,45.67160,5.17580,34.83270,0.92930,3.08910,100.78680,8.1226,8.0488
2019-09-30,145.95500,145.95500,20.92700,-79.88600,35.78700,0.41600,36.20300,10.84400,25.35900,25.35900,22.00000,46.35100,35.78700,6.94700,8.15700,3.17000,2.95000,6.05170,,0.43090,100.00000,24.51920,24.51920,24.80420,15.07310,0.04690,1.96780,45.73720,4.47430,36.57930,0.81460,3.74240,98.51930,4.7811,4.6682
2019-06-30,140.48900,140.48900,23.89000,-77.29700,30.12800,6.55900,36.68700,8.78800,27.89900,27.89900,24.84200,40.88900,30.12800,6.99900,8.25200,3.55000,3.26000,27.90640,0.31560,0.46120,100.00000,21.44510,21.44510,26.11380,17.68250,0.04580,1.96440,45.81650,5.04660,58.21740,0.90970,2.87680,95.56110,-14.6205,-15.0524
2019-03-31,130.71800,130.71800,19.76400,-80.02500,20.99900,5.68800,26.68700,4.21900,22.46800,22.46800,19.66200,31.85300,20.99900,7.01500,8.32200,2.80000,2.61000,5.59230,,0.49140,100.00000,16.06440,16.06440,20.41570,15.04150,0.04590,1.76290,51.05270,4.19480,90.52000,0.78970,3.47560,92.62900,-2.78960,-3.09820
2018-12-31,138.06500,138.06500,21.04300,-78.87300,29.22790,-17.81500,11.41300,10.32000,1.09300,1.09300,0.07700,40.61990,29.22800,7.17400,8.52700,0.04000,0.15000,4.56880,,0.51130,100.00000,21.16970,21.16970,8.26640,0.05580,0.04810,1.97100,45.66130,0.20510,7.44100,0.03810,0.16980,92.02040,4.6896,3.613
2018-09-30,152.21000,152.21000,25.38600,-84.14800,33.94600,0.63800,34.58400,6.65300,27.93100,27.93100,24.91300,44.54000,33.94600,7.17500,8.45600,3.47000,3.19000,4.87450,,0.51400,100.00000,22.30210,22.30210,22.72120,16.36750,0.05280,1.90680,47.19840,5.09330,124.10410,0.96840,4.23690,92.23800,6.3665,6.3397
2018-06-30,132.93200,132.93200,23.72100,-75.77900,27.30800,5.38600,32.69400,9.46500,23.22900,23.22900,20.98600,35.03900,27.30800,7.21100,8.40100,2.91000,2.75000,27.61610,0.27680,0.38280,100.00000,20.54280,20.54280,24.59450,15.78700,0.04940,1.96040,45.90990,4.38680,13.02670,0.86360,2.62320,89.36170,-11.05,-11.1691
2018-03-31,129.02800,129.02800,22.29100,-78.06900,22.61700,7.73300,30.35000,6.52300,23.82700,23.82700,21.21600,30.17300,22.61700,7.19700,8.41100,2.95000,2.77000,32.02960,0.28180,0.39240,100.00000,17.52880,17.52880,23.52200,16.44290,0.05080,2.06000,43.69010,4.63050,15.04850,0.93870,2.73620,86.65730,-7.34220,-7.49380
2017-12-31,128.02400,128.02400,35.33600,-73.47600,28.01500,2.17900,30.19400,24.55100,5.64300,5.64300,3.41400,35.43000,28.01500,7.01300,7.24700,0.44000,0.47000,16.33790,0.29090,0.41030,100.00000,21.88260,21.88260,23.58460,2.66670,0.04940,1.95020,46.15010,1.14140,4.23910,0.21780,0.66110,84.52850,-12.9803,-13.0424
2017-09-30,123.67500,123.67500,20.55200,-78.64900,16.78900,13.36000,30.14900,9.62600,20.52300,20.52300,16.70800,29.15200,16.78900,7.21200,8.49200,2.32000,2.21000,5.81220,,0.41380,100.00000,13.57510,13.57510,24.37760,13.50960,0.04510,2.00240,44.94510,4.18980,16.61730,0.74860,3.41670,83.91650,-19.9676,-20.018
2017-06-30,94.13200,94.13200,0.77600,-63.70100,3.18400,-1.27600,1.90800,1.88000,0.02800,0.02800,-2.38900,7.67400,3.18400,7.06400,7.06400,-0.34000,-0.34000,19.32060,0.29630,0.42100,100.00000,3.38250,3.38250,2.02690,-2.53790,0.04110,1.58570,56.75630,0.00590,0.02640,0.00120,0.00330,81.64770,9.957,9.9155
2017-03-31,79.77600,79.77600,15.32300,-53.50900,10.04700,8.13100,18.17800,4.43300,13.74500,13.74500,10.94300,11.52300,10.04700,6.54200,6.77300,1.67000,1.62000,9.26160,,,100.00000,12.59400,12.59400,22.78630,13.71720,0.07870,2.10820,42.69070,3.11290,2.70890,1.35630,2.48830,79.03680,-2.24150,-2.29600
2016-12-31,79.85000,79.85000,16.13600,-49.62800,12.78300,-0.33400,12.44900,0.53200,11.91700,11.91700,12.42600,14.66200,12.78300,7.64800,7.82200,1.83000,1.79000,10.07900,0.08530,0.09330,100.00000,16.00880,16.00880,15.59050,15.56170,0.09690,2.22550,40.43970,3.70470,4.31060,1.44560,3.38870,54.62270,2.8182,2.7455
2016-09-30,82.32400,82.32400,17.38000,-45.16900,16.53800,6.60700,23.14500,6.86900,16.27600,16.27600,15.62500,18.49400,16.53800,7.67600,7.85400,2.04000,1.99000,10.13180,,,100.00000,20.08890,20.08890,28.11450,18.97990,0.08860,2.23300,40.30450,3.46450,3.83890,1.75090,3.46450,61.73440,-6.3918,-6.4463
2016-06-30,80.08500,80.08500,17.43200,-50.14000,8.74300,6.04400,14.78700,6.08700,8.70000,8.70000,8.08800,14.50000,8.74300,8.17000,8.31400,0.99000,0.97000,1.37520,,,100.00000,10.91720,10.91720,18.46410,10.09930,0.08210,2.22270,40.49070,1.86650,2.07300,0.89230,1.86650,60.39210,10.7594,10.6974
2016-03-31,80.29500,80.29500,18.10100,-47.93100,12.75000,6.67600,19.42600,7.55600,11.87000,11.87000,12.36300,15.08600,12.75000,8.34400,8.50600,1.48000,1.45000,9.92970,0.23520,0.30760,100.00000,15.87900,15.87900,24.19330,15.39700,0.10280,2.11640,42.52460,2.34870,2.58920,1.51930,1.79620,61.18470,-4.51150,-4.58100
2015-12-31,86.11500,86.11500,19.83100,-48.11300,16.50600,-2.25700,14.24900,8.61200,5.63700,5.63700,6.63600,19.25300,16.50600,8.79700,8.96000,0.80000,0.80000,9.44320,0.23050,0.29950,100.00000,19.16740,19.16740,16.54650,7.70600,0.10020,2.22190,40.50550,1.10650,1.22050,0.65570,0.85140,60.65690,-16.8838,-16.9821
