,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$-0.07,$-0.05
1,2024-08-01,2024-06-30,$-0.07,$-0.04
2,2024-05-02,2024-03-31,$-0.07,$-0.22
3,2024-03-07,2023-12-31,$-0.07,$-0.14
4,2023-11-07,2023-09-30,$-0.07,$0.03
5,2023-08-08,2023-06-30,$-0.08,$-0.12
6,2023-05-09,2023-03-31,$-0.07,$-0.19
7,2023-03-13,2022-12-31,$-0.10,$-0.23
8,2022-11-09,2022-09-30,$-0.11,$-0.13
9,2022-08-09,2022-06-30,$-0.09,$-0.45
10,2022-05-09,2022-03-31,$-0.07,$-0.09
11,2022-03-17,2021-12-31,$-0.02,$-0.70
