Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,141.70000,107.33700,34.36300,22.40600,,22.40600,11.95700,-4.38100,7.57600,4.74400,2.83200,2.83200,-5.83000,-2.99800,21.03300,11.95700,131.57900,132.02900,-0.02000,-0.02000,2.33250,0.53630,1.15630,24.25050,8.43830,8.43830,5.34650,-2.11570,0.28270,1.09860,1.28760,69.89770,1.82230,2.18880,0.56510,0.84510,1.17930,0.1506,0.0573
2024-06-30,171.93500,128.68200,43.25300,22.13700,,22.13700,21.11600,-8.63700,12.47900,4.83900,7.64000,7.64000,,7.64300,30.39500,21.11600,131.26300,132.16900,0.06000,0.06000,2.40680,0.53910,1.16990,25.15660,12.28140,12.28140,7.25800,4.44530,0.34410,1.55450,1.22110,73.70490,4.97470,6.03700,1.52880,2.29260,1.16830,0.1879,0.0724
2024-03-31,150.97200,119.87000,31.10200,22.29800,,22.29800,8.80400,-7.50900,1.29500,0.38000,0.91500,0.91500,,0.91500,17.93900,8.80400,130.45300,132.12300,0.01000,0.01000,2.43850,0.55110,1.22750,20.60120,5.83150,5.83150,0.85780,0.60610,0.30730,1.27140,1.14000,78.94580,0.62610,0.77490,0.18620,0.28110,1.11450,-0.10460,-0.22250
2023-12-31,153.12600,122.88300,30.24300,23.33600,-5.28300,28.61900,1.62400,-5.25500,-3.63100,0.60800,-4.23900,-4.23900,0.34600,-3.89100,10.97400,1.62400,129.56800,131.24300,-0.03000,-0.03000,2.23890,0.51670,1.06900,19.75040,1.06060,1.06060,-2.37120,-2.54100,0.31970,1.27290,1.36970,65.70940,-2.87710,-3.58620,-0.88500,-1.39060,1.13270,0.1463,0.1303
2023-09-30,151.46400,113.54000,37.92400,23.83800,-3.77500,27.61300,10.31100,-3.59500,6.71600,1.24800,5.46800,5.46800,-0.04800,5.42000,19.81500,10.31100,129.77700,132.08900,0.04000,0.04000,2.13710,0.52620,1.12410,25.03830,6.80760,6.80760,4.43410,3.57840,0.32060,1.23240,1.23240,73.02730,3.87420,4.92590,1.15740,1.83560,1.08500,0.1011,0.0525
2023-06-30,175.46300,126.30800,49.15500,26.22500,-2.34100,28.56600,20.58900,0.49100,21.08000,2.87500,18.20500,18.20500,-0.00800,18.21500,29.94300,20.58900,129.46000,129.92500,0.14000,0.14000,2.07380,0.53230,1.15210,28.01450,11.73410,11.73410,12.01390,10.38110,0.37330,1.54350,1.34570,66.87870,13.28280,17.18180,3.87350,6.21200,1.05790,0.2184,0.1392
2023-03-31,146.20900,109.88600,36.32300,23.19100,-0.72000,23.91100,12.41200,-4.87800,7.53400,1.48900,6.04500,6.04500,-0.01200,6.04000,21.96600,12.41200,128.94000,129.97500,0.05000,0.05000,2.12490,0.58020,1.40050,24.84320,8.48920,8.48920,5.15290,4.13110,0.33570,1.30910,1.24320,72.39200,5.20430,7.18380,1.38780,2.18500,0.89770,0.06910,-0.02700
2022-12-31,147.44800,116.33700,31.11100,23.84600,-3.13500,26.98100,4.13000,-5.29300,-1.16300,0.66600,-1.82900,-1.82900,-0.07500,-1.90400,13.88600,4.13000,128.08200,129.77800,-0.01000,-0.01000,1.91880,0.59520,1.47050,21.09960,2.80100,2.80100,-0.78880,-1.29130,0.33950,1.61330,1.13740,79.12480,-1.71900,-2.49040,-0.42110,-0.69580,0.82690,-0.056,-0.1086
2022-09-30,135.01200,105.53900,29.47300,23.83300,-0.93600,24.76900,4.70400,-2.58900,2.11500,2.17800,-0.06300,-0.06300,0.31900,0.27800,14.14300,4.70400,128.40700,128.40700,0.00000,0.00000,2.01150,0.60190,1.51230,21.82990,3.48410,3.48410,1.56650,0.20590,0.32650,1.47490,1.27780,70.43110,-0.06190,-0.09250,-0.01520,-0.02460,0.79110,0.0191,-0.076
2022-06-30,140.71600,112.60900,28.10700,23.62000,-0.63400,24.25400,3.85300,-2.57300,1.28000,-0.47900,1.75900,1.75900,-0.03400,1.74500,12.39400,3.85300,127.99200,130.09900,0.01000,0.01000,2.04160,0.59210,1.45170,19.97430,2.73810,2.73810,0.90960,1.24010,0.33780,1.79880,1.35220,66.55660,1.66670,2.48500,0.42220,0.67990,0.82290,0.1371,0.0581
2022-03-31,130.03700,97.61700,32.42000,20.64300,-1.93000,22.57300,9.84700,-0.91300,8.93400,1.20000,7.73400,7.73400,-0.01500,7.72000,18.30600,9.84700,127.25900,129.21100,0.06000,0.06000,2.23880,0.58790,1.44120,24.93140,7.57250,7.57250,6.87040,5.93680,0.31970,1.51000,1.25690,71.60650,7.23470,10.88440,1.90130,2.98110,0.83720,0.04590,-0.02290
2021-12-31,113.14800,93.96000,19.18800,18.97200,,18.97200,0.21600,-0.97400,-0.75800,-0.05500,-0.70300,-0.70300,-0.47500,-1.14100,8.99500,0.21600,126.60200,126.60200,-0.01000,-0.01000,2.16580,0.60650,1.54150,16.95830,0.19090,0.19090,-0.66990,-1.00840,0.28410,1.35980,1.24060,72.54370,-0.71320,-1.14110,-0.17650,-0.28060,0.77650,-0.0442,-0.0874
2021-09-30,95.47400,79.72700,15.74700,18.71400,0.00000,18.71400,-2.96700,6.04900,3.08200,0.58700,2.49500,2.49500,0.01800,2.51300,6.23300,-2.96700,126.73300,128.69400,0.02000,0.02000,2.26170,0.62140,1.64100,16.49350,-3.10760,-3.10760,3.22810,2.63210,0.23220,1.10290,1.20670,74.58180,2.49310,4.02370,0.60670,0.94400,0.78840,0.0209,0.0079
2021-06-30,102.32600,85.89300,16.43300,17.35100,0.00000,17.35100,-0.91800,-4.35200,-5.27000,1.38400,-6.65400,-6.65400,-0.12600,-6.75300,8.01700,-0.91800,126.58300,126.58300,-0.05000,-0.05000,2.25460,0.62290,1.73400,16.05950,-0.89710,-0.89710,-5.15020,-6.59950,0.24550,1.22580,1.28770,69.89460,-6.71730,-11.12340,-1.59640,-2.53330,0.78250,0.0139,-0.0296
2021-03-31,77.32400,69.45500,7.86900,20.01200,,20.01200,-12.14300,0.36800,-11.77500,0.16800,-11.94300,-11.94300,120.99000,108.71400,-2.43400,-12.14300,126.14900,126.14900,0.86000,0.86000,2.46790,0.61400,1.67040,10.17670,-15.70410,-15.70410,-15.22810,140.59540,0.18990,0.93280,1.23900,72.63880,-11.65550,-19.22350,-2.93310,-4.49880,0.81060,0.04620,-0.00300
2020-12-31,75.45800,62.97700,12.48100,16.36300,,16.36300,-3.88200,-6.05000,-7.21600,-0.11900,-7.09700,-7.09700,-7.95400,-15.03500,27.51300,-3.88200,125.97600,125.97600,-0.12000,-0.12000,1.16720,0.73770,2.81300,16.54030,-5.14460,-5.14460,-9.56290,-19.92500,0.06660,0.82150,1.17760,76.42690,-9.98710,-23.99660,-0.62650,-2.61920,0.56690,0.0956,0.1281
