Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,401.30100,300.41400,100.88700,56.74700,60.80800,40.07900,-4.35600,35.72300,8.31800,27.40500,27.40500,27.40500,53.50700,40.07900,11.97700,12.04100,2.29000,2.28000,4.14880,0.17050,0.22030,25.14000,9.98730,9.98730,8.90180,6.82900,0.27090,0.80760,1.12510,79.99010,2.69280,4.18480,1.85000,2.23370,84.71820,8.0006,7.5173
2024-06-30,416.30300,308.12200,108.18100,60.81700,64.87200,43.30900,-5.64900,37.66000,9.33600,28.32400,28.32400,28.32400,56.69700,43.30900,11.97400,12.04400,2.36000,2.35000,4.37220,0.22140,0.29970,25.98610,10.40320,10.40320,9.04630,6.80370,0.27640,0.80000,1.07030,84.09200,2.89100,4.60370,1.88080,2.25100,81.57500,2.7557,2.3946
2024-03-31,425.58600,313.95400,111.63200,60.59400,64.65300,46.97900,-5.19200,41.78700,9.66700,32.12000,32.12000,32.12000,60.14900,46.97900,11.94400,12.02000,2.69000,2.67000,4.29100,0.24270,0.33610,26.23020,11.03870,11.03870,9.81870,7.54720,0.28010,0.81660,1.08290,83.11210,3.35790,5.47010,2.11400,2.54300,79.73960,0.09350,-0.39770
2023-12-31,417.54200,308.62200,108.92000,60.06800,64.12200,44.79800,-4.56000,40.23800,8.71500,31.52300,31.52300,31.52300,57.80800,44.79800,11.92000,11.98700,2.64000,2.63000,3.75810,0.19100,0.25220,26.08600,10.72900,10.72900,9.63690,7.54970,0.29630,0.81760,1.15320,78.04120,3.37950,5.65000,2.23660,2.73390,77.96410,4.52,4.4262
2023-09-30,419.64400,305.50100,114.14300,60.56400,64.39000,49.75300,-6.20600,43.54700,8.63200,34.91500,34.91500,34.91500,61.90000,49.75300,11.92800,11.99600,2.93000,2.91000,3.98200,0.25810,0.36490,27.20000,11.85600,11.85600,10.37710,8.32010,0.28830,0.82180,1.10770,81.25250,3.93300,6.56310,2.39880,2.91780,74.21280,3.3209,2.6002
2023-06-30,440.69400,322.62000,118.07400,59.85800,63.68200,54.39200,-7.52600,46.86600,10.49200,36.37400,36.37400,36.37400,66.29400,54.39200,11.92100,11.99300,3.05000,3.03000,4.05860,0.27750,0.40140,26.79270,12.34240,12.34240,10.63460,8.25380,0.30230,0.87360,1.16090,77.52560,4.20050,7.21530,2.49520,3.03490,72.40920,2.9997,2.2638
2023-03-31,411.77100,299.26400,112.50700,59.66800,63.48300,49.02400,-4.55500,44.46900,11.12000,33.34900,33.34900,33.34900,60.64100,49.02400,11.89900,11.96200,2.80000,2.79000,4.13920,0.30230,0.45150,27.32270,11.90560,11.90560,10.79950,8.09890,0.28810,0.82530,1.13170,79.52450,4.05530,7.28170,2.33340,2.82950,68.86180,0.10080,-0.43970
2022-12-31,386.60400,288.80900,97.79500,51.28200,55.07810,42.71700,-4.46100,38.25600,9.09100,29.16500,29.16500,29.16500,56.12000,42.71700,11.87700,11.93400,2.45000,2.44000,3.81730,0.26760,0.38450,25.29590,11.04930,11.04930,9.89540,7.54390,0.29550,0.81920,1.21380,74.14490,3.71360,6.97460,2.22890,2.71980,65.91910,2.9911,2.4367
2022-09-30,368.79300,276.42800,92.36500,52.72300,56.52500,35.84000,-2.22800,33.61200,7.79100,25.82100,25.82100,25.82100,47.36700,35.84000,11.88300,11.94100,2.18000,2.16000,3.89060,0.32100,0.49320,25.04520,9.71820,9.71820,9.11410,7.00150,0.27770,0.76210,1.20850,74.47130,3.50340,6.96780,1.94470,2.37870,61.88340,1.8609,1.1755
2022-06-30,396.21400,296.49700,99.71700,55.00900,58.80100,40.91600,-3.26600,37.65000,9.17800,28.47200,28.47200,28.47200,52.16200,40.91600,11.88000,11.93800,2.39000,2.39000,3.94640,0.32600,0.50400,25.16750,10.32670,10.32670,9.50240,7.18600,0.29740,0.84010,1.28470,70.05280,3.86620,7.87400,2.13690,2.60590,61.83910,0.9799,0.1044
2022-03-31,362.00500,275.36400,86.64100,53.63500,57.52200,29.11900,-4.32700,24.79200,6.32200,18.47000,18.47000,18.47000,40.29900,29.11900,11.86000,11.91600,1.56000,1.55000,3.77430,0.32980,0.51270,23.93370,8.04380,8.04380,6.84850,5.10210,0.27060,0.77480,1.21860,73.85520,2.53990,5.33590,1.38040,1.70230,61.13840,-4.61440,-4.97730
2021-12-31,337.17300,253.52100,83.65200,52.13600,55.78500,27.86700,-2.84900,25.01800,5.79100,19.22700,19.22700,19.22700,39.16500,27.86700,11.83700,11.89600,1.62000,1.62000,3.17900,0.26510,0.38200,24.80980,8.26490,8.26490,7.41990,5.70240,0.27960,0.79000,1.40700,63.96490,2.72470,6.01240,1.59460,2.00240,59.42930,0.5291,-0.3367
2021-09-30,338.31100,252.01500,86.29600,52.58600,56.25300,30.04300,-2.32800,27.71500,10.19600,17.51900,17.51900,17.51900,41.27200,30.04300,11.84200,11.90000,1.48000,1.47000,3.24830,0.28760,0.42550,25.50790,8.88030,8.88030,8.19220,5.17840,0.27780,0.85640,1.37760,65.33180,2.53290,5.53390,1.43860,1.80450,58.26480,2.8566,2.4151
2021-06-30,347.55000,259.41000,88.14000,50.88700,54.55000,33.59000,0.69200,34.28200,8.24500,26.03700,26.03700,26.03700,44.93000,33.59000,11.84200,11.90200,2.20000,2.19000,3.37200,0.30860,0.46880,25.36040,9.66480,9.66480,9.86390,7.49160,0.28750,0.98060,1.32050,68.15350,3.87520,8.93620,2.15390,2.67930,56.64150,1.5133,1.7449
