Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,231.94400,25.57500,206.36900,145.18200,145.18200,61.18700,,61.18700,27.18600,34.00100,34.00100,34.00100,174.72100,175.93200,0.19000,0.19000,0.74260,30.64880,17.03130,0.01000,1.52480,2.00210,0.16970,1.52480,12.72750,0.4125,0.3649
2017-09-30,223.48400,24.70100,198.78300,137.23200,137.23200,61.55100,,61.55100,12.64600,48.90500,48.90500,48.90500,174.99100,176.21600,0.28000,0.28000,0.60060,31.77520,25.24680,0.00970,2.19720,2.88660,0.24380,2.19720,12.71150,0.7235,0.6612
2017-06-30,216.25200,22.31800,193.93400,139.39500,139.39500,54.53900,,54.53900,9.07200,45.46700,45.46700,45.46700,174.59700,175.53200,0.26000,0.26000,0.79060,29.12880,24.28350,0.00950,2.07440,2.73860,0.23140,2.07440,12.53160,0.102,0.0546
2017-03-31,205.16000,20.90800,184.25200,127.07500,127.07500,57.17700,,57.17700,13.79700,43.38000,43.38000,43.38000,174.15000,175.57700,0.25000,0.25000,0.73850,31.86200,24.17360,0.00940,2.01330,2.67260,0.22620,2.01330,12.36190,0.39760,0.36680
2016-12-31,205.76690,20.77500,184.99190,132.62100,132.62100,52.37090,,52.37100,10.22100,42.15000,42.15000,42.15000,173.32500,174.41800,0.24000,0.24000,0.69340,29.09630,23.41770,0.00950,1.98720,2.65170,0.22250,1.98720,12.18330,0.4699,0.4893
2016-09-30,199.61700,20.90300,178.71400,123.98900,123.98900,54.72500,,54.72500,13.25700,41.46800,41.46800,41.46800,173.02000,174.06400,0.24000,0.24000,0.57730,31.34790,23.75400,0.00930,1.94740,2.59520,0.22170,1.94740,12.29470,0.4011,0.3672
2016-06-30,195.44600,20.39300,175.05300,124.14800,124.14800,50.90500,,50.90500,11.15500,39.75000,39.75000,39.75000,173.39400,174.31800,0.23000,0.23000,0.80100,29.50300,23.03790,0.00930,1.88660,2.52310,0.21510,1.88660,12.17210,0.2296,0.1856
2016-03-31,192.44800,20.25700,172.19100,121.94300,121.94300,50.24800,,50.24800,11.99100,38.25700,38.25700,38.25700,173.33100,174.41600,0.22000,0.22000,0.63600,29.44320,22.41700,0.00940,1.84520,2.48140,0.21110,1.84520,11.95680,0.19560,0.14130
2015-12-31,193.39900,19.76100,173.63800,121.43000,121.43000,52.20800,,52.44900,13.91400,38.53500,38.53500,38.53500,175.72100,176.77400,0.22000,0.22000,0.70880,30.69200,22.54990,0.00950,1.88720,2.55140,0.21510,1.88720,11.72160,0.2325,0.193
2015-09-30,191.00200,20.53400,170.46800,125.88400,125.88900,44.57900,,44.57900,10.32800,34.25100,34.25100,34.25100,174.33800,175.34200,0.20000,0.20000,0.69650,26.30530,20.21090,0.00950,1.69070,2.29200,0.19200,1.69070,11.65650,0.3364,0.3053
2015-06-30,190.71800,21.30900,169.40900,120.44800,120.55400,48.85500,,48.85500,12.17500,36.68000,36.68000,36.68000,176.43300,177.53100,0.21000,0.21000,0.76140,29.21790,21.93660,0.00960,1.81150,2.45640,0.21120,1.81150,11.50460,0.2647,0.2241
2015-03-31,190.50900,22.19100,168.31800,114.64800,114.77800,53.54000,,53.54000,13.50400,40.03600,40.03600,40.03600,178.47100,179.45700,0.22000,0.22000,0.74060,31.12470,23.27430,0.00990,1.97070,2.66930,0.23060,1.97070,11.34290,0.17080,0.12860
2014-12-31,191.69500,21.55600,170.13900,120.40500,120.72000,49.41900,,49.41900,11.47000,37.94900,37.94900,37.94900,186.21900,187.18100,0.21000,0.20000,0.73580,29.56760,22.70510,0.00980,1.90060,2.59060,0.22160,1.90060,11.16080,0.3347,0.2936
2014-09-30,191.69000,20.42400,171.26600,118.98400,119.29800,51.96800,,51.96800,13.40200,38.56600,38.56600,38.56600,186.10900,186.95500,0.21000,0.21000,0.76190,30.97650,22.98800,0.00970,1.85590,2.49470,0.22370,1.85590,11.22030,0.2922,0.2629
2014-06-30,192.77400,20.00400,172.77000,119.35900,119.67400,53.09600,,53.09600,13.50000,39.59600,39.59600,39.59600,188.13900,189.18200,0.21000,0.21000,0.94140,31.36760,23.39220,0.00990,1.88570,2.52630,0.23250,1.88570,11.11010,0.1813,0.1534
2014-03-31,187.29800,19.22700,168.07100,111.73900,112.05400,56.01700,,56.01700,14.23400,41.78300,41.78300,41.78300,189.46700,190.48900,0.22000,0.22000,0.94870,33.83260,25.23570,0.00980,2.02960,2.73810,0.24710,2.02960,10.90420,0.31750,0.28460
2013-12-31,193.18900,19.50500,173.68400,118.42700,119.26200,54.42200,,54.42200,12.33900,42.08300,42.08300,42.08300,193.33400,194.35400,0.22000,0.21000,1.03830,31.79150,24.58350,0.01010,2.03970,2.75030,0.24850,2.03970,10.71230,0.397,0.3694
2013-09-30,200.18900,20.29900,179.89000,125.57100,126.10500,53.78500,,53.78500,13.83700,39.94800,39.94800,39.94800,192.25100,193.25900,0.21000,0.21000,1.02890,31.56580,23.44500,0.01000,1.96890,2.67200,0.23430,1.96890,10.55100,0.4228,0.3735
2013-06-30,205.39400,21.01300,184.38100,130.09500,130.63000,53.75100,,53.75100,13.16900,40.58200,40.58200,40.58200,193.27300,194.34600,0.21000,0.21000,1.23700,31.45520,23.74870,0.01000,2.00040,2.71580,0.23840,2.00040,10.47360,0.4094,0.3881
2013-03-31,198.58100,21.67800,176.90300,125.40200,125.93600,50.96700,,50.96700,11.74000,39.22700,39.22700,39.22700,196.29900,197.21700,0.20000,0.20000,0.97790,31.48000,24.22870,0.00970,1.90260,2.56930,0.23510,1.90260,10.55690,0.32270,0.29630
2012-12-31,215.08300,23.33800,191.74500,133.34300,134.05600,57.68900,,57.68900,17.44900,40.24000,40.24000,40.24000,199.06700,200.03900,0.20000,0.20000,0.84680,33.10800,23.09390,0.01050,1.93310,2.60270,0.24340,1.93310,10.45010,0.5011,0.4623
2012-09-30,213.00300,25.17900,187.82400,132.22600,132.98200,54.84200,,54.84200,13.26000,41.58200,41.58200,41.58200,198.95600,199.80800,0.21000,0.21000,0.67720,33.27310,25.22810,0.01010,2.01790,2.73780,0.25550,2.01790,10.36040,0.3142,0.2658
2012-06-30,217.29300,26.45500,190.83800,136.82600,137.58700,53.25100,,53.25100,13.36000,39.89100,39.89100,39.89100,199.67100,200.80600,0.20000,0.20000,0.90170,32.20740,24.12690,0.01010,1.95430,2.66200,0.24420,1.95430,10.16530,0.3528,0.2938
2012-03-31,218.52900,28.19600,190.33300,137.86800,138.66900,51.66400,,51.66400,13.53200,38.13200,38.13200,38.13200,199.49200,200.34400,0.19000,0.19000,0.93850,31.82590,23.49000,0.00980,1.88510,2.57740,0.23060,1.88510,10.09920,0.30420,0.26030
2011-12-31,217.44700,30.87400,186.57300,137.67200,138.62600,47.94700,,47.94700,11.86800,36.07900,36.07900,36.07900,198.91200,199.65800,0.18000,0.18000,0.82170,30.62280,23.04290,0.00960,1.81070,2.49110,0.22040,1.81070,9.95270,0.6128,0.5558
2011-09-30,221.87500,32.24300,189.63200,135.91400,136.86700,52.76500,,52.76500,13.44100,39.32400,39.32400,39.32400,199.02800,199.81400,0.20000,0.20000,0.74290,33.26250,24.78950,0.00970,1.98140,2.73170,0.24130,1.98140,9.92830,0.2194,0.1977
2011-06-30,220.71400,34.29000,186.42400,135.71300,136.88500,49.53900,,49.53900,13.15400,36.38500,36.38500,36.38500,198.77200,199.52700,0.18000,0.18000,0.80480,32.93290,24.18830,0.00940,1.86270,2.58530,0.22790,1.86270,9.79590,0.3176,0.2968
2011-03-31,221.15500,36.13100,185.02400,137.68600,138.86400,46.16000,,46.16000,12.37500,33.78500,33.78500,33.78500,198.59900,199.28600,0.17000,0.17000,0.75910,31.39620,22.97920,0.00920,1.76860,2.47800,0.21170,1.76860,9.59000,0.70930,0.68190
2010-12-31,227.89900,40.85600,187.04300,143.19500,144.48700,42.55600,,42.55600,11.06600,31.49000,31.49000,31.49000,190.86000,191.39700,0.16000,0.16000,0.95380,28.94120,21.41550,0.00900,1.67470,2.36340,0.19350,1.67470,9.44440,0.5457,0.495
2010-09-30,238.35400,45.17000,193.18400,141.41800,142.71100,50.47300,,50.47300,12.79300,37.68000,37.68000,31.50800,198.28200,198.79200,0.16000,0.16000,0.89040,32.94930,20.56870,0.00940,2.00820,2.83920,0.23070,2.00820,9.43340,0.1537,0.1369
2010-06-30,232.59200,48.52200,184.07000,139.76400,141.10500,42.96500,,42.96500,11.28300,31.68200,31.68200,26.61600,190.22100,190.82700,0.14000,0.14000,0.81750,29.82230,18.47440,0.00870,1.70310,1.88480,0.19050,1.41990,11.24600,0.0987,0.0681
2010-03-31,228.84800,52.07900,176.76900,138.70800,140.02200,36.74700,,36.74700,9.26700,27.48000,27.48000,22.41500,176.17400,176.68100,0.13000,0.13000,1.04850,26.86790,16.38900,0.00830,1.71840,1.93750,0.16740,1.39500,11.15420,0.69000,0.66110
2009-12-31,235.40600,58.84900,176.55690,145.14800,146.56900,29.98800,,29.98800,5.60600,24.38200,24.38200,19.33600,175.66200,175.94300,0.11000,0.11000,1.24440,22.79820,14.70010,0.00790,1.55680,1.76180,0.14660,1.25910,10.97780,-0.1345,-0.1622
2009-09-30,239.04100,65.06000,173.98100,143.38100,144.81000,29.17100,,29.17100,5.82500,23.34600,23.34600,18.30000,175.78300,176.07800,0.10000,0.10000,1.23380,22.61650,14.18810,0.00780,1.50250,1.70440,0.14130,1.21360,10.91810,1.2298,1.2032
2009-06-30,243.47400,70.15300,173.32100,156.37200,157.80600,15.51500,,15.51500,2.40400,13.11100,13.11100,8.06500,175.55400,175.72400,0.05000,0.05000,1.63820,12.58100,6.53980,0.00730,0.87210,0.99500,0.07770,0.70000,10.65980,-0.5086,-0.5359
2009-03-31,242.48100,71.45100,171.03000,154.90900,156.37200,14.65800,,14.65800,1.57300,13.08500,13.08500,8.05400,175.31500,175.54800,0.05000,0.05000,1.60210,12.11110,6.65450,0.00730,0.87700,1.00280,0.07930,0.70300,10.60580,0.45100,0.40680
