,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-09-24,2024-08-31,$0.93,$1.07
1,2024-06-25,2024-05-31,$0.74,$0.87
2,2024-03-26,2024-02-29,$0.92,$1.03
3,2024-01-16,2023-11-30,$0.73,$0.84
4,2023-09-26,2023-08-31,$0.83,$0.90
5,2023-06-29,2023-05-31,$0.68,$0.87
6,2023-03-28,2023-02-28,$0.87,$1.01
7,2023-01-17,2022-11-30,$0.93,$0.91
8,2022-09-27,2022-08-31,$0.82,$0.85
9,2022-06-28,2022-05-31,$0.80,$0.87
10,2022-03-29,2022-02-28,$0.72,$0.85
11,2022-01-18,2021-11-30,$0.62,$0.78
12,2021-09-23,2021-08-31,$0.70,$1.06
13,2021-06-24,2021-05-31,$0.59,$0.67
14,2021-03-25,2021-02-28,$0.63,$0.82
15,2021-01-14,2020-11-30,$0.67,$0.80
16,2020-09-29,2020-08-31,$0.66,$0.67
17,2020-06-25,2020-05-31,$0.54,$0.53
18,2020-03-26,2020-02-29,$0.60,$0.65
19,2020-01-16,2019-11-30,$0.63,$0.69
20,2019-09-26,2019-08-31,$0.59,$0.67
21,2019-06-27,2019-05-31,$0.48,$0.53
22,2019-03-28,2019-02-28,$0.40,$0.39
23,2019-01-17,2018-11-30,$0.66,$0.66
24,2018-09-27,2018-08-31,$0.50,$0.52
25,2018-06-27,2018-05-31,$0.44,$0.50
26,2018-03-28,2018-02-28,$0.38,$0.44
27,2018-01-10,2017-11-30,$0.54,$0.60
28,2017-09-27,2017-08-31,$0.40,$0.41
29,2017-06-28,2017-05-31,$0.32,$0.37
30,2017-03-29,2017-02-28,$0.20,$0.31
31,2017-01-16,2016-11-30,$0.48,$0.55
32,2016-09-28,2016-08-31,$0.36,$0.32
33,2016-06-29,2016-05-31,$0.21,$0.25
34,2016-03-30,2016-02-29,$0.19,$0.18
35,2016-01-12,2015-11-30,$0.43,$0.46
36,2015-10-01,2015-08-31,--,$0.26
37,2015-07-01,2015-05-31,$0.22,$0.27
38,2015-04-01,2015-02-28,$0.13,$0.22
39,2015-01-13,2014-11-30,$0.37,$0.37
