Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,8.30600,3.05900,5.24700,1.06000,3.52100,4.58100,0.66600,0.10300,0.76900,0.27600,0.49300,0.49300,,0.49300,0.66600,0.66600,23.31000,23.31000,0.02000,0.02000,3.75950,,,63.17120,8.01830,8.01830,9.25840,5.93550,0.17490,0.55880,0.70280,128.05440,,2.00750,1.03840,1.36950,,0,0
2024-03-31,7.51100,3.03200,4.47900,0.98200,3.57000,4.55200,-0.07300,0.05400,-0.01900,0.72700,-0.74600,-0.74600,,-0.74600,-0.07300,-0.07300,23.31000,23.31000,-0.03000,-0.03000,3.45530,,,59.63250,-0.97190,-0.97190,-0.25300,-9.93210,0.15660,0.46160,0.73770,121.99310,,-3.09090,-1.55520,-2.08580,,0.00000,
2023-12-31,8.93700,3.87700,5.06000,0.89600,3.90200,4.79800,0.26200,0.03400,0.29600,-0.13700,0.43300,0.43300,,0.43300,0.26200,0.26200,23.31000,23.31000,0.02000,0.02000,3.41210,,,56.61860,2.93170,2.93160,3.31210,4.84500,0.17780,0.54010,0.73060,123.19230,,1.71680,0.86140,1.16420,,0.0112,-0.0031
2023-09-30,8.96900,3.89800,5.07100,1.03400,3.91400,4.94800,0.12300,-0.06400,0.05900,0.18100,-0.12200,-0.12200,,-0.12200,0.12300,0.12300,23.31000,23.31000,-0.01000,-0.01000,3.61910,,,56.53920,1.37140,1.37140,0.65780,-1.36020,0.18570,0.46580,0.81890,109.90860,-0.33680,-0.50120,-0.25260,-0.33680,1.55400,0,0
2023-06-30,8.44100,3.31700,5.12400,1.03500,4.00600,5.04100,0.08300,-0.07400,0.00900,-0.26600,0.27500,0.27500,,0.27500,0.08300,0.08300,23.31000,23.31000,0.01000,0.01000,3.64320,,,60.70370,0.98330,0.98330,0.10660,3.25790,0.17440,0.34750,0.81690,110.17300,0.75810,1.13900,0.56810,0.75810,1.55620,0,0
2023-03-31,6.44500,2.85200,3.59300,1.04000,4.28600,5.32600,-1.73300,0.04000,-1.69300,0.18200,-1.87500,-1.87500,,-1.87500,-1.73300,-1.73300,23.31000,23.31000,-0.08000,-0.08000,3.22700,,,55.74860,-26.88910,-26.88910,-26.26840,-29.09230,0.12960,0.28900,0.76440,117.74710,-5.21780,-7.84030,-3.77020,-5.21780,1.54160,0.00000,
2022-12-31,9.91000,4.30000,5.61000,0.81700,3.87600,4.69300,0.91700,0.27700,1.19400,-2.25700,3.45100,3.45100,,3.45100,0.91700,0.91700,23.30800,23.31000,0.14000,0.14000,3.31440,,,56.60950,9.25330,9.25330,12.04840,34.82340,0.19100,0.50930,0.84240,106.83750,9.15700,13.43900,6.65110,9.15700,1.61680,-0.4082,-0.4137
2022-09-30,9.73900,3.78900,5.95000,1.03300,3.78500,4.81800,1.13200,0.21200,1.34400,0.09700,1.24700,1.24700,0.06600,1.31300,1.13200,1.13200,23.31000,23.31000,0.06000,0.06000,2.92130,,,61.09460,11.62340,11.62340,13.80020,13.48190,0.19950,0.49180,0.91730,98.11380,3.69120,5.74630,2.55430,3.69120,1.44930,0,0
2022-06-30,9.12400,3.64900,5.47500,1.08700,4.28100,5.36800,0.10700,-0.10900,-0.00200,-0.43000,0.42800,0.42800,-0.26400,0.16400,0.10700,0.10700,23.31000,23.31000,0.01000,0.01000,2.37310,,,60.00660,1.17270,1.17270,-0.02190,1.79750,0.16970,0.49840,0.74780,120.35180,1.25190,2.01040,0.79600,1.25190,1.46670,0,0
2022-03-31,6.78500,2.31800,4.46700,1.09500,4.04400,5.13900,-0.67200,-0.23900,-0.91100,0.18600,-1.09700,-1.09700,,-1.09700,-0.67200,-0.67200,23.30200,23.30200,-0.05000,-0.05000,2.23670,,,65.83640,-9.90420,-9.90420,-13.42670,-16.16800,0.11900,0.33510,0.78380,114.81800,-3.13280,-5.10210,-1.92440,-3.13280,1.50220,0.00000,
