Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,491.86200,424.45600,67.40600,44.72200,47.87100,92.59300,-25.18700,11.61500,-13.57200,0.09500,-13.66700,-14.20400,-2.48800,-14.49100,-25.18700,102.41400,102.41400,-0.02000,-0.02000,1.30840,,13.70430,-5.12070,-5.12070,-2.75930,-0.50580,0.31560,3.21290,1.88320,47.79150,-3.74480,-3.74480,-0.91140,-3.74480,0.64850,0.5009,0.341
2024-03-31,424.30100,380.13900,44.16200,46.46200,48.65200,95.11400,-50.95200,9.81200,-41.14000,-0.18800,-40.95200,-40.95200,-6.58000,-47.79700,-50.95200,93.04400,93.04400,-0.07000,-0.07000,1.36010,,10.40820,-12.00850,-12.00850,-9.69590,-1.55080,0.26720,3.17390,1.40650,63.98870,-9.90070,-9.90070,-2.57880,-9.90070,0.70830,0.2643,0.2402
2023-12-31,368.45000,298.34300,70.10700,42.14400,47.01200,89.15600,-19.04900,6.19900,-12.85000,0.11700,-12.96700,-12.96700,-1.92800,-15.85200,-19.04900,83.32100,83.32100,-0.02000,-0.02000,1.14680,,19.02760,-5.17000,-5.17000,-3.48760,-0.52330,0.27820,2.16720,1.22400,73.52760,-7.54440,-7.54440,-0.97920,-7.54440,0.29990,-0.36190,-0.38790
2023-09-30,391.88790,333.09900,58.78900,45.79100,66.93300,112.72380,-53.93490,3.66100,-50.27400,-4.85900,-45.41500,-45.41500,-6.20800,-49.22990,-53.93500,64.33900,64.33900,-0.08000,-0.08000,0.96720,,15.00150,-13.76280,-13.76290,-12.82870,-1.58410,0.37300,2.44710,2.05870,43.71650,1672.08000,1548.38100,-4.32230,1672.12900,-0.00490,0.5724,0.6591
2023-06-30,311.83700,258.92800,52.90900,48.84500,46.07300,94.91800,-42.00900,2.93700,-39.07200,0.00500,-39.07700,-39.07700,-4.34700,-39.54900,-42.00900,61.78300,61.78300,-0.07000,-0.07000,1.02630,,16.96690,-13.47150,-13.47150,-12.52960,-1.39400,0.32160,1.55160,1.88540,47.73420,-180.70330,-183.49470,-4.02960,-180.65280,0.03890,0.8271,0.7126
2023-03-31,266.85400,224.00700,42.84700,49.66600,50.89800,100.56400,-57.71700,2.28400,-55.43300,-0.01700,-55.41600,-55.41600,-6.11800,-55.64800,-57.71700,60.50300,60.50300,-0.10000,-0.10000,1.01950,,16.05630,-21.62870,-21.62870,-20.77280,-2.29260,0.29340,1.59500,1.41920,63.41460,-258.45830,-263.71020,-6.09280,-258.45810,0.03860,0.4525,0.3575
2022-12-31,206.31200,171.11800,35.19400,50.74000,54.02300,104.76300,-69.56900,1.83400,-67.73500,0.25100,-67.98600,-67.98600,-7.19300,-67.49200,-69.56900,58.23600,58.23600,-0.12000,-0.12000,1.04930,,17.05860,-33.72030,-33.72030,-32.83130,-3.48650,0.25500,1.54280,1.41170,63.75450,-135.15540,-136.62230,-8.40430,-135.15570,0.09080,1.73520,1.61520
2022-09-30,244.41200,207.68300,36.72900,43.46200,47.57500,91.03700,-54.30800,1.05000,-53.25800,,-53.25800,-53.25800,-5.54900,-52.51900,-54.30800,54.08600,54.08600,-0.10000,-0.10000,1.15760,,15.02750,-22.21990,-22.21990,-21.79030,-2.27030,0.38720,2.25990,2.32270,38.74820,-77.25270,-77.98800,-8.43670,-77.25270,0.12450,-0.8318,-0.951
2022-06-30,175.55200,144.00800,31.54400,35.14000,29.43500,64.57500,-33.03100,0.15600,-32.87500,,-32.87500,-32.87500,-1.31400,-31.60500,-33.03100,50.66400,50.66400,-0.03000,-0.03000,1.32820,,17.96850,-18.81550,-18.81550,-18.72660,-0.74850,0.28650,1.13410,68.87090,1.30680,-44.95910,-45.45270,-5.36440,-44.95540,0.13840,-1.9092,-2.1218
2022-03-31,96.28400,79.37800,16.90600,23.35500,23.51200,46.86700,-29.96100,0.05800,-29.90300,,-29.90300,-29.90300,,-28.54500,-29.96100,,,,0.00000,0.46160,-0.18930,17.55850,-31.11730,-31.11730,-31.05710,,0.29710,,,,188.72740,188.72740,-9.22760,188.72740,-1.75270,0,0
