,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-13,2024-12-31,$-0.05,$-0.06
1,2024-12-23,2024-09-30,$-0.05,$-0.04
2,2024-08-14,2024-06-30,$-0.05,$-0.03
3,2024-05-14,2024-03-31,$-0.06,$-0.02
4,2024-02-14,2023-12-31,$-0.06,$-0.06
5,2023-12-27,2023-09-30,$-0.06,$-0.77
6,2023-08-11,2023-06-30,$-0.07,$-0.07
7,2023-05-15,2023-03-31,$-0.04,$-0.05
8,2023-02-14,2022-12-31,$-0.04,$-0.01
9,2022-12-20,2022-09-30,--,$-0.05
10,2022-08-11,2022-06-30,$-0.06,$0.04
11,2022-05-12,2022-03-31,$-0.06,$0.03
12,2022-02-10,2021-12-31,$-0.07,$0.06
13,2021-12-20,2021-09-30,--,$-0.40
14,2021-08-16,2021-06-30,$-0.05,$-0.61
15,2021-05-17,2021-03-31,$0.04,$-0.11
16,2021-02-11,2020-12-31,$0.03,$-0.26
17,2020-12-23,2020-09-30,$0.03,$0.24
18,2020-08-13,2020-06-30,--,$-0.38
19,2020-05-14,2020-03-31,--,$0.32
20,2020-02-13,2019-12-31,--,$0.14
21,2019-12-27,2019-09-30,--,$0.32
22,2019-08-14,2019-06-30,--,$4.17
23,2019-05-15,2019-03-31,--,$-40.06
24,2019-02-14,2018-12-31,--,$-5.50
25,2018-12-28,2018-09-30,$-1.00,$-12.00
26,2018-08-14,2018-06-30,--,$-62.00
27,2018-05-15,2018-03-31,--,$-5.00
28,2018-02-14,2017-12-31,--,$-4.00
29,2017-12-19,2017-09-30,$-5.00,$-2.50
30,2017-08-14,2017-06-30,$-7.00,$-2.50
31,2017-05-15,2017-03-31,$-7.50,$-2.50
32,2017-02-13,2016-12-31,$-7.50,$-5.00
33,2016-12-14,2016-09-30,$-12.50,$-7.50
34,2016-08-15,2016-06-30,$-27.50,$-50.00
35,2016-05-12,2016-03-31,$-35.00,$-35.00
36,2016-02-11,2015-12-31,$-37.50,$-30.00
37,2015-12-23,2015-09-30,$-55.00,$-25.00
38,2015-08-14,2015-06-30,$-105.00,$-55.00
39,2015-05-14,2015-03-31,$-87.50,$-112.50
40,2015-02-12,2014-12-31,$-87.50,$-112.50
