Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-07-31,53.81430,34.10180,19.71250,9.88330,9.88330,9.82920,9.83070,2.74410,7.08660,7.08660,6.90620,25.96400,25.96400,0.26290,0.26290,0.24850,49.87220,35.03610,0.00600,2.37290,2.37290,0.21490,2.37290,11.50210,2.4364,2.3749
2024-04-30,54.13420,33.14320,20.99100,8.98600,8.98610,12.00500,12.00500,3.29360,8.71130,8.71130,8.52940,25.96400,25.96400,0.33140,0.33140,0.25270,57.22310,40.65650,0.00650,2.95620,2.95620,0.26950,2.95620,11.34940,1.4385,1.4307
2024-01-31,52.97270,31.62000,21.35260,8.80500,8.80500,12.54770,12.54770,3.14910,9.39850,9.39850,9.21570,25.96400,25.96400,0.35500,0.35500,0.26570,58.50650,42.97050,0.00670,3.26420,3.26420,0.29470,3.26420,11.08940,-0.51630,-0.97240
2023-10-31,50.00990,28.91780,21.09210,8.82640,8.82640,12.26570,12.26570,3.21690,9.04870,9.04870,8.87060,26.27400,26.27400,0.34090,0.34090,0.28330,57.76730,41.77750,0.00680,3.23600,3.23600,0.29050,3.23600,10.76970,2.0139,2.0138
2023-07-31,46.47080,26.34540,20.12550,9.77840,9.77840,10.34710,10.34710,2.85180,7.49520,7.49520,7.31020,25.95800,25.95800,0.28470,0.28470,0.27830,51.74240,36.55580,0.00670,2.74020,2.74020,0.25130,2.74020,10.55110,-3.8081,-3.8085
2023-04-30,41.88690,21.80910,20.07780,9.75340,9.75330,10.32440,10.32440,2.60260,7.72190,7.72190,7.53600,26.17100,26.17100,0.28590,0.28590,0.29320,51.88290,37.87050,0.00710,2.87870,2.87870,0.27520,2.87870,10.31550,0.9991,0.99
2023-01-31,38.02480,18.77810,19.24670,9.44590,9.44590,9.80080,9.80080,2.80780,6.99310,6.99310,6.80960,27.02500,27.02500,0.25250,0.25250,0.29260,51.69000,35.91430,0.00720,2.68160,2.68160,0.26660,2.68160,9.86960,3.46780,3.46720
2022-10-31,33.35800,15.00260,18.35540,10.56400,10.56400,7.79140,7.79140,2.93480,4.85660,4.85660,4.67120,27.42500,27.42500,0.17100,0.17100,0.29930,42.81640,25.66990,0.00720,1.78310,1.78310,0.19150,1.78310,9.99670,0.3751,0.3798
2022-07-31,27.47710,10.97020,16.50700,10.40050,10.40050,6.10650,6.10650,1.66090,4.44560,4.44560,4.25360,27.44100,27.44100,0.15500,0.15500,0.28470,37.28470,25.97160,0.00690,1.65010,1.65010,0.18600,1.65010,9.81800,0.7726,0.7571
2022-04-30,21.50950,6.79530,14.71420,9.35280,9.35280,5.36140,5.36140,1.45840,3.90300,3.90300,3.70800,27.44100,27.44100,0.13500,0.13500,0.28820,36.59000,25.30580,0.00690,1.44780,1.44780,0.18360,1.44780,9.82400,1.1739,1.1692
2022-01-31,20.60150,6.18420,14.41740,8.39660,8.39650,6.02080,6.02080,1.62750,4.39320,4.39320,4.19830,27.44100,27.44100,0.15300,0.15300,0.29000,41.76520,29.12290,0.00760,1.65190,1.65190,0.23040,1.65190,9.69190,-3.24640,-3.24730
2021-10-31,20.67490,6.17410,14.50080,8.02980,8.02970,6.47110,6.47110,1.77220,4.69880,4.69880,4.49690,21.75300,21.75300,0.19000,0.19000,0.28690,43.95040,30.54240,0.00770,1.77900,1.77900,0.24460,1.77900,9.62520,-3.5658,-3.5637
2021-07-31,19.18570,6.39170,12.79400,6.74800,6.74800,6.04600,6.04600,1.62440,4.42160,4.42160,4.22070,21.12400,21.12400,0.20000,0.20000,0.37960,47.54690,33.19260,0.00680,2.15690,2.15690,0.23780,2.15690,9.70470,0.9958,0.9957
2021-04-30,17.90430,5.20980,12.69460,6.38300,6.38300,6.31150,6.31150,1.74560,4.56590,4.56590,4.13510,21.12400,21.12400,0.19600,0.19600,0.38160,48.76550,31.94940,0.00760,2.32210,2.32210,0.26840,2.32210,9.30840,-0.4152,-0.4153
