,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-18,2024-09-30,--,$-0.33
1,2024-08-14,2024-06-30,--,$-0.40
2,2024-05-20,2024-03-31,--,$-0.55
3,2023-11-13,2023-09-30,--,$-0.45
4,2023-08-09,2023-06-30,--,$-2.70
5,2023-05-15,2023-03-31,--,$-3.60
6,2022-11-14,2022-09-30,--,$-0.90
7,2022-08-15,2022-06-30,--,$-0.75
8,2022-05-16,2022-03-31,--,$-0.90
