Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,120.19800,80.11600,40.08200,5.84800,39.85800,-0.43200,46.13800,-6.05600,21.08700,15.03100,4.61800,10.41300,12.50500,12.50500,9.61500,-6.05600,229.58900,233.73000,0.05000,0.05000,1.50500,0.00000,0.00000,33.34670,-5.03840,-5.03840,12.50520,10.40370,0.16580,1.64580,54.68450,2.25210,10.95750,1.72510,2.25210,2.41800,-0.0152,-0.0948
2024-06-30,95.44700,67.07900,28.36800,7.21400,40.52800,-1.62800,49.37000,-21.00200,-2.48600,-23.48800,-1.31400,-22.17400,-21.79200,-21.79200,0.04400,-21.00200,229.46400,229.46400,-0.09000,-0.09000,1.53980,0.00000,0.00010,29.72120,-22.00380,-22.00380,-24.60840,-22.83150,0.13330,1.51100,59.56220,-3.94510,-19.47590,-3.04360,-3.94500,2.61800,0.0584,-0.0115
2024-03-31,119.71800,106.91100,12.80700,6.62100,30.00000,-0.46400,37.08500,-24.27800,-0.42800,-24.70600,1.10000,-25.80600,-25.54100,-25.54100,-2.84800,-24.27800,229.32700,229.32700,-0.11000,-0.11000,1.31040,0.00000,0.00010,10.69760,-20.27930,-20.27930,-20.63680,-21.33430,0.16060,1.19400,75.37510,-4.63930,-23.76970,-3.42640,-4.63920,2.39970,-0.06360,-0.11760
2023-12-31,127.17200,116.65600,10.51600,7.87400,36.70100,-0.33800,44.91300,-34.39700,-5.22700,-39.62400,-0.42300,-39.20100,-38.45200,-38.45200,-9.84800,-34.39700,225.88200,225.88200,-0.17000,-0.17000,1.33820,0.00000,0.01320,8.26910,-27.04760,-27.04760,-31.15780,-30.23620,0.16390,1.78890,50.30920,-6.71040,-32.77030,-4.95690,-6.71020,2.51740,0.1062,0.0508
2023-09-30,101.72900,77.44600,24.28300,6.11500,26.22600,-0.83200,33.17300,-8.89000,-3.06300,-11.95300,1.16300,-13.11600,-11.61600,-11.61600,9.37300,-8.89000,227.25800,227.25800,-0.05000,-0.05000,1.41970,0.00000,0.01270,23.87030,-8.73890,-8.73890,-11.74990,-11.41860,0.13170,1.64980,54.55350,-2.01160,-8.91590,-1.50430,-2.01160,2.53910,0.0597,0.0017
2023-06-30,86.84700,62.17300,24.67400,5.81200,26.20700,-0.49600,32.51500,-7.84100,0.90700,-6.93400,3.95200,-10.88600,-10.29800,-10.29800,10.13000,-7.84100,227.00500,227.00500,-0.05000,-0.05000,1.49340,0.00000,0.01240,28.41090,-9.02850,-9.02850,-7.98420,-11.85760,0.11300,1.40440,64.08410,-1.71270,-7.81330,-1.33950,-1.71260,2.64730,-0.015,-0.0665
2023-03-31,97.22900,87.69700,9.53200,6.26900,25.46500,-0.82800,32.56200,-23.03000,-1.75900,-24.78900,0.64800,-25.43700,-25.16800,-25.16800,-5.49600,-23.03000,221.70700,221.70700,-0.11000,-0.11000,1.50870,0.00010,0.01210,9.80370,-23.68640,-23.68640,-25.49550,-25.88530,0.12830,2.44950,36.74270,-4.23780,-19.08760,-3.32090,-4.23750,2.62150,-0.08500,-0.13140
2022-12-31,105.33900,102.15300,3.18600,6.66400,39.79700,-1.54000,48.00110,-44.81510,-83.01000,-127.82500,0.97000,-128.79500,-127.71600,-127.71600,-27.49810,-44.81510,213.39100,213.39100,-0.58000,-0.58000,1.38200,0.01210,0.02510,3.02450,-42.54370,-42.54370,-121.34630,-121.24290,0.13620,3.15590,28.51760,-22.14160,-108.53380,-16.51490,-21.87280,2.85760,0.0095,-0.0335
2022-09-30,78.65000,72.82100,5.82900,8.10500,31.08500,,39.19000,-33.36100,22.79300,-10.56800,0.22900,-10.79700,-8.96700,-8.96700,-16.48400,-33.36100,200.14300,200.14300,-0.04000,-0.04000,1.69700,0.01180,0.02450,7.41130,-42.41700,-42.41700,-13.43670,-11.40110,0.10720,2.27150,39.62170,-1.56510,-6.22480,-1.22170,-1.54660,2.60590,-0.0147,-0.0697
2022-06-30,71.11700,61.81700,9.30000,7.73400,41.25500,,48.98900,-39.68900,34.42400,-5.26500,-0.06100,-5.20400,-4.75500,-4.75500,-22.21600,-39.68900,198.34700,198.34700,-0.02000,-0.02000,1.97280,0.01130,0.02340,13.07700,-55.80800,-55.80800,-7.40330,-6.68620,0.09140,2.57500,34.95110,-0.74670,-2.91270,-0.61120,-0.73820,2.92020,0.1177,0.0559
2022-03-31,85.92300,101.37500,-15.45200,7.39100,42.03600,-0.12800,49.55500,-65.00700,25.38500,-39.62200,0.57600,-40.19800,-40.19800,-40.19800,-47.28300,-65.00700,195.76000,195.76000,-0.21000,-0.21000,2.18920,0.01060,0.02200,-17.98350,-75.65730,-75.65730,-46.11340,-46.78380,0.09990,1.65380,54.41920,-5.81660,-23.04930,-4.67560,-5.75480,3.19340,-0.12870,-0.18720
2021-12-31,84.01200,109.42200,-25.41000,6.58500,41.07500,-3.24000,50.90000,-76.31000,11.69800,-64.61200,-11.32200,-53.29000,-53.29000,-64.61700,-58.67800,-76.31000,150.91200,150.91200,-0.47000,-0.47000,2.12470,0.00010,0.00010,-30.24570,-90.83230,-90.83230,-76.90810,-76.91410,0.09470,1.72090,52.29860,-7.54630,-31.61840,-6.00730,-7.54560,3.64790,-0.0981,-0.2133
2021-09-30,69.13600,86.44100,-17.30500,9.78900,34.81800,-2.87600,47.48300,-64.78800,-5.68600,-70.47400,-0.49700,-69.97700,-69.97700,-69.97700,-45.05700,-64.78800,188.86600,188.86600,-0.37000,-0.37000,2.28200,0.00010,0.00010,-25.03040,-93.71100,-93.71100,-101.93530,-101.21640,0.07710,1.75510,51.27850,-9.82690,-41.27220,-7.80220,-9.82590,3.38770,-0.1453,-0.1892
2021-06-30,55.84900,240.19200,-184.34300,6.88100,231.81400,-6.08100,244.77600,-429.11900,-34.66400,-463.78300,0.38100,-464.16400,-464.16400,-464.16400,-416.65500,-429.11900,150.85500,150.85500,-3.08000,-3.08000,1.58460,0.00010,0.00020,-330.07390,-768.35580,-768.35580,-830.42310,-831.10530,0.06280,1.78490,50.42190,-72.23160,-388.27880,-52.15400,-72.22290,3.13530,-0.2233,-0.2242
2021-03-31,53.73800,40.11300,13.62500,3.25800,12.75300,-0.68900,16.70000,-3.07500,-2.51000,-5.58500,-0.26300,-5.32200,-5.32200,-5.32200,7.25700,-3.07500,70.04000,70.04000,-0.08000,-0.08000,0.72590,0.29230,0.46360,25.35450,-5.72220,-5.72220,-10.39300,-9.90360,0.13650,2.31920,38.80660,3.47670,5.06270,-1.35210,-1.82080,110.38310,0.04720,-0.01250
2020-12-31,47.01700,34.40900,12.60800,4.59600,14.45800,-0.61900,19.67300,-7.06500,-1.45600,-8.52100,4.98400,-13.50500,-13.50500,-13.50500,2.66600,-7.06500,70.04000,70.04000,3.74000,3.74000,0.71870,0.28140,0.44020,26.81580,-15.02640,-15.02650,-18.12320,-28.72370,0.12020,1.89770,47.42630,9.68610,12.99580,-3.45390,-4.59400,3.01610,-0.0082,-0.0652
