Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,17104.00000,14987.00000,2117.00000,23.00000,-23.00000,2140.00000,-222.00000,1918.00000,295.00000,1623.00000,1623.00000,,1623.00000,2530.00000,2140.00000,237.50000,238.60000,6.83000,6.80000,1.30330,0.72710,2.68350,12.37720,12.51170,12.51170,11.21380,9.48900,0.30810,4.63420,7.98880,11.26580,22.54170,-29.09120,2.92330,6.15260,30.37530,10.2793,8.7784
2024-06-30,18122.00000,15992.00000,2130.00000,18.00000,-18.00000,2148.00000,-200.00000,1948.00000,307.00000,1641.00000,1641.00000,,1641.00000,2507.00000,2148.00000,238.90000,239.60000,6.87000,6.85000,1.24190,0.75580,3.11850,11.75370,11.85300,11.85300,10.74940,9.05530,0.32900,5.16370,6.18500,14.55140,26.57490,-24.66930,2.97950,6.48870,25.90640,7.8862,6.3289
2024-03-31,17195.00000,15202.00000,1993.00000,36.00000,-36.00000,2029.00000,-194.00000,1835.00000,290.00000,1545.00000,1545.00000,,1545.00000,2380.00000,2029.00000,240.70000,241.60000,6.42000,6.39000,1.29710,0.74320,2.92000,11.59060,11.79990,11.79990,10.67170,8.98520,0.31280,4.63760,7.61850,11.81330,23.23310,-24.56280,2.81100,5.96530,27.71550,6.76740,5.20280
2023-12-31,18874.00000,16579.00000,2295.00000,-2.00000,2.00000,2293.00000,-148.00000,2145.00000,279.00000,1866.00000,1866.00000,,1866.00000,2714.00000,2293.00000,250.30000,251.20000,7.62000,7.58000,1.21160,0.71670,2.55440,12.15960,12.14900,12.14900,11.36480,9.88660,0.35980,5.29340,8.85270,10.16640,27.30070,-30.21370,3.55730,7.73440,28.28550,9.3265,6.5396
2023-09-30,16878.00000,14830.00000,2048.00000,-6.00000,6.00000,2042.00000,-89.00000,1953.00000,269.00000,1684.00000,1684.00000,,1684.00000,2392.00000,2042.00000,249.30000,250.20000,6.75000,6.73000,1.35650,0.65000,1.87500,12.13410,12.09860,12.09860,11.57130,9.97750,0.29790,4.47770,7.01790,12.82440,18.15830,-44.52670,2.97180,6.35590,37.38020,11.6975,10.2093
2023-06-30,16693.00000,14603.00000,2090.00000,45.00000,-45.00000,2135.00000,-129.00000,2006.00000,325.00000,1681.00000,1681.00000,,1681.00000,2469.00000,2135.00000,252.80000,253.60000,6.65000,6.63000,1.36050,0.65130,1.89880,12.52020,12.78980,12.78980,12.01700,10.07010,0.29300,4.17470,4.87100,18.47660,18.19260,-43.20230,2.95030,6.34290,36.69130,4.3882,3.0813
2023-03-31,15126.00000,13080.00000,2046.00000,-9.00000,9.00000,2037.00000,-43.00000,1994.00000,305.00000,1689.00000,1689.00000,,1689.00000,2362.00000,2037.00000,254.70000,255.70000,6.63000,6.61000,1.30400,0.61620,1.61730,13.52640,13.46690,13.46690,13.18260,11.16620,0.27690,3.76840,5.85600,15.36890,17.50990,-47.88770,3.09220,6.72080,38.08840,6.11650,4.96680
2022-12-31,18991.00000,16689.00000,2302.00000,-9.00000,9.00000,2293.00000,-103.00000,2190.00000,278.00000,1912.00000,1912.00000,,1912.00000,2732.00000,2293.00000,263.70000,264.60000,7.39000,7.35000,1.32130,0.62480,1.67790,12.12150,12.07410,12.07410,11.53180,10.06790,0.35910,5.40450,7.58120,11.87140,20.63460,-48.12480,3.61570,7.74250,36.29500,7.3283,4.7023
2022-09-30,16583.00000,14463.00000,2120.00000,39.00000,-39.00000,2159.00000,-60.00000,2099.00000,321.00000,1778.00000,1778.00000,,1778.00000,2452.00000,2159.00000,264.10000,265.10000,6.73000,6.71000,1.28220,0.48960,0.95940,12.78420,13.01940,13.01940,12.65750,10.72180,0.31870,4.64600,6.67590,13.48130,14.85880,-134.79910,3.41730,7.58340,45.65890,11.8802,10.3396
2022-06-30,15446.00000,13490.00000,1956.00000,7.00000,-7.00000,1963.00000,-1633.00000,330.00000,21.00000,309.00000,309.00000,,309.00000,2306.00000,1963.00000,265.80000,266.70000,1.16000,1.16000,1.27270,0.50460,1.01850,12.66350,12.70880,12.70880,2.13650,2.00050,0.29840,3.93180,4.54160,19.81680,2.70290,-15.87870,0.59700,1.33910,43.11490,5.0398,3.8905
