Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1535.00000,998.00000,537.00000,162.00000,-287.00000,503.00000,34.00000,-31.00000,3.00000,2.00000,1.00000,,7.00000,,7.00000,84.00000,34.00000,111.30000,112.20000,0.06000,0.06000,0.57260,1.64700,2.21500,2.21500,0.19540,0.45600,0.26700,0.43050,-0.44590,0.12180,0.18400,14.61460,1.0715,0.912
2024-06-30,1669.00000,1108.00000,561.00000,140.00000,-288.00000,483.00000,78.00000,-40.00000,38.00000,11.00000,27.00000,,30.00000,,30.00000,128.00000,78.00000,111.20000,111.90000,0.27000,0.27000,0.57750,1.74230,4.67350,4.67350,2.27680,1.79750,0.28550,1.85870,-1.88920,0.51320,0.78530,14.50880,0.3604,0.2012
2024-03-31,1126.00000,726.00000,400.00000,144.00000,-280.00000,490.00000,-90.00000,-38.00000,-128.00000,-28.00000,-100.00000,,-101.00000,,-101.00000,-33.00000,-90.00000,110.70000,110.70000,-0.91000,-0.91000,0.57790,1.77340,-7.99290,-7.99290,-11.36770,-8.96980,0.19420,-6.39240,6.20770,-1.74170,-2.69840,14.22160,-1.10210,-1.26470
2023-12-31,1250.00000,812.00000,438.00000,145.00000,-333.00000,534.00000,-96.00000,-36.00000,-132.00000,-22.00000,-110.00000,,-108.00000,,-107.00000,-47.00000,-96.00000,110.30000,110.30000,-0.96000,-0.94000,0.58300,1.58060,-7.68000,-7.68000,-10.56000,-8.56000,0.21410,-6.42470,7.05420,-1.84960,-2.67920,15.21430,0.5803,0.3914
2023-09-30,1584.00000,1037.00000,547.00000,160.00000,-287.00000,506.00000,41.00000,129.00000,170.00000,45.00000,125.00000,,129.00000,,129.00000,93.00000,41.00000,110.50000,112.10000,1.17000,1.15000,0.57440,1.52940,2.58840,2.58840,10.73230,8.14390,0.26140,7.22690,-8.69270,2.12910,3.07580,16.15600,1.2948,1.1364
2023-06-30,1671.00000,1092.00000,579.00000,160.00000,-304.00000,519.00000,60.00000,-38.00000,22.00000,8.00000,14.00000,,19.00000,,19.00000,111.00000,60.00000,110.40000,111.30000,0.17000,0.17000,0.61810,1.84150,3.59070,3.59070,1.31660,1.13700,0.26870,1.14940,-1.17210,0.30550,0.43900,14.96670,0.8494,0.7079
2023-03-31,1131.00000,723.00000,408.00000,172.00000,-306.00000,553.00000,-145.00000,-37.00000,-182.00000,-46.00000,-136.00000,,-138.00000,,-138.00000,-93.00000,-145.00000,109.80000,109.80000,-1.26000,-1.26000,0.61940,1.87180,-12.82050,-12.82050,-16.09200,-12.20160,0.18260,-8.46630,8.37380,-2.22760,-3.22200,14.77040,-1.02910,-1.19310
2022-12-31,1323.00000,855.00000,468.00000,148.00000,-775.00000,987.00000,-519.00000,-41.00000,-560.00000,-120.00000,-440.00000,,-452.00000,,-453.00000,-462.00000,-519.00000,113.80000,113.80000,-3.97000,-3.94000,0.59960,1.70460,-39.22900,-39.22900,-42.32800,-34.24040,0.20730,-25.58010,29.79570,-7.08130,-10.24250,16.13990,-0.1828,-0.4095
2022-09-30,1808.00000,1170.00000,638.00000,151.00000,-324.00000,544.00000,94.00000,-28.00000,66.00000,8.00000,58.00000,,56.00000,,55.00000,149.00000,94.00000,112.20000,113.50000,0.49000,0.48000,0.54510,1.35790,5.19910,5.19910,3.65040,3.04200,0.25780,2.52710,-3.62930,0.79850,1.14970,20.24280,1.1146,0.8588
2022-06-30,2142.00000,1402.00000,740.00000,179.00000,-356.00000,593.00000,147.00000,-21.00000,126.00000,32.00000,94.00000,,90.00000,,88.00000,204.00000,147.00000,116.50000,117.80000,0.76000,0.75000,0.54670,1.36890,6.86270,6.86270,5.88240,4.10830,0.30700,4.07420,-5.81770,1.28980,1.84690,19.31570,0.195,-0.0395
