,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,$-0.34,$-0.49
1,2024-08-14,2024-06-30,--,$-0.36
2,2024-05-14,2024-03-31,--,$-0.41
3,2024-03-21,2023-12-31,--,$-0.56
4,2023-11-09,2023-09-30,--,$-0.25
5,2023-08-10,2023-06-30,--,$-0.27
6,2023-05-11,2023-03-31,--,$-0.40
7,2023-03-22,2022-12-31,--,$-0.24
8,2022-11-10,2022-09-30,--,$-0.32
9,2022-08-11,2022-06-30,--,$-1.28
10,2022-05-12,2022-03-31,--,$-1.36
11,2022-03-24,2021-12-31,--,$-1.04
12,2021-11-11,2021-09-30,--,$-1.04
13,2021-08-16,2021-06-30,$-0.96,$-1.04
14,2021-05-12,2021-03-31,$-1.76,$-0.88
15,2021-03-25,2020-12-31,$-0.80,$-1.36
16,2020-11-09,2020-09-30,$-0.64,$-1.44
17,2020-08-10,2020-06-30,$-0.48,$-0.96
18,2020-05-11,2020-03-31,$0.00,$0.08
19,2020-03-26,2019-12-31,$-0.32,$-0.32
20,2019-11-14,2019-09-30,$0.16,$0.24
21,2019-08-14,2019-06-30,$0.08,$0.08
22,2019-05-14,2019-03-31,$0.32,$0.00
23,2019-03-28,2018-12-31,$-0.64,$-0.64
24,2018-11-14,2018-09-30,--,$-0.32
25,2018-08-14,2018-06-30,--,$0.00
26,2018-05-15,2018-03-31,--,$-0.96
27,2018-03-21,2017-12-31,--,$-0.64
28,2017-11-14,2017-09-30,$-0.64,$-0.96
29,2017-08-14,2017-06-30,$-0.64,$-0.96
30,2017-05-15,2017-03-31,$-1.28,$-0.96
31,2017-03-30,2016-12-31,$-0.32,$-6.08
32,2016-11-14,2016-09-30,$0.32,$-0.64
33,2016-08-11,2016-06-30,$0.64,$-0.32
34,2016-05-12,2016-03-31,$-0.32,$0.00
35,2016-03-23,2015-12-31,$0.32,$0.00
36,2015-11-12,2015-09-30,$-0.32,$0.64
37,2015-08-13,2015-06-30,$-0.96,$-1.60
38,2015-05-14,2015-03-31,$-1.60,$-0.96
39,2015-03-25,2014-12-31,$-1.60,$-1.92
