,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,--,$-1.50
1,2024-08-13,2024-06-30,--,$0.15
2,2024-05-10,2024-03-31,--,$-0.72
3,2024-03-28,2023-12-31,--,$-1.60
4,2023-11-07,2023-09-30,--,$-1.00
5,2023-08-07,2023-06-30,--,$-1.36
6,2023-05-08,2023-03-31,--,$-0.60
7,2023-03-29,2022-12-31,--,$-1.36
8,2022-11-08,2022-09-30,--,$3.71
9,2022-08-05,2022-06-30,--,$0.16
10,2022-05-06,2022-03-31,--,$0.46
11,2022-03-21,2021-12-31,--,$0.08
12,2021-11-09,2021-09-30,--,$0.18
13,2021-08-11,2021-06-30,--,$0.33
14,2021-05-07,2021-03-31,--,$0.56
15,2021-03-19,2020-12-31,--,$0.48
16,2020-11-06,2020-09-30,--,$0.32
17,2020-08-07,2020-06-30,--,$-0.81
18,2020-05-08,2020-03-31,--,$0.06
19,2020-03-20,2019-12-31,--,$-0.30
20,2019-11-08,2019-09-30,--,$0.32
21,2019-08-08,2019-06-30,--,$0.24
22,2019-05-08,2019-03-31,--,$0.30
23,2019-03-20,2018-12-31,--,$0.31
24,2018-11-06,2018-09-30,--,$0.30
25,2018-08-09,2018-06-30,--,$0.73
26,2018-05-04,2018-03-31,--,$0.73
27,2018-03-20,2017-12-31,--,$0.79
28,2017-11-06,2017-09-30,--,$0.35
29,2017-08-08,2017-06-30,--,$0.48
30,2017-05-05,2017-03-31,--,$0.53
31,2017-03-20,2016-12-31,--,$0.47
32,2016-11-04,2016-09-30,--,$0.48
33,2016-08-05,2016-06-30,--,$0.82
34,2016-05-05,2016-03-31,--,$0.67
35,2016-03-21,2015-12-31,--,$0.24
36,2015-11-06,2015-09-30,--,$0.44
37,2015-08-07,2015-06-30,--,$0.59
38,2015-05-06,2015-03-31,--,$0.48
39,2015-03-20,2014-12-31,--,$0.28
