Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,24.19700,12.38700,11.81000,54.42900,19.42200,-0.03700,73.88800,-62.07800,2.48100,-59.59700,,-59.59700,-59.59700,-59.59700,-59.43300,-62.07800,50.80000,50.80000,-1.17000,-1.17000,3.05080,,,48.80770,-256.55250,-256.55250,-246.29910,-246.29910,0.04660,1.02510,87.79440,-19.77230,-19.77230,-11.48050,-19.77230,6.08500,-0.7904,-0.7968
2024-06-30,22.29500,10.57900,11.71600,48.86900,18.85500,-0.02900,67.75300,-56.03700,3.04800,-52.98900,,-52.98900,-52.98900,-52.98900,-53.22900,-56.03700,50.60100,50.60100,-1.05000,-1.05000,3.52780,,,52.54990,-251.34330,-251.34330,-237.67210,-237.67210,0.03920,0.97750,92.07490,-15.21510,-15.21510,-9.30650,-15.21510,7.06180,-0.7825,-0.7906
2024-03-31,15.62200,4.28300,11.33900,54.84400,18.29100,-2.06700,75.20200,-63.86300,0.53300,-63.33000,,-63.33000,-63.33000,-63.33000,-60.15100,-63.86300,45.73300,45.73300,-1.38000,-1.38000,3.58890,,,72.58350,-408.80170,-408.80170,-405.38980,-405.38980,0.02480,0.98700,91.18680,-16.21080,-16.21080,-10.06490,-16.21080,7.96580,-1.21260,-1.22480
2023-12-31,22.21300,11.23800,10.97500,55.68100,19.07900,-0.11800,74.87800,-63.90310,0.86200,-63.04100,,-62.88900,-62.88900,-62.88900,-59.81000,-63.90300,43.73400,43.73400,-1.42000,-1.42000,2.57130,,,49.40800,-287.68310,-287.68300,-283.80230,-283.11800,0.03870,0.89600,100.44120,-20.17340,-20.17340,-10.95680,-20.17340,7.07760,-0.9515,-0.9782
2023-09-30,28.91400,12.38800,16.52600,58.18300,23.08300,-0.22000,81.48600,-64.96000,3.09200,-61.86800,,-61.86800,-61.86800,-61.86800,-60.72100,-64.96000,43.94500,43.94500,-1.41000,-1.41000,2.87280,,,57.15570,-224.66630,-224.66630,-213.97250,-213.97250,0.04560,1.03110,87.28890,-17.03880,-17.03880,-9.76170,-17.03880,8.25400,-1.0966,-1.1277
2023-06-30,19.97700,9.47500,10.50200,59.88600,23.69800,-0.02600,83.61000,-73.10800,1.04700,-72.06100,,-72.06100,-72.06100,-72.06100,-68.29300,-73.10800,43.53100,43.53100,-1.66000,-1.66000,3.21320,,,52.57050,-365.96090,-365.96090,-360.71980,-360.71980,0.02930,0.93440,96.32080,-17.75540,-17.75540,-10.55900,-17.75540,9.30410,-1.0836,-1.1426
2023-03-31,19.13800,4.11200,15.02600,58.51600,22.63400,-0.03300,81.18300,-66.15700,-0.51900,-66.67600,,-66.67600,-66.67600,-66.67600,-61.29700,-66.15700,43.45100,43.45100,-1.53000,-1.53000,3.46470,,,78.51400,-345.68400,-345.68400,-348.39590,-348.39590,0.02560,1.01470,88.69740,-14.33460,-14.33460,-8.91590,-14.33460,10.70150,-1.86230,-1.97320
2022-12-31,31.34500,12.78300,18.56200,62.50500,21.21000,7.38200,76.33300,-57.77100,-2.20700,-59.97800,-0.04300,-59.93500,-59.93500,-59.93500,-52.74200,-57.77100,43.15200,43.15200,-1.38000,-1.38000,3.18920,,,59.21840,-184.30700,-184.30700,-191.34790,-191.21070,0.03760,1.11620,80.63110,-11.61090,-11.61090,-7.19280,-11.61090,11.92160,-0.9213,-1.0494
2022-09-30,26.51200,13.09400,13.41800,63.31300,20.92100,-0.22900,84.46300,-71.04500,-4.43900,-75.48400,,-75.48400,-75.48400,-75.48400,-66.36500,-71.04500,43.25100,43.25100,-1.75000,-1.75000,3.53420,,,50.61100,-267.97300,-267.97300,-284.71640,-284.71640,0.03000,0.81450,110.49370,-13.38790,-13.38790,-8.54090,-13.38790,13.02380,-1.1578,-1.273
2022-06-30,32.64900,12.95100,19.69800,61.00800,20.83200,-0.39100,82.23100,-62.53300,-5.64600,-68.17900,,-68.17900,-68.17900,-68.17900,-58.67200,-62.53300,43.11100,43.11100,-1.58000,-1.58000,4.06290,,,60.33260,-191.53110,-191.53110,-208.82420,-208.82420,0.03420,0.87060,103.37220,-10.81320,-10.81320,-7.15080,-10.81320,14.60520,-1.4272,-1.6406
