Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2014-12-31,1.49900,0.67000,0.82900,1.38400,,1.74300,-0.91400,3.35200,2.43800,2.43800,2.43800,2.43800,-0.51600,-0.91400,1.29600,1.57400,2.20000,1.81000,0.13150,0.29750,0.45660,55.30350,-60.97400,-60.97400,162.64180,162.64180,0.01980,2.06790,19.98670,4.50300,5.73260,5.73260,3.22590,4.02740,22.41910,-1.6677,-28.8226
2014-09-30,1.48400,0.54500,0.93900,1.07600,0.50000,0.93500,0.00400,0.86900,0.87300,0.87300,0.87300,0.87300,0.40100,0.00400,18.94900,18.94900,0.05000,0.05000,0.93410,0.31610,0.49670,63.27490,0.26950,0.26950,58.82750,58.82750,0.01930,1.52660,,,2.17760,2.17760,1.13760,1.48920,2.11330,0.1512,1.2866
2014-06-30,0.17000,0.03500,0.13500,0.20100,0.36100,-0.12100,0.25600,-0.72500,-0.46900,-0.46900,-0.46900,-0.46900,0.32500,0.25600,10.46400,10.46400,-0.04000,-0.04000,1.43410,0.32110,0.50830,79.41180,150.58820,150.58820,-275.88240,-275.88240,0.00220,0.08970,0.71130,126.52940,-1.19590,-1.19590,-0.59500,-0.81190,2.06740,0.1655,-1.1994
2014-03-31,0.44900,0.00600,0.44300,0.37700,,0.37700,0.06600,-0.01200,0.05400,0.05400,0.05400,0.05400,0.09500,0.06600,3.23200,3.23200,0.02000,0.02000,0.42280,,,98.66370,14.69930,14.69930,12.02670,12.02670,0.01140,,2.05960,43.69710,0.19680,0.19680,0.13710,0.19680,3.30160,-0.42980,-2.28620
2013-12-31,-0.70000,0.85000,-1.55000,0.95000,,1.31000,-2.86000,-2.14000,-4.96000,-4.96000,-4.96000,-4.96000,-1.82000,-2.86000,0.24370,0.24450,3.17000,3.15000,1.19260,,,220.00000,408.57140,408.57140,708.57140,708.57140,-0.02510,,,,-33.52490,-33.52480,-17.79820,-33.52480,5.98990,8.574,42.6701
2013-09-30,6.54600,0.13600,6.41000,0.68800,,2.70900,3.70100,-1.81400,1.88700,1.88700,1.88700,1.88700,6.07700,3.70100,2.43600,2.43600,0.77000,0.77000,,,,97.92240,56.53840,56.53840,28.82680,28.82680,,,,,,,,,,1.0735,1.0735
2013-06-30,6.76300,0.23800,6.52500,0.79800,,2.82000,3.70500,-1.94500,1.76000,1.76000,1.76000,1.76000,6.46600,3.70500,2.43500,2.43600,0.72000,0.72000,1.08600,0.88910,8.01640,96.48090,54.78340,54.78340,26.02400,26.02400,0.03720,,,,,9.97170,0.96850,1.10590,,1.6576,12.0081
2013-03-31,7.47400,0.19600,7.27800,0.58900,,2.61000,4.66800,-1.94200,2.72600,2.72600,2.72600,2.72600,7.06100,4.66800,2.43100,2.43200,1.12000,1.12000,,,,97.37760,62.45650,62.45650,36.47310,36.47310,,,,,,,,,,1.25370,1.27430
2012-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2012-06-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2011-06-30,21.15300,4.56000,16.59300,5.60000,,13.50000,3.09300,-106.54000,-103.45000,-103.45000,-103.45800,-103.45800,13.18300,3.09300,0.00000,0.00000,-999999999.00000,-999999999.00000,1.50000,0.67860,2.11170,78.42860,14.62200,14.62200,-489.05590,-489.09370,0.04210,,,,,-67.77910,-20.60830,-21.78340,,0,0
2011-03-31,22.40600,5.82000,16.58600,7.39000,,15.30000,1.28600,-3.59000,-2.31000,-2.31000,-2.31600,-2.31600,11.19600,1.28600,0.00000,0.00000,-999999999.00000,-999999999.00000,0.99030,0.56100,1.27770,73.95340,5.73950,5.73950,-10.30970,-10.33650,0.03680,,,,,-0.90600,-0.38060,-0.39780,,0.00000,
2010-12-31,22.60300,11.26000,11.34300,-2.68000,,5.24000,6.10300,-3.83000,2.34000,2.34000,2.33500,2.33500,16.66300,6.10300,0.00000,0.00000,999999999.00000,999999999.00000,0.00930,,1.32050,50.34730,27.00080,27.00080,10.35260,10.33050,0.03630,17.06060,47.08960,1.91130,0.91400,0.91390,0.37530,0.91400,74.70180,0,0
2010-09-30,23.32800,3.65000,19.67800,4.94000,,13.09000,6.58800,-5.50000,1.06000,1.06000,1.06800,1.06800,15.38800,6.58800,0.00000,0.00000,999999999.00000,999999999.00000,2.13550,0.58300,1.39830,84.27640,28.24070,28.24070,4.54390,4.57820,0.03620,,,,,0.42990,0.16580,0.17930,,0,0
2010-06-30,21.80300,3.29000,18.51300,6.26000,,14.41000,4.10300,-5.84000,-1.77000,-1.77000,-1.77400,-1.77400,13.11300,4.10300,0.00000,0.00000,-999999999.00000,-999999999.00000,1.61160,0.61750,1.61450,84.85070,18.81850,18.81850,-8.11810,-8.13650,0.03230,,,,,-0.71770,-0.26280,-0.27450,,0,0
2010-03-31,23.14100,1.22000,21.92100,8.29000,,16.44000,5.48100,-4.57000,0.88000,0.88000,0.88400,0.88400,14.38100,5.48100,0.00000,0.00000,999999999.00000,999999999.00000,1.40550,0.60960,1.56130,94.68040,23.68520,23.68520,3.80280,3.82010,0.03490,,,,,0.35580,0.13310,0.13890,,0.00000,
2009-12-31,24.39700,-8.16000,32.55700,7.97000,,-10.10000,42.65700,-40.85000,-58.78000,-58.78000,-35.94500,-35.94500,52.77700,42.65700,0.00000,0.00000,-999999999.00000,-999999999.00000,0.00880,,1.61450,88.33050,174.84530,174.84530,-240.93130,-147.33370,0.03610,-17.00000,76.24060,1.18050,-14.54150,-14.54150,-5.32410,-14.54150,7.51450,0,0
2009-09-30,25.15300,3.91000,21.24300,5.95000,,14.50000,6.74300,-6.39000,0.32000,0.32000,0.32900,0.32900,16.22300,6.74300,0.00000,0.00000,999999999.00000,999999999.00000,,,1.44700,84.44320,26.80790,26.80790,1.27220,1.30800,0.03470,,,,,0.11690,0.04540,0.11690,,0,0
2009-06-30,28.63600,13.88000,14.75600,25.21000,,33.17000,-18.41400,2.48000,-15.94000,-15.94000,-15.94900,-15.94900,-21.41400,-18.41400,0.00000,0.00000,-999999999.00000,-999999999.00000,,,1.45720,51.50860,-64.30370,-64.30370,-55.66420,-55.69560,0.03980,,,,,-5.74300,-2.21690,-5.74300,,0,0
