,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-01-28,2024-12-31,--,$0.86
1,2024-10-22,2024-09-30,--,$0.80
2,2024-07-23,2024-06-30,--,$0.77
3,2024-04-23,2024-03-31,--,$0.69
4,2024-01-25,2023-12-31,--,$0.64
5,2023-10-24,2023-09-30,--,$0.79
6,2023-07-25,2023-06-30,--,$0.79
7,2023-04-25,2023-03-31,--,$0.88
8,2023-01-26,2022-12-31,--,$1.01
9,2022-10-20,2022-09-30,--,$0.98
10,2022-07-21,2022-06-30,--,$0.67
11,2022-04-21,2022-03-31,--,$0.85
12,2022-01-27,2021-12-31,--,$0.90
13,2021-10-21,2021-09-30,--,$0.81
14,2021-07-22,2021-06-30,--,$0.92
15,2021-04-22,2021-03-31,--,$0.86
16,2021-01-28,2020-12-31,--,$0.82
17,2020-10-22,2020-09-30,--,$0.87
18,2020-07-27,2020-06-30,--,$0.61
19,2020-04-27,2020-03-31,--,$0.34
20,2020-01-23,2019-12-31,--,$0.74
21,2019-10-17,2019-09-30,--,$0.76
22,2019-07-18,2019-06-30,--,$0.66
23,2019-04-18,2019-03-31,--,$0.74
24,2019-01-24,2018-12-31,--,$0.55
25,2018-10-18,2018-09-30,--,$0.68
26,2018-07-19,2018-06-30,--,$0.64
27,2018-04-19,2018-03-31,--,$0.58
28,2018-01-25,2017-12-31,--,$0.64
29,2017-10-19,2017-09-30,--,$0.47
30,2017-07-20,2017-06-30,--,$0.48
31,2017-04-20,2017-03-31,--,$0.48
32,2017-01-26,2016-12-31,--,$0.43
33,2016-10-20,2016-09-30,--,$0.41
34,2016-07-21,2016-06-30,--,$0.45
35,2016-04-21,2016-03-31,--,$0.41
36,2016-01-28,2015-12-31,--,$0.45
37,2015-10-27,2015-09-30,--,$0.41
38,2015-07-23,2015-06-30,--,$0.34
39,2015-04-23,2015-03-31,--,$0.35
40,2015-01-29,2014-12-31,--,$0.39
