Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-07-31,179.59600,159.50300,20.09300,10.51000,-0.22500,10.73500,9.35800,-4.85500,4.50300,-1.44100,5.94400,-0.57900,5.36500,-6.12700,-0.73200,11.40000,9.35800,17.80100,17.84200,-0.04000,-0.04000,2.04390,0.15360,0.18980,11.18790,5.21060,5.21060,2.50730,-0.40760,0.46960,5.01240,3.23850,27.79040,2.61480,2.75560,1.40290,2.21320,11.52550,0.641,0.6328
2024-04-30,184.38300,164.02600,20.35700,13.02000,-0.20200,13.22200,7.13500,-0.44200,6.69300,0.39000,6.30300,0.20400,6.50700,-0.40800,6.06200,9.21300,7.13500,17.80000,17.87200,0.34000,0.34000,1.96980,0.19350,0.24810,11.04060,3.86970,3.86970,3.62990,3.28770,0.44820,3.94730,3.16780,28.41120,3.13850,3.30560,1.58180,2.53120,11.64780,0.117,0.0419
2024-01-31,127.60600,115.13800,12.46800,13.46300,-0.38300,13.84600,-1.37800,-0.62400,-2.00200,0.57300,-2.57500,0.00100,-2.57400,-3.68300,-6.26700,3.17700,-1.37800,17.79900,17.79900,-0.35000,-0.35000,2.03150,0.19600,0.25180,9.77070,-1.07990,-1.07990,-1.56890,-4.91120,0.32330,2.91110,3.53950,25.42730,-1.27090,-1.34030,-0.65220,-1.02180,11.37830,0.00330,-0.05460
2023-10-31,520.05000,500.85400,19.19600,28.40300,-1.89700,30.30010,-11.10410,-3.03000,-14.13400,3.09100,-17.22500,-0.48100,-17.70600,,-7.90700,-6.63710,-11.10400,17.75000,17.75000,-0.44000,-0.44000,1.63150,0.17010,0.21200,3.69120,-2.13520,-2.13520,-2.71780,-1.52040,1.34430,15.86440,14.86240,6.05560,-8.42220,-8.86440,-4.57690,-6.98970,11.83660,0.2602,0.2228
2023-07-31,160.85600,138.85200,22.00400,12.99400,1.20300,11.79100,10.21300,1.43000,11.64300,2.40800,9.23500,-0.49800,8.73700,-2.02900,6.62600,14.57500,10.21300,17.75600,17.85600,0.37000,0.37000,1.48420,0.17050,0.21500,13.67930,6.34920,6.34920,7.23820,4.11920,0.38770,3.57150,1.99650,45.07780,3.98770,4.73880,2.10560,3.30800,12.33600,-0.8639,-0.9559
2023-04-30,158.27900,142.60800,15.67100,13.36100,-0.38600,13.74700,1.92400,0.06300,1.98700,0.48400,1.50300,-0.05600,1.44700,-5.40700,-3.99500,6.21100,1.92400,17.72100,17.88300,-0.23000,-0.23000,1.25010,0.11260,0.13480,9.90090,1.21560,1.21560,1.25540,-2.52400,0.38870,3.33060,2.16360,41.59830,0.67870,0.81250,0.35540,0.60230,11.98780,0.1212,-0.0585
2023-01-31,132.76300,119.67800,13.08500,11.64200,-2.04800,13.69000,-0.60500,-0.03700,-0.64200,-0.04100,-0.60100,0.15600,-0.44500,-2.35000,-3.06800,3.56100,-0.60500,17.67300,17.67300,-0.17000,-0.17000,1.26440,0.08970,0.10640,9.85590,-0.45570,-0.45570,-0.48360,-2.31090,0.33480,2.71430,2.00100,44.97870,-0.20530,-0.24550,-0.11220,-0.18690,12.21750,-0.33250,-0.62590
2022-10-31,243.57210,223.21000,20.36200,16.98900,-0.35800,17.34710,3.01500,-3.13200,-0.11700,3.61400,-3.73100,0.24800,-3.48300,,-3.31500,7.13200,3.01490,17.66300,17.66300,-0.18000,-0.18000,1.23270,0.02470,0.03230,8.35970,1.23780,1.23780,-0.04800,-1.36100,0.63140,5.74840,3.90260,23.06130,-1.55930,-1.85750,-0.90290,-1.52080,12.59710,0.47,0.3524
2022-07-31,341.99100,323.47700,18.51400,16.65900,-0.30300,16.96200,1.55200,1.01800,2.57000,0.98400,1.58600,-0.26900,1.31700,,1.30000,5.61900,1.55200,17.66700,17.76900,0.07000,0.07000,1.25320,0.11680,0.13900,5.41360,0.45380,0.45380,0.75150,0.38010,0.79440,8.96730,3.93130,22.89320,0.58320,0.69460,0.30590,0.51500,12.73620,1.1663,0.9452
2022-04-30,331.41800,309.67700,21.74100,16.55100,-0.78300,17.33400,4.40700,-4.86200,-0.45500,-0.18700,-0.26800,-0.00800,-0.27600,,-0.19100,8.50000,4.40700,17.66400,17.66400,-0.01000,-0.01000,1.32580,0.17220,0.21490,6.56000,1.32970,1.32970,-0.13730,-0.05760,0.70770,5.77570,2.96390,30.36510,-0.12330,-0.14750,-0.05890,-0.10210,12.61230,1.0724,0.9738
