Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,336.96300,243.04410,93.91900,115.02300,,115.36690,-21.44800,-0.03300,-21.48100,-21.48100,-21.48100,-0.61100,-22.09200,-21.48800,-21.44800,490.01900,490.01900,-0.04000,-0.04000,1.60700,,,27.87220,-6.36510,-6.36510,-6.37490,-6.55620,0.58020,6.53800,13.76560,-6.29680,-6.35250,-3.69890,-6.29680,0.67750,-0.1751,-0.1758
2024-09-30,330.98600,249.77400,81.21200,90.19600,,89.99700,-8.78500,,-8.78500,-8.78500,-8.78500,-0.37000,-9.15500,-8.96800,-8.78500,490.18000,490.18000,-0.02000,-0.02000,1.54750,,0.00390,24.53640,-2.65420,-2.65420,-2.65420,-2.76600,0.50690,6.33150,14.21460,-2.56750,-2.59010,-1.34530,-2.56750,0.68390,0.1034,0.1026
2024-06-30,356.26000,248.34700,107.91300,99.92300,,100.72600,7.18700,-0.01700,7.17000,7.17000,7.17000,0.23800,7.40800,6.57000,7.18700,487.48300,495.18000,0.01000,0.01000,1.69360,,0.00400,30.29050,2.01740,2.01740,2.01260,2.07940,0.52840,4.04980,22.22340,2.20690,2.22740,1.06350,2.20690,0.65480,0.0971,0.0962
2024-03-31,346.92200,265.16200,81.76000,103.79200,,104.46300,-22.70300,-0.46700,-23.17000,-23.17000,-23.17000,4.00000,-19.17000,-23.05600,-22.70300,486.37500,567.45100,-0.04000,-0.04000,1.55090,,0.00300,23.56730,-6.54410,-6.54410,-6.67870,-5.52570,0.51640,3.26050,27.60280,-7.92210,-8.00390,-3.44910,-7.92210,0.58990,0.04570,0.04490
2023-12-31,312.38490,249.75410,62.63090,107.87700,0.68300,125.76390,-63.13310,-4.81200,-67.94510,-67.94510,-67.94500,-2.52700,-70.47200,-63.37710,-63.13310,482.17600,482.17600,-0.15000,-0.15000,1.63900,,,20.04930,-20.21000,-20.21000,-21.75040,-22.55940,0.54740,4.86850,18.48600,-23.72430,-23.97460,-11.90620,-23.72430,0.58560,-0.5359,-0.5354
2023-09-30,306.02800,235.78500,70.24300,101.59700,-0.39200,103.85900,-33.61600,,-33.61600,-33.61600,-33.61600,-7.85300,-41.46900,-34.30200,-33.61600,480.77000,480.77000,-0.07000,-0.07000,1.27410,,,22.95310,-10.98460,-10.98460,-10.98460,-13.55070,0.28880,2.33500,38.54380,-10.44460,-11.10680,-3.17190,-10.44460,0.66060,-0.04,-0.0404
2023-06-30,320.13800,244.26200,75.87600,104.14700,5.13800,104.75800,-28.88200,-0.00700,-28.88900,-28.88900,-28.88900,0.07500,-28.81400,-26.48200,-28.88200,479.16400,479.16400,-0.06000,-0.06000,1.24360,,,23.70100,-9.02170,-9.02170,-9.02390,-9.00050,0.25450,2.47110,36.42140,-8.73920,-9.28580,-2.29640,-8.73910,0.68350,0.1364,0.1356
2023-03-31,321.99200,274.78900,47.20300,126.62500,1.81000,126.90100,-79.69800,,-79.69800,-79.69800,-79.69800,7.09200,-72.60600,-82.67300,-79.69800,478.80500,566.62900,-0.16000,-0.16000,1.14760,,,14.65970,-24.75150,-24.75150,-24.75150,-22.54900,0.22150,2.38760,37.69450,-24.66610,-26.29370,-5.48280,-24.66610,0.66950,0.13950,0.13900
2022-12-31,-1481.34400,-1567.23400,85.89000,120.11000,11.01900,108.25000,-22.36010,23.11700,0.75690,0.75690,0.75700,,-84.22600,-23.97110,-22.36010,476.24400,476.24400,-0.17000,-0.17000,1.44840,,0.00440,-5.79810,1.50940,1.50940,-0.05110,5.68580,-1.83190,-15.72500,-5.72340,0.21210,0.22470,0.09360,0.21210,0.74600,-0.4396,-0.4478
2022-09-30,856.81700,839.79900,17.01800,117.97400,27.47600,91.11400,-74.09600,-1.39300,-75.48900,-75.48900,-75.48900,,-75.48900,-74.16600,-74.09600,477.69000,477.69000,-0.16000,-0.16000,1.29390,0.04850,0.05090,1.98620,-8.64780,-8.64780,-8.81040,-8.81040,0.55010,10.45270,8.61020,-19.25840,-19.46860,-4.84620,-18.32500,0.82020,0.2135,0.213
2022-06-30,846.70000,858.78600,-12.08600,117.53100,27.47600,90.64100,-102.72700,-1.63500,-104.36200,-104.36200,-104.36200,,-104.36200,-102.14100,-102.72700,476.06200,476.06200,-0.22000,-0.22000,1.16410,0.04470,0.04670,-1.42740,-12.13260,-12.13260,-12.32570,-12.32570,0.41040,9.15830,9.82720,-24.44520,-24.69000,-5.05820,-23.35360,0.89430,-0.0815,-0.0819
2022-03-31,874.37900,861.72200,12.65700,126.78800,27.47600,100.13800,-87.48100,11.99100,-75.49000,-75.49000,-75.49000,,-75.49000,-86.67200,-87.48100,473.02900,473.02900,-0.16000,-0.16000,1.15770,0.03910,0.04070,1.44750,-10.00490,-10.00490,-8.63360,-8.63360,0.32630,15.63910,5.75480,-15.41200,-15.54640,-2.81690,-14.80890,1.03490,-0.12060,-0.12090
2021-12-31,432.03600,441.93010,-9.89400,114.08000,-61.96700,176.89490,-186.78890,-0.41200,-187.20100,-187.20100,-187.20100,,-187.20100,-185.87390,-186.78900,412.92200,412.92200,-0.43000,-0.43000,2.01960,0.03570,0.03700,-2.29010,-43.23460,-43.23460,-43.33000,-43.33000,0.45440,6.93210,12.98310,-34.71080,-34.98540,-19.68870,-33.47330,1.14540,-0.1961,-0.1967
