Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.13620,-0.07980,0.21590,12.24970,4.96670,-0.00060,17.21700,-17.00110,-2.18080,-19.18190,0.00570,-19.18760,-19.18760,-19.18760,-16.87260,-17.00110,58.88300,58.88300,-0.32990,-0.32990,5.30820,158.59760,-12486.89000,-12486.89000,-14088.66000,-14092.87000,0.00160,-0.00750,0.05390,1671.08700,-26.72950,-26.74740,-21.89750,-26.72950,1.21910,-0.1908,-0.1908
2024-06-30,0.00680,0.37490,-0.36810,10.78720,5.44340,,16.23060,-16.59870,1.68820,-14.91050,,-14.91050,-14.91050,-14.91050,-16.45010,-16.59870,58.88300,58.88300,-0.25850,-0.25850,8.91400,-5376.68700,-242463.30000,-242463.30000,-217803.10000,-217803.10000,0.00010,0.03610,0.00350,25471.41000,-16.85310,-16.86230,-14.88220,-16.85310,1.50250,-0.2197,-0.2197
2024-03-31,0.03910,0.23940,-0.20030,7.92760,5.47050,0.00000,13.39810,-13.59840,3.11350,-10.48490,,-10.48490,-10.48490,-10.48490,-13.46380,-13.59840,58.88300,58.88300,-0.18460,-0.18460,8.89830,-511.92940,-34755.98000,-34755.98000,-26798.11000,-26798.11000,0.00030,0.02000,0.01690,5328.31900,-10.19130,-10.19690,-9.01740,-10.19130,1.74720,-0.27410,-0.27410
2023-12-31,0.00210,0.29840,-0.29630,8.72910,5.10890,-0.00100,13.83900,-14.13530,-3.09200,-17.22800,,-17.22800,-17.22800,-17.22800,-13.99120,-14.13530,54.94000,54.94000,-0.28170,-0.28170,6.49890,-14087.59000,-672071.60000,-672071.60000,-819115.60000,-819115.60000,0.00000,0.02430,0.00050,,-15.51730,-15.52770,-13.24190,-15.51730,1.88550,-0.247,-0.247
2023-09-30,0.06620,0.27770,-0.21150,7.95140,4.85450,-0.00040,12.80620,-13.01770,4.90680,-8.11010,,-8.11010,-8.11010,-8.11010,-12.86710,-13.01770,58.88300,58.88300,-0.14150,-0.14150,11.93450,-319.57800,-19670.74000,-19670.74000,-12255.00000,-12255.00000,0.00050,0.15560,0.01790,5030.39800,-6.31530,-6.31890,-5.75460,-6.31530,2.18090,-0.083,-0.083
2023-06-30,,,,11.90670,4.16190,-0.00290,,-16.07150,7.12790,-8.94360,,-8.94360,-8.94360,-8.94360,-15.91050,-16.07150,56.98600,56.98600,-0.15270,-0.15270,15.02870,,,,,,,,,,-6.58030,-6.58510,-6.16870,-6.58030,2.30820,-0.1628,-0.1628
2023-03-31,,,,15.81320,3.87340,-0.00060,,-19.68730,7.78990,-11.89740,,-11.89740,-11.89740,-11.89740,-19.52840,-19.68730,44.77200,44.77200,-0.26840,-0.26840,11.23970,,,,,,,,,,-14.10520,-14.12580,-12.84170,-14.10520,1.88380,-0.25210,-0.25210
2022-12-31,,,,8.29550,3.00740,-0.00050,,-11.30350,3.43500,-7.86850,,-7.86850,-7.86850,-7.86850,-11.12640,-11.30350,44.20800,44.20800,-0.17620,-0.17620,7.47820,,,,,,,,,,-8.45300,-8.46630,-7.29310,-8.45300,2.08230,-0.1542,-0.1538
2022-09-30,,,,7.59160,3.10950,,,-10.70110,2.72240,-7.97870,,-7.97870,-7.97870,-7.97870,-10.56980,-10.70110,44.20400,44.20400,-0.18130,-0.18130,10.29860,,,,,,,,,,-7.96630,-7.97940,-7.12910,-7.96630,2.26580,-0.0395,-0.0399
2022-06-30,,,,11.89880,4.62600,-0.00030,,-16.52510,17.02040,0.49530,,0.49530,0.49530,0.49530,-16.37700,-16.52510,44.20400,44.20400,0.01060,0.01060,9.92870,,,,,,,,,,0.45570,0.45650,0.40600,0.45570,2.45880,-0.2841,-0.2841
2022-03-31,,,,11.75160,4.92360,-0.00060,,-16.67580,0.96270,-15.71310,,-15.71310,-15.71310,-15.71310,-16.50380,-16.67580,44.20400,44.20400,-0.35910,-0.35910,5.47260,,,,,,,,,,-14.72040,-14.75300,-12.16750,-14.72040,2.41480,-0.32640,-0.32640
2021-12-31,,,,11.66690,3.28070,-0.03350,,-14.98100,0.40550,-14.57550,,-14.57550,-14.57550,-14.57550,-14.78170,-14.98100,41.63000,41.63000,-0.36840,-0.36840,5.10100,,,,,,,,,,-11.70180,-11.72800,-9.84480,-11.70180,2.81780,-0.382,-0.382
2021-09-30,,,,11.03710,4.00410,0.02690,,-15.01430,0.79910,-14.21520,,-14.21520,-14.21520,-14.21520,-14.82840,-15.01430,44.18630,44.18630,-0.31840,-0.31840,7.73850,,,,,,,,,,-10.46190,-10.48580,-9.31800,-10.46190,3.07510,-0.2552,-0.2552
2021-06-30,,,,13.61450,3.25060,-0.00030,,-16.86550,-0.94410,-17.80950,,-17.80950,-17.80950,-17.80950,-16.66170,-16.86550,44.18600,44.18600,-0.39760,-0.39760,13.04100,,,,,,,,,,-11.95770,-11.98600,-10.94680,-11.95770,3.37070,-0.1265,-0.1258
2021-03-31,,,,5.91570,3.64370,-0.00070,,-9.56020,2.17540,-7.38480,,-7.38480,-7.38480,-7.38480,-9.35720,-9.56020,33.80780,33.80780,-0.21700,-0.21700,17.68110,,,,,,,,,,-4.41150,-4.42170,-4.15980,-4.41150,3.78850,-0.37130,-0.37200
2020-12-31,,,,7.05370,2.91730,-0.00500,,-9.97600,-0.69510,-10.67110,,-10.67110,-10.67110,-10.67110,-9.78570,-9.97600,27.06490,27.06490,-0.37560,-0.37560,8.54470,,,,,,,,,,-11.99760,-12.05180,-10.58970,-11.99760,3.15090,-0.412,-0.412
2020-09-30,,,,6.13320,1.36310,0.00000,,-7.49640,-0.52180,-8.01810,,-8.01810,-8.01810,-8.01810,-7.26220,-7.49640,27.73400,27.73400,-0.29230,-0.29230,8.64960,,,,,,,,,,-7.64700,-7.67950,-6.76950,-7.64700,3.71450,-0.3631,-0.3631
2020-06-30,,,,8.10010,2.56210,-0.00380,,-10.66600,-0.38120,-11.04720,,-11.04720,-11.04720,-11.04720,-10.47740,-10.66600,26.17200,26.17200,-0.41840,-0.41840,8.12140,,,,,,,,,,-11.01020,-11.05920,-9.65900,-11.01020,3.81940,-0.322,-0.322
2020-03-31,,,,8.05200,2.82950,-0.00630,,-10.88780,1.80480,-9.08310,,-9.08310,-9.08310,-9.08310,-10.68670,-10.88780,26.10500,26.10500,-0.35300,-0.35300,9.48720,,,,,,,,,,-8.10950,-8.14400,-7.25270,-8.10950,4.29060,-0.44460,-0.44460
