Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,687.50900,474.45400,213.05500,149.68100,,190.80300,22.25200,-14.44400,7.80800,0.81900,6.98900,6.98900,,6.98900,65.30200,22.25200,38.20000,38.28700,0.18000,0.18000,1.18070,0.55930,1.26940,30.98940,3.23660,3.23660,1.13570,1.01660,0.25770,1.32310,68.02310,0.78470,-1.11190,0.26200,0.34580,23.42750,1.7357,1.2342
2024-06-30,740.68500,510.85800,229.82700,149.04400,,192.14500,37.68200,-15.71500,21.96700,5.73000,16.23700,16.23700,,16.23700,82.42000,37.68200,38.17300,38.23400,0.43000,0.42000,1.22800,0.57580,1.35740,31.02900,5.08750,5.08750,2.96580,2.19220,0.26730,1.25500,71.71580,1.85170,-2.44550,0.58590,0.78550,23.07520,2.6007,1.888
2024-03-31,820.87800,563.37200,257.50600,174.84200,,217.56100,39.94500,-16.62800,23.31700,5.98900,17.32800,17.32800,,17.32800,84.46200,39.94500,38.11400,38.19700,0.45000,0.45000,1.26740,0.59790,1.48680,31.36960,4.86610,4.86610,2.84050,2.11090,0.28570,1.21400,74.13360,2.02860,-2.44120,0.60300,0.81580,22.52380,2.13070,1.65570
2023-12-31,818.26890,557.32100,260.94790,185.46300,,226.77810,34.16990,-20.16500,14.00500,1.51600,12.48900,12.48900,,12.48900,77.30190,34.16970,39.17300,39.34100,0.40000,0.40000,1.28280,0.61080,1.56950,31.89030,4.17590,4.17580,1.71150,1.52630,0.27980,1.10400,81.52230,1.50240,-1.65540,0.42710,0.58470,21.98510,-1.324,-2.0331
2023-09-30,853.46300,563.95700,289.50600,163.40500,,202.58000,86.92600,-11.54100,75.38500,22.21100,53.17400,53.17400,,53.17400,127.65300,86.92600,38.14700,38.32500,1.39000,1.39000,1.17530,0.53480,1.14960,33.92130,10.18510,10.18510,8.83280,6.23040,0.32150,1.15070,78.21430,6.50710,-10.06300,2.00300,3.02720,21.63310,4.6555,3.8458
2023-06-30,991.29900,661.01800,330.28100,201.77100,,238.61800,91.66300,-12.17500,79.48800,18.58200,60.90600,60.90600,,60.90600,129.89700,91.66300,39.15100,39.34100,1.56000,1.55000,1.19820,0.57440,1.34950,33.31800,9.24680,9.24680,8.01860,6.14410,0.37490,1.32500,67.92520,7.94810,-10.11980,2.30340,3.38290,20.17260,5.0837,4.3875
2023-03-31,1126.22300,757.37700,368.84600,205.59900,,243.17600,125.67000,-10.25900,115.41100,31.30100,84.11000,84.11000,,84.11000,164.50400,125.67000,41.37800,41.57000,2.03000,2.02000,1.33280,0.50720,1.02930,32.75070,11.15850,11.15850,10.24760,7.46830,0.39090,1.16790,77.06020,8.80020,-19.37890,2.91940,4.33650,23.75300,1.04480,0.62420
2022-12-31,1125.51100,750.25810,375.25330,219.14800,,255.98590,119.26720,-11.76800,107.49900,25.70200,81.79700,81.79700,,81.79700,157.29120,119.26700,44.59100,44.87000,1.96000,1.94000,1.27470,0.44700,0.80820,33.34070,10.59670,10.59670,9.55110,7.26750,0.38970,1.19180,75.51580,7.83770,-22.19360,2.83200,4.33440,24.92020,2.3439,1.8171
2022-09-30,1138.58600,753.56000,385.02610,215.41900,,248.65800,136.36800,-8.96100,127.40700,34.96200,92.44500,92.44500,,92.44500,170.69800,136.36800,43.78500,44.03900,2.11000,2.10000,1.35330,0.42680,0.74450,33.81620,11.97700,11.97700,11.18990,8.11930,0.37720,1.16310,77.37910,8.16200,-30.59990,3.06290,4.67880,26.14150,2.7335,2.259
2022-06-30,1426.60700,966.37000,460.23710,244.43000,,276.70400,183.53310,-10.08000,173.45300,49.65300,123.80000,123.80000,,123.80000,216.78010,183.53310,44.50400,44.74000,2.78000,2.77000,1.24320,0.44780,0.81100,32.26100,12.86500,12.86500,12.15840,8.67790,0.47410,1.38630,64.92330,11.91140,-30.04180,4.11460,6.57720,24.01890,5.251,4.8502
