Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,9.20760,2.26200,6.94560,1.24890,6.65420,7.90310,-0.95760,0.07600,-0.88150,0.08490,-0.96640,-0.96640,-0.96640,-0.84590,-0.95760,37.95100,37.95100,-0.03000,-0.03000,2.10320,,,75.43300,-10.39960,-10.39960,-9.57400,-10.49580,0.56440,0.66850,2.46890,36.45310,-10.40010,-10.40010,-5.92420,-10.40010,0.30720,-0.0373,-0.0456
2024-06-30,7.52080,2.19530,5.32550,1.00720,5.43340,6.44050,-1.11510,0.10720,-1.00780,0.11380,-1.12160,-1.12160,-1.12160,-1.07360,-1.11510,37.36800,37.36800,-0.03000,-0.03000,2.34200,,,70.81080,-14.82650,-14.82650,-13.40050,-14.91350,0.46450,0.84400,2.97690,30.23260,-11.58960,-11.58960,-6.92760,-11.58960,0.32040,-0.0498,-0.053
2024-03-31,3.75440,1.45530,2.29900,0.95620,5.23160,6.18790,-3.88880,0.13530,-3.75350,0.08220,-3.83560,-3.83560,-3.83560,-3.84950,-3.88880,36.75300,36.75300,-0.10000,-0.10000,2.82640,,,61.23620,-103.57920,-103.57920,-99.97560,-102.16390,0.22730,0.60980,2.23020,40.35470,-35.19010,-35.19010,-23.21690,-35.19010,0.37860,-0.08830,-0.08990
2023-12-31,4.75640,1.65150,3.10480,0.87800,4.66000,5.53810,-2.43320,0.04390,-2.38930,0.07080,-2.46010,-2.46010,-2.46010,-2.46380,-2.43320,29.49900,29.49900,-0.07000,-0.07000,2.49240,,,65.27740,-51.15670,-51.15670,-50.23370,-51.72220,0.32620,0.91570,1.99630,45.08450,-27.36690,-27.36690,-16.87130,-27.36690,0.33130,-0.1011,-0.1027
2023-09-30,5.07950,1.59070,3.48880,0.71730,4.79600,5.51320,-2.02440,0.04170,-1.98270,0.04640,-2.02900,-2.02900,-2.02900,-1.89710,-2.02440,35.26600,35.26600,-0.06000,-0.06000,2.77660,,,68.68460,-39.85350,-39.85350,-39.03240,-39.94500,0.29790,1.07140,2.01810,44.59710,-18.40690,-18.40690,-11.89760,-18.40690,0.41570,-0.0331,-0.0343
2023-06-30,5.95850,1.67750,4.28110,0.56420,4.81980,5.38410,-1.10300,0.08530,-1.01770,-0.00360,-1.01420,-1.01420,-1.01420,-0.94320,-1.10300,27.99300,27.99300,-0.04000,-0.04000,2.91210,,,71.84740,-18.51130,-18.51130,-17.07990,-17.02010,0.44810,1.25430,3.62930,24.79840,-11.49830,-11.49830,-7.62690,-11.49830,0.41820,0,-0.0003
2023-03-31,3.44670,1.13910,2.30760,0.47700,4.50160,4.97860,-2.67100,0.06910,-2.60190,0.04240,-2.64430,-2.64430,-2.64430,-2.52050,-2.67100,24.19700,24.19700,-0.11000,-0.11000,3.28210,,,66.95180,-77.49320,-77.49320,-75.48900,-76.71940,0.25090,0.72770,2.22680,40.41600,-27.45330,-27.45330,-19.25060,-27.45330,0.46040,-0.07510,-0.07690
2022-12-31,4.04150,1.40380,2.63780,0.49970,4.35710,4.85670,-2.21900,0.02830,-2.19070,-0.02330,-2.16750,-2.16750,-2.16750,-2.07370,-2.21900,7.05100,7.05100,-0.29000,-0.29000,2.55850,,,65.26640,-54.90500,-54.90500,-54.20510,-53.62950,0.39770,1.00280,2.13140,42.22530,-34.08280,-34.08280,-21.32900,-34.08280,0.82050,-0.3516,-0.352
2022-09-30,3.96820,1.33120,2.63700,0.69040,4.76520,5.45560,-2.81860,0.01230,-2.80630,0.02340,-2.82970,-2.82970,-2.82970,-2.67860,-2.81860,7.06400,7.06400,-0.40000,-0.40000,2.68670,,,66.45290,-71.03070,-71.03070,-70.72060,-71.30980,0.32640,0.89770,2.48750,36.18110,-36.17680,-36.17690,-23.27640,-36.17690,1.10900,-0.3819,-0.3825
2022-06-30,3.67760,1.27640,2.40110,0.63290,4.66410,5.29700,-2.89580,-0.01950,-2.91540,-0.00640,-2.90890,-2.90890,-2.90890,-2.76080,-2.89580,6.92400,6.92400,-0.42000,-0.42000,3.42550,,,65.29120,-78.74290,-78.74290,-79.27390,-79.09890,0.25260,1.01230,2.70910,33.22110,-28.11210,-28.11210,-19.97680,-28.11210,1.81500,-0.3806,-0.3882
2022-03-31,3.86790,1.29070,2.57720,0.65950,4.65640,5.31600,-2.73870,0.00010,-2.73870,0.07630,-2.81490,-2.81490,-2.81490,-2.61640,-2.73870,6.88600,6.88600,-0.41000,-0.41000,3.56890,,,66.63060,-70.80620,-70.80620,-70.80490,-72.77630,0.21520,1.25460,2.28520,39.38330,-21.87260,-21.87260,-15.65880,-21.87260,1.87060,-0.33730,-0.34450
2021-12-31,4.03160,0.90920,3.12250,0.79010,5.03810,5.82820,-2.70570,-0.00510,-2.71090,0.02230,-2.73320,-2.73320,-3.37320,-2.59150,-2.70570,5.83000,5.83000,-0.50000,-0.50000,4.45720,,,77.44900,-67.11250,-67.11250,-67.24010,-83.66710,0.20060,1.12480,2.05690,43.75480,-17.73750,-17.73750,-13.60110,-17.73750,2.24300,-0.279,-0.2817
2021-09-30,4.38400,1.11020,3.27380,0.64120,4.66280,5.30400,-2.03030,-0.00410,-2.03430,0.02270,-2.05700,-2.05700,-2.05700,-1.93350,-2.03030,5.68110,5.68110,-0.36000,-0.36000,4.42190,,,74.67580,-46.31140,-46.31140,-46.40390,-46.92160,0.25110,1.72360,1.97860,45.48690,-15.64570,-15.64570,-11.78190,-15.64570,2.25010,-0.3818,-0.3912
