Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-03-31,,,,2.48310,1.06140,,,-3.54450,0.01000,-3.53450,-3.53450,-3.53450,-0.00410,-3.53850,-3.54450,-3.54450,0.03710,0.03710,-95.49550,-95.49550,3.80580,,,,,,,,,,,,-55.23500,-53.07920,-38.74750,-51.84440,140.46530,-53.03640,-53.03640
2019-12-31,,,,-0.14930,0.42570,,,0.20940,0.02460,-0.84860,-0.84860,-0.84860,-0.49080,-1.33940,0.22890,-0.86720,0.01020,0.01020,-98.49850,-98.49850,6.74010,,,,,,,,,,,,-9.07090,-9.07090,-7.79610,-9.07090,323.10070,-16.2246,-15.6119
2019-09-30,,,,0.00000,0.84310,,,-0.84310,0.01560,-0.82080,-0.82080,-0.82080,-0.01620,-0.83700,-0.82360,-0.84310,0.00900,0.00900,-92.49250,-92.49250,3.14310,,,,,,,,,,,,-22.81270,-24.25100,-16.51210,-22.81270,414.06530,-106.4917,-99.556
2019-06-30,0.46450,0.21990,0.24460,0.06090,0.99540,,1.06630,-0.82170,0.02830,-0.79490,-0.79490,-0.79490,,-0.79490,-0.80220,-0.82170,0.00900,0.00900,-88.28830,-88.28830,3.24510,,,52.66780,-176.89710,-176.89710,-171.12350,-171.12350,0.07830,0.40400,1.74070,51.70450,-18.42530,-19.43150,-13.40040,-18.42530,496.73040,-95.4755,-102.4112
2019-03-31,0.61210,0.24590,0.36620,0.08840,1.13280,-0.07500,1.30620,-0.94000,0.03240,-0.91700,-0.91700,-0.91700,,-0.91700,-0.92460,-0.94000,0.00900,0.00900,-102.10210,-102.10210,2.87140,,,59.82230,-153.56430,-153.56430,-149.79960,-149.79960,0.08690,0.40900,1.88620,47.71450,-18.46500,-19.37570,-13.02070,-18.46500,572.28020,-83.17930,-83.17930
2018-12-31,0.27940,0.46150,-0.18210,0.20330,1.92630,-0.57500,2.74740,-2.92950,-0.93680,-3.83760,-3.83760,-3.83760,,-3.83760,-2.86800,-2.92950,0.00810,0.00810,-401.95030,-401.95030,3.37980,,,-65.17460,-1048.46100,-1048.46100,-1373.50400,-1373.50400,0.03580,0.78850,1.50480,59.80770,-65.78330,-68.64770,-49.15480,-65.78340,647.64430,-331.6337,-331.7052
2018-09-30,0.55710,0.47650,0.08060,0.16090,2.07130,-0.93000,3.20490,-3.12430,0.05420,-3.08400,-3.08400,-3.08400,,-3.08400,-3.06420,-3.12430,0.00820,0.00820,-374.47520,-374.47520,3.43710,,,14.47450,-560.82620,-560.82620,-553.58310,-553.58310,0.05560,0.58970,1.61990,55.55800,-39.95150,-45.91330,-30.77600,-39.95150,943.79730,-245.1823,-248.8649
2018-06-30,0.52660,0.30280,0.22380,0.25910,2.03510,,2.33700,-2.11320,0.06060,-2.06750,-2.06750,-2.06750,,-2.06750,-2.05670,-2.11320,0.00810,0.00810,-259.25200,-259.25200,5.70860,,,42.49420,-401.28990,-401.28990,-392.60330,-392.60330,0.04160,0.29850,1.11300,80.86550,-19.15230,-21.20530,-16.34780,-19.15230,1321.71300,-182.2072,-180.782
2018-03-31,0.30250,0.29750,0.00500,0.44000,1.41570,,1.89840,-1.89350,0.03350,-1.86000,-1.86000,-1.86000,,-1.86000,-1.83350,-1.89350,0.00620,0.00620,-302.46070,-302.46070,8.09240,,,1.64480,-625.98790,-625.98790,-614.92380,-614.92380,0.02360,0.30550,0.63060,142.71340,-16.29110,-18.00680,-14.53480,-16.29110,1521.93600,-289.52380,-295.60690
2017-12-31,0.93880,1.53330,-0.59450,0.65610,1.96000,,2.65890,-3.25340,-0.76800,-4.02140,-4.02140,-4.02140,,-4.02140,-3.18110,-3.25340,0.00080,0.00080,-4335.27000,-4335.27000,4.35620,,,-63.33000,-346.55980,-346.55980,-428.36780,-428.36780,0.10050,1.61810,0.95670,94.07360,-69.36000,-62.61710,-43.06530,-53.24330,1965.36500,-1.0488,-1.0619
2017-09-30,0.67580,0.32350,0.35230,0.29040,1.19670,,1.52990,-1.17760,-0.00010,-1.17760,-1.17760,-1.17760,,-1.17760,-1.11620,-1.17760,0.00080,0.00080,-1497.90100,-1497.90100,2.34720,,,52.12900,-174.24120,-174.24120,-174.25130,-174.25130,0.12370,0.15060,0.58930,152.72460,-31.03000,-44.91850,-21.54700,-31.03000,0.42680,-2.9993,-3.0286
2017-06-30,1.07290,0.29060,0.78230,0.31380,1.24630,,1.60290,-0.82070,0.00270,-0.81800,-0.81800,-0.81800,,-0.81800,-0.74930,-0.82070,0.00080,0.00080,-1037.00800,-1037.00800,3.15410,,,72.91440,-76.49290,-76.49290,-76.24550,-76.24550,0.16510,0.13040,1.14060,78.90690,-16.47830,-21.82560,-12.58530,-16.47830,0.55830,-0.0687,-0.0705
2017-03-31,0.66730,0.25870,0.40850,,1.72790,,1.77070,-1.36220,0.01290,-1.34930,-1.34930,-1.34930,,-1.34930,-1.29620,-1.36220,0.00060,0.00060,-2189.24000,-2189.24000,3.92080,,,61.22580,-204.14430,-204.14430,-202.21360,-202.21360,0.09390,0.11920,1.20320,74.80350,-23.47940,-30.06650,-18.98830,-23.47940,0.64970,-0.22350,-0.22590
2016-12-31,0.65320,0.36950,0.28370,0.25600,1.08300,2.59920,-1.21740,1.50110,0.03180,-1.09580,-1.09580,-1.09580,,-1.09580,1.57060,1.50110,0.00050,0.00050,-2304.46200,-2304.46200,1.87750,,,43.43110,229.80240,229.80240,-167.76240,-167.76240,0.12850,0.18140,0.99430,90.51530,-32.34760,-52.53520,-21.54980,-32.34760,0.62190,-0.1272,-0.1339
2016-09-30,0.61320,0.23670,0.37650,0.24760,1.08450,-1.29960,2.67450,-2.29800,-0.00890,0.31020,0.31020,0.31020,,0.31020,-2.16510,-2.29800,0.00050,0.00050,691.33870,691.33870,2.93770,,,61.39910,-374.74940,-374.74940,50.57990,50.57990,0.10610,0.12190,0.76670,117.38400,6.93780,9.92200,5.36610,6.93780,0.82060,-0.1965,-0.1975
2016-06-30,0.95650,0.27680,0.67960,0.32200,1.32970,,1.69450,-1.01480,-0.00590,-1.00890,-1.00890,-1.00890,,-1.00890,-0.95740,-1.01480,0.00050,0.00050,-2189.24000,-2189.24000,2.50730,,,71.05570,-106.09690,-106.09690,-105.48320,-105.48320,0.16830,0.22740,1.49730,60.10730,-24.49860,-36.94370,-17.75030,-24.49860,0.75600,-0.1283,-0.1278
2016-03-31,0.73800,0.20000,0.53800,0.36330,1.64890,,2.05500,-1.51700,0.00800,-1.50890,-1.50890,-1.50890,,-1.50890,-1.46050,-1.51700,0.00050,0.00050,-3226.24800,-3226.24800,3.13380,,,72.89680,-205.54350,-205.54350,-204.45560,-204.45560,0.11090,0.16500,0.85540,105.20920,-29.52300,-40.99330,-22.67640,-29.52300,0.94310,-0.31730,-0.33280
2015-12-31,0.46860,0.20550,0.26310,0.40350,1.51290,-2.16360,4.12270,-3.85960,0.01520,-3.84630,-3.57700,-3.57700,,-3.57700,-3.80110,-3.85960,0.00040,0.00040,-7950.39400,-7950.39400,3.88380,,,56.15230,-823.62660,-823.62650,-820.80020,-763.32270,0.05670,0.18160,0.63650,141.40940,-54.17080,-69.72290,-43.24260,-54.17080,1.21840,-0.221,-0.2312
2015-09-30,0.16950,0.17800,-0.00850,0.31960,1.48620,-0.46650,2.33690,-2.34540,0.01850,-2.32690,-2.32690,-2.32690,,-2.32690,-2.26480,-2.34540,0.00040,0.00040,-5185.04100,-5185.04100,6.57280,,,-5.00320,-1383.94400,-1383.94400,-1373.01700,-1373.01700,0.01530,0.18630,0.14000,643.00660,-23.74810,-28.09390,-21.04920,-23.74810,1.90630,-0.2017,-0.2048
2015-06-30,0.96690,0.34100,0.62590,0.37820,2.30010,,2.74300,-2.11700,0.03080,-2.08620,-2.08620,-2.08620,,-2.08620,-2.03650,-2.11700,0.00040,0.00040,-4724.14800,-4724.14800,8.48410,,,64.73090,-218.94640,-218.94640,-215.75980,-215.75980,0.07280,0.41490,0.49950,180.17980,-17.21410,-20.71210,-15.70450,-17.21410,2.35790,-0.3341,-0.3341
2015-03-31,0.51000,0.22630,0.28370,0.30560,1.27370,,1.64390,-1.36020,0.03640,-1.32180,-1.32180,-1.32180,,-1.32180,-1.27980,-1.36020,0.00040,0.00040,-2995.80100,-2995.80100,10.25890,,,55.62350,-266.68070,-266.68070,-259.15240,-259.15240,0.03320,0.23340,0.25190,357.26670,-9.30250,-10.92610,-8.60540,-9.30250,2.76450,-0.24250,-0.25120
2014-12-31,1.44680,0.26740,1.17940,0.22990,1.81730,,2.11190,-0.93250,0.02320,-0.91230,-0.91230,-0.91230,,-0.91230,-0.84460,-0.93250,0.00040,0.00040,-2189.24000,-2189.24000,7.08230,,,81.52070,-64.45220,-64.45230,-63.05370,-63.05370,0.08690,0.29540,0.70240,128.12900,-6.16100,-7.22240,-5.47870,-6.16100,2.99130,-0.2588,-0.259
2014-09-30,0.45330,0.16210,0.29120,0.18390,1.18540,,1.43400,-1.14280,0.01840,-1.12430,-1.12430,-1.12430,,-1.12430,-1.05490,-1.14280,0.00040,0.00040,-2650.13200,-2650.13200,14.32170,,,64.23110,-252.09230,-252.09230,-248.02290,-248.02290,0.02700,0.20660,0.17350,518.66420,-7.14870,-8.33630,-6.69930,-7.14870,3.17730,-0.1934,-0.1981
2014-06-30,1.35320,0.14140,1.21170,0.24900,1.41370,,1.72730,-0.51550,0.01750,-0.49500,-0.49500,-0.49500,,-0.51080,-0.42870,-0.51550,0.00040,0.00040,-1152.23100,-1152.23100,15.68570,,,89.54980,-38.09630,-38.09630,-36.58080,-37.74790,0.07610,0.18790,0.53310,168.81190,-2.97060,-3.44750,-2.78500,-2.97060,3.40750,-0.1685,-0.1689
2014-03-31,1.17390,0.60430,0.56960,0.25350,0.86480,,1.18300,-0.61340,0.01780,-0.59560,-0.59560,-0.59560,,-0.59560,-0.52650,-0.61340,0.00040,0.00040,-1613.12400,-1613.12400,16.07440,,,48.52090,-52.24940,-52.24940,-50.73600,-50.73600,0.06600,0.90860,0.71190,126.42290,-3.58430,-4.18050,-3.34930,-3.58430,3.39810,-0.19850,-0.19850
2013-12-31,0.57200,0.41100,0.16100,0.26700,0.62600,,0.95810,-0.79710,-0.00070,-0.78240,-0.78240,-0.78240,0.00000,-0.78240,-0.70890,-0.79710,0.00010,0.00010,-5991.60200,-5991.60200,2.04470,,0.07460,30.41960,-139.35310,-139.35310,-136.78320,-136.78320,0.09410,0.40090,0.27540,326.76200,-18.98000,-46.36180,-12.87770,-18.98000,1.90330,-0.6677,-0.6891
2013-09-30,0.34470,0.09400,0.25070,0.23380,0.49740,,0.79590,-0.54520,0.00080,-0.54440,-0.54440,-0.54440,,-0.54440,-0.45570,-0.54520,0.00020,0.00020,-3456.69400,-3456.69400,,,,72.72020,-158.15630,-158.15630,-157.92160,-157.92160,,,,,,,,,,-0.2947,-0.2986
2013-06-30,1.07640,0.63300,0.44330,0.27440,0.55710,,0.89620,-0.45280,0.19160,-0.26120,-0.26120,-0.26120,,-0.26120,-0.36470,-0.45280,0.00010,0.00010,-2189.24000,-2189.24000,,,,41.18890,-42.07010,-42.07010,-24.26810,-24.26810,,,,,,,,,,-0.4203,-0.4661
2013-03-31,1.58530,0.77620,0.80910,0.24770,0.52860,,0.84100,-0.03190,0.09230,0.06040,0.06040,0.06040,,0.06040,0.05630,-0.03190,0.00010,0.00010,576.11570,576.11570,,,,51.03490,-2.01130,-2.01130,3.80800,3.80800,,,,,,,,,,-0.32880,-0.33480
2012-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
