Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,22.92600,7.30700,-30.23300,-8.96900,-39.20200,-39.20200,-39.20200,-39.20200,-28.42100,-30.23300,119.40860,119.40860,-0.33000,-0.33000,1.09850,-0.29140,-0.27010,,,,,,,,,61.52130,61.52130,-34.15880,79.44960,-0.53170,-0.1911,-0.1989
2024-06-30,,,23.75300,5.74600,-29.49900,-27.16400,-56.66300,-56.66300,-56.66300,-56.66300,-27.72000,-29.49900,119.17470,119.17470,-0.48000,-0.48000,5.41250,-1.14880,-0.63170,,,,,,,,,200.31470,200.31470,-40.97670,430.43910,-0.23700,-0.1555,-0.1567
2024-03-31,,,21.26400,5.31400,-26.57800,-5.31800,-31.89600,-31.89600,-31.89600,-31.89600,-24.78700,-26.57800,108.24600,108.24600,-0.29000,-0.29000,8.37130,0.37740,0.70790,,,,,,,,,-121.96400,-121.96390,-19.75400,-75.93930,0.21960,-0.25260,-0.25620
2023-12-31,,,20.18000,6.00200,-26.18200,1.07600,-25.10600,-25.10600,-25.10600,-25.10600,-24.34900,-26.18200,103.42000,103.42000,-0.24000,-0.24000,4.51540,0.54600,1.39180,,,,,,,,,-185.33940,-185.33880,-19.58000,-84.13820,0.13070,-0.1844,-0.1859
2023-09-30,,,18.55200,6.07000,-24.62200,-1.37300,-25.99500,-25.99500,-25.99500,-25.99500,-22.79200,-24.62200,103.44420,103.44420,-0.25000,-0.25000,6.79470,0.31430,0.52550,,,,,,,,,-70.27010,-70.27010,-17.40130,-48.18080,0.35760,-0.1254,-0.1301
2023-06-30,,,20.54000,6.19100,-26.73100,4.02500,-22.70600,-22.70600,-22.70600,-22.70600,-24.62600,-26.73100,103.36150,103.36150,-0.22000,-0.22000,10.58680,0.22370,0.32750,,,,,,,,,-37.15170,-37.15170,-13.50700,-28.84000,0.59100,-0.2185,-0.2232
2023-03-31,,,17.27800,5.23400,-22.51200,-14.45700,-36.96900,-36.96900,-36.96900,-36.96900,-20.07900,-22.51200,103.26350,103.26350,-0.36000,-0.36000,5.67160,0.29740,0.60870,,,,,,,,,-45.14640,-45.14640,-20.20430,-31.71970,0.79250,-0.18050,-0.19170
2022-12-31,0.00000,0.00000,14.95700,5.83300,-20.79000,17.07000,-3.72000,-3.72000,-3.72000,-3.72000,-18.34100,-20.79000,103.05100,103.05100,-0.04000,-0.03000,7.87580,0.25100,0.42780,,,,,,0.00000,0.00000,,-3.18140,-3.18140,-1.82080,-2.38280,1.13270,-0.1839,-0.1905
2022-09-30,0.03100,0.03100,17.33700,6.18800,-23.49400,-1.78700,-25.28100,-25.28100,-25.28100,-25.28100,-21.01900,-23.49400,103.03200,103.03200,-0.25000,-0.25000,9.75160,0.26930,0.42300,100.00000,-75787.09000,-75787.09000,-81551.62000,-81551.62000,0.00010,1.00000,90.00000,-21.30330,-21.30330,-11.17550,-15.56710,1.15100,-0.1659,-0.168
2022-06-30,1.30100,1.30100,14.65200,5.18000,-18.53100,55.39900,36.86800,36.86800,36.86800,36.86800,-16.11700,-18.53100,103.00570,103.90840,0.36000,0.35000,17.45610,0.25290,0.35330,100.00000,-1424.36600,-1424.36600,2833.82000,2833.82000,0.00530,1.00000,90.00000,25.91590,25.91590,14.96480,19.36240,1.38110,-0.1579,-0.1592
2022-03-31,0.23300,0.23300,16.31400,5.68200,-21.76300,1.93100,-19.83200,-19.83200,-19.83200,-19.83200,-19.34500,-21.76300,103.00410,103.00410,-0.19000,-0.19000,19.44580,0.31750,0.48480,100.00000,-9340.34300,-9340.34300,-8511.58800,-8511.58800,0.00090,1.00000,90.00000,-19.08940,-19.08940,-7.49880,-13.02940,1.00860,-0.18250,-0.18270
2021-12-31,0.17700,0.17700,16.25000,5.55400,-21.62700,64.21200,42.58500,42.58500,42.58500,42.58500,-19.23200,-21.62700,39.97040,39.97040,6.41000,6.41000,20.75480,0.28400,0.41290,100.00000,-12218.64000,-12218.64000,24059.31000,24059.31000,0.00060,1.00570,89.49150,34.85600,34.85600,14.86220,24.95550,1.18610,-0.672,-0.6735
2021-09-30,0.24100,0.24100,15.38600,5.39800,-20.54300,-11.02000,-31.56300,-31.56300,-31.56300,-31.56300,-18.16900,-20.54300,43.95090,43.95090,-0.72000,-0.72000,11.49350,0.31980,0.54660,100.00000,-8524.06700,-8524.06700,-13096.68000,-13096.68000,0.00080,1.00420,89.62660,-41.60640,-41.60640,-10.40440,-28.30100,0.73650,3.559,3.5705
2021-06-30,0.69000,0.69000,14.56800,5.39100,-19.26900,2.07100,-17.19800,-17.19800,-17.19800,-17.19800,-16.89000,-19.26900,5.94170,5.94170,-2.89000,-2.89000,2.10510,,,100.00000,-2792.60900,-2792.60900,-2492.46400,-2492.46400,0.00690,,,-343.95990,-343.96000,-17.11080,-343.95990,1.00300,-2.4428,-2.4533
2021-03-31,0.15500,0.15500,15.13700,4.78700,-19.76900,-0.53200,-20.30100,-20.30100,-20.30100,-20.30100,-17.69900,-19.76900,5.87470,5.87470,-3.46000,-3.46000,4.70070,,0.00340,100.00000,-12754.19000,-12754.19000,-13097.42000,-13097.42000,0.00150,,,-406.01920,-406.01870,-20.16640,-406.01920,0.99720,-2.47550,-2.48050
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,6.9751,7.0192
