Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,7.88670,6.28080,1.60590,1.98750,1.98750,-0.38160,0.00450,-0.37710,,-0.37710,-0.37710,-0.02250,-0.39960,-0.29850,-0.38160,1.10110,1.10110,-0.36000,-0.36000,0.86060,,0.43150,20.36190,-4.83820,-4.83820,-4.78100,-5.06660,0.51800,25.81360,1.21590,74.01880,-27.11660,34.22540,-2.47640,-27.11660,1.26300,0.4599,0.4546
2024-03-31,7.83010,6.22240,1.60770,2.14730,2.14740,-0.53960,-0.00610,-0.54570,,-0.54570,-0.54570,-0.00750,-0.55320,-0.45510,-0.53960,1.00610,1.00610,-0.50000,-0.50000,0.88090,,0.42380,20.53220,-6.89170,-6.89170,-6.96970,-7.06520,0.51540,20.14420,1.20750,74.53240,-30.83490,70.36500,-3.59240,-30.83490,1.75910,-0.6401,-0.6609
2023-12-31,7.15200,5.50950,1.64250,2.02280,2.02280,-0.38030,-0.00090,-0.38120,0.00000,-0.38120,-0.38120,0.02700,-0.35420,-0.29890,-0.38030,1.00610,1.00610,-0.40000,-0.40000,0.92810,,0.36750,22.96560,-5.31770,-5.31770,-5.32970,-4.95280,0.43760,13.59590,1.09450,82.23260,-16.48070,133.37810,-2.33220,-16.48070,2.29880,0.11510,0.09570
2023-09-30,8.48960,6.20610,2.28350,2.05250,2.05250,0.23100,0.02400,0.25500,,0.23500,0.23500,-2.13370,-1.89870,0.31200,0.23100,1.00610,1.00610,-1.91000,-1.91000,1.04930,0.29600,0.42040,26.89770,2.72130,2.72130,3.00380,-22.36480,0.48830,18.55990,1.21820,73.87710,8.98250,-660.80730,1.35170,6.32370,2.37630,0.5241,0.4947
2023-06-30,8.70720,6.51740,2.18980,2.04140,2.04140,0.14840,-0.01470,0.13370,,0.13370,0.13370,-0.67040,-0.53670,0.22720,0.14840,1.10110,1.10110,-0.49000,-0.49000,1.23390,0.21110,0.26760,25.14930,1.70400,1.70400,1.53530,-6.16440,0.45250,3.44330,1.13680,79.16710,2.98120,7.51400,0.69460,2.35180,4.45690,0.5603,0.5238
2023-03-31,9.73880,7.81370,1.92510,2.01690,2.01690,-0.09180,-0.02690,-0.11870,,-0.11870,-0.11870,-0.75220,-0.87090,-0.01320,-0.09180,1.00610,1.00610,-0.90000,-0.90000,1.28110,0.20620,0.25980,19.76740,-0.94280,-0.94280,-1.21890,-8.94310,0.48000,2.67500,1.18990,75.63910,-2.37230,-5.28590,-0.58510,-1.88310,4.97370,0.098,0.0734
2022-12-31,9.75270,7.78660,1.96610,2.09400,2.09400,-0.12790,0.03660,-0.09130,0.00000,-0.09130,-0.09130,-0.33900,-0.43030,-0.05040,-0.12790,1.00610,1.00610,-0.40000,-0.40000,1.34170,0.18720,0.23040,20.15930,-1.31160,-1.31160,-0.93630,-4.41190,0.44620,1.88130,1.14430,78.65290,-1.55820,-2.99520,-0.41780,-1.26650,5.82460,-0.14770,-0.19250
2022-09-30,5.68980,3.67900,2.01080,0.92800,0.92800,1.08280,-0.03510,1.04770,,1.04510,1.04510,,-0.78300,1.15850,1.08280,1.00610,1.02010,-0.80000,-0.80000,1.43690,0.18260,0.22340,35.33990,19.03050,19.03050,18.41310,-13.76190,0.27170,5.65270,0.75440,119.30780,16.67800,30.72210,4.99120,13.63240,6.22840,0.354,0.3272
2022-06-30,10.58880,8.67110,1.91770,2.30350,2.30350,-0.38580,-0.03310,-0.41890,,-0.41890,-0.41890,,-0.41890,-0.30880,-0.38580,1.00610,1.00610,-0.40000,-0.40000,1.44820,0.17170,0.20720,18.11090,-3.64350,-3.64350,-3.95620,-3.95620,0.45590,1.77990,1.21180,74.27100,-5.98730,-10.27030,-1.80340,-4.95950,6.95420,0.7925,0.7817
2022-03-31,10.31460,8.06190,2.25270,2.57540,2.57540,-0.32270,-0.03360,-0.35630,,-0.35630,-0.35630,,-0.35630,-0.23960,-0.32270,1.00610,1.00610,-0.40000,-0.40000,1.35310,,0.20350,21.83970,-3.12900,-3.12900,-3.45470,-3.45470,0.46940,2.06850,1.18750,75.78900,-4.83370,-8.09670,-1.62170,-4.83370,7.32720,-0.7427,-0.8075
