,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$1.13,$1.16
1,2024-08-07,2024-06-30,$1.06,$1.06
2,2024-05-08,2024-03-31,$0.86,$0.85
3,2024-02-14,2023-12-31,$0.92,$0.99
4,2023-11-06,2023-09-30,$1.03,$1.09
5,2023-08-07,2023-06-30,$0.92,$1.12
6,2023-05-10,2023-03-31,--,$0.96
7,2023-01-23,2022-12-31,$1.89,$2.13
8,2022-10-24,2022-09-30,$1.85,$1.86
9,2022-07-25,2022-06-30,$1.81,$1.90
10,2022-04-25,2022-03-31,$1.68,$1.81
11,2022-01-24,2021-12-31,$1.12,$1.25
12,2021-10-25,2021-09-30,$1.37,$1.89
13,2021-07-26,2021-06-30,$1.39,$1.83
14,2021-05-03,2021-03-31,$1.31,$1.66
15,2021-01-25,2020-12-31,$1.09,$1.00
16,2020-10-26,2020-09-30,$0.82,$1.05
17,2020-07-27,2020-06-30,$0.47,$0.64
18,2020-04-27,2020-03-31,$1.23,$1.15
19,2020-01-27,2019-12-31,$1.57,$1.58
20,2019-10-28,2019-09-30,$1.55,$1.40
21,2019-07-22,2019-06-30,$1.55,$1.58
22,2019-04-29,2019-03-31,$1.39,$1.45
23,2019-01-28,2018-12-31,$1.54,$1.64
24,2018-10-22,2018-09-30,$1.45,$1.62
25,2018-07-23,2018-06-30,$1.35,$1.41
26,2018-04-23,2018-03-31,$1.27,$1.31
27,2018-01-29,2017-12-31,$1.17,$1.18
28,2017-10-23,2017-09-30,$1.09,$1.13
29,2017-07-24,2017-06-30,$1.16,$1.17
30,2017-04-24,2017-03-31,$1.00,$1.05
31,2017-01-30,2016-12-31,$0.98,$1.02
32,2016-10-24,2016-09-30,$1.01,$1.07
33,2016-07-25,2016-06-30,$1.02,$1.21
34,2016-04-25,2016-03-31,$0.87,$0.93
35,2016-01-25,2015-12-31,$1.10,$1.12
36,2015-10-26,2015-09-30,$1.07,$1.03
37,2015-07-27,2015-06-30,$1.06,$1.06
38,2015-04-27,2015-03-31,$1.01,$0.92
39,2015-01-26,2014-12-31,$1.13,$1.13
