Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,58.55500,39.82300,18.73200,68.24500,39.55300,,107.79800,-89.06600,4.00500,-85.06100,-1.52000,-83.54100,-83.54100,-83.54100,-85.40700,-89.06600,303.26900,303.26900,-0.28000,-0.28000,4.22320,0.00130,0.00130,31.99040,-152.10660,-152.10660,-145.26680,-142.67100,0.05910,1.03230,1.05000,85.71630,-10.80110,-17.89590,-8.42900,-10.78710,2.53910,-0.1473,-0.1539
2024-06-30,31.10600,31.36800,-0.26200,62.08400,39.56800,,101.65200,-101.91400,3.35500,-98.55900,-1.45800,-97.10100,-97.10100,-97.10100,-88.71500,-101.91400,284.81700,284.81700,-0.34000,-0.34000,5.15020,0.00130,0.00130,-0.84230,-327.63450,-327.63450,-316.84880,-312.16160,0.03230,1.12620,0.98420,91.44090,-12.63450,-20.51830,-10.06940,-12.61810,2.58500,-0.3156,-0.3161
2024-03-31,0.71500,7.26100,-6.54600,79.78300,31.39300,,111.17600,-117.72200,3.33800,-114.38400,-1.40800,-112.97600,-112.97600,-112.97600,-110.15000,-117.72200,266.22000,266.22000,-0.42000,-0.42000,4.63300,0.00150,0.00150,-915.52450,-16464.62000,-16464.62000,-15997.76000,-15800.84000,0.00080,0.41220,3.05560,29.45460,-16.61360,-29.28960,-12.98830,-16.58910,2.43080,-0.45930,-0.47500
2023-12-31,0.48200,4.36500,-3.88300,87.47000,29.90300,,117.37300,-121.25600,3.11800,-118.13800,-1.75900,-116.37900,-116.37900,-116.37900,-113.26900,-121.25600,235.13100,235.13100,-0.46000,-0.46000,2.79090,0.00170,0.00170,-805.60160,-25156.84000,-25156.85000,-24509.96000,-24145.02000,0.00060,0.42080,3.19210,28.19500,-19.90710,-32.75010,-14.91370,-19.87300,2.28240,-0.4085,-0.427
2023-09-30,0.46900,4.34000,-3.87100,87.52600,26.96400,,114.49000,-118.36100,3.35800,-115.00300,-1.24300,-113.76000,-113.76000,-113.76000,-110.36400,-118.36100,245.81700,245.81700,-0.46000,-0.46000,4.20630,0.00150,0.00150,-825.37300,-25236.89000,-25236.89000,-24520.89000,-24255.86000,0.00060,0.47200,,,-16.87820,-25.25770,-13.34720,-16.85310,2.63460,-0.2671,-0.2758
2023-06-30,0.23800,2.05000,-1.81200,86.34700,21.92700,,108.27400,-110.08600,3.08100,-107.00500,-0.47700,-106.52800,-106.52800,-106.52800,-101.26700,-110.08600,224.48100,224.48100,-0.47000,-0.47000,3.10100,0.00170,0.00170,-761.34450,-46254.63000,-46254.63000,-44960.08000,-44759.66000,0.00030,0.21090,7.21210,12.47900,-18.41240,-31.05250,-14.06700,-18.38060,2.57500,-0.3961,-0.4372
2023-03-31,,,,82.73400,28.12200,,,-110.85600,3.48600,-107.37000,,-107.37000,-107.37000,-107.37000,-106.13700,-110.85600,213.69400,213.69400,-0.50000,-0.50000,7.30780,0.00150,0.00150,,,,,,,,,,-16.10040,-16.10030,-13.01820,-16.07620,2.97240,-0.46710,-0.49360
2022-12-31,,,,80.57300,26.46300,,,-107.03600,1.71700,-105.31900,,-105.31900,-105.31900,-105.31900,-101.98300,-107.03600,159.25900,159.25900,-0.65000,-0.65000,5.23710,0.00200,0.00200,,,,,,,,,,-21.07920,-21.07910,-15.86170,-21.03700,2.66030,-0.4753,-0.4933
2022-09-30,,,,72.50200,27.89300,,,-100.39500,0.77700,-99.61800,,-99.61800,-99.61800,-99.61800,-94.06500,-100.39500,157.81700,157.81700,-0.63000,-0.63000,4.66760,0.00250,0.00250,,,,,,,,,,-25.30090,-25.30070,-18.24760,-25.23660,2.49450,-0.4,-0.4085
2022-06-30,,,,73.40600,26.32800,,,-99.73400,0.38500,-99.34900,,-99.34900,-99.34900,-99.34900,-95.02700,-99.73400,157.27400,157.27400,-0.63000,-0.63000,6.72350,0.00210,0.00210,,,,,,,,,,-21.01790,-21.01780,-16.26330,-20.97340,2.99550,-0.4932,-0.5221
2022-03-31,,,,68.30000,23.41300,,,-91.71300,0.10600,-91.60700,,-91.60700,-91.60700,-91.60700,-86.19400,-91.71300,157.11300,157.11300,-0.58000,-0.58000,6.35700,0.00180,0.00180,,,,,,,,,,-16.59580,-16.59570,-13.06340,-16.56570,3.51210,-0.46970,-0.54260
2021-12-31,,,,75.61600,23.84900,,,-99.46500,0.13500,-99.33000,,-99.33000,-99.33000,-99.33000,-94.16500,-99.46500,153.40600,153.40600,-0.64000,-0.64000,5.69460,0.00160,0.00160,,,,,,,,,,-15.97830,-15.97820,-12.77830,-15.95260,3.95950,-0.3664,-0.4183
2021-09-30,,,,65.35500,20.88700,,,-86.24200,0.12000,-86.12200,,-86.12200,-86.12200,-86.12200,-80.96200,-86.24200,155.50800,155.50800,-0.55000,-0.55000,9.00200,0.00140,0.00140,,,,,,,,,,-12.33260,-12.33260,-10.39090,-12.31490,4.45640,-0.3624,-0.4233
2021-06-30,,,,62.11900,19.30700,,,-81.42600,0.07500,-81.35100,,-81.35100,-81.35100,-81.35100,-74.45100,-81.42600,153.75100,153.75100,-0.53000,-0.53000,11.01270,0.00130,0.00130,,,,,,,,,,-10.92830,-10.92820,-9.53940,-10.91360,4.80890,-0.3337,-0.3932
2021-03-31,,,,55.94900,19.62100,,,-75.57000,0.12100,-75.44900,,-75.44900,-75.44900,-75.44900,-73.13200,-75.57000,147.37000,147.37000,-0.51000,-0.51000,10.99220,0.00150,0.00150,,,,,,,,,,-11.65370,-11.65360,-10.05220,-11.63560,4.33600,-0.42340,-0.49600
2020-12-31,,,,52.45100,16.08300,,,-68.53400,0.13700,-68.39700,,-68.39700,-68.39700,-68.39700,-66.70700,-68.53400,138.30100,138.30100,-0.46000,-0.46000,11.59260,,,,,,,,,,,,-10.41850,-10.41850,-8.90060,-10.41850,4.46980,-0.5108,-0.6891
2020-09-30,,,,43.05000,15.91600,,,-58.96600,0.39500,-58.57100,,-58.57100,-58.57100,-58.57100,-58.28300,-58.96600,146.49200,146.49200,-0.40000,-0.40000,11.23760,,,,,,,,,,,,-8.22810,-8.22810,-7.48710,-8.22810,4.85630,-0.207,-0.3249
2020-06-30,,,,49.27400,14.35300,,,-63.62700,0.60900,-63.01800,,-63.01800,-63.01800,-63.01800,-63.33400,-63.62700,133.16200,133.16200,-0.47000,-0.47000,14.25470,,,,,,,,,,,,-8.31040,-8.31030,-7.70800,-8.31030,5.17850,-0.2495,-0.2867
2020-03-31,,,,56.95200,13.85800,,,-70.81000,1.21500,-69.59500,,-69.59500,-69.59500,-69.59500,-70.60800,-70.81000,126.56800,126.56800,-0.55000,-0.55000,6.48330,,,,,,,,,,,,-28.60350,-28.60310,-24.14000,-28.60310,1.91850,-0.51590,-0.52090
2019-12-31,,,,54.23800,10.87200,,,-65.11000,1.54200,-63.56800,,-63.56800,-63.56800,-63.56800,-65.20200,-65.11000,124.33600,124.33600,-0.51000,-0.51000,8.09780,,,,,,,,,,,,-21.26260,-21.26230,-18.44400,-21.26230,2.36510,-0.4308,-0.4583
2019-09-30,,,,41.58200,10.02900,,,-51.61100,2.12400,-49.48700,,-49.48700,-49.48700,-49.48700,-51.90100,-51.61100,124.03500,124.03500,-0.40000,-0.40000,10.61180,,,,,,,,,,,,-13.93770,-13.93750,-12.50470,-13.93750,2.81370,-0.3382,-0.348
2019-06-30,,,,39.29800,10.86700,,,-50.16500,2.61400,-47.55100,,-47.55100,-47.55100,-47.55100,-51.07400,-50.16500,123.56700,123.56700,-0.38000,-0.38000,12.14500,,,,,,,,,,,,-11.96500,-11.96490,-10.90810,-11.96490,3.20960,-0.2732,-0.2848
2019-03-31,,,,30.90500,9.08100,,,-39.98600,3.03600,-36.95000,,-36.95000,-36.95000,-36.95000,-40.94700,-39.98600,123.41500,123.41500,-0.30000,-0.30000,20.09090,,,,,,,,,,,,-8.49570,-8.49560,-8.00650,-8.49560,3.52470,-0.23570,-0.24240
2018-12-31,,,,27.41800,7.52500,,,-34.94300,2.36800,-32.57500,,-32.57500,-32.57500,-32.57500,-35.63500,-34.94300,97.27700,97.27700,-0.26000,-0.26000,33.01670,,,,,,,,,,,,-6.98750,-6.98740,-6.77490,-6.98740,3.77740,-0.3077,-0.3105
