Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2798.74500,2039.59500,759.15010,404.87630,9.85300,395.02300,364.12700,-93.29340,270.83370,65.91530,204.91830,,204.91830,,184.72740,499.46430,364.12700,1660.10500,1661.86600,0.11130,0.11120,1.44660,0.51210,1.10710,27.12470,13.01040,13.01040,9.67700,6.60040,0.25660,1.12180,2.34110,38.44350,6.43830,10.09940,1.87890,3.14150,1.89170,0.3872,0.336
2024-06-30,2860.51000,2107.52800,752.98170,419.48850,-6.45100,425.94000,327.04220,-75.43100,251.61120,42.02150,209.58970,,209.58970,,189.25330,484.24900,327.04220,1665.88500,1667.48800,0.11360,0.11350,1.45040,0.54540,1.32800,26.32330,11.43300,11.43300,8.79600,6.61610,0.24160,1.19250,2.04050,44.10680,6.50930,10.59520,1.77030,2.95940,1.94140,0.249,0.1979
2024-03-31,2700.91900,2049.93600,650.98340,398.41150,0.75230,397.65900,253.32400,-109.03290,144.29150,24.41460,119.87690,,119.87690,,101.95810,424.44050,253.32400,1670.95200,1670.95200,0.06060,0.06060,1.37320,0.52270,1.23620,24.10230,9.37920,9.37920,5.34230,3.77490,0.23360,1.11920,2.22600,40.43120,3.70010,6.03190,1.03690,1.76590,1.95830,0.23220,0.17700
2023-12-31,2909.49900,2270.65100,638.84790,470.62270,14.66280,455.96000,182.88820,-39.95210,142.93540,-3.64790,146.58330,,146.58330,,146.48820,346.42650,182.88790,1360.26800,1360.26800,0.19000,0.19000,1.33850,0.53000,1.28460,21.95730,6.28590,6.28590,4.91270,5.03480,0.25360,1.21490,2.31170,38.93280,4.67810,7.70080,1.27780,2.19850,1.86660,0.2887,0.1825
2023-09-30,2827.51100,2319.18000,508.33080,419.41890,3.66160,415.75800,92.57350,-137.91070,-45.33720,8.39970,-53.73690,,-53.73690,,-79.26050,258.98700,92.57350,1599.53500,1599.53500,-0.04920,-0.04920,1.28570,0.54180,1.49550,17.97800,3.27400,3.27400,-1.60340,-2.80320,0.23300,1.05670,2.43790,36.91760,-1.75740,-3.02680,-0.44280,-0.80530,1.82160,0.0408,0.0392
2023-06-30,2465.40400,2165.28500,300.11870,383.21060,10.28750,372.92400,-72.80470,-222.23980,-295.04420,-24.91490,-270.12930,,-270.12930,,-274.49940,92.30610,-72.80470,1078.14100,1078.14100,-0.25450,-0.25450,1.10440,0.66000,2.48100,12.17320,-2.95310,-2.95310,-11.96740,-11.13410,0.22490,1.03500,2.49480,36.07520,-13.92100,-38.51800,-2.46370,-4.73290,1.79960,0.1445,0.0536
2023-03-31,2536.75900,2214.66600,322.09350,371.61120,14.99400,356.61700,-34.52390,-165.56690,-200.09070,-3.04250,-197.04820,,-197.04820,,-199.04870,116.33740,-34.52390,1078.11700,1078.11700,-0.18480,-0.18480,1.18870,0.65090,2.25950,12.69710,-1.36090,-1.36090,-7.88760,-7.84660,0.22820,1.00780,2.49540,36.06640,-9.42820,-23.08460,-1.77270,-3.29180,1.93850,0.10610,-0.00170
2022-12-31,3070.82600,2633.60100,437.22490,456.92080,-131.34120,588.26200,-151.03710,-84.13400,-235.16730,1.05860,-236.22600,,-236.22590,5.13160,-239.36970,9.70190,-151.03690,1052.60600,1052.60600,-0.19180,-0.19180,1.18860,0.62420,1.98910,14.23810,-4.91850,-4.91840,-7.65810,-7.79500,0.27400,1.15100,2.83570,31.73780,-10.31510,-22.63340,-2.10800,-3.87650,2.12420,0.2399,0.1087
2022-09-30,2681.89300,2186.20200,495.69040,392.53360,4.23000,388.30400,107.38670,-130.08840,-22.70160,3.39700,-26.09860,,-26.09860,,-23.38640,234.44290,107.38670,1078.02200,1078.02200,-0.02100,-0.02100,1.27890,0.62360,1.90740,18.48290,4.00410,4.00410,-0.84650,-0.87200,0.23810,0.90230,2.74480,32.78910,-1.08500,-2.23700,-0.23170,-0.40840,2.23110,0.2888,0.2656
2022-06-30,2364.61800,1935.27300,429.34520,331.58580,20.16230,311.42400,117.92160,-154.30560,-36.38420,3.96300,-40.34720,,-40.34720,-8.38930,-49.60970,279.69350,117.92160,807.93430,807.93430,-0.06100,-0.06100,1.29980,0.61170,1.79520,18.15710,4.98690,4.98690,-1.53870,-2.09800,0.20480,0.80350,2.33600,38.52680,-1.54810,-3.12560,-0.34940,-0.60110,2.41790,0.134,-0.0887
2022-03-31,2304.69400,2091.66300,213.03050,312.76940,-1.14380,313.91300,-100.88280,-148.20140,-249.08390,46.90870,-295.99260,,-295.99260,-6.61100,-300.96660,29.04330,-100.88280,974.27400,974.27400,-0.30900,-0.30900,1.35330,0.60810,1.77740,9.24330,-4.37730,-4.37730,-10.80770,-13.05890,0.21650,0.93540,2.75050,32.72160,-12.17460,-22.47740,-2.78070,-4.77100,2.25650,-0.31740,-0.45150
2021-12-31,2451.19300,1891.79600,559.39620,385.59850,19.62940,365.97000,193.42700,-121.98510,71.44210,-109.66000,181.10200,,181.10200,-5.76910,164.73710,308.75190,193.42750,807.92900,808.67900,0.20220,0.20210,1.23640,0.71600,2.88430,22.82140,7.89110,7.89120,2.91460,6.72070,0.23660,0.81320,2.56610,35.07300,11.07400,36.52520,1.74830,3.14480,2.02540,0.2039,0.0329
