Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,2.87600,1.22600,-4.10200,0.00200,-4.10000,,-4.10000,-4.10000,-4.10000,-4.08500,-4.10200,12.35690,12.35690,-0.33000,-0.33000,23.86460,,,-6.22070,-6.22070,-5.92630,-6.22070,4.57380,-0.42280,-0.42330
2020-12-31,3.20400,1.92200,-5.12600,0.00100,-5.12500,,-5.12500,-5.12500,-5.12500,-5.11000,-5.12600,4.71000,4.71000,-0.18000,-0.18000,14.28070,,,-11.01650,-11.01650,-10.16280,-11.01650,4.87230,-0.8575,-0.8607
2020-09-30,1.05100,0.93900,-1.99000,-0.00100,-1.99100,,-1.99100,-1.99100,-1.99100,-1.96400,-1.99000,6.04430,6.04430,-0.33000,-0.33000,34.01180,,,-3.94610,-3.94610,-3.83020,-3.94610,5.43290,0.7381,0.7406
2020-06-30,0.37200,0.93800,-1.31000,-0.00100,-1.31100,-0.00900,-1.30200,-1.30200,-1.30200,-1.28400,-1.31000,1.79390,1.79390,-0.73000,-0.73000,8.71460,,,-12.63460,-12.63460,-11.19230,-12.63460,4.54370,-0.463,-0.4645
2020-03-31,0.36500,0.97500,-1.34000,0.02000,-1.32000,,-1.32000,-1.32000,-1.32000,-1.31500,-1.34000,1.59410,1.59410,-0.83000,-0.83000,6.38790,,,-20.93250,-20.93250,-17.69200,-20.93250,3.95610,-1.05770,-1.05960
2019-12-31,0.38400,0.89400,-1.27800,0.03600,-1.24200,-0.01600,-1.22600,-1.22600,-1.22600,-1.25400,-1.27800,1.32100,1.32100,-0.39000,-0.39000,9.15770,,,-16.11040,-16.11040,-14.36270,-16.11040,4.77420,-1.2393,-1.2409
2019-09-30,0.34700,0.90000,-1.24700,0.04900,-1.19800,-0.04200,-1.15600,-1.15600,-1.15600,-1.22500,-1.24700,1.52100,1.52100,-0.76000,-0.76000,8.61220,,,-13.13790,-13.13790,-11.61930,-13.13790,5.52010,-0.2147,-0.2161
2019-06-30,0.44000,1.06800,-1.50800,0.04500,-1.46300,-0.02700,-1.43600,-1.43600,-1.43600,-1.48600,-1.50800,1.26400,1.26400,-1.14000,-1.14000,8.60970,,,-15.62740,-15.62740,-13.82360,-15.62740,6.31110,-0.4326,-0.4326
2019-03-31,0.66200,1.11900,-1.78100,0.03500,-1.74600,-0.08200,-1.66400,-1.66400,-1.66400,-1.76000,-1.78100,0.89600,0.89600,-1.86000,-1.86000,6.61410,,,-22.73850,-22.73850,-19.33540,-22.73850,6.65880,-1.74780,-1.74780
2018-12-31,0.62500,0.90200,-1.52700,0.03800,-1.48900,,-1.48900,-1.48900,-1.48900,-1.52200,-1.52700,0.76900,0.76900,-1.90000,-1.90000,8.54600,,,-24.68500,-24.68500,-21.81690,-24.68500,7.79330,-1.8044,-1.8044
2018-09-30,0.74000,0.92200,-1.66200,0.03800,-1.62400,-0.03100,-1.59300,-1.59300,-1.59300,-1.65600,-1.66200,0.77400,0.77400,-2.06000,-2.06000,8.58080,,,-21.34530,-21.34530,-18.86320,-21.34530,9.63990,-2.0362,-2.0401
2018-06-30,1.15400,1.00200,-2.15600,0.04000,-2.11600,,-2.11600,-2.11600,-2.11600,-2.15100,-2.15600,0.77400,0.77400,-2.74000,-2.74000,9.44340,,,-23.51630,-23.51630,-21.01920,-23.51630,11.62270,-2.8214,-2.8214
2018-03-31,1.72000,1.05300,-2.77300,0.03800,-2.73500,,-2.73500,-2.73500,-2.73500,-2.76500,-2.77300,0.75670,0.75670,-3.61000,-3.61000,7.40370,,,-24.74210,-24.74220,-21.38720,-24.74220,14.28870,-4.05840,-4.05970
2017-12-31,2.83400,1.46300,-4.29700,0.03900,-4.25800,,-4.19700,-4.19700,-4.19700,-4.22100,-4.29700,0.58000,0.58000,-5.57550,-5.57550,5.94150,,,-40.84670,-40.84670,-33.94260,-40.84670,15.69450,-9.3676,-9.3696
2017-09-30,3.48800,0.98700,-4.47500,0.04200,-4.43300,,-4.43300,-4.43300,-4.43300,-4.36000,-4.47500,0.63950,0.63950,-7.01440,-7.01440,6.43710,,,-30.88770,-30.88770,-26.19820,-30.88770,21.96660,-2.8168,-2.8161
2017-06-30,4.50800,1.05100,-5.55900,0.03700,-5.52200,,-5.52200,-5.52200,-5.52200,-5.42700,-5.55900,0.51850,0.51850,-10.61150,-10.61150,6.61180,,,-37.44490,-37.44490,-31.92650,-37.44490,26.21670,-9.3503,-9.3542
2017-03-31,3.24600,1.13500,-4.38100,0.04300,-4.33800,,-4.33800,-4.33800,-4.33800,-4.22900,-4.38100,0.50560,0.50560,-8.63310,-8.63310,7.88480,,,-24.05190,-24.05190,-21.06950,-24.05190,35.36340,-8.59130,-8.59130
2016-12-31,3.12100,1.17100,-4.29200,0.04800,-4.24400,,-4.24400,-4.24400,-4.24400,-4.13500,-4.29200,0.50410,0.50410,-8.45320,-8.45320,8.95030,,,-19.12230,-19.12230,-17.23170,-19.12230,43.95210,-7.6235,-7.6315
2016-09-30,3.72000,0.99200,-4.71200,0.05300,-4.65900,,-4.65900,-4.65900,-4.65900,-4.55200,-4.71200,0.50420,0.50420,-9.17270,-9.17270,11.03340,,,-17.59440,-17.59440,-16.24530,-17.59440,52.44570,-7.4068,-7.4187
2016-06-30,2.91300,1.02800,-3.94100,0.04700,-3.89400,,-3.89400,-3.89400,-3.89400,-3.83900,-3.94100,0.50410,0.50410,-7.73380,-7.73380,15.75430,,,-12.60560,-12.60560,-11.93200,-12.60560,61.28320,-6.984,-6.9859
2016-03-31,2.59400,1.07400,-3.66800,0.02100,-3.64700,,-3.64700,-3.64700,-3.64700,-3.60600,-3.66800,0.50330,0.50330,-7.19420,-7.19420,13.23290,,,-10.54530,-10.54530,-9.87600,-10.54530,68.67780,-7.71440,-7.71640
2015-12-31,1.89300,1.28200,-3.17500,0.00700,-3.16800,,-3.16800,-3.16800,-3.16800,-3.11400,-3.17500,0.34970,0.34970,1.61870,1.61870,25.87500,,,-8.32150,-8.32150,-8.00530,-8.32150,75.65050,-14.3699,-14.3834
2015-09-30,1.71600,1.10100,-2.81700,0.00300,-2.81400,,-2.81400,-2.81400,-2.81400,-2.75700,-2.81700,0.50230,0.50230,-5.57550,-5.57550,31.96860,,,-6.84790,-6.84790,-6.63730,-6.84790,81.66660,9.3294,9.3434
2015-06-30,1.74700,0.97200,-2.71900,,-2.71900,,-2.71900,-2.71900,-2.71900,-2.66700,-2.71900,0.21970,0.21970,-12.41010,-12.41010,32.68950,,,-6.21370,-6.21370,-6.02680,-6.21370,87.11560,-6.5702,-6.5902
2015-03-31,1.70700,1.03700,-2.74400,,-2.74400,,-2.74400,-2.74400,-2.74400,-2.70900,-2.74400,0.16810,0.16810,-16.36690,-16.36690,11.18620,,,-22.62720,-22.62720,-20.69230,-22.62720,72.00310,-18.51500,-18.52690
2014-12-31,1.58200,1.03000,-2.61200,0.00100,-2.61100,,-2.61100,-2.61100,-2.61100,-2.57500,-2.61200,0.16290,0.16290,-15.65660,-15.65660,11.15850,,,-17.71250,-17.71250,-16.18520,-17.71250,87.76100,-12.6723,-12.7589
2014-09-30,1.33500,0.95000,-2.28500,0.00100,-2.28400,,-2.28400,-2.28400,-2.28400,-2.24800,-2.28500,0.16700,0.16700,-13.66910,-13.66910,20.84130,,,-13.28060,-13.28060,-12.66150,-13.28060,102.39200,-12.4173,-12.4173
2014-06-30,1.40000,1.00600,-2.40600,0.00100,-2.40500,,-2.40500,-2.40500,-2.40500,-2.40400,-2.40600,0.16690,0.16690,-13.84480,-13.84480,16.17090,,,-12.44760,-12.44760,-11.70890,-12.44760,115.73800,-7.9452,-7.9752
2014-03-31,1.30800,1.08200,-2.39000,0.00100,-2.38900,,-2.38900,-2.38900,-2.38900,-2.38700,-2.39000,0.14930,0.14930,-16.36200,-16.36200,19.46520,,,-11.09410,-11.09410,-10.54510,-11.09410,129.04970,-24.70330,-24.70330
2013-12-31,1.78700,1.16000,-2.94700,0.00100,-2.94600,,-2.94600,-2.94600,-2.94600,-2.94500,-2.94700,0.06860,0.06860,15.10340,15.10340,11.26830,,,-18.90760,-18.90770,-17.24420,-18.90760,125.01900,-37.4418,-37.5833
2013-09-30,0.71400,1.01100,-1.72500,0.00200,-1.72300,,-1.72300,-1.72300,-1.72300,-1.72000,-1.72500,0.08610,0.08610,-20.13780,-20.13780,24.72170,,,-9.37990,-9.37990,-9.00300,-9.37990,175.21410,4.6076,4.7151
2013-06-30,0.24600,0.95200,-1.19800,-0.00100,-1.19900,,-1.19900,-1.19900,-3.22500,-1.18900,-1.19800,0.03930,0.03930,-81.81000,-81.81000,27.54400,,,-5.98510,-5.98510,-5.76910,-5.98510,249.74090,-12.6128,-12.6724
2013-03-31,0.18100,0.88900,-1.07000,-0.00100,-1.07100,,-1.07100,-1.07100,-1.07100,-1.06000,-1.07000,0.02410,0.02410,-44.05150,-44.05150,4.82250,,,-32.34680,-32.34670,-25.87580,-32.34670,130.79960,-31.68310,-32.05630
2012-12-31,0.19200,0.64800,-0.84000,0.00100,-0.84000,,-0.84000,-0.84000,-0.84000,-0.83100,-0.84000,0.01770,0.01770,-33.98260,-33.98260,9.98360,,,-28.89580,-28.89580,-26.15190,-28.89580,137.54860,-42.9834,-42.9283
2012-09-30,0.15600,0.77200,-0.92800,0.00100,-0.92700,,-0.92700,-0.92700,-0.92700,-0.91800,-0.92800,0.01810,0.01810,-51.60320,-51.60320,11.41610,,,-29.18760,-29.18770,-26.77640,-29.18770,164.01760,-24.3685,-24.3616
2012-06-30,0.32200,0.82300,-1.14500,-0.00100,-1.14600,,-1.14600,-1.14600,-1.14600,-1.13500,-1.14500,0.01610,0.01610,-71.74110,-71.74110,6.78640,,,-34.86460,-34.86460,-30.03150,-34.86460,203.70550,-60.643,-60.705
2012-03-31,0.42200,0.98400,-1.40600,-0.00200,-1.40700,,-1.40700,-1.40700,-1.40700,-1.39200,-1.40600,0.01610,0.01610,-86.84440,-86.84440,7.91580,,,-32.30030,-32.30030,-28.37840,-32.30030,269.95470,-102.78890,-102.78890
2011-12-31,0.59500,1.03900,-1.63400,0.00400,-1.63000,,-1.63000,-1.63000,-1.63000,-1.55000,-1.63400,0.01330,0.01330,-109.55840,-109.55840,8.23870,,,-28.43690,-28.43680,-25.06920,-28.43680,355.21330,-111.9913,-111.6837
2011-09-30,0.53300,1.28800,-1.82100,-0.00100,-1.82200,,-1.82200,-1.82200,-1.82200,-1.49800,-1.82100,0.01390,0.01390,-128.35310,-128.35310,9.21030,,,-31.34890,-31.34890,-28.03940,-31.34890,417.28460,-113.4435,-113.2997
2011-06-30,0.49700,1.20700,-1.70400,1.99800,0.29400,,0.29400,0.29400,0.29400,-1.59000,-1.70400,0.01340,0.01360,22.65050,22.65050,7.79580,,,3.89660,3.89660,3.42620,3.89660,541.70890,-131.9906,-131.9906
2011-03-31,0.69000,1.51200,-2.20200,-0.00400,-2.20600,,-2.20600,-2.20600,-2.20600,-2.12100,-2.20200,0.01170,0.01170,-188.75450,-188.75450,3.54680,,,-47.51230,-47.51240,-34.77300,-47.51240,396.77970,-166.10740,-166.10740
2010-12-31,0.86000,1.49200,-2.35200,0.75700,-1.59500,,-1.59500,-1.59500,-1.59500,-2.26900,-2.35200,0.01130,0.01130,-128.35300,-128.35300,6.01850,,,-23.55640,-23.55640,-19.55620,-23.55640,578.63350,-123.9233,-124.0883
2010-09-30,0.72600,1.38000,-2.10600,,-2.10600,,-2.10600,-2.10600,-2.10600,-2.02200,-2.10600,0.01170,0.01170,-181.20430,-181.20430,10.77020,,,-24.87300,-24.87300,-22.17310,-24.87300,723.65160,-167.9637,-167.967
2010-06-30,0.70000,1.56900,-2.26900,-0.00100,-2.27000,,-2.27000,-2.27000,-2.27000,-2.18500,-2.26900,0.01160,0.01160,-196.30470,-196.30470,11.04200,,,-21.70170,-21.70170,-19.41330,-21.70170,894.39280,-137.2607,-136.7172
2010-03-31,0.82000,1.62800,-2.44800,-0.00100,-2.44900,,-2.44900,-2.44900,-2.44900,-2.36100,-2.44800,0.01010,0.01010,-241.60580,-241.60580,11.47360,,,-20.34390,-20.34390,-18.26930,-20.34390,1040.63500,-309.71550,-309.91320
2009-12-31,0.80100,1.64800,-8.46600,-0.00100,-8.46700,,-6.18600,-6.18600,-6.18600,-8.37500,-8.46600,0.00940,0.00940,-996.62380,-845.62020,4.84060,,,-83.45930,-83.45930,-66.00510,-83.45920,734.40870,-573.801,-571.673
2009-09-30,1.11200,2.00700,-4.25000,-0.05800,-4.30800,,-4.30800,-4.30800,-4.30800,-4.13400,-4.25000,0.01000,0.01000,-430.36030,-430.36030,4.64000,0.02490,0.02550,-31.86390,-31.86390,-23.06830,-31.07100,1342.25400,-1039.526,-1036.361
2009-06-30,3.50500,3.86100,-8.63100,0.05400,-8.57700,,-8.57700,-8.57700,-8.57700,-8.49600,-8.63100,0.01000,0.01000,-860.72060,-860.72060,1.31310,,0.17340,-49.70160,-49.70160,-21.53890,-49.70160,1720.04600,-968.257,-963.973
2009-03-31,4.59200,5.32400,-15.38600,25.31900,9.93300,,9.93300,9.93300,9.01700,-15.27100,-15.38600,0.00740,0.00940,1215.57900,1064.57500,2.50200,0.05570,0.13710,39.22520,39.22520,19.19420,37.04130,2525.67000,-1860.58800,-1855.58000
