,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-0.21,$-0.18
1,2024-08-07,2024-06-30,$-0.21,$-0.16
2,2024-05-09,2024-03-31,$-0.23,$-0.14
3,2024-02-29,2023-12-31,$-0.16,$-0.16
4,2023-11-09,2023-09-30,--,$-0.15
5,2023-08-07,2023-06-30,--,$-0.18
6,2023-05-11,2023-03-31,--,$-0.17
7,2023-03-06,2022-12-31,--,$-0.17
8,2022-11-07,2022-09-30,--,$-0.23
9,2022-08-08,2022-06-30,--,$-0.23
10,2022-05-09,2022-03-31,--,$-0.25
11,2022-02-28,2021-12-31,--,$-0.21
12,2021-11-10,2021-09-30,--,$-0.13
13,2021-08-16,2021-06-30,--,$-3.05
