Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-05-31,0.73640,0.73640,1.35030,-0.02180,-0.89610,0.04750,-0.84860,-0.84860,-0.84860,-0.84860,-0.63540,-0.85580,7.18200,7.18200,-0.12000,-0.12000,1.52540,0.31180,0.53080,100.00000,-121.68520,-116.20300,-115.22950,-115.22950,0.17090,4.86860,18.48570,-41.44640,488.00420,-19.69150,-28.52350,0.28510,0.041,0.041
2024-02-29,0.78490,0.78490,1.28390,0.02910,-0.65930,0.00190,-0.65750,-0.65750,-0.65750,-0.65750,-0.45310,-0.63090,6.47500,6.47500,-0.10000,-0.10000,2.03440,0.23310,0.53720,100.00000,-84.00540,-80.38050,-83.76630,-83.76630,0.14090,1.13690,79.16350,-22.29840,-73.86980,-11.79980,-17.10150,0.41050,-0.0863,-0.0866
2023-11-30,0.56940,0.56940,1.33790,0.05100,-0.87630,-0.02140,-0.89780,-0.89780,-0.89780,-0.89780,-0.71750,-0.85490,6.56700,6.56700,-0.14000,-0.14000,3.02170,0.20420,0.43970,100.00000,-153.91560,-150.15570,-157.67970,-157.67970,0.08860,0.65350,137.72620,-24.82450,-50.86760,-13.97340,-19.75460,0.50350,-0.15570,-0.15610
2023-08-31,0.51350,0.51350,0.98820,0.07880,-0.52650,,-0.55360,-0.55360,-0.55360,-0.55360,-0.39080,-0.52950,6.30700,6.30700,-0.10000,-0.10000,1.44620,0.35190,0.86120,100.00000,-102.52680,-103.10820,-107.81260,-107.81260,0.11090,0.67660,133.02140,-30.99990,-826.57950,-11.96040,-20.09190,0.28320,-0.0274,-0.0292
2023-05-31,0.60320,0.60320,1.42100,0.11980,-0.80820,,-0.80820,-0.80820,-0.80820,-0.80820,-0.69800,-0.78950,6.30700,6.30700,-0.13000,-0.13000,3.00250,0.27550,0.42000,100.00000,-133.98410,-130.88600,-133.98420,-133.98420,0.14170,0.90110,99.87640,-34.89840,-88.86980,-18.99080,-25.28290,0.36720,-0.0029,-0.0029
2023-02-28,0.49350,0.49350,1.42470,0.39290,-0.68510,,-0.68510,-0.68510,-0.68510,-0.68510,-0.53780,-0.66590,6.30700,6.30700,-0.10000,-0.10000,,,,100.00000,-138.82580,-134.94240,-138.82580,-138.82580,,,,,,,,,-0.1213,-0.1231
2022-11-30,0.89200,0.89200,1.54430,,-0.76210,,-0.76210,-0.76210,-0.76210,-0.76210,-0.65780,-0.74060,6.30700,6.30700,-0.12000,-0.12000,,,,100.00000,-85.43200,-83.02760,-85.43190,-85.43190,,,,,,,,,-0.18390,-0.19020
2022-08-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.221,0.2427
2022-05-31,1.26580,1.26580,1.88260,,-0.66090,,-0.66090,-0.66090,-0.66090,-0.66090,-0.65630,-0.65630,6.30700,6.30700,-0.10000,-0.10000,,,,100.00000,-52.21030,-51.84710,-52.21030,-52.21030,,,,,,,,,-0.221,-0.2427
2021-08-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
