Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1724.01800,1091.44100,632.57710,33.09510,246.67410,-0.14390,279.91300,352.66390,3.49810,356.16220,68.31830,287.84390,287.84390,279.15520,661.05110,352.66390,775.74470,776.11630,0.35960,0.35960,1.47050,0.05680,0.11610,36.69200,20.45590,20.45590,20.65890,16.19210,0.10910,2.98190,305.42590,0.29470,2.40120,2.91230,1.82200,2.26480,15.45270,0.8237,0.5921
2024-06-30,1672.17600,1028.54200,643.63440,31.04490,243.18440,-0.84550,275.07500,368.55960,12.95420,381.51380,69.07760,312.43620,312.43620,303.43390,665.13150,368.55960,775.74500,776.14100,0.39240,0.39240,1.27700,0.07480,0.11210,38.49080,22.04070,22.04070,22.81540,18.14610,0.10090,3.00640,627.95300,0.14330,2.67990,3.28500,1.88490,2.47960,15.02860,0.5854,0.3839
2024-03-31,1747.20200,1095.64600,651.55590,29.98950,240.68230,-1.69390,272.36600,379.19030,2.01990,381.21010,75.79710,305.41300,305.41300,298.64710,694.28890,379.19030,775.74470,776.86160,0.38480,0.38480,1.82570,0.07010,0.10470,37.29140,21.70270,21.70270,21.81830,17.09290,0.10400,3.10020,716.84720,0.12550,2.37350,2.87940,1.81770,2.20720,16.58740,0.57830,0.37210
2023-12-31,2066.95500,1375.88200,691.07300,34.61080,282.69610,-22.26670,339.57400,351.49980,-0.31290,351.19690,62.14960,289.04740,289.04740,278.91380,707.22190,351.49940,775.70000,776.50000,0.36530,0.35530,1.52330,0.07210,0.11980,33.43440,17.00570,17.00570,16.99100,13.49400,0.12080,3.65930,688.98510,0.13060,2.25360,2.76570,1.68980,2.09120,16.53380,1.1054,0.5818
2023-09-30,1695.59100,1069.41000,626.18070,30.11480,233.33100,-0.44790,263.89400,362.28700,5.46780,367.74440,71.35300,296.39140,296.39140,287.38950,655.73690,362.28700,775.74470,775.90430,0.36970,0.36970,1.53510,0.07310,0.11930,36.92990,21.36640,21.36640,21.68830,16.94920,0.10480,2.73720,482.56150,0.18650,2.42770,3.00550,1.83120,2.25020,15.73800,0.8358,0.5619
2023-06-30,1742.91500,1078.28600,664.62850,30.09700,235.85280,1.01810,264.93200,399.69680,13.00810,412.70490,79.96690,332.73810,332.73810,323.43350,720.42500,399.69680,775.74500,775.91400,0.41700,0.41700,1.26420,0.07850,0.11480,38.13320,22.93270,22.93270,23.67900,18.55700,0.10030,3.07020,529.60520,0.16990,2.70910,3.39250,1.91490,2.49650,15.83310,0.7219,0.4568
2023-03-31,1783.53900,1106.42100,677.11790,32.17750,241.12000,-3.30360,276.60100,400.51680,2.83690,403.35380,78.53060,324.82320,324.82320,317.26310,725.61650,400.51680,777.68200,777.68200,0.40800,0.40800,1.87380,0.07360,0.10510,37.96490,22.45630,22.45630,22.61540,17.78840,0.10340,2.79690,1128.03100,0.07980,2.44690,3.02910,1.88220,2.26670,17.11240,0.47410,0.24500
2022-12-31,1678.55700,1126.42500,552.13170,27.93790,228.70570,2.58720,254.05600,298.07530,-5.53560,292.53990,58.63910,233.90080,233.90080,223.32110,609.04380,298.07560,775.70000,776.50000,0.29270,0.28270,1.50450,0.07570,0.12570,32.89330,17.75780,17.75790,17.42810,13.30440,0.09860,3.06090,839.27830,0.10720,1.83580,2.30130,1.37440,1.69680,16.42420,1.1821,0.7192
2022-09-30,1760.40700,1091.45200,668.95460,32.33200,235.08060,-0.75960,268.17300,400.78230,0.80340,401.58580,79.95110,321.63470,321.63470,307.91930,705.42130,400.78230,775.74470,775.91530,0.39800,0.39800,1.53970,0.07710,0.11930,38.00000,22.76650,22.76650,22.81210,17.49140,0.10630,2.68910,499.53140,0.18020,2.54540,3.22350,1.94130,2.34920,16.28890,0.8002,0.4594
2022-06-30,1782.81400,1099.75800,683.05630,32.44030,242.57190,0.84030,274.17200,408.88440,16.21410,425.09850,83.89180,341.20670,341.20670,328.33260,730.49060,408.88440,775.74500,775.74500,0.42160,0.42160,1.20030,0.07900,0.11630,38.31340,22.93480,22.93480,23.84420,18.41650,0.09960,2.92090,707.36710,0.12720,2.68270,3.42120,1.90570,2.47080,16.39560,0.658,0.3819
2022-03-31,1831.22200,1131.36500,699.85730,30.28970,249.64190,-3.66790,283.59900,416.25770,0.51810,416.77580,81.51800,335.25790,335.25790,323.42700,762.04410,416.25770,775.74500,776.58700,0.41770,0.41770,1.75550,0.07420,0.10980,38.21800,22.73110,22.73110,22.75940,17.66180,0.09900,2.53270,1293.85100,0.06960,2.34550,2.95260,1.81160,2.17150,18.42570,0.54320,0.30300
