Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.14340,0.78100,-1.92440,-0.08210,-2.00650,-2.00650,-2.00650,-2.00650,-1.92440,-1.92440,4.65770,4.65770,-0.43000,-0.43000,0.12910,,,97.79900,97.79900,-659.66690,97.79900,-0.41970,1.7689,1.7689
2024-06-30,1.95610,1.50230,-3.45840,0.00810,-3.45030,-3.45030,-3.45030,-3.45030,-3.45840,-3.45840,1.97710,1.97710,-1.75000,-1.75000,0.48110,,,123.46600,123.46600,-133.18320,123.46600,-0.98470,1.8585,1.8585
2024-03-31,1.61330,1.68920,-3.30250,0.08200,-3.22040,-3.22040,-3.22040,-3.22040,-3.30250,-3.30250,1.17120,1.17120,-2.75000,-2.75000,0.72070,,,265.40790,265.40850,-102.87560,265.40850,-1.03620,-6.59930,-6.59930
2023-12-31,1.09560,3.58850,-4.68410,0.12240,-4.56170,-4.56170,-4.56170,-4.56170,-4.68410,-4.68410,1.17120,1.17120,-3.89000,-3.89000,1.25140,,,-235.83030,-235.83000,-47.37790,-235.83000,1.65190,-2.5712,-2.5712
2023-09-30,1.49560,4.61950,-6.11510,0.12060,-5.99450,-5.99450,-5.99450,-5.99450,-6.11510,-6.11510,1.17120,1.17120,-5.12000,-5.12000,1.99590,,,-92.14280,-92.14280,-45.97580,-92.14280,5.55380,-2.2635,-2.2635
2023-06-30,1.29080,1.94870,-3.23950,0.12670,-3.11280,-3.11280,-3.11280,-3.11280,-3.23950,-3.23950,1.17120,1.17120,-2.66000,-2.66000,4.37410,,,-25.29760,-25.29760,-19.51410,-25.29760,10.50420,-1.8638,-1.8638
2023-03-31,1.23560,0.41550,-1.65110,0.13050,-1.52050,-1.52050,-1.52050,-1.52050,-1.65110,-1.65110,1.17120,1.17120,-1.30000,-1.30000,5.61380,,,-10.00410,-10.00410,-8.22210,-10.00410,12.97520,-1.71470,-1.71470
2022-12-31,1.35770,1.74440,-3.10210,0.11500,-2.98710,-2.98710,-2.98710,-2.98710,-3.10210,-3.10210,1.17100,1.17100,-2.59000,-2.59000,6.35740,,,-18.01740,-18.01740,-15.18330,-18.01740,14.15800,-1.3422,-1.3422
2022-09-30,2.80510,4.91000,-7.71510,0.07330,-7.64190,-7.64190,-7.64190,-7.64190,-7.71510,-7.71510,1.17130,1.17130,-6.50000,-6.50000,5.61700,,,-39.33460,-39.33460,-32.33190,-39.33460,16.58520,-4.6937,-4.6937
2022-06-30,3.25850,2.64560,-5.90410,0.01940,-5.88470,-5.88470,-5.88470,-5.88470,-5.90410,-5.90410,1.17130,1.17130,-5.00000,-5.00000,11.83970,,,-21.86080,-21.86080,-20.01440,-21.86080,22.97830,-4.0417,-4.0417
2022-03-31,3.34140,1.78240,-5.12380,-0.01320,-5.13700,-5.13700,-5.13700,-5.13700,-5.12380,-5.12380,1.17090,1.17090,-4.40000,-4.40000,15.88830,,,-15.77750,-15.77750,-14.78450,-15.77750,27.79260,-5.16270,-5.16270
2021-12-31,1.74930,2.37230,-4.12160,0.00400,-4.11760,-4.11760,-4.11760,-4.11760,-4.12160,-4.12160,0.66770,0.66770,-2.10000,-2.10000,18.95510,,,-10.98480,-10.98480,-10.40530,-10.98480,31.99720,-5.777,-5.777
2021-09-30,1.69820,1.55160,-3.24980,0.03400,-3.21570,-3.21570,-3.21570,-3.21570,-3.24980,-3.24980,0.60120,0.60120,-5.30000,-5.30000,23.88390,,,-7.75600,-7.75600,-7.43130,-7.75600,35.39160,-6.1661,-6.1661
2021-06-30,0.31660,1.98900,-2.30550,-0.03790,-2.34340,-2.34340,-2.34340,-2.34340,-2.30550,-2.30550,0.49590,0.49590,-4.70000,-4.70000,4.02340,0.11940,0.14230,-31.09740,-31.09740,-20.57850,-27.38500,15.19300,-2.0285,-2.0285
2021-03-31,1.07500,1.27360,-2.34860,-0.03070,-2.37930,-2.37930,-2.37930,-2.37930,-2.34860,-2.34860,0.39450,0.39450,-6.00000,-6.00000,5.00730,0.09660,0.11220,-24.89370,-24.89370,-17.99840,-22.48990,19.32810,-7.80770,-7.80770
2020-12-31,0.10450,0.58200,-0.68650,-0.01830,-0.70600,-0.70600,-0.70600,-0.70600,-0.68650,-0.68650,0.31080,0.31080,-2.30000,-2.30000,0.02000,-0.31980,-0.37130,16.74530,16.74530,-151.69550,22.10040,-13.40570,-0.5296,-0.5296
2020-09-30,0.85180,0.81070,-1.66250,-0.04570,-1.70820,-1.70820,-1.70820,-1.70820,-1.66250,-1.66250,0.31420,0.31420,-5.40000,-5.40000,,,,,,,,,-2.0137,-2.0137
2020-06-30,0.16870,1.06190,-1.23050,-0.03930,-1.26980,-1.26980,-1.26980,-1.26980,-1.23050,-1.23050,0.30860,0.30860,-4.10000,-4.10000,,,,,,,,,-1.1833,-1.1833
2020-03-31,0.16690,0.44900,-0.61590,-0.04060,-0.65650,-0.65650,-0.65650,-0.65650,-0.61590,-0.61590,0.30450,0.30450,-2.20000,-2.20000,,,,,,,,,-0.73040,-0.73040
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
