Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.75700,2.75000,2.00700,2.02800,2.02800,-0.02100,-0.02100,-0.00600,-0.01500,-0.01500,-0.01500,8.08670,8.08670,0.00000,0.00000,1.45270,-1.05420,-0.75300,0.00530,-0.03110,-0.03110,-0.00400,-0.03110,5.96300,-0.17400,-0.17420
2024-06-30,4.49600,2.54100,1.95500,2.12400,2.12400,-0.16900,-1.11600,-0.03800,-1.07800,-1.07800,-1.07800,8.09870,8.09870,-0.13000,-0.13000,1.43730,-58.18560,-56.20440,0.00510,-2.24600,-2.24600,-0.28750,-2.24600,5.93510,-0.0229,-0.0237
2024-03-31,4.25100,2.40800,1.84300,1.98800,1.98800,-0.14500,-0.14500,-0.03800,-0.10700,-0.10700,-0.10700,8.09870,8.09870,-0.01000,-0.01000,1.47610,-7.74990,-5.71890,0.00510,-0.21830,-0.22260,-0.02900,-0.21830,6.06080,-0.0218,-0.0236
2023-12-31,3.97300,2.27000,1.70300,2.15800,2.15800,-0.45500,-0.45500,-0.09400,-0.36100,-0.36100,-0.36100,8.09870,8.09870,-0.05000,-0.05000,1.44380,-26.85950,-21.31050,0.00460,-0.73400,-0.74840,-0.09860,-0.73400,6.08170,-0.0643,-0.0673
2023-09-30,3.80800,2.06400,1.74400,1.98800,1.98800,-0.24400,-0.24400,-0.06900,-0.17500,-0.17500,-0.17500,8.08670,8.08670,-0.02000,-0.02000,1.05900,-14.03910,-10.06910,0.00490,-0.35250,-0.35930,-0.04900,-0.35250,6.13940,-0.07050,-0.07310
2023-06-30,3.59800,1.60100,1.99700,1.84100,1.84100,0.15600,0.05300,0.01100,0.04200,0.04200,0.04200,8.13160,8.13160,0.00000,0.00000,1.38210,2.65400,2.10320,0.00570,0.08280,0.08440,0.01200,0.08280,6.27070,0.0184,0.0178
2023-03-31,3.27900,1.16500,2.11400,1.91600,1.91600,0.19800,0.19800,0.05400,0.14400,0.14400,0.14400,8.12900,8.12900,0.02000,0.02000,1.58190,9.36610,6.81170,0.00620,0.28160,0.28690,0.04200,0.28160,6.31500,0.0248,0.024
2022-12-31,3.20000,0.68300,2.51700,2.03000,2.03000,0.48700,0.48700,0.11300,0.37400,0.37400,0.37400,8.15070,8.15070,0.04000,0.04000,1.41800,19.34840,14.85900,0.00750,0.72420,0.73780,0.11150,0.72420,6.34410,0.045,0.0614
2022-09-30,2.98300,0.45300,2.53000,2.04100,2.04100,0.48900,0.48900,0.11600,0.37300,0.37300,0.37300,8.15420,8.15420,0.05000,0.05000,0.98300,20.23170,15.43240,0.00730,0.72250,0.73600,0.11270,0.72250,6.33100,0.05350,0.04500
2022-06-30,2.69100,0.41400,2.27700,1.86700,1.86700,0.41000,0.30900,0.10300,0.20600,0.20600,0.20600,8.21340,8.21340,0.02000,-0.04000,0.65480,13.85030,9.23350,0.00680,0.39600,0.40330,0.06280,0.39600,6.37950,0.1823,0.1794
2022-03-31,2.65500,0.42300,2.23200,1.76500,1.76500,0.46700,0.46700,0.13300,0.33400,0.33400,0.33400,8.21580,8.21580,0.04000,0.10000,0.77460,19.97430,14.28570,0.00700,0.63440,0.64600,0.10000,0.63440,6.40620,-0.0342,-0.0399
2021-12-31,2.88100,0.44800,2.43300,1.89400,1.89400,0.53900,0.53900,0.05700,0.48200,0.48200,0.48200,8.21720,8.21720,0.06000,0.06000,0.92710,22.15370,19.81090,0.00720,0.91530,0.93210,0.14190,0.91530,6.40780,-0.0853,-0.0887
2021-09-30,3.20200,0.46900,2.73300,1.98100,1.98100,0.75200,0.75200,0.18400,0.56800,0.56800,0.56800,8.21650,8.21650,0.07000,0.07000,0.95820,27.51560,20.78300,0.00810,1.08090,1.10070,0.16860,1.08090,6.38740,0.25870,0.25240
2021-06-30,3.34300,0.48100,2.86200,2.04500,2.04500,0.81700,0.75100,0.05900,0.69200,0.69200,0.69200,8.21620,8.21620,0.08000,0.08000,1.08750,26.24040,24.17890,0.00850,1.32320,1.34760,0.20470,1.32320,6.35660,0.0391,0.0351
2021-03-31,3.12200,0.49200,2.63000,2.01900,2.01900,0.61100,0.61100,0.13800,0.47300,0.47300,0.47300,8.21180,8.21180,0.06000,0.06000,1.02510,23.23190,17.98480,0.00790,0.91150,0.92850,0.14220,0.91150,6.30730,0.1398,0.1381
2020-12-31,3.12500,0.52900,2.59600,2.13700,2.13700,0.45900,0.45900,0.08900,0.37000,0.37000,0.37000,8.21830,8.21830,0.04000,0.04000,1.17780,18.44860,14.87140,0.00750,0.71380,0.72710,0.11190,0.71380,6.29260,-0.0175,-0.0218
2020-09-30,3.15700,0.63900,2.51800,2.16700,2.16700,0.35100,0.35100,0.06600,0.28500,0.28500,0.28500,8.22280,8.22280,0.04000,0.04000,1.12660,14.42070,11.70910,0.00740,0.54990,0.56010,0.08700,0.54990,6.28690,0.03100,0.02860
2020-06-30,3.19300,0.74800,2.44500,2.00000,2.00000,0.44500,-13.18100,0.08800,-13.26900,-13.26900,-13.26900,8.25190,8.25190,-1.61000,-1.61000,1.05400,-547.83880,-551.49630,0.00750,-25.56110,-26.03600,-4.13190,-25.56110,6.29070,0.011,0.0092
2020-03-31,3.28600,0.88200,2.40400,2.10600,2.10600,0.29800,0.29800,0.05800,0.24000,0.24000,0.24000,8.24660,8.24660,0.03000,0.03000,0.83950,12.39600,9.98340,0.00730,0.36600,0.47000,0.07250,0.36600,7.93620,0.0208,0.0167
2019-12-31,3.34100,0.92200,2.41900,2.11300,2.11300,0.30600,0.30600,0.05800,0.24800,0.24800,0.24800,8.25500,8.25500,0.03000,0.03000,0.93630,12.67610,10.27340,0.00730,0.37680,0.48340,0.07540,0.37680,7.94030,0.0923,0.0797
2019-09-30,3.40200,0.94700,2.45500,2.16100,2.16100,0.29400,0.29400,0.06000,0.23400,0.23400,0.23400,8.27750,8.27750,0.03000,0.03000,0.97480,12.27050,9.76630,0.00730,0.35430,0.45410,0.07120,0.35430,7.94710,0.00220,-0.00470
