Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,859.22700,337.73000,521.49690,33.35200,-3.83700,260.07900,261.41800,-152.96600,108.45200,108.45200,108.45200,,83.62800,482.69410,261.41800,157.72500,158.21300,0.53000,0.53000,0.66730,2.00550,30.42480,30.42480,12.62210,9.73290,0.03250,1.31110,1.31110,0.41070,0.43620,52.35860,1.7874,0.109
2024-06-30,850.48200,331.26500,519.21700,44.10900,-4.33700,267.98800,251.22900,-144.28000,106.94900,106.94900,106.94900,,79.61500,467.68000,251.22900,157.03900,157.29100,0.51000,0.51000,0.65530,1.90080,29.53960,29.53960,12.57510,9.36120,0.03340,1.29130,1.29130,0.41980,0.44510,52.72080,2.3324,0.8645
2024-03-31,839.43900,320.17200,519.26700,50.01800,-18.42100,287.15510,232.11190,-125.50800,106.60390,106.60390,106.60390,,79.88300,452.26890,232.11190,156.98300,157.13200,0.51000,0.51000,0.65590,1.90610,27.65080,27.65080,12.69940,9.51620,0.03290,1.28790,1.28790,0.41760,0.44320,52.70690,1.25750,-0.40360
2023-12-31,828.93300,309.78400,519.14900,38.77100,-6.36400,257.20220,261.94680,-108.79200,153.15500,153.15500,153.15500,,119.85200,474.45180,261.94700,156.86300,157.20100,0.75000,0.76000,0.66540,1.98860,31.60050,31.60050,18.47620,14.45860,0.03190,1.87140,1.87140,0.58850,0.62620,52.14690,2.4508,0.5671
2023-09-30,824.28300,309.21200,515.07100,31.41000,-4.65700,243.50190,271.56910,-375.11200,-103.54290,-103.54290,-103.54290,,-111.82600,479.57710,271.56910,156.88000,156.88000,-0.71000,-0.71000,0.65440,1.89390,32.94610,32.94610,-12.56160,-13.56650,0.03330,-1.28890,-1.28890,-0.41850,-0.44540,51.18920,1.9283,0.1761
2023-06-30,817.15300,299.19700,517.95600,44.17500,-4.91700,251.66900,266.28700,-130.10300,136.18400,136.18400,136.18400,,104.29900,469.14100,266.28700,156.82600,157.21800,0.67000,0.66000,0.65470,1.89560,32.58720,32.58720,16.66570,12.76370,0.03220,1.64340,1.64340,0.53740,0.56760,52.83000,2.4101,0.9903
2023-03-31,803.20000,297.97900,505.22100,55.80200,-6.14600,270.68200,234.53900,-128.91100,105.62800,105.62800,105.62800,,77.89000,443.92500,234.53900,156.80300,157.04300,0.50000,0.50000,0.64300,1.80100,29.20060,29.20060,13.15090,9.69750,0.03260,1.27160,1.27160,0.42890,0.45400,52.96490,1.49010,0.05130
2022-12-31,789.82410,289.91100,499.91310,36.00000,-5.00500,239.33520,260.57790,-104.85500,155.72280,155.72280,155.72280,,121.93400,459.49190,260.57790,156.72600,157.13700,0.78000,0.78000,0.63400,1.73240,32.99190,32.99190,19.71610,15.43810,0.03260,1.86190,1.86190,0.64330,0.68140,53.35500,2.3544,1.5936
2022-09-30,790.52300,290.25000,500.27300,32.51900,-5.55000,228.74400,271.52910,149.13200,420.66100,420.66100,420.66100,,360.97700,462.64010,271.52910,156.75400,157.13300,2.30000,2.29000,0.62650,1.67770,34.34800,34.34800,53.21300,45.66310,0.03330,5.01200,5.01200,1.77290,1.87180,53.54260,1.8838,0.0163
2022-06-30,773.92700,280.29200,493.63500,34.66500,-3.73500,221.54600,272.08900,-4.84600,267.24300,267.24300,267.24300,,222.98900,456.11300,272.08900,156.72000,157.19200,1.42000,1.42000,0.63060,1.70700,35.15690,35.15690,34.53080,28.81270,0.03330,3.28200,3.28200,1.14860,1.21240,51.95480,2.5248,-2.6799
2022-03-31,754.30700,275.09500,479.21200,43.19400,-4.06500,224.88300,254.32900,-77.37200,176.95700,176.95700,176.95700,,143.04700,432.48200,254.32900,156.65000,157.00400,0.91000,0.91000,0.62240,1.64840,33.71690,33.71690,23.45960,18.96400,0.03360,2.20050,2.20050,0.78730,0.83090,51.31490,1.39800,0.43960
2021-12-31,731.06290,261.78300,469.27990,33.64900,-5.38700,216.55700,252.72290,-29.43800,223.28500,223.28500,223.28500,,184.59900,430.55190,252.72300,156.11600,156.37600,1.18000,1.18000,0.62060,1.63580,34.56920,34.56930,30.54250,25.25080,0.03270,2.77950,2.77950,0.99840,1.05450,51.31580,2.2221,1.9023
2021-09-30,730.05600,262.22700,467.82900,34.56000,-4.89400,218.86600,248.96300,-109.71300,139.25000,139.25000,139.25000,,108.29700,428.62000,248.96300,156.18300,156.59800,0.69000,0.69000,0.62840,1.69120,34.10190,34.10190,19.07390,14.83410,0.03200,1.72880,1.72880,0.60940,0.64240,51.56490,1.4438,-0.8475
2021-06-30,713.80700,250.69900,463.10800,38.40500,-3.40600,225.64900,237.45900,-96.20900,141.25000,141.25000,141.25000,,111.70300,421.99700,237.45900,156.10700,156.51900,0.72000,0.71000,0.61240,1.57970,33.26660,33.26660,19.78830,15.64890,0.03240,1.74600,1.74600,0.64030,0.67680,51.81380,2.6068,0.5793
2021-03-31,713.69500,259.44000,454.25500,44.95900,-3.83600,225.36000,228.89500,-100.74800,128.14700,128.14700,128.14700,,91.62400,407.72300,228.89500,155.92800,156.09900,0.59000,0.59000,0.61140,1.57310,32.07180,32.07180,17.95540,12.83800,0.03210,1.57790,1.57790,0.57690,0.61320,52.03520,0.97410,-0.59800
2020-12-31,665.08900,257.37200,407.71700,31.05300,-3.28600,202.35190,205.36510,-180.46000,24.90500,24.90500,24.90500,,8.68800,373.94510,205.36500,155.43200,155.51700,0.05000,0.05000,0.61430,1.59290,30.87780,30.87780,3.74460,1.30630,0.02910,0.30600,0.29860,0.10900,0.11520,53.55550,2.4125,0.9486
2020-09-30,693.26800,261.42500,431.84300,27.86200,-3.20300,197.52100,234.32200,-116.26200,118.06000,118.06000,118.06000,,89.85400,401.31700,234.32200,155.64500,155.67000,0.58000,0.58000,0.60990,1.56340,33.79960,33.79960,17.02950,12.96090,0.03020,1.42330,1.38980,0.51420,0.54210,54.58270,1.4596,0.0716
2020-06-30,654.77300,241.76000,413.01300,37.74300,-2.81600,218.74700,194.26600,104.31400,298.58000,298.58000,298.58000,,266.18900,372.99900,194.26600,155.38600,155.40700,1.71000,1.71000,0.60840,1.55360,29.66920,29.66920,45.60050,40.65360,0.02850,3.57700,3.49330,1.29810,1.36800,54.92250,2.4382,1.9556
2020-03-31,752.55600,269.78700,482.76900,36.45400,-3.85200,211.40000,271.36900,305.77700,577.14600,577.14600,577.14600,,497.49600,443.04600,271.36900,155.01100,155.25800,3.21000,3.20000,0.59340,1.45930,36.05960,36.05960,76.69140,66.10750,0.03450,7.02050,6.85370,2.64390,2.78690,54.21810,1.12840,1.21220
2019-12-31,757.50100,277.23710,480.26400,32.79700,98.28100,104.41290,375.85100,-199.84200,176.00900,176.00900,176.00900,,140.84000,546.33900,375.85100,154.58200,154.88300,0.92000,0.91000,0.60030,1.50180,49.61720,49.61720,23.23550,18.59270,0.03560,2.25240,2.19620,0.82690,0.87780,51.77490,2.3311,0.6538
2019-09-30,743.55300,274.34600,469.20700,31.14700,-2.96700,199.97600,269.23100,-127.86100,141.37000,141.37000,141.37000,,107.77100,435.70100,269.23100,154.57700,154.82000,0.70000,0.70000,0.60130,1.50830,36.20870,36.20870,19.01280,14.49410,0.03490,1.81340,1.76810,0.66410,0.70490,51.72840,1.6431,-0.9076
2019-06-30,733.74100,267.05100,466.69000,35.07100,-2.82000,215.30200,251.38810,-47.92700,203.46110,203.46110,203.46110,,164.31800,429.40710,251.38810,154.55500,154.87400,1.06000,1.06000,0.59980,1.49850,34.26110,34.26110,27.72930,22.39460,0.03450,2.60160,2.53670,0.95660,1.01530,51.89250,2.3137,1.1119
2019-03-31,725.76700,265.38000,460.38700,41.76200,-128.90200,335.25800,125.12900,6.03000,131.15900,131.15900,131.15900,,98.10500,290.32800,125.12900,154.52500,154.84400,0.63000,0.63000,0.57770,1.36820,17.24090,17.24090,18.07180,13.51740,0.03540,1.64560,1.60530,0.63980,0.67790,52.87700,1.33830,0.07490
2018-12-31,705.15700,261.26400,443.89290,27.68300,-14.22600,207.34800,236.54500,-51.30400,185.24090,185.24090,185.24090,,148.52700,401.98400,236.54490,154.42700,154.68200,0.97000,0.96000,0.57270,1.34010,33.54500,33.54500,26.26950,21.06300,0.03480,2.31150,2.25520,0.91450,0.96370,53.17930,2.4541,2.3639
2018-09-30,686.28400,256.81700,429.46700,29.67700,-3.43000,191.10300,238.36400,-87.91900,150.44500,150.44500,150.44500,,119.11800,396.36000,238.36400,154.44000,154.67800,0.77000,0.77000,0.57030,1.32700,34.73260,34.73260,21.92170,17.35700,0.03410,1.87920,1.83340,0.74710,0.78780,53.13370,1.3537,0.029
2018-06-30,664.48400,246.53100,417.95300,28.46800,-2.44400,187.32900,230.62400,-70.05900,160.56500,160.56500,160.56500,,128.68100,387.04100,230.62400,154.41500,154.57100,0.83000,0.83000,0.56620,1.30540,34.70720,34.70720,24.16390,19.36560,0.03330,2.00370,1.95500,0.80440,0.84800,53.19040,2.169,0.3219
2018-03-31,661.15100,248.40200,412.74900,35.89400,-2.90600,204.59700,208.15200,8.16000,216.31200,216.31200,216.31200,,176.02100,373.94900,208.15200,154.38500,154.70500,1.14000,1.14000,0.55820,1.26330,31.48330,31.48330,32.71750,26.62340,0.03380,2.70930,2.64310,1.10450,1.16780,53.01880,1.45940,0.58910
2017-12-31,655.22900,242.01200,413.21700,29.39600,-0.09600,183.75090,229.46610,-97.26300,132.20300,132.20300,132.20300,,103.81000,383.72510,229.46600,154.19000,154.39000,0.67000,0.67000,0.55900,1.26770,35.02080,35.02070,20.17660,15.84330,0.03380,1.67290,1.63160,0.68240,0.71950,52.50260,2.1204,0.3765
2017-09-30,657.71200,245.78800,411.92400,25.79200,-0.23900,178.19500,233.72890,-86.02500,147.70390,147.70390,147.70390,,117.33700,385.89290,233.72890,154.35500,154.48300,0.76000,0.76000,0.55820,1.26360,35.53670,35.53670,22.45720,17.84020,0.03410,1.86970,1.82360,0.76500,0.80560,52.48570,1.4228,-0.1831
2017-06-30,656.90700,238.85800,418.04900,27.14100,-0.29900,179.35900,238.69000,-71.68000,167.01000,167.01000,167.01000,,133.70900,390.60890,238.69000,154.17700,154.33100,0.87000,0.87000,0.55910,1.26800,36.33540,36.33540,25.42370,20.35430,0.03410,2.12120,2.06870,0.86620,0.91210,52.31970,0.8085,-0.8497
2017-03-31,632.22800,235.37800,396.85000,31.38600,-0.03400,190.62500,206.22500,-90.66100,115.56400,115.56400,115.56400,,97.08300,365.43010,206.22500,153.86000,154.21400,0.63000,0.63000,0.55060,1.24800,32.61880,32.61880,18.27890,15.35570,0.03330,1.49650,1.45870,0.60930,0.65550,51.49490,1.55530,-0.05860
2016-12-31,636.06100,231.83400,404.22700,25.29300,-1.20000,204.52500,199.70210,-34.80800,164.89400,164.89400,164.89400,,147.18800,377.73410,199.70210,153.71500,153.97700,0.96000,0.95000,0.54800,1.23500,31.39670,31.39670,25.92430,23.14060,0.03370,2.13260,2.07890,0.87470,0.93970,51.57630,1.8933,0.919
2016-09-30,625.22800,236.67800,388.55000,25.16500,-2.03200,230.94500,157.60500,-86.10100,71.50400,71.50400,71.50400,,76.75300,361.35300,157.60500,153.75400,154.13600,0.50000,0.50000,0.55060,1.24810,25.20760,25.20760,11.43650,12.27600,0.03330,0.93360,0.90980,0.38050,0.40890,51.10950,1.0289,-0.951
2016-06-30,623.54600,225.91600,397.63000,25.41800,-0.91300,179.50600,218.12400,-100.76700,117.35700,117.35700,117.35700,,96.59700,371.29900,218.12400,153.66200,153.86000,0.63000,0.63000,0.55260,1.25780,34.98120,34.98120,18.82090,15.49160,0.03290,1.52450,1.48590,0.61880,0.66480,51.39560,1.5293,0.3753
2016-03-31,665.98500,226.80600,439.17900,29.35300,-0.02500,188.82600,250.35300,-34.13100,216.22200,216.22200,216.22200,,181.74700,409.80100,250.35300,153.62600,153.91700,1.18000,1.18000,0.55720,1.28130,37.59140,37.59140,32.46650,27.29000,0.03470,2.79730,2.72670,1.12760,1.20730,51.62460,2.26730,0.94270
2015-12-31,624.24010,224.53000,399.71010,24.30000,-0.47000,189.22990,210.48010,-43.74200,166.73810,166.73810,166.73810,,137.88200,374.94010,210.48010,153.47100,153.84400,0.89000,0.89000,0.53320,1.16500,33.71780,33.71780,26.71060,22.08800,0.03400,2.16910,2.11410,0.90860,0.98690,51.35390,1.2369,2.5665
2015-09-30,629.88400,227.92100,401.96300,20.94400,-0.25400,174.21300,227.75000,95.52100,323.27100,323.27100,323.27100,,184.08200,380.76500,227.75000,153.59500,153.78600,1.20000,1.20000,0.54680,1.22910,36.15750,36.15750,51.32230,29.22480,0.03320,4.11140,4.00940,1.70320,1.81690,52.50050,1.0787,-0.0571
2015-06-30,618.22100,222.95900,395.26200,22.28400,-0.20800,190.33600,204.92600,-104.18700,100.73900,100.73900,100.73900,,79.46000,372.77000,204.92600,153.45000,153.81500,0.52000,0.52000,0.55260,1.25770,33.14770,33.14770,16.29500,12.85300,0.03230,1.29340,1.26110,0.52700,0.56420,52.05080,1.5714,1.9235
2015-03-31,618.47600,228.92600,389.55000,28.79100,-0.32700,183.34100,206.20900,2.96100,209.17000,209.17000,209.17000,,171.18200,360.43200,206.20900,153.23000,153.87300,1.12000,1.11000,0.55280,1.25850,33.34150,33.34150,33.82020,27.67800,0.03220,2.68200,2.61500,1.09060,1.16950,52.14370,1.30920,0.57230
2014-12-31,613.70720,218.61600,395.09120,23.17200,-0.64000,186.24200,208.84920,2.57600,211.42510,211.42510,211.42510,,174.82600,371.27910,208.84910,153.08900,153.30800,1.15000,1.15000,0.55630,1.27640,34.03080,34.03070,34.45050,28.48690,0.03090,2.74470,2.67530,1.06310,1.18710,51.61470,1.4727,3.1716
2014-09-30,618.80300,222.76400,396.03900,22.58900,-1.40200,181.23600,214.80300,-63.82800,150.97500,150.97500,150.97500,,127.72400,372.04800,214.80300,153.12000,153.27300,0.83000,0.83000,0.59780,1.51200,34.71270,34.71270,24.39790,20.64050,0.03280,2.20480,2.14220,0.79990,0.86160,46.03260,1.0479,0.1234
2014-06-30,589.79400,209.96100,379.83300,23.27100,-0.66100,178.56000,201.27300,-105.37200,95.90100,95.90100,95.90100,,76.52700,355.90100,201.27300,153.07800,153.23800,0.50000,0.50000,0.60090,1.53100,34.12600,34.12600,16.26010,12.97520,0.03120,1.40740,1.36730,0.50750,0.54570,45.81460,1.2055,0.2157
2014-03-31,574.69400,213.18500,361.50900,29.90500,-0.43700,184.61200,176.89690,-109.14100,67.75590,67.75590,67.75590,0.00000,54.03400,331.16690,176.89690,153.03000,153.16900,0.35000,0.35000,0.60170,1.53620,30.78110,30.78110,11.78990,9.40220,0.03030,0.99600,0.96760,0.35700,0.38540,45.76320,0.81090,-0.14280
2013-12-31,576.19920,206.07600,370.12320,20.65600,0.00000,175.13100,194.99220,-115.59700,79.39510,79.39510,79.39500,26.91700,88.80600,350.40110,194.99200,152.20100,152.52100,0.60000,0.61000,0.61690,1.63570,33.84110,33.84110,13.77910,15.41240,0.02860,1.16010,1.12720,0.39350,0.43180,46.04180,1.4957,0.9539
2013-09-30,571.48100,205.86800,365.61300,24.84100,-0.76600,178.86000,186.75300,-104.44200,82.31100,82.31100,82.31100,88.12500,152.67700,340.94600,186.75300,152.40700,152.69200,1.00000,1.00000,0.62740,1.71090,32.67880,32.67880,14.40310,26.71600,0.02930,1.25820,1.22090,0.42170,0.45490,44.24060,1.409,1.2659
2013-06-30,510.03300,183.35300,326.68000,24.31600,-0.53500,158.30700,168.37300,335.07300,503.44590,503.44590,503.44600,3.31500,452.41700,302.97700,168.37300,151.93800,152.49000,2.95000,2.94000,0.62970,1.72720,33.01220,33.01220,98.70850,88.70350,0.02620,7.76400,7.53170,2.58670,2.78920,43.86500,0.6333,-1.4038
2013-03-31,477.82600,176.10600,301.72000,45.51600,-8.74900,173.71800,128.00200,-89.50600,38.49600,38.49600,38.49600,19.43500,47.85400,249.19300,128.00200,151.64600,151.95200,0.32000,0.31000,0.60450,1.52820,26.78840,26.78840,8.05650,10.01490,0.03060,0.68680,0.66310,0.24640,0.26230,38.28310,1.56250,-1.28140
2012-12-31,465.46410,164.90000,300.56410,21.82700,-0.40100,137.82000,162.74410,-93.60400,69.14000,69.14000,69.14000,7.46800,65.38800,283.29420,162.74400,150.12000,150.71100,0.43000,0.43000,0.61270,1.58170,34.96380,34.96380,14.85400,14.04790,0.03010,1.22700,1.22700,0.44720,0.47530,37.16900,1.2152,-0.6129
2012-09-30,466.68000,172.57900,294.10100,21.61700,-1.14000,133.41000,160.69100,-96.71900,63.97200,63.97200,63.97200,1.55000,57.24900,272.24500,160.69100,150.80100,151.98300,0.38000,0.38000,0.60340,1.52150,34.43280,34.43280,13.70790,12.26730,0.03080,1.12510,1.12510,0.42250,0.44620,37.68930,0.8539,-0.4081
