Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,349.37700,138.82100,210.55600,117.50300,129.73400,80.82200,-15.56700,65.25500,18.85000,46.40500,46.40500,46.40500,129.94180,130.00490,0.36000,0.36000,0.50530,1.02120,32.42370,23.05760,0.00840,1.77050,2.60430,0.19300,0.87590,20.09260,0.2939,0.2871
2024-06-30,270.08600,106.30500,163.78100,159.70100,166.18400,-2.40300,-18.91500,-21.31800,-9.83300,-11.48500,-11.48500,-11.48500,102.95750,102.95750,-0.11000,-0.11000,0.51970,1.08210,-22.66040,-12.20820,0.00390,-0.44940,-0.67390,-0.04770,-0.21580,19.60150,0.5951,0.5875
2024-03-31,184.66600,70.18900,114.47700,68.60000,69.30500,45.17200,-2.20200,42.97000,10.88800,32.08200,32.08200,32.08200,75.26000,75.27570,0.43000,0.43000,0.55480,1.24630,37.59700,28.07050,0.00810,1.89260,2.59160,0.22700,0.84250,22.32590,0.55010,0.54300
2023-12-31,183.14100,68.38300,114.75800,71.79400,72.51500,42.24300,-2.47700,39.76600,12.45400,27.31200,27.31200,27.31200,74.84400,74.87300,0.37000,0.36000,0.54410,1.19340,34.53530,23.71950,0.00810,1.61550,2.21570,0.19220,0.73650,22.38100,0.6196,0.5988
2023-09-30,177.51700,61.96100,115.55600,75.15700,75.87700,39.67900,-2.28900,37.39000,8.84300,28.54700,28.54700,28.54700,74.90910,74.91420,0.38000,0.38000,0.56100,1.27800,36.29570,27.71150,0.00730,1.75890,2.45180,0.20270,0.77210,21.48720,0.5551,0.516
2023-06-30,169.28300,50.79000,118.49300,72.15100,72.90000,45.59300,-1.96000,43.63300,11.63000,32.00300,32.00300,32.00300,74.82330,74.83020,0.43000,0.43000,0.53690,1.15960,40.12490,29.42990,0.00780,1.94850,2.70500,0.22810,0.90220,21.74590,0.3639,0.3326
2023-03-31,165.70800,35.23200,130.47600,73.62400,74.38600,56.09000,-1.10000,54.99000,14.45400,40.53600,40.53600,40.53600,74.64530,74.70250,0.54000,0.54000,0.49980,0.99910,44.17760,32.56560,0.00900,2.47160,3.43540,0.29420,1.23640,21.73210,0.77730,0.76990
2022-12-31,155.44000,23.11400,132.32600,63.03300,63.81400,68.51200,-1.24200,67.27000,18.23300,49.03700,49.03700,49.03700,74.70100,74.78200,0.66000,0.66000,0.46410,0.86600,52.17070,38.03030,0.00940,3.06920,4.31360,0.35580,1.64480,21.25480,0.5565,0.5365
2022-09-30,150.17600,12.24200,137.93400,74.19100,74.97000,62.96400,-2.88600,60.07800,16.65700,43.42100,43.42100,43.42100,74.29720,74.39340,0.58000,0.58000,0.41790,0.71800,46.38480,33.52430,0.00950,2.79960,3.98610,0.31920,1.62950,20.63520,0.7574,0.7314
2022-06-30,127.21700,6.81000,120.40700,65.96900,66.84200,53.56500,,53.56500,14.33700,39.22800,39.22800,39.22800,74.32860,74.40080,0.53000,0.53000,0.39960,0.66570,45.62180,33.41080,0.00860,2.47450,3.49370,0.28600,1.48560,21.09080,0.6937,0.7305
2022-03-31,121.13700,6.46300,114.67400,54.62200,55.48100,59.19300,,59.19300,15.23100,43.96200,43.96200,43.96200,75.81800,75.91410,0.58000,0.58000,0.21730,0.27770,48.88790,36.30850,0.00890,2.71180,3.79700,0.32280,2.12250,21.36380,0.67100,0.55460
2021-12-31,122.32400,7.78000,114.54400,61.56800,62.45900,52.08500,,52.08500,14.78000,37.30500,37.30500,37.30500,76.47200,76.56100,0.50000,0.49000,0.28350,0.39570,45.62980,32.68160,0.00830,2.19820,3.02580,0.27070,1.57500,22.04880,0.4518,0.3805
2021-09-30,122.95600,8.36600,114.59000,63.52600,64.40900,50.18100,,50.18100,12.91300,37.26800,37.26800,37.26800,76.60470,76.68520,0.49000,0.49000,0.28830,0.40500,44.16530,32.80030,0.00850,2.21910,3.06890,0.27830,1.57940,21.74690,0.4451,0.4101
2021-06-30,121.70000,9.63900,112.06100,51.07600,51.99400,60.06700,,60.06700,15.27800,44.78900,44.78900,44.78900,76.64360,76.75340,0.58000,0.58000,0.31130,0.45200,48.92840,36.48350,0.00930,2.66980,3.69200,0.33890,1.83870,21.55180,0.6758,0.6263
2021-03-31,122.16800,10.53100,111.63700,45.88000,46.85200,64.78500,,64.78500,16.22600,48.55900,48.55900,48.55900,76.51650,76.58090,0.63000,0.63000,0.37860,0.60920,51.15760,38.34470,0.00960,2.94790,4.10860,0.36980,1.83190,21.17290,0.47550,0.45160
2020-12-31,120.59900,11.41400,109.18500,55.22100,56.27300,52.91200,,52.91200,12.34600,40.56600,40.56600,40.56600,69.54800,69.62600,0.57000,0.57000,0.43270,0.76270,47.46190,36.38760,0.00860,2.50440,3.51650,0.31400,1.42080,21.28200,0.8691,0.7835
2020-09-30,114.07900,11.46800,102.61100,65.26500,66.18300,36.42800,,36.42800,9.28500,27.14300,27.14300,27.14300,72.51910,72.60430,0.37000,0.37000,0.47780,0.91510,37.86260,28.21200,0.00750,1.69480,2.39260,0.21090,0.88490,20.40710,-0.3738,-0.4254
2020-06-30,95.90200,11.70900,84.19300,65.45600,66.16700,18.02600,,18.02600,3.71500,14.31100,14.31100,14.31100,64.31560,64.40060,0.22000,0.22000,0.46100,0.85520,24.59440,19.52570,0.00700,1.01470,1.46810,0.13610,0.54690,21.45400,0.4709,0.4534
2020-03-31,105.16000,16.14800,89.01200,68.08000,68.82400,20.18800,,20.18800,5.25700,14.93100,14.93100,14.93100,64.38610,64.45730,0.23000,0.23000,0.46790,0.87940,27.17280,20.09690,0.00740,1.05700,1.52930,0.14810,0.56240,21.47740,0.51750,0.50160
2019-12-31,108.11000,17.50200,90.60800,56.05200,56.63100,33.97700,,33.97700,8.02600,25.95100,25.95100,25.95100,64.60400,64.73500,0.39000,0.39000,0.44900,0.81480,38.73880,29.58800,0.00890,1.83550,2.65670,0.26460,1.01140,21.49090,0.4344,0.4022
2019-09-30,111.07300,19.49800,91.57500,49.41100,50.23800,41.33700,,41.33700,9.93800,31.39900,31.39900,31.39900,64.51200,64.63230,0.49000,0.49000,0.50150,1.00590,45.38790,34.47600,0.00920,2.24630,3.26990,0.31660,1.11980,21.25660,0.5751,0.5527
