Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,195.29500,195.29500,12.81300,-37.72200,144.76000,-8.28500,136.47500,0.01600,136.45900,136.45900,113.67200,142.80500,144.76000,80.81100,81.85600,1.41000,1.39000,0.79700,3.92710,74.12380,74.12380,69.88150,58.20530,0.01430,4.98580,4.98510,0.99590,1.01180,33.84620,0.514,0.514
2024-06-30,186.71700,186.71700,13.28700,-110.26600,63.16400,-6.46900,56.69500,0.03100,56.66400,56.66400,33.91300,76.54200,63.16400,81.33500,82.28200,0.42000,0.41000,0.78960,3.75310,33.82870,33.82870,30.36410,18.16280,0.01420,2.14560,2.14530,0.43150,0.45140,32.82180,0.8341,0.8341
2024-03-31,186.57400,186.57400,14.93300,-39.13500,132.50600,-3.04400,129.46200,0.00800,129.45400,129.45400,111.01600,142.20100,132.50600,81.23120,81.71020,1.38010,1.35010,0.78730,3.70210,71.02060,71.02060,69.38910,59.50240,0.01490,4.89390,4.89320,1.03180,1.04060,32.87890,0.70090,0.70090
2023-12-31,191.20400,191.20400,12.71900,-115.54900,62.93600,-32.39000,30.54600,0.00200,30.54400,30.54400,12.10800,66.88800,62.93600,76.67800,77.53160,0.17000,0.17000,0.79800,3.95050,32.91560,32.91560,15.97560,6.33250,0.01480,1.19380,1.19360,0.23620,0.24110,31.80600,0.3434,0.3434
2023-09-30,195.59100,195.59100,12.55100,-174.94700,8.09300,-5.84800,2.24500,0.07500,2.17000,2.17000,-16.26800,22.18000,8.09300,75.57800,75.57800,-0.22000,-0.22000,0.80470,4.12050,4.13770,4.13770,1.14780,-8.31740,0.01520,0.08700,0.08700,0.01680,0.01700,33.00460,0.6466,0.6466
2023-06-30,196.85900,196.85900,14.14800,-111.65800,71.05300,-35.00400,36.04900,0.02500,36.02400,36.02400,17.58600,90.56800,71.05300,77.20900,77.95600,0.23000,0.23000,0.75890,4.18900,36.09340,36.09340,18.31210,8.93330,0.01460,1.39680,1.39660,0.26670,0.33670,34.19110,1.3724,1.3724
2023-03-31,189.25000,189.25000,16.26900,-103.21500,69.76600,-12.40000,57.36600,,57.36600,57.36600,38.92800,80.37700,69.76600,77.32390,78.39280,0.51010,0.51010,0.74110,4.06900,36.86450,36.86450,30.31230,20.56960,0.01330,2.16560,2.16530,0.40390,0.56050,34.24900,0.38830,0.38830
2022-12-31,187.28600,187.28600,25.32600,32.77000,194.72990,-97.81100,96.91900,-0.28100,97.20000,97.20000,78.71900,190.12690,194.72990,77.97190,77.97190,0.96010,0.96010,0.72920,3.98010,103.97460,103.97460,51.74920,42.03140,0.01400,3.64530,3.64480,0.72530,0.98720,34.51420,0.3027,0.3027
2022-09-30,188.30300,188.30300,14.83600,-348.28900,-174.82200,-11.31900,-186.14100,0.00400,-186.14500,-186.14500,-204.58300,-160.52100,-174.82200,77.24230,77.24230,-2.64030,-2.64030,0.79440,3.86450,-92.84080,-92.84080,-98.85190,-108.64560,0.01380,-7.01550,-7.01450,-1.36180,-1.44200,34.35550,0.5767,0.5767
2022-06-30,195.35700,195.35700,14.80300,-323.82800,-143.27400,-17.95900,-161.23300,0.09400,-161.32700,-161.32700,-179.76500,-114.96300,-143.27400,78.42880,78.42880,-2.28020,-2.28020,0.78590,3.67070,-73.33960,-73.33960,-82.53250,-92.01870,0.01390,-5.42710,-5.42640,-1.14960,-1.16180,38.48960,1.5774,1.5774
2022-03-31,202.17500,202.17500,17.06400,-434.64000,-249.52900,-13.33500,-262.86400,-0.07000,-262.79400,-262.79400,-281.20200,-226.30800,-249.52900,78.99640,78.99640,-3.57040,-3.57040,0.77540,3.45210,-123.42230,-123.42230,-130.01810,-139.08840,0.01330,-7.87670,-7.87580,-1.72420,-1.76900,42.23330,1.72060,1.72060
2021-12-31,221.16300,221.16300,17.03500,-174.81900,29.30910,-12.31700,16.99200,-0.74200,17.73400,17.73400,-0.71600,38.09210,29.30910,77.91550,81.82420,-0.03000,0.00000,0.67650,2.96440,13.25220,13.25230,7.68300,-0.32380,0.01440,0.47470,0.47470,0.11510,0.15350,47.30810,1.2262,1.2262
