Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.48260,3.48260,3.23210,-0.00740,0.17690,0.18370,0.36070,0.00680,0.35380,0.35380,0.35380,0.31850,0.17690,55.50140,56.55030,0.01000,0.01000,0.82840,0.18040,0.29910,100.00000,5.07980,5.07980,10.35580,10.15950,0.05210,0.60000,149.99580,0.89910,1.17760,0.52910,0.73690,0.70690,0.0088,0.0088
2024-06-30,4.03750,4.03750,3.77040,0.09720,0.30020,1.12900,1.42920,0.48760,0.94150,0.94150,0.94150,0.45750,0.30020,55.43100,56.48550,0.02000,0.02000,1.04010,0.19730,0.32560,100.00000,7.43430,7.43430,35.39670,23.31940,0.05990,3.03750,29.63010,2.44800,3.24720,1.39800,1.96510,0.69390,0.0217,0.0217
2024-03-31,4.05080,4.05080,3.72520,0.06880,0.32490,1.28590,1.61080,-0.43890,2.04970,2.04970,2.04970,0.50220,0.32490,55.21360,56.26810,0.04000,0.04000,1.04490,0.21690,0.35900,100.00000,8.02160,8.02160,39.76480,50.59930,0.05980,3.16100,28.47190,5.54460,7.49580,3.02750,4.34170,0.66690,0.02620,0.02620
2023-12-31,4.47700,4.47700,4.18520,0.08680,-1.70930,3.56530,1.85600,-0.63020,2.48620,2.48620,2.48620,0.59680,-1.70930,42.57460,42.57460,0.07000,0.07000,0.98290,0.24260,0.40780,100.00000,-38.17990,-38.17990,41.45630,55.53300,0.06600,2.00680,44.84830,7.23680,10.11670,3.66370,5.48120,0.62960,-0.0149,-0.0156
2023-09-30,4.33300,4.33300,3.91450,0.20090,0.53140,-1.21760,-0.68610,0.06190,-0.74810,-0.74810,-0.74810,0.84820,0.53140,49.25800,49.25800,-0.02000,-0.02000,0.53020,0.30340,0.53660,100.00000,12.26520,12.26520,-15.83500,-17.26450,0.05990,3.01700,29.83090,-2.76820,-4.99370,-1.03360,-1.92840,0.58000,0.0174,0.0179
2023-06-30,4.57250,4.57250,5.01370,-0.51190,-17.91280,-0.34390,-18.25670,-0.65210,-17.60460,-17.60460,-17.60460,-1.00920,-17.91280,43.85930,43.85930,-0.40000,-0.40000,0.51200,0.31410,0.53020,100.00000,-391.74930,-391.74930,-399.27130,-385.00900,0.06340,3.12580,28.79240,-64.36830,-116.88890,-24.42350,-44.15120,0.59120,-0.013,0.0037
2023-03-31,4.18040,4.18040,5.64760,-0.06670,-1.62170,-0.40110,-2.02270,-0.60930,-1.41340,-1.41340,-1.41340,-0.86680,-1.62170,25.67070,25.67070,-0.06000,-0.06000,0.53240,0.23170,0.32960,100.00000,-38.79240,-38.79240,-48.38610,-33.81150,0.04690,2.91090,30.91810,-3.21270,-9.77240,-1.58600,-2.46820,1.09200,-0.00900,-0.03040
2022-12-31,3.57560,3.57560,7.29740,-0.12230,-3.86120,-42.41390,-46.27520,,-37.02230,-37.02230,-37.02230,-3.67550,-3.86120,18.98860,18.98860,-1.91000,-1.90000,0.20640,,,100.00000,-107.98840,-107.98840,-1294.19100,-1035.41200,0.03600,2.47940,36.29860,-724.06380,149.43850,-37.22630,-724.06340,0.21540,-0.0054,-0.0056
2022-09-30,2.37930,2.37930,1.43480,-0.08830,0.82550,0.23080,1.05620,0.00000,1.05620,1.05620,1.05620,0.82710,0.82550,18.71590,20.76090,0.06000,0.05000,0.31890,,,100.00000,34.69300,34.69300,44.39240,44.39240,0.02410,2.83700,31.72390,3.44080,3.44080,1.06820,3.44080,1.64020,0.0948,0.0941
2022-06-30,1.85280,1.85280,1.26280,-0.22740,0.33630,,0.33630,0.00000,0.33630,0.33630,0.33630,0.33750,0.33630,0.00000,0.00000,0.00000,0.00000,0.17250,,,100.00000,18.15340,18.15340,18.15340,18.15340,0.01560,,,1.11310,1.11310,0.28260,1.11310,4.19200,0,0
2022-03-31,1.67110,1.67110,1.07630,-0.06820,0.50160,,0.50160,,0.50160,0.50160,0.50160,0.50240,0.50160,0.00000,0.00000,0.00000,0.00000,0.24850,,,100.00000,30.01600,30.01600,30.01600,30.01600,0.01420,,,-8.36440,-8.36440,0.42600,-8.36440,-1.76220,0.00000,
2021-12-31,5.28870,5.28870,2.24970,-0.63930,2.35090,,4.08530,,4.08530,4.08530,4.08530,2.35350,2.35090,,,0.54000,0.54000,33.62730,,,100.00000,44.45180,44.45180,77.24640,77.24640,0.70320,9.97020,9.02690,55.66550,55.66550,54.32200,55.66550,,-0.1166,-0.1166
2021-09-30,1.71690,1.71690,0.74560,-0.00050,0.94610,,0.94610,,0.94610,0.94610,0.94610,0.94610,0.94610,18.71590,18.71590,0.05000,0.05000,4.43270,,,100.00000,55.10420,55.10420,55.10420,55.10420,0.01460,,,-15.23380,-15.23380,0.80190,-15.23380,-1.82490,0.1166,0.1166
