Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,269.00000,-51.00000,320.00000,52.00000,-44.00000,96.00000,224.00000,-4.00000,220.00000,44.00000,176.00000,176.00000,169.00000,224.00000,224.00000,52.40000,53.40000,3.23000,3.17000,0.22700,0.29370,83.27140,83.27140,81.78440,62.82530,0.02190,3.04390,3.04390,1.43190,2.35290,112.14770,0.3096,0.3096
2024-06-30,202.00000,-2.00000,204.00000,51.00000,-41.00000,92.00000,112.00000,-18.00000,94.00000,13.00000,81.00000,81.00000,78.00000,112.00000,112.00000,54.10000,55.00000,1.43000,1.41000,0.23260,0.30310,55.44560,55.44560,46.53470,38.61390,0.01670,1.44770,1.44770,0.67010,1.11100,105.19690,1.0051,1.0051
2024-03-31,245.00000,-1.00000,246.00000,64.00000,-39.00000,103.00000,143.00000,1.00000,144.00000,31.00000,113.00000,113.00000,109.00000,143.00000,143.00000,55.60000,57.10000,1.94000,1.89000,0.22980,0.29830,58.36740,58.36740,58.77550,44.48980,0.02010,1.98870,1.98870,0.92870,1.53180,103.15530,-1.29600,-1.29600
2023-12-31,327.00000,3.00000,324.00000,55.00000,-47.00000,102.00000,222.00000,-20.00000,202.00000,-177.00000,379.00000,379.00000,378.00000,222.00000,222.00000,58.40000,59.60000,6.43000,6.30000,0.22710,0.29380,67.88990,67.88990,61.77370,115.59630,0.02610,6.57420,6.57420,3.02260,5.08110,102.54900,3.406,3.406
2023-09-30,403.00000,100.00000,303.00000,51.00000,-44.00000,95.00000,208.00000,-6.00000,202.00000,43.00000,159.00000,159.00000,155.00000,208.00000,208.00000,58.50000,59.60000,2.65000,2.60000,0.24210,0.31940,51.61290,51.61290,50.12410,38.46150,0.03370,2.99940,3.00280,1.33120,2.27340,91.68110,-2.9257,-2.9257
2023-06-30,360.00000,55.00000,305.00000,73.00000,-71.00000,144.00000,161.00000,-17.00000,144.00000,18.00000,126.00000,126.00000,125.00000,161.00000,161.00000,59.20000,60.10000,2.09000,2.06000,0.23510,0.30740,44.72220,44.72220,40.00000,34.72220,0.02140,2.30980,2.31240,0.74770,1.76670,92.69330,2.089,2.089
2023-03-31,283.00000,4.00000,279.00000,85.00000,-55.00000,140.00000,139.00000,-19.00000,120.00000,23.00000,97.00000,97.00000,81.00000,139.00000,139.00000,59.10000,60.40000,1.37000,1.34000,0.23640,0.30950,49.11660,49.11660,42.40280,28.62190,0.01690,1.79130,1.79330,0.57810,1.36790,91.35540,5.16560,5.16560
2022-12-31,292.00000,45.00000,247.00000,72.00000,-47.00000,119.00000,128.00000,-29.00000,99.00000,17.00000,82.00000,82.00000,94.00000,128.00000,128.00000,62.90000,63.90000,1.51000,1.50000,0.24040,0.31650,43.83560,43.83560,33.90410,32.19180,0.01730,1.54950,1.59880,0.48680,1.17700,89.67520,-9.415,-9.415
2022-09-30,41.00000,-75.00000,116.00000,61.00000,-37.00000,98.00000,18.00000,-40.00000,-22.00000,-27.00000,5.00000,5.00000,11.00000,18.00000,18.00000,61.70000,62.90000,0.18000,0.18000,0.24530,0.32510,43.90240,43.90240,-53.65850,26.82930,0.00250,0.09700,0.10030,0.03000,0.07320,84.86640,-1.2609,-1.2609
2022-06-30,90.00000,-11.00000,101.00000,62.00000,-41.00000,103.00000,-2.00000,-20.00000,-22.00000,3.00000,-25.00000,-25.00000,-47.00000,-2.00000,-2.00000,63.80000,63.80000,-0.74000,-0.74000,0.23180,0.30180,-2.22220,-2.22220,-24.44440,-52.22220,0.00530,-0.45070,-0.46490,-0.14740,-0.34620,88.78610,-14.8847,-14.8847
2022-03-31,300.00000,57.00000,243.00000,77.00000,-42.00000,119.00000,124.00000,-31.00000,93.00000,18.00000,75.00000,75.00000,66.00000,124.00000,124.00000,66.30000,67.40000,1.00000,0.98000,0.21820,0.27910,41.33330,41.33330,31.00000,22.00000,0.01680,1.25100,1.28800,0.42030,0.97810,92.16840,-13.23440,-13.23440
2021-12-31,263.00000,-166.00000,429.00000,61.00000,-82.00000,143.00000,286.00000,46.00000,332.00000,50.00000,282.00000,282.00000,263.00000,286.00000,286.00000,73.50000,74.30000,3.62000,3.58000,0.20530,0.25830,108.74530,108.74530,126.23570,100.00000,0.01440,4.35320,4.47410,1.54880,3.45970,95.94480,-1.7222,-1.7222
2021-09-30,212.00000,-68.00000,280.00000,62.00000,,62.00000,218.00000,-213.00000,5.00000,-15.00000,20.00000,20.00000,17.00000,218.00000,218.00000,72.70000,73.60000,0.22000,0.22000,0.20770,0.26210,102.83020,102.83020,2.35850,8.01890,0.01200,0.31370,0.32270,0.11350,0.24860,89.48370,-11.861,-11.861
2021-06-30,196.00000,-16.00000,212.00000,58.00000,-40.00000,98.00000,114.00000,11.00000,125.00000,23.00000,102.00000,102.00000,98.00000,114.00000,114.00000,75.20000,76.00000,1.31000,1.29000,0.20790,0.26250,58.16330,58.16330,63.77550,50.00000,0.01140,1.55680,1.60100,0.59210,1.23310,88.40550,-6.4739,-6.4739
2021-03-31,177.00000,30.00000,147.00000,63.00000,-57.00000,120.00000,27.00000,-12.00000,15.00000,,15.00000,15.00000,11.00000,27.00000,27.00000,76.70000,77.50000,0.14000,0.14000,0.15920,0.18930,15.25420,15.25420,8.47460,6.21470,0.01110,0.23180,0.23850,0.09360,0.19490,85.23080,-6.01290,-6.01290
2020-12-31,379.00000,73.00000,306.00000,66.00000,-69.00000,135.00000,171.00000,3.00000,174.00000,25.00000,149.00000,149.00000,148.00000,171.00000,171.00000,85.50000,86.20000,1.67000,1.66000,0.15480,0.18310,45.11870,45.11870,45.91030,39.05010,0.02470,2.22920,2.29900,0.97170,1.88420,86.19290,-1.972,-1.972
2020-09-30,268.00000,73.00000,195.00000,61.00000,-41.00000,102.00000,93.00000,-14.00000,79.00000,-10.00000,89.00000,89.00000,86.00000,93.00000,93.00000,83.20000,83.80000,1.03000,1.02000,0.15640,0.18540,34.70150,34.70150,29.47760,32.08960,0.01820,1.34930,1.39280,0.60560,1.13830,80.19550,-2.8087,-2.8087
2020-06-30,372.00000,37.00000,335.00000,50.00000,-42.00000,92.00000,243.00000,-21.00000,222.00000,34.00000,188.00000,188.00000,183.00000,243.00000,243.00000,86.50000,87.00000,2.11000,2.10000,0.15850,0.18830,65.32260,65.32260,59.67740,49.19360,0.02520,2.89720,2.99360,1.27200,2.43810,77.19300,-3.3438,-3.3438
2020-03-31,96.00000,20.00000,76.00000,67.00000,-45.00000,112.00000,-36.00000,-26.00000,-62.00000,-4.00000,-58.00000,-58.00000,-55.00000,-36.00000,-36.00000,92.60000,92.60000,-0.59000,-0.59000,0.16310,0.19490,-37.50000,-37.50000,-64.58330,-57.29170,0.00700,-0.92580,-0.95820,-0.42200,-0.77480,69.62430,-1.77110,-1.77110
2019-12-31,296.00000,18.00000,278.00000,65.00000,-54.00000,119.00000,159.00000,-21.00000,138.00000,2.00000,136.00000,136.00000,137.00000,159.00000,159.00000,99.30000,100.20000,1.41000,1.39000,0.15670,0.18590,53.71620,53.71620,46.62160,46.28380,0.02070,2.04670,2.11540,0.94930,1.72590,71.24100,-1.3629,-1.3629
2019-09-30,206.00000,30.00000,176.00000,41.00000,-27.00000,68.00000,108.00000,-22.00000,86.00000,17.00000,69.00000,69.00000,69.00000,108.00000,108.00000,98.20000,98.20000,0.71000,0.70000,0.15650,0.18550,52.42720,52.42720,41.74760,33.49520,0.01540,1.03730,1.03730,0.51620,0.87500,68.93620,-1.7738,-1.7738
2019-06-30,266.00000,-1.00000,267.00000,43.00000,-21.00000,64.00000,203.00000,-21.00000,182.00000,40.00000,142.00000,142.00000,142.00000,203.00000,203.00000,101.20000,101.90000,1.40000,1.39000,0.15500,0.18340,76.31580,76.31580,68.42110,53.38350,0.01960,2.11250,2.11250,1.04560,1.78500,67.35400,1.2492,1.2492
2019-03-31,195.00000,46.00000,149.00000,47.00000,-23.00000,70.00000,79.00000,-21.00000,58.00000,4.00000,54.00000,54.00000,54.00000,79.00000,79.00000,103.00000,104.00000,0.52000,0.52000,0.15590,0.18470,40.51280,40.51280,29.74360,27.69230,0.01440,0.80970,0.80970,0.39850,0.68350,65.20970,-3.19230,-3.19230
2018-12-31,213.00000,21.00000,192.00000,4.00000,22.00000,134.00000,58.00000,43.00000,101.00000,13.00000,88.00000,88.00000,88.00000,58.00000,58.00000,110.00000,111.30000,0.87000,0.86000,0.15830,0.18810,27.23010,27.23010,47.41780,41.31460,0.01570,1.34250,1.34740,0.64690,1.12990,63.22770,0.9304,0.9304
2018-09-30,275.00000,17.00000,258.00000,3.00000,-56.00000,59.00000,199.00000,-24.00000,175.00000,14.00000,161.00000,161.00000,161.00000,199.00000,199.00000,108.00000,109.30000,1.48000,1.47000,0.15950,0.18970,72.36360,72.36360,63.63640,58.54550,0.02000,2.44570,2.44570,1.17180,2.05570,61.73220,-0.7122,-0.7122
2018-06-30,220.00000,44.00000,176.00000,4.00000,-62.00000,66.00000,110.00000,-23.00000,87.00000,12.00000,75.00000,75.00000,75.00000,110.00000,110.00000,111.70000,112.90000,0.67000,0.67000,0.16000,0.19050,50.00000,50.00000,39.54550,34.09090,0.01560,1.13050,1.13050,0.53070,0.94960,60.52150,3.7011,3.7011
2018-03-31,293.00000,-18.00000,311.00000,5.00000,,5.00000,306.00000,-89.00000,217.00000,20.00000,197.00000,197.00000,197.00000,306.00000,306.00000,115.20000,116.60000,1.71000,1.68000,0.15880,0.18880,104.43690,104.43690,74.06140,67.23550,0.02090,2.90390,2.90390,1.40520,2.44270,59.66110,0.23160,0.23160
2017-12-31,281.00000,34.00000,247.00000,6.00000,82.00000,67.00000,180.00000,-24.00000,156.00000,104.00000,52.00000,52.00000,52.00000,180.00000,180.00000,120.60000,122.30000,0.51000,0.51000,0.15890,0.18890,64.05690,64.05690,55.51600,18.50530,0.01950,0.76030,0.76030,0.36030,0.63950,58.94620,0.6076,0.6076
2017-09-30,623.00000,223.00000,400.00000,5.00000,-58.00000,63.00000,337.00000,-24.00000,313.00000,105.00000,208.00000,208.00000,208.00000,337.00000,337.00000,118.70000,120.70000,1.75000,1.72000,0.15810,0.18780,54.09310,54.09310,50.24080,33.38680,0.04250,3.02410,3.02410,1.41990,2.54590,58.31930,1.3192,1.3192
2017-06-30,308.00000,72.00000,236.00000,4.00000,-57.00000,61.00000,175.00000,-25.00000,150.00000,-3.00000,153.00000,153.00000,153.00000,175.00000,175.00000,121.30000,122.70000,1.26000,1.24000,0.16090,0.19170,56.81820,56.81820,48.70130,49.67530,0.02100,2.26670,2.26670,1.04400,1.90200,56.40560,0.8112,0.8112
