Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,24.56400,3.37300,21.19100,4.74200,37.44100,,42.18300,-20.99200,-0.09100,-21.08300,0.03200,-21.11500,-21.11500,-21.11500,-20.60200,-20.99200,17.53200,17.53200,-1.20000,-1.20000,5.79510,0.38560,0.62770,86.26850,-85.45840,-85.45840,-85.82890,-85.95910,0.06300,4.65930,19.31610,-10.58590,-10.58590,-5.41150,-6.50360,11.20580,-0.5861,-0.6102
2024-06-30,25.29500,3.34600,21.94900,4.27200,38.08500,46.00000,-3.64300,25.59200,0.52600,26.11800,0.07300,26.04500,26.04500,26.04500,25.99500,25.59200,17.77700,18.07900,1.47000,1.44000,6.38400,0.36700,0.57970,86.77210,101.17410,101.17410,103.25360,102.96500,0.06280,5.98980,15.02550,12.10110,12.10110,6.46500,7.66040,12.36940,1.5328,1.5097
2024-03-31,25.23500,3.45100,21.78400,4.62400,44.03100,,48.65500,-26.87100,0.18600,-26.68500,0.03800,-26.72300,-26.72300,-26.72300,-26.47600,-26.87100,18.46100,18.46100,-1.45000,-1.45000,5.06830,0.40120,0.67010,86.32460,-106.48310,-106.48310,-105.74600,-105.89660,0.06600,4.95190,18.17480,-14.40160,-14.40160,-6.98910,-8.62310,10.30870,-0.23810,-0.26600
2023-12-31,31.10300,3.45400,27.64900,3.39000,41.46400,,48.18900,-20.54000,5.07500,-15.46500,0.04700,-15.51200,-15.51200,-15.51200,-20.38600,-20.54000,20.89300,20.89300,-0.79000,-0.79000,6.51230,0.37060,0.58880,88.89500,-66.03870,-66.03870,-49.72190,-49.87300,0.07860,5.23440,17.19380,-7.36950,-7.36950,-3.91890,-4.63840,10.96300,-0.6424,-0.7089
2023-09-30,36.42700,3.69300,32.73400,7.85200,56.31400,,64.16600,-31.43200,-2.10400,-33.53600,0.00900,-33.54500,-33.54500,-33.54500,-30.69800,-31.43200,21.30500,21.30500,-1.57000,-1.57000,5.40910,0.35170,0.54250,89.86190,-86.28770,-86.28770,-92.06360,-92.08830,0.08510,3.93170,22.89100,-14.72990,-14.72990,-7.83540,-9.54970,10.84450,-0.8501,-0.8675
2023-06-30,40.16600,3.65000,36.51600,8.02500,58.74300,,66.76800,-30.25200,13.65600,-16.59600,0.11400,-16.71000,-16.71000,-16.71000,-28.96800,-30.25200,21.14300,21.14300,-0.79000,-0.79000,5.71820,0.33230,0.49760,90.91270,-75.31740,-75.31740,-41.31850,-41.60230,0.08980,4.15880,21.64070,-6.75230,-6.75230,-3.73500,-4.50870,11.78430,-1.2381,-1.232
2023-03-31,44.38300,4.58200,39.80100,8.88100,62.98800,,71.86900,-32.06800,-3.45600,-35.52400,0.06900,-35.59300,-35.59300,-35.59300,-31.38900,-32.06800,20.88300,20.88300,-1.70000,-1.70000,7.31730,0.51820,1.07560,89.67620,-72.25290,-72.25290,-80.03970,-80.19510,0.07250,4.65040,19.35340,-13.99170,-13.99170,-5.81430,-6.74110,12.02770,-0.70390,-1.25970
2022-12-31,46.87200,4.91600,41.95600,7.42500,56.93600,,181.18210,-139.22600,-4.10600,-143.33200,0.14300,-143.47500,-143.47500,-143.47500,-136.78400,-139.22600,20.49800,20.49800,-6.92000,-6.92000,10.13600,0.49490,0.97980,89.51190,-297.03450,-297.03450,-305.79450,-306.09950,0.07540,6.53090,13.78070,-51.53540,-51.53540,-23.09290,-26.03040,13.25720,-0.7014,-0.6991
2022-09-30,59.21600,7.59900,51.61700,7.93700,72.41600,,131.58300,-79.96600,-3.37900,-83.34500,-0.12000,-83.22500,-83.22500,-83.22500,-75.60700,-79.96600,20.69200,20.69200,-4.02000,-4.02000,9.25270,0.38620,0.62910,87.16730,-135.04120,-135.04120,-140.74740,-140.54480,0.07670,6.57880,13.68030,-19.25160,-25.56240,-10.77470,-11.81720,20.58580,-0.9546,-1.0322
2022-06-30,71.75700,9.00300,62.75400,18.25300,100.61200,,118.86500,-56.11100,-6.65500,-62.76600,-0.15500,-62.61100,-62.61100,-62.61100,-48.46900,-56.11100,20.40800,20.40800,-3.07000,-3.07000,8.60780,0.35750,0.55640,87.45350,-78.19580,-78.19580,-87.47020,-87.25420,0.08350,6.75040,13.33250,-12.40100,-18.01980,-7.28960,-7.96790,24.09960,-2.9504,-2.9621
