Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,565.70000,377.00000,188.70000,-113.50000,127.20000,61.50000,-10.90000,50.60000,21.20000,29.40000,29.40000,26.40000,54.30000,87.10000,61.50000,73.10000,73.70000,0.74000,0.74000,1.40560,0.48720,0.95010,33.35690,10.87150,10.87150,8.94470,9.59870,0.13920,0.78350,1.17980,76.28600,2.30080,-3.83210,0.72320,1.17990,17.64920,-0.2016,-0.2827
2021-12-31,565.90000,384.10000,181.80000,-112.00000,125.70000,56.10000,-20.60000,35.50000,13.30000,22.20000,22.20000,27.90000,49.00000,82.60000,56.10000,72.70000,73.50000,0.67000,0.67000,1.38040,0.49170,0.96720,32.12580,9.91340,9.91340,6.27320,8.65880,0.14170,0.86960,1.26770,70.99490,1.76950,-2.73570,0.55580,0.89950,17.28100,0.27620,0.17280
2021-09-30,131.49990,115.19990,16.30010,-55.40000,69.30000,-52.99990,-24.70000,-77.70000,-7.50000,-70.20000,-70.20000,,55.00000,-33.69990,-52.99990,74.90000,75.40000,0.75000,0.74000,1.38590,0.49610,0.98430,12.39540,-40.30420,-40.30420,-59.08750,41.82510,0.03280,0.27990,0.29520,304.83660,-5.69710,8.25590,-1.74850,-2.87100,16.94910,-0.9994,-1.0886
2021-06-30,695.10000,469.20000,225.90000,-126.60000,140.70000,85.20000,-19.30000,65.90000,24.40000,41.50000,41.50000,,40.40000,115.50000,85.20000,75.50000,76.20000,0.54000,0.53000,1.40900,0.49190,0.96810,32.49890,12.25720,12.25720,9.48070,5.81210,0.17220,1.14190,1.66370,54.09580,3.31360,-4.85610,1.02790,1.68370,16.85600,2.4107,2.2782
2021-03-31,722.30000,476.40000,245.90000,-138.00000,152.10000,93.80000,15.60000,109.40000,30.40000,79.00000,79.00000,,78.10000,125.00000,93.80000,75.50000,76.20000,1.04000,1.03000,1.43160,0.49510,0.98070,34.04400,12.98630,12.98630,15.14610,10.81270,0.18440,1.23740,1.63190,55.14880,6.39310,-9.08780,2.01680,3.22770,16.43220,2.5222,2.4441
2020-12-31,692.50000,448.30000,244.20000,-131.60000,145.20000,99.00000,10.00000,109.00000,31.30000,77.70000,77.70000,,76.40000,130.00000,99.00000,75.30000,75.50000,1.01000,1.01000,1.54800,0.53150,1.15760,35.26350,14.29600,14.29600,15.74010,11.03250,0.17250,1.15390,1.48640,60.55020,6.44120,-8.21790,1.93510,3.01790,16.06260,0.87680,0.80260
2020-09-30,693.70000,453.20000,240.50000,-126.30000,143.00000,97.49990,-85.70000,11.80000,17.20000,-5.40000,-5.40000,,-7.00000,131.09990,97.49990,73.40000,73.40000,-0.10000,-0.10000,1.60740,0.58420,1.43840,34.66920,14.05510,14.05510,1.70100,-1.00910,0.17400,1.17590,1.66120,54.17900,-0.50030,0.52990,-0.13540,-0.20800,14.43050,3.2346,3.1155
2020-06-30,607.50000,400.20000,207.30000,-118.50000,134.90000,72.40000,-19.10000,53.30000,28.30000,25.00000,25.00000,,24.00000,107.40000,72.40000,75.10000,75.10000,0.32000,0.32000,1.61830,0.61350,1.62170,34.12350,11.91770,11.91770,8.77370,3.95060,0.15070,0.94320,1.31100,68.65190,2.36940,-2.11580,0.62040,0.91580,14.12450,0.996,0.9374
2020-03-31,648.90000,455.20000,193.70000,-136.00000,160.00000,33.70000,-104.10000,-70.40000,1.80000,-72.20000,-72.20000,,-74.00000,73.20000,33.70000,75.10000,75.10000,-0.99000,-0.99000,1.69410,0.64010,1.82410,29.85050,5.19340,5.19340,-10.84910,-11.40390,0.15480,1.07540,1.35160,66.58810,-7.03020,5.97780,-1.72290,-2.53010,13.74830,0.343,0.218
2019-12-31,566.90000,395.10000,171.80000,-157.40000,172.20000,-0.40000,-12.80000,-13.20000,-12.40000,-0.80000,-0.80000,,-3.10000,26.00000,-0.40000,68.40000,68.40000,-0.05000,-0.05000,1.38910,0.61440,1.63030,30.30520,-0.07060,-0.07060,-2.32850,-0.54680,0.12820,0.89370,1.03040,87.34870,-0.06990,0.05590,-0.01810,-0.02700,15.31190,0.26020,0.36260
2019-09-30,485.80010,319.10000,166.70010,-104.50000,111.99990,54.70020,-18.10000,36.60000,10.60000,26.00000,26.00000,,24.70000,74.80020,54.70010,62.90000,63.30000,0.40000,0.39000,1.73630,0.44590,0.80480,34.31450,11.25980,11.25980,7.53400,5.08440,0.21800,2.02350,1.29510,69.49160,3.37750,-200.00000,1.16670,1.87140,12.27750,1.0975,0.8965
2019-06-30,446.60000,298.20000,148.40000,-90.80000,99.40000,49.00000,-5.70000,43.30000,11.60000,31.70000,31.70000,,30.40000,64.40000,49.00000,63.00000,63.40000,0.48000,0.48000,1.25060,0.28880,0.40610,33.22880,10.97180,10.97180,9.69550,6.80700,0.23620,1.59720,1.24960,72.02420,3.98340,-12.09460,1.67670,2.83290,12.71250,0.9953,0.9275
2019-03-31,464.60000,303.70000,160.90000,-93.70000,102.30000,58.60000,-5.30000,53.30000,13.80000,39.50000,39.50000,,38.00000,74.20000,58.60000,62.90000,63.40000,0.60000,0.60000,1.28590,0.31960,0.46970,34.63190,12.61300,12.61300,11.47220,8.17910,0.24640,1.65960,1.27530,70.57040,5.12920,-13.61130,2.09490,3.49000,12.30190,0.1743,0.1001
2018-12-31,410.30000,263.30000,147.00000,-90.70000,98.50000,48.50000,-5.00000,43.50000,14.50000,29.00000,29.00000,,28.30000,62.70000,48.50000,62.90000,63.50000,0.45000,0.45000,1.20160,0.32800,0.48810,35.82740,11.82060,11.82060,10.60200,6.89740,0.21940,1.44430,1.26360,71.22350,3.88010,-8.77460,1.55060,2.60740,11.95840,0.55910,0.50240
2018-09-30,474.70000,310.90000,163.79990,-93.20000,100.69990,63.10000,-3.10000,60.00000,12.80000,47.20000,47.20000,,44.50000,78.50000,63.10000,63.10000,63.80000,0.70000,0.70000,1.14840,0.31650,0.46310,34.50600,13.29260,13.29260,12.63960,9.37430,0.25460,1.80230,1.40110,64.23430,6.34320,-14.51860,2.53140,4.33540,11.94380,1.4305,1.3219
2018-06-30,446.00000,282.50000,163.50000,-98.30000,105.90000,57.60000,-6.20000,51.40000,15.20000,36.20000,36.20000,,35.90000,71.80000,57.60000,62.80000,63.50000,0.57000,0.56000,1.21840,0.37360,0.59650,36.65920,12.91480,12.91480,11.52470,8.04930,0.23070,1.55480,1.20480,74.70400,5.08780,-9.84230,1.87220,3.18690,11.42060,1.4898,1.4006
2018-03-31,452.20000,283.60000,168.60000,-98.30000,105.80000,62.80000,-70.50000,-7.70000,13.60000,-21.30000,-21.30000,,-21.90000,76.80000,62.80000,63.30000,63.30000,-0.34000,-0.34000,1.28240,0.39520,0.65450,37.28440,13.88770,13.88770,-1.70280,-4.84300,0.22730,1.57030,1.20880,74.45600,-2.90980,5.48400,-1.07070,-1.75970,11.67460,0.5519,0.4718
2017-12-31,397.20000,251.00000,146.20000,-89.10000,96.70000,49.50000,-6.70000,42.80000,23.70000,19.10000,19.10000,,18.10000,63.30000,49.50000,63.60000,64.10000,0.28000,0.28000,1.23890,0.38300,0.62560,36.80770,12.46220,12.46220,10.77540,4.55690,0.19770,1.50210,1.12050,80.32480,2.48540,-4.70680,0.95070,1.53350,12.17910,0.41970,0.33230
2017-09-30,442.89990,279.10000,163.79990,-88.80000,96.30000,67.49990,-7.90000,59.60000,21.70000,37.90000,37.90000,,38.20000,82.29990,67.50000,63.60000,64.00000,0.61000,0.59000,1.16010,0.36850,0.60800,36.98350,15.24050,15.24050,13.45680,8.62500,0.22640,1.84100,1.33690,67.32220,4.94840,-9.34650,1.93710,3.12500,12.13790,2.2241,2.1556
2017-06-30,395.90000,243.50000,152.40000,-86.30000,93.60000,58.80000,-7.60000,51.20000,16.60000,34.60000,34.60000,,32.90000,72.30000,58.80000,63.40000,63.90000,0.52000,0.52000,1.39250,0.44860,0.83740,38.49460,14.85220,14.85220,12.93260,8.31020,0.20260,1.52860,1.19070,75.58730,4.86710,-7.64640,1.77060,2.68360,11.28410,1.3153,1.2363
2017-03-31,395.30000,246.70000,148.60000,-85.60000,92.80000,55.80000,-6.90000,48.90000,14.90000,34.00000,34.00000,,33.40000,69.40000,55.80000,63.90000,64.40000,0.52000,0.52000,1.41140,0.47440,0.92680,37.59170,14.11590,14.11590,12.37040,8.44930,0.20880,1.64250,1.18960,75.65650,5.06100,-7.32130,1.79590,2.66000,10.61300,1.0673,1.0318
2016-12-31,356.10000,230.10000,126.00000,-82.80000,90.00000,36.00000,-7.40000,28.60000,6.70000,21.90000,21.90000,,21.70000,51.00000,36.00000,63.70000,64.10000,0.34000,0.34000,1.45430,0.49510,1.00580,35.38330,10.10950,10.10950,8.03150,6.09380,0.18960,1.49510,1.12300,80.14320,3.36660,-4.50900,1.16630,1.69980,10.21190,-0.75980,-0.83150
2016-09-30,428.70000,272.50000,156.20000,-89.90000,97.30000,58.90000,-6.20000,52.70000,15.40000,37.30000,37.30000,,36.00000,73.10000,58.90000,63.30000,63.80000,0.56000,0.57000,1.38410,0.47940,0.94230,36.43570,13.73920,13.73920,12.29300,8.39750,0.21880,1.77990,1.29590,69.44720,5.77220,-7.04310,1.90340,3.00490,10.25710,0.7648,0.6924
2016-06-30,371.00000,227.50000,143.50000,-87.20000,94.40000,49.10000,-6.90000,42.20000,10.90000,31.30000,31.30000,,30.70000,63.40000,49.10000,63.40000,63.90000,0.49000,0.48000,1.40310,0.49550,1.00160,38.67920,13.23450,13.23450,11.37470,8.27490,0.19130,1.39310,1.31100,68.65230,4.92140,-5.70960,1.61370,2.48290,10.09520,1.6019,1.502
2016-03-31,387.00000,244.30000,142.70000,-87.30000,95.90000,46.80000,-7.30000,39.50000,12.30000,27.20000,27.20000,,26.10000,62.70000,46.80000,63.30000,63.80000,0.41000,0.41000,1.55600,0.52510,1.12440,36.87340,12.09300,12.09300,10.20670,6.74420,0.19440,1.50710,1.21550,74.04650,4.29560,-4.74450,1.36610,2.04020,10.05080,0.8072,0.779
2015-12-31,351.70000,223.50000,128.20000,-82.10000,91.90000,36.30000,-6.60000,29.70000,8.70000,21.00000,21.00000,,20.00000,52.30000,36.30000,63.20000,63.80000,0.32000,0.31000,1.62170,0.50630,1.04250,36.45150,10.32130,10.32130,8.44470,5.68670,0.19090,1.34560,1.19750,75.15780,3.51410,-4.45480,1.13960,1.73480,9.48570,0.55960,0.45920
2015-09-30,392.00010,247.50000,144.50010,-83.50000,107.89990,36.60020,-7.60000,29.00000,9.20000,19.80000,19.80000,,19.10000,49.80020,36.60010,63.20000,63.90000,0.29000,0.30000,1.49460,0.46130,0.87170,36.86220,9.33680,9.33680,7.39800,4.87240,0.21680,1.61130,1.17790,76.40810,3.26840,-4.97740,1.09510,1.76080,9.63120,0.4617,0.3177
2015-06-30,398.70000,259.80000,138.90000,-79.10000,85.60000,53.30000,-7.00000,46.30000,13.80000,32.50000,32.50000,,32.10000,66.00000,53.30000,63.30000,63.90000,0.51000,0.50000,1.49240,0.45640,0.85750,34.83820,13.36850,13.36850,11.61270,8.05120,0.22090,1.52290,1.31240,68.57790,5.25550,-8.16170,1.80080,2.85710,9.83150,1.0219,0.903
2015-03-31,404.60000,256.00000,148.60000,-84.40000,91.70000,56.90000,-11.40000,45.50000,14.30000,31.20000,31.20000,,30.70000,70.30000,56.90000,63.30000,63.90000,0.49000,0.48000,1.53390,0.49530,0.99720,36.72760,14.06330,14.06330,11.24570,7.58770,0.22620,1.46370,1.31960,68.20070,5.45070,-7.28630,1.74470,2.75080,9.10020,0.8153,0.7183
2014-12-31,401.50000,263.10000,138.40000,-83.60000,91.20000,47.20000,-5.70000,41.50000,11.80000,29.70000,29.70000,,29.50000,62.20000,47.20000,63.10000,63.90000,0.47000,0.46000,1.56690,0.50800,1.04790,34.47070,11.75590,11.75590,10.33620,7.34740,0.21310,1.48560,1.22750,73.32250,5.04330,-6.40780,1.57630,2.48120,9.36250,-0.65570,-0.73710
2014-09-30,468.69990,302.60000,166.09990,-91.50000,123.10000,42.99990,-6.80000,36.20000,13.30000,22.90000,22.90000,,23.60000,57.69990,43.00000,63.20000,63.80000,0.38000,0.38000,1.29870,0.47790,0.94060,35.43850,9.17430,9.17430,7.72350,5.03520,0.24430,1.79580,1.37730,65.34460,3.85650,-4.69840,1.19360,2.01350,9.44040,0.6659,0.682
2014-06-30,416.80000,267.50000,149.30000,-97.70000,97.70000,51.60000,-5.50000,46.10000,12.70000,33.40000,33.40000,,32.80000,66.30000,51.60000,63.10000,63.70000,0.52000,0.51000,1.35210,0.47600,0.93090,35.82050,12.38000,12.38000,11.06050,7.86950,0.20930,1.44990,1.28800,69.87520,5.21140,-6.75430,1.67720,2.73100,10.20540,0.8627,0.7618
2014-03-31,396.80000,254.00000,142.80000,-99.90000,99.90000,42.90000,4.10000,47.00000,13.70000,33.30000,33.30000,,33.00000,57.60000,42.90000,63.30000,63.90000,0.52000,0.51000,1.36770,0.49670,1.00850,35.98790,10.81150,10.81150,11.84480,8.31650,0.19900,1.38720,1.23040,73.14770,5.36400,-6.33080,1.66990,2.69990,9.88540,0.5658,0.4862
2013-12-31,384.90000,253.90000,131.00000,-94.00000,94.00000,37.00000,-6.40000,30.60000,9.00000,21.60000,21.60000,,20.30000,51.30000,37.00000,63.10000,63.70000,0.32000,0.32000,1.40170,0.51350,1.07400,34.03480,9.61290,9.61290,7.95010,5.27410,0.19210,1.42160,1.20060,74.96490,3.55970,-3.93660,1.07790,1.73170,9.63170,0.72060,0.63270
2013-09-30,440.90010,299.49990,141.40010,-34.60000,98.70000,42.70020,-7.50000,35.20000,11.30000,23.90000,23.90000,,23.10000,61.80020,42.70010,62.70000,63.00000,0.37000,0.37000,1.37360,0.53170,1.15270,32.07080,9.68480,9.68480,7.98370,5.23930,0.22010,1.68730,1.24020,72.56750,4.14710,-4.20700,1.19310,1.94210,9.16220,1.2152,1.0476
2013-06-30,408.80000,276.00000,132.80000,-107.10000,107.10000,25.70000,-6.20000,19.50000,5.80000,13.70000,13.70000,,13.30000,53.10000,25.70000,62.80000,63.20000,0.21000,0.21000,1.46290,0.57430,1.36810,32.48530,6.28670,6.28670,4.77010,3.25340,0.20890,1.48470,1.27070,70.82440,2.63510,-2.38470,0.70010,1.12180,8.27870,0.4916,0.3701
2013-03-31,398.50000,264.50000,134.00000,-108.40000,108.40000,25.60000,-7.10000,18.50000,5.30000,13.20000,13.20000,,12.70000,53.50000,25.60000,62.70000,63.10000,0.20000,0.20000,1.46670,0.58040,1.40270,33.62610,6.42410,6.42410,4.64240,3.18700,0.20290,1.38260,1.25750,71.57090,2.57310,-2.22630,0.67210,1.07970,8.16880,-0.0025,-0.0923
2012-12-31,305.20000,194.70000,110.50000,-86.40000,86.40000,24.10000,-3.60000,20.50000,5.90000,14.60000,14.60000,,14.30000,39.10000,24.10000,62.40000,62.60000,0.23000,0.23000,1.51430,0.58910,1.45230,36.20580,7.89650,7.89650,6.71690,4.68550,0.15010,1.01460,1.02210,88.05370,2.76200,-2.35900,0.71820,1.13500,8.44410,0.31470,0.24440
2012-09-30,253.50000,153.40000,100.10000,-61.50000,61.50000,38.60000,-4.30000,34.30000,9.50000,24.80000,24.80000,,24.80000,48.00000,38.60000,62.20000,62.40000,0.40000,0.40000,2.01120,0.34910,0.53640,39.48720,15.22680,15.22680,13.53060,9.78300,0.23310,1.70440,1.68220,53.50300,4.89830,-22.28210,2.28050,3.18810,8.08790,0.4611,0.3502
2012-06-30,238.40000,147.60000,90.80000,-57.80000,57.80000,33.00000,-3.10000,29.90000,8.60000,21.30000,21.30000,,21.30000,42.30000,33.00000,62.30000,62.50000,0.34000,0.34000,2.04970,0.35910,0.56020,38.08730,13.84230,13.84230,12.54200,8.93460,0.22540,1.56690,2.00500,44.88680,4.36120,-16.48610,2.01420,2.79530,7.80190,0.7935,0.6989
2012-03-31,259.70000,155.40000,104.30000,-60.50000,60.50000,43.80000,-3.10000,40.70000,13.30000,27.40000,27.40000,,27.40000,53.30000,43.80000,62.20000,62.60000,0.44000,0.44000,1.01930,0.23410,0.71490,40.16170,16.86560,16.86560,15.67190,10.55060,0.23150,1.69840,1.93090,46.61150,5.63550,-20.19160,2.44230,4.31630,7.76680,0.5246,0.463
2011-12-31,231.60000,137.90000,93.70000,-60.30000,60.30000,33.40000,-3.40000,30.00000,-1.30000,31.30000,31.30000,,31.30000,45.60000,33.40000,62.00000,62.00000,0.50000,0.50000,3.17880,0.48490,0.94130,40.45770,14.42140,14.42140,12.95340,13.51470,0.19870,1.53220,1.89990,47.37050,6.82810,-19.16720,2.68530,3.51720,7.33440,0.43550,0.36770
2011-09-30,231.20000,140.50000,90.70000,-56.90000,56.90000,33.80000,-1.80000,32.00000,8.50000,23.50000,23.50000,,23.50000,43.90000,33.80010,62.00000,62.00000,0.38000,0.38000,2.79070,0.49340,0.97380,39.23010,14.61940,14.61940,13.84080,10.16440,0.19580,1.67860,1.75550,51.26730,5.30350,-12.38800,1.99030,2.68690,7.08960,0.5557,0.3924
2011-06-30,211.20000,125.10000,86.10000,-51.20000,51.20000,34.90000,-1.90000,33.00000,10.50000,22.50000,22.50000,,22.50000,43.60000,34.90000,62.10000,62.10000,0.36000,0.36000,3.70670,0.36980,0.58690,40.76710,16.52460,16.52460,15.62500,10.65340,0.20910,1.65480,1.93410,46.53410,4.84600,58.59380,2.22730,3.05370,7.40510,1.6441,1.5894
2011-03-31,230.00000,128.10000,101.90000,-54.10000,54.10000,47.80000,2.70000,50.50000,17.50000,33.00000,33.00000,,33.00000,56.40000,47.80000,62.10000,62.10000,0.53000,0.53000,3.62920,0.49560,0.98260,44.30440,20.78260,20.78260,21.95650,14.34780,0.20540,1.83000,1.77610,50.67390,7.65840,458.33260,2.94670,3.86280,6.87240,0.4083,0.3295
2010-12-31,211.00000,119.80000,91.20000,-49.10000,49.10000,42.10000,0.20000,42.30000,15.20000,27.10000,27.10000,,27.10000,50.80000,42.10000,62.00000,62.00000,0.44000,0.44000,3.23660,0.51390,1.05720,43.22280,19.95260,19.95260,20.04740,12.84360,0.19280,1.75400,1.69480,53.10430,6.76650,-109.71650,2.47620,3.28920,6.39780,0.44840,0.39190
2010-09-30,212.00000,123.30000,88.70000,-53.90000,53.90000,34.80010,-1.90000,32.90000,12.80000,20.10000,20.10000,,20.10000,43.50010,34.80000,61.90000,61.90000,0.32000,0.32000,2.74920,0.52030,1.08470,41.83960,16.41510,16.41510,15.51890,9.48110,0.20210,1.89980,1.78150,50.51890,5.40470,-43.41250,1.91630,2.59250,5.96950,0.0224,-0.0764
2010-06-30,205.80000,130.20000,75.60000,-55.80000,55.80000,19.80000,2.80000,22.60000,9.30000,13.30000,13.30000,,13.30000,30.30000,19.80000,62.00000,62.00000,0.22000,0.22000,1.95690,0.51770,1.11250,36.73470,9.62100,9.62100,10.98150,6.46260,0.19900,1.86270,1.80050,49.98540,3.80760,-22.65760,1.28580,1.83630,5.60670,0.4493,0.3979
2010-03-31,169.90000,92.90000,77.00000,-34.80000,34.80000,42.20000,4.10000,46.30000,16.90000,29.40000,29.40000,,29.40000,46.70000,42.20000,61.90000,61.90000,0.47000,0.47000,2.01930,,0.08530,45.32080,24.83810,24.83810,27.25130,17.30430,0.27850,2.16550,1.73370,51.91290,8.44340,8.83150,4.81890,8.44340,5.58910,0.8488,0.7842
2009-12-31,161.50000,89.50000,72.00000,-30.90000,30.90000,41.10000,3.50000,44.60000,15.10000,29.50000,29.50000,,29.50000,45.60000,41.10000,61.80000,61.80000,0.48000,0.48000,2.39860,,,44.58200,25.44890,25.44890,27.61610,18.26630,0.30150,2.10590,1.64290,54.78020,9.07970,9.54380,5.50680,9.07970,5.22350,0.58900,0.54050
2009-09-30,153.10000,88.80000,64.30000,-31.60000,31.60000,32.70000,3.40000,36.10000,13.50000,22.60000,22.60000,,22.60000,37.40000,32.70000,61.70000,61.70000,0.37000,0.37000,1.72650,,0.19740,41.99870,21.35860,21.35860,23.57940,14.76160,0.27290,2.08940,1.60820,55.96340,7.43420,7.85540,4.02780,7.43420,4.91110,0.6208,0.5705
2009-06-30,158.70000,92.70000,66.00000,-27.30000,27.30000,38.70000,1.60000,40.30000,14.90000,25.40000,25.40000,,25.40000,43.40000,38.70000,61.70000,61.70000,0.41000,0.41000,1.25000,,0.24550,41.58790,24.38560,24.38560,25.39380,16.00500,0.29360,2.12130,1.87590,47.97730,7.79380,8.22810,4.69850,7.79380,5.27350,0.5397,0.5008
2009-03-31,170.80000,96.50000,74.30000,-29.60000,29.60000,44.70000,-1.70000,43.00000,15.20000,27.80000,27.80000,,27.80000,49.30000,44.70000,61.70000,61.70000,0.45000,0.45000,1.12450,,0.37110,43.50120,26.17100,26.17100,25.17560,16.27640,0.29990,2.01880,1.87690,47.95080,8.97060,9.52380,4.88150,8.97060,5.01460,0.8363,0.7634
