Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,162.87600,44.16300,118.71300,5.15400,-0.15900,54.23000,64.48300,-9.28900,55.19400,55.19400,55.19400,,55.18000,113.40000,64.48300,48.86400,48.99900,1.13000,1.13000,0.36430,0.57300,39.59020,39.59020,33.88710,33.87850,0.03430,1.94850,1.94850,1.16100,1.23870,57.56800,2.4426,0.2985
2024-06-30,159.09000,43.85100,115.23900,4.74100,-0.22000,50.62400,64.61500,-9.31400,55.30100,55.30100,55.30100,,55.28700,110.27800,64.61500,48.24800,48.34500,1.15000,1.14000,0.37680,0.60450,40.61540,40.61540,34.76080,34.75200,0.03370,1.99860,1.99860,1.17300,1.24560,56.87110,2.522,-0.3137
2024-03-31,154.22400,43.00300,111.22100,6.68100,-0.17700,52.02700,59.19400,-0.53600,58.65800,58.65800,58.65800,,58.64400,104.36300,59.19400,47.86000,47.96100,1.23000,1.22000,0.38650,0.63000,38.38180,38.38180,38.03430,38.02520,0.03370,2.20570,2.20570,1.28160,1.35320,55.39060,2.43740,-0.22020
2023-12-31,149.14900,39.36800,109.78100,3.74000,-0.14600,49.13400,60.64700,2.82200,63.46900,63.46900,63.46900,,63.45500,105.89500,60.64700,45.22400,45.33100,1.37000,1.36000,0.39100,0.64200,40.66200,40.66200,42.55410,42.54470,0.03300,2.43300,2.43300,1.40440,1.48170,54.68830,0.9066,-3.3488
2023-09-30,146.53000,40.70900,105.82100,3.42900,-0.14700,46.09700,59.72400,-10.81400,48.91000,48.91000,48.91000,,48.89600,102.24500,59.72400,45.65800,45.78800,1.07000,1.07000,0.41310,0.70370,40.75890,40.75890,33.37880,33.36930,0.03360,2.05570,2.05570,1.12310,1.20660,51.41360,2.5576,-1.2445
2023-06-30,139.88700,37.76700,102.12000,4.38400,-0.14900,46.82800,55.29200,-11.82700,43.46500,43.46500,43.46500,,43.45000,97.58700,55.29200,44.65600,44.73400,0.97000,0.97000,0.43810,0.77970,39.52620,39.52620,31.07150,31.06080,0.03330,1.96340,1.96340,1.03390,1.10330,48.84210,1.8638,-1.5897
2023-03-31,135.02500,36.18600,98.83900,5.20400,-0.14000,46.35800,52.48100,-7.77700,44.70400,44.70400,44.70400,,44.69000,93.49500,52.48100,43.75100,43.82300,1.02000,1.02000,0.46890,0.88270,38.86760,38.86760,33.10790,33.09760,0.03310,2.19530,2.19530,1.09560,1.16600,46.02720,2.13270,0.30970
2022-12-31,129.84000,35.27200,94.56800,3.85900,-0.13600,44.55400,50.01400,-11.32600,38.68800,38.68800,38.68800,,38.67100,90.57300,50.01400,42.59900,42.71200,0.87000,0.86000,0.48800,0.95310,38.51970,38.51970,29.79670,29.78360,0.03220,1.98050,1.98050,0.95860,1.01410,44.82830,1.0644,-1.6774
2022-09-30,125.65800,35.03300,90.62500,3.96700,-0.11900,43.36300,47.26200,-9.44500,37.81700,37.81700,37.81700,,37.79200,86.53900,47.26200,43.46700,43.58100,0.87000,0.87000,0.46030,0.85300,37.61160,37.61160,30.09520,30.07530,0.03170,1.90020,1.90020,0.95440,1.02540,45.67370,2.1829,-0.387
2022-06-30,118.55300,32.54600,86.00700,4.22600,-0.11600,41.80300,44.20400,1.96100,46.16500,46.16500,46.16500,,46.13900,81.66500,44.20400,42.21100,42.31600,1.09000,1.09000,0.44980,0.81750,37.28630,37.28630,38.94040,38.91850,0.03080,2.32440,2.32440,1.19860,1.27890,45.58770,2.1738,-1.7751
2022-03-31,112.97400,31.06400,81.91000,4.31000,-0.17500,40.82600,41.08400,22.52000,63.60400,63.60400,63.60400,,63.58000,77.42500,41.08400,41.24600,41.35900,1.54000,1.54000,0.46660,0.87470,36.36590,36.36590,56.29970,56.27840,0.03380,3.79860,3.79860,1.90160,2.02630,40.17250,1.98900,-1.32230
2021-12-31,107.37200,29.55700,77.81500,3.62300,-0.10300,36.90000,40.91500,30.99600,71.91100,71.91100,71.91100,,71.88900,74.08900,40.91500,40.25500,40.37700,1.77000,1.76000,0.48020,0.92380,38.10580,38.10580,66.97370,66.95320,0.03340,4.57610,4.57610,2.23650,2.37860,38.07850,0.4075,-5.6469
2021-09-30,104.59700,29.64400,74.95300,3.55900,-0.13300,35.95500,38.99800,-8.20600,30.79200,30.79200,30.79200,,30.77100,71.26100,38.99800,40.43400,40.56700,0.76000,0.76000,0.48490,0.94150,37.28410,37.28410,29.43870,29.41860,0.03500,2.16880,2.16880,1.03160,1.11710,34.89680,2.4242,-1.9366
2021-06-30,99.57500,28.05700,71.51800,4.48600,-0.13400,35.96900,35.54900,-7.97100,27.57800,27.57800,27.57800,,27.55800,66.89800,35.54900,40.06800,40.16500,0.69000,0.69000,0.48940,0.95830,35.70070,35.70070,27.69570,27.67560,0.03490,2.00810,2.00810,0.96570,1.02540,33.99670,1.5385,-1.7768
2021-03-31,97.93100,27.82000,70.11100,4.03600,-0.33000,34.67900,35.43200,-8.07500,27.35700,27.35700,27.35700,,27.33900,65.74500,35.43200,39.67300,39.76500,0.69000,0.69000,0.49410,0.97670,36.18060,36.18060,27.93500,27.91660,0.03550,2.07750,2.07750,0.99230,1.05100,32.90190,1.98220,1.75260
2020-12-31,92.66800,25.86300,66.80500,3.38400,-0.13900,34.20900,32.59600,4.59900,37.19500,37.19500,37.19500,,37.18100,63.28200,32.59600,39.18500,39.29600,0.95000,0.94000,0.50780,1.03180,35.17510,35.17510,40.13790,40.12280,0.03410,2.92750,2.92750,1.36710,1.44090,32.02150,0.4422,-2.5261
2020-09-30,92.01200,26.32500,65.68700,3.71400,-0.24800,33.17300,32.51400,-8.10300,24.41100,24.41100,24.41100,,24.40100,61.72500,32.51400,39.33800,39.45000,0.62000,0.62000,0.49320,0.97300,35.33670,35.33670,26.53020,26.51940,0.03490,1.96130,1.96130,0.92620,0.99410,31.46390,1.5668,0.7742
2020-06-30,89.71500,25.35100,64.36400,4.02500,-0.16600,32.76100,31.60300,-8.11600,23.48700,23.48700,23.48700,,23.48400,60.17300,31.60300,39.00700,39.07700,0.60000,0.60000,0.50320,1.01300,35.22600,35.22600,26.17960,26.17620,0.03420,1.93020,1.93020,0.89560,0.95890,30.94760,1.6657,0.5476
2020-03-31,88.62800,25.82900,62.79900,3.28100,-0.10800,31.28100,31.51800,-8.22000,23.29800,23.29800,23.29800,,23.29700,59.41000,31.51800,38.88200,38.96100,0.60000,0.60000,0.51190,1.04870,35.56210,35.56210,26.28740,26.28630,0.03400,1.95390,1.95390,0.89440,0.95380,30.53040,1.32030,-0.86950
2019-12-31,86.55000,24.29400,62.25600,4.90500,-0.10500,32.70700,29.54900,21.73300,51.28200,51.28200,51.28200,,49.60900,57.24600,29.54900,37.44200,37.52700,1.30000,1.29000,0.49590,0.98360,34.14100,34.14100,59.25130,57.31830,0.03400,4.26520,4.26520,2.01420,2.15030,30.88760,0.7131,-4.2841
2019-09-30,83.93800,23.75600,60.18200,3.15100,-0.11000,29.25100,30.93100,-8.35600,22.57500,22.57500,22.57500,,22.57100,56.92100,30.93100,37.77100,37.86900,0.60000,0.60000,0.50090,1.00340,36.84980,36.84980,26.89490,26.89010,0.03500,2.03620,2.03620,0.94050,1.01640,28.86490,1.8498,-1.1848
2019-06-30,82.10100,22.92200,59.17900,4.50600,-0.10300,31.90000,27.27900,-0.33000,26.94900,26.94900,26.94900,,26.95300,54.57000,27.27900,36.94400,37.01900,0.73000,0.73000,0.52950,1.12530,33.22610,33.22610,32.82420,32.82910,0.03580,2.67110,2.67110,1.17410,1.25680,26.86180,1.522,-2.4107
