,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-11,2024-09-30,$-3.30,$-3.45
1,2024-08-06,2024-06-30,$-3.45,$-3.90
2,2024-05-07,2024-03-31,$-4.50,$-4.50
3,2024-02-27,2023-12-31,$-4.50,$-4.80
4,2023-11-08,2023-09-30,$-4.65,$-4.95
5,2023-08-08,2023-06-30,$-4.95,$-5.55
6,2023-05-09,2023-03-31,$-5.40,$-5.85
7,2023-02-28,2022-12-31,$-5.25,$-5.85
8,2022-11-02,2022-09-30,$-4.35,$-4.95
9,2022-08-08,2022-06-30,$-3.75,$-4.35
10,2022-05-05,2022-03-31,$-3.00,$-3.45
11,2022-02-28,2021-12-31,$-3.45,$-3.00
12,2021-11-11,2021-09-30,$-3.00,$-2.70
13,2021-08-12,2021-06-30,$-1.95,$-1.95
14,2021-05-13,2021-03-31,$-1.35,$-1.35
15,2020-08-06,2020-06-30,--,$0.00
16,2020-05-08,2020-03-31,--,$0.30
17,2019-11-08,2019-09-30,--,$0.60
18,2019-08-09,2019-06-30,--,$0.75
19,2019-05-06,2019-03-31,--,$0.60
