Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,160.13500,67.91700,92.21800,4.76500,-1.24900,61.27500,30.94300,-18.32300,12.62000,,12.62000,12.62000,12.36500,86.89600,30.94300,224.82100,226.05800,0.05000,0.05000,0.39590,0.65550,19.32310,19.32310,7.88090,7.72160,0.02690,0.36170,0.36190,0.21220,0.21850,15.49900,0.3046,0.0257
2024-06-30,158.40200,68.54900,89.85300,6.24400,-0.46500,60.83600,29.01700,-18.46200,10.55500,,10.55500,10.55500,10.35400,83.82800,29.01700,224.79320,225.41880,0.05000,0.05000,0.38400,0.63750,18.31860,18.31860,6.66340,6.53650,0.02670,0.29870,0.29870,0.17770,0.18400,15.69610,0.3682,0.2963
2024-03-31,160.53400,67.47000,93.06400,8.38100,-2.30100,64.40300,28.66100,-10.70000,17.96100,,17.96100,17.96100,17.57700,83.07900,28.66100,224.62700,225.22600,0.08000,0.08000,0.38330,0.63980,17.85350,17.85350,11.18830,10.94910,0.02690,0.50460,0.50460,0.30070,0.31120,15.81330,0.19560,1.32340
2023-12-31,167.04700,66.36400,100.68290,5.04200,-0.05900,61.00300,39.68000,-81.33300,-41.65300,,-41.65300,-41.65300,-40.51400,96.33800,39.68000,224.41400,224.41400,-0.19000,-0.19000,0.40490,0.71470,23.75380,23.75380,-24.93490,-24.25310,0.02660,-1.16770,-1.16770,-0.66320,-0.69490,15.87490,0.2666,0.9009
2023-09-30,168.60700,70.53200,98.07500,3.66000,-0.03500,59.24100,38.83400,-34.84800,3.98600,,3.98600,3.98600,3.93000,95.15100,38.83400,224.49800,225.14100,0.02000,0.02000,0.42180,0.74040,23.03230,23.03230,2.36410,2.33090,0.02560,0.10870,0.10870,0.06060,0.06280,16.32320,0.3365,0.0587
2023-06-30,163.95500,68.88900,95.06600,5.91000,-0.68000,60.57400,34.49200,-23.50400,10.98800,,10.98800,10.98800,10.70900,89.30000,34.49200,224.42250,225.07390,0.05000,0.05000,0.41400,0.71740,21.03750,21.03750,6.70180,6.53170,0.02520,0.29740,0.29740,0.16860,0.17430,16.44390,0.3567,0.1072
2023-03-31,161.37400,65.62600,95.74800,8.15400,-0.15100,61.84100,33.90700,-25.03500,8.87200,,8.87200,8.87200,8.64800,88.38200,33.90700,224.22700,225.08900,0.04000,0.04000,0.41500,0.70950,21.01140,21.01140,5.49780,5.35900,0.02490,0.23950,0.23950,0.13660,0.14010,16.49890,0.20840,0.18140
2022-12-31,162.80000,64.04300,98.75700,5.73900,1.69000,56.20900,42.54810,-8.02300,34.52500,,34.52500,34.52500,33.63100,95.71100,42.54800,221.96500,223.12000,0.15000,0.15000,0.41320,0.70400,26.13520,26.13520,21.20700,20.65790,0.02490,0.92370,0.92380,0.52850,0.54200,16.68210,0.2603,0.4754
2022-09-30,160.60000,65.71100,94.88900,5.62500,0.19100,55.15600,39.73300,-23.08000,16.65300,,16.65300,16.65300,16.22300,90.35800,39.73300,221.96060,222.86750,0.07000,0.07000,0.41650,0.72620,24.74040,24.74040,10.36920,10.10150,0.02420,0.44570,0.44580,0.25100,0.26010,16.67700,0.3536,-0.6436
2022-06-30,154.76300,65.11500,89.64800,6.96800,5.59200,74.16900,15.47900,-22.87800,-7.39900,,-7.39900,-7.39900,-7.20500,89.17600,15.47900,221.16430,221.16430,-0.03000,-0.03000,0.40500,0.69340,10.00180,10.00180,-4.78090,-4.65550,0.02420,-0.20100,-0.20100,-0.11590,-0.11960,16.57950,0.3217,0.0712
