Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,551.12600,228.82600,322.30000,12.72800,,159.45000,162.85000,-44.40400,118.44600,0.67000,117.77600,118.23000,,114.27300,311.27000,162.85000,116.82000,116.82000,0.98000,0.98000,0.44300,0.79520,29.54860,29.54860,21.49160,20.73450,0.04690,1.92820,1.92820,1.00570,1.07410,52.46060,2.6482,1.011
2024-06-30,546.43500,222.99700,323.43800,12.67100,,157.69300,165.74500,-60.53200,105.21300,1.02000,104.19300,104.66200,,101.03100,312.44800,165.74500,116.78300,116.78300,0.86000,0.86000,0.43180,0.75990,30.33210,30.33210,19.25440,18.48910,0.04730,1.69190,1.69190,0.90520,0.96130,52.93800,2.9916,1.4374
2024-03-31,543.62200,217.79700,325.82500,17.04500,,160.06500,165.76000,-16.83700,148.92300,1.79500,147.12800,147.61000,,142.82700,310.54700,165.76000,116.66800,116.78000,1.22000,1.22000,0.42500,0.73900,30.49180,30.49180,27.39460,26.27320,0.04740,2.35900,2.35900,1.28680,1.35650,53.60660,1.71480,1.26850
2023-12-31,542.24700,209.24900,332.99800,15.24900,,156.13710,176.86090,-11.36100,165.50000,1.14800,164.35200,164.86800,,159.55400,319.29290,176.86100,116.52100,116.64500,1.37000,1.37000,0.41960,0.72300,32.61630,32.61630,30.52110,29.42460,0.04720,2.62530,2.62530,1.43560,1.52370,53.81560,2.2755,-0.2219
2023-09-30,542.04200,215.52100,326.52100,13.52400,,160.22600,166.29500,-53.21900,113.07600,-0.20900,113.28500,113.73200,,109.81000,314.65900,166.29500,116.63300,116.71100,0.94000,0.94000,0.41080,0.69710,30.67940,30.67940,20.86110,20.25860,0.04760,1.80420,1.80420,0.99920,1.06310,54.02150,2.7267,1.9828
2023-06-30,535.14600,210.42400,324.72200,13.88200,,152.85400,171.86800,-19.73200,152.13600,2.86100,149.27500,149.65700,,144.76600,312.56300,171.86800,116.62100,116.72500,1.24000,1.24000,0.40910,0.69230,32.11610,32.11610,28.42890,27.05170,0.04700,2.35680,2.35680,1.31380,1.39260,54.42480,2.8714,2.0277
2023-03-31,529.03300,200.73100,328.30200,15.92300,,154.42400,173.87800,-33.74500,140.13300,0.94400,139.18900,139.57400,,134.98800,314.15300,173.87800,116.18200,116.40200,1.16000,1.16000,0.40830,0.68990,32.86710,32.86710,26.48850,25.51600,0.04660,2.19080,2.19080,1.22950,1.29640,54.63930,1.87550,1.14480
2022-12-31,527.96500,198.20800,329.75700,14.74200,,152.97910,176.77790,21.25000,198.02800,-0.45800,198.48600,198.93600,,192.69900,316.88700,176.77790,115.34400,115.58300,1.67000,1.66000,0.41630,0.71330,33.48290,33.48290,37.50780,36.49840,0.04700,3.21400,3.21400,1.76970,1.87590,53.60020,2.1721,2.6822
2022-09-30,520.78300,207.68500,313.09800,12.18800,,149.06700,164.03100,-39.92500,124.10600,-1.25600,125.36200,125.70300,,121.38900,302.58300,164.03100,115.36300,115.56800,1.05000,1.05000,0.42350,0.73460,31.49700,31.49700,23.83070,23.30890,0.04590,2.04340,2.04340,1.10870,1.17800,51.85050,2.971,0.1922
2022-06-30,495.04000,197.30700,297.73300,15.58000,,149.72400,148.00900,65.09000,213.09900,-3.05200,216.15100,216.56000,,209.78000,283.92000,148.00900,115.35300,115.55600,1.82000,1.82000,0.42280,0.73250,29.89840,29.89840,43.04680,42.37640,0.04390,3.51100,3.51100,1.91980,2.02650,53.43180,2.4624,2.9684
2022-03-31,476.07800,185.95700,290.12100,16.32300,,150.06100,140.06000,-28.30400,111.75600,-1.44200,113.19800,113.57700,,109.88000,275.55600,140.06000,115.25900,115.71800,0.95000,0.95000,0.42640,0.74340,29.41960,29.41960,23.47430,23.08030,0.04250,1.86090,1.86090,1.01420,1.06740,52.91760,1.55220,1.17700
2021-12-31,463.57510,182.30800,281.26710,14.12100,,149.61600,131.65110,66.75900,198.41000,7.79000,190.62000,190.91600,,184.71900,268.89810,131.65110,114.71700,115.03900,1.61000,1.60000,0.42330,0.73400,28.39910,28.39910,42.80000,39.84660,0.04110,3.10240,3.10240,1.69170,1.78920,53.35590,1.8936,2.4415
