,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-21,2024-09-30,$0.14,$0.15
1,2024-08-12,2024-06-30,$0.11,$0.22
2,2024-05-23,2024-03-31,$0.06,$0.07
3,2024-03-14,2023-12-31,$0.08,$0.11
4,2023-11-08,2023-09-30,$0.03,$0.15
5,2023-08-31,2023-06-30,$0.11,$0.17
6,2023-05-18,2023-03-31,$0.15,$0.35
7,2023-03-16,2022-12-31,$0.03,$0.11
8,2022-11-30,2022-09-30,$0.09,$0.13
9,2022-08-23,2022-06-30,$-0.25,$-0.23
10,2022-05-31,2022-03-31,$-0.09,$-0.08
11,2022-03-09,2021-12-31,$-0.11,$-0.12
12,2021-11-08,2021-09-30,$-0.06,$-0.23
13,2021-08-11,2021-06-30,$0.18,$0.14
14,2021-05-19,2021-03-31,$0.08,$0.13
15,2021-03-15,2020-12-31,$0.04,$0.14
16,2020-11-16,2020-09-30,$-0.17,$-0.10
