Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,57.70000,48.80000,8.90000,4.10000,10.00000,,16.50000,-7.60000,1.70000,-5.90000,-0.90000,-5.00000,-5.00000,,-5.00000,-4.90000,-7.60000,16.42200,16.42200,-0.30000,-0.30000,1.63110,0.59010,2.23430,15.42460,-13.17160,-13.17160,-10.22530,-8.66550,0.09760,0.25590,3.02090,29.79200,-6.54450,-11.31220,-0.84600,-2.68240,4.65970,-2.0307,-2.0898
2024-06-30,189.00000,152.50000,36.50000,4.10000,7.60000,,15.40000,21.10000,18.40000,39.50000,8.90000,30.60000,30.60000,,30.60000,25.00000,21.10000,16.18500,16.22600,1.89000,1.89000,1.52120,0.59540,2.24280,19.31220,11.16400,11.16400,20.89950,16.19050,0.28280,0.78080,5.47830,16.42860,39.94780,72.85710,4.57950,16.16480,4.70520,0.4248,0.3712
2024-03-31,43.70000,39.40000,4.30000,5.70000,8.10000,,14.90000,-10.60000,2.20000,-8.40000,-2.30000,-6.10000,-6.10000,,-6.10000,-9.30000,-10.60000,15.90600,15.90600,-0.38000,-0.38000,1.44220,0.78580,5.03850,9.83980,-24.25630,-24.25630,-19.22200,-13.95880,0.05830,0.14110,2.19600,40.98400,-18.04730,135.55520,-0.81330,-3.86570,2.11250,0.33320,0.23890
2023-12-31,103.60000,53.80000,49.80000,3.40000,8.00000,-3.70000,17.20000,32.60000,25.70000,58.30000,2.00000,56.30000,56.30000,,56.30000,34.90000,32.60000,15.21200,15.50100,3.69000,3.62000,1.45490,0.82540,5.35910,48.06950,31.46720,31.46720,56.27410,54.34360,0.13010,0.17560,2.09720,42.91510,174.30340,-792.95620,7.07110,30.43240,2.06060,1.1503,1.1174
2023-09-30,51.30000,40.00000,11.30000,3.30000,9.50000,,14.20000,-2.90000,3.50000,0.60000,-7.60000,8.20000,8.20000,,8.20000,-1.30000,-2.90000,15.37400,15.62600,0.53000,0.52000,1.57690,1.17110,-7.10000,22.02730,-5.65300,-5.65300,1.16960,15.98440,0.07960,0.18980,5.45740,16.49120,-34.16670,-12.51910,1.27190,5.84460,-1.54580,-1.5522,-1.5771
2023-06-30,98.40000,70.40000,28.00000,4.10000,7.80000,,13.60000,14.40000,1.60000,16.00000,3.30000,12.70000,12.70000,,12.70000,16.30000,14.40000,15.16100,15.36900,0.84000,0.83000,1.42970,1.24220,-5.31690,28.45530,14.63420,14.63420,16.26020,12.90650,0.12910,0.24390,10.93330,8.23170,-39.07690,-16.84350,1.66670,9.46350,-2.09340,1.6254,1.5996
2023-03-31,66.90000,43.90000,23.00000,3.40000,10.30000,0.10000,14.70000,8.30000,1.30000,9.60000,2.40000,7.20000,7.20000,,7.20000,9.60000,8.30000,14.84100,15.24100,0.49000,0.47000,1.50030,1.36660,-3.86520,34.37970,12.40660,12.40660,14.34980,10.76230,0.09710,0.20960,1.96190,45.87440,-16.17980,-8.08080,1.04500,5.93080,-2.87730,-0.63640,-0.65610
2022-12-31,126.20000,77.80000,48.40000,4.80000,9.50000,,17.10000,31.30000,-3.70000,27.60000,6.30000,21.30000,21.30000,,19.80000,34.20000,31.30000,14.60100,14.98800,1.36000,1.32000,1.30700,2.05410,-2.03100,38.35180,24.80190,24.80190,21.87010,15.68940,0.17890,0.37190,3.31230,27.17120,-28.74500,-17.77960,3.01910,30.29870,-5.06180,3.7747,3.7691
2022-09-30,33.20000,30.90000,2.30000,5.40000,8.60000,,15.10000,-12.80000,4.90000,-7.90000,-1.80000,-6.10000,-6.10000,,-6.10000,-11.50000,-12.80000,14.62300,14.62300,-0.42000,-0.42000,1.27900,-20.80430,-1.01500,6.92770,-38.55420,-38.55420,-23.79520,-18.37350,0.05370,0.14760,4.48650,20.06020,6.08180,4.09950,-0.98670,132.60850,-6.92200,1.3776,1.3701
2022-06-30,99.10000,38.20000,60.90000,3.50000,8.30000,-0.50000,16.30000,44.60000,3.60000,48.20000,10.80000,37.40000,37.40000,,37.40000,48.70000,44.60000,14.58700,14.87600,2.56000,2.51000,1.41410,2.90950,-1.58800,61.45310,45.00500,45.00500,48.63770,37.73970,0.18740,0.31540,4.12920,21.79620,-39.40990,-25.88240,7.07400,75.25150,-6.55020,-2.9117,-2.9385
2022-03-31,35.30000,29.00000,6.30000,1.10000,7.50000,,9.70000,-3.40000,3.30000,-0.10000,0.30000,-0.40000,-0.40000,,-0.40000,-2.10000,-3.40000,14.54700,14.54700,-0.03000,-0.03000,1.20030,-54.41680,-1.02780,17.84700,-9.63170,-9.63170,-0.28330,-1.13310,0.06570,0.32440,2.82400,31.86970,0.30080,0.21440,-0.07440,16.66670,-9.18760,-0.86620,-0.87300
2021-12-31,89.00000,52.80000,36.20000,0.80000,11.00000,,14.50000,21.69990,54.70000,76.40000,-39.80000,116.20000,116.20000,,85.20000,24.49990,21.70000,13.49300,13.87900,6.38000,6.18000,1.18460,-7.01700,-0.91830,40.67420,24.38200,24.38200,85.84270,95.73040,0.15550,0.57960,3.05840,29.42700,-81.88870,-59.10480,20.30050,-656.49760,-9.87540,3.5457,3.509
2021-09-30,91.30000,41.80000,49.50000,0.60000,9.00000,,11.30000,38.20000,4.30000,42.50000,0.40000,42.10000,42.10000,,41.40000,40.00000,38.20000,13.74100,14.05600,3.01000,2.95000,1.23570,-0.79970,-0.47100,54.21690,41.84010,41.84010,46.54980,45.34500,0.18740,0.52250,5.40240,16.65940,-18.36820,-14.69460,8.64120,-33.07150,-16.35840,-0.1541,-0.153
2021-06-30,62.40000,45.30000,17.10000,0.20000,7.80000,,9.60000,7.50000,4.30000,11.80000,0.20000,11.60000,11.60000,,10.90000,9.30000,7.50000,13.44300,13.74300,0.81000,0.79000,1.21650,-0.63000,-0.40900,27.40390,12.01920,12.01920,18.91030,17.46800,0.12470,0.52370,3.28420,27.40380,-4.27260,-3.50980,2.31720,-6.96700,-19.42870,0.8741,0.8544
2021-03-31,55.60000,43.90000,11.70000,0.50000,8.20000,,10.80000,0.90000,4.30000,5.20000,0.10000,5.10000,5.10000,,-2.20000,3.10000,0.90000,12.81800,12.81800,-0.17000,-0.17000,1.19830,-0.58310,-0.38970,21.04320,1.61870,1.61870,9.35250,-3.95680,0.11490,0.52570,3.58710,25.08990,-1.79010,-1.45010,1.05440,-2.83490,-21.12130,-0.66310,-0.69430
2020-12-31,92.90000,57.90000,35.00000,1.00000,10.40000,-0.50000,14.40000,20.60000,-5.00000,15.60000,-0.80000,16.40000,16.40000,,-26.30000,23.20000,20.60000,9.82500,10.12300,-2.83000,-2.74000,1.10930,-0.50800,-0.35590,37.67490,22.17440,22.17440,16.79230,-28.31000,0.19100,0.89350,3.13850,28.67600,-5.11380,-4.27750,3.37240,-7.71400,-26.47620,6.1436,6.0892
2020-09-30,33.60000,34.40000,-0.80000,0.20000,6.70000,-0.60000,8.70000,-9.50000,2.30000,-7.20000,-0.20000,-7.00000,-7.00000,,-8.90000,-8.20000,-9.50000,10.72300,10.72300,-0.83000,-0.83000,1.22320,-0.64440,-0.41400,-2.38100,-28.27380,-28.27380,-21.42860,-26.48810,0.07180,0.51650,2.38300,37.76790,2.49820,2.05400,-1.49510,4.17660,-22.89040,1.3311,1.2573
2020-06-30,75.70000,31.90000,43.80000,0.70000,10.40000,,12.80000,31.00000,2.20000,33.20000,-0.50000,33.70000,33.70000,,31.70000,32.90000,31.00000,9.67500,9.92700,3.28000,3.19000,1.22730,-0.61430,-0.40140,57.86000,40.95110,40.95110,43.85730,41.87580,0.16140,0.38430,2.42630,37.09380,-11.37360,-9.41080,7.18700,-18.64970,-30.69880,1.0341,1.024
2020-03-31,45.00000,25.40000,19.60000,0.90000,8.50000,0.10000,10.70000,8.90000,2.50000,11.40000,0.10000,11.30000,11.30000,,9.30000,10.40000,8.90000,9.61900,9.83900,0.97000,0.95000,1.10600,-0.51770,-0.35990,43.55560,19.77780,19.77780,25.33330,20.66670,0.10450,0.37410,2.57140,35.00000,-3.42420,-2.87170,2.62300,-5.27050,-34.24540,-1.88030,-1.88030
2019-12-31,55.70000,48.90000,6.80000,1.60000,9.20000,-0.30000,13.50000,-6.70000,4.30000,-2.40000,0.40000,-2.80000,-2.80000,,-4.70000,-4.20000,-6.70000,9.56600,9.56600,-0.48000,-0.47000,1.09740,-0.51210,-0.35680,12.20830,-12.02870,-12.02870,-4.30880,-8.43810,0.12220,0.75810,2.63980,34.09340,0.81990,0.68900,-0.61420,1.25670,-35.59810,3.9343,3.9242
2019-09-30,104.70000,69.20000,35.50000,1.30000,8.70000,-0.60000,12.40000,23.10000,-0.30000,22.80000,,22.80000,22.80000,,20.90000,25.00000,23.10000,9.58200,9.62600,2.18000,2.17000,1.09660,-0.51560,-0.35840,33.90640,22.06300,22.06300,21.77650,19.96180,0.23200,0.65780,5.48170,16.41830,-6.70590,-5.59780,5.05320,-10.30280,-35.46580,1.9621,1.9826
2019-06-30,10.60000,14.90000,-4.30000,5.10000,7.70000,3.00000,11.00000,-15.30000,-0.30000,-15.60000,,-15.60000,-15.60000,,-17.60000,-14.00000,-15.30000,9.56500,9.56500,-1.84000,-1.84000,1.02840,-0.48550,-0.42060,-40.56600,-144.33960,-144.33960,-147.16980,-166.03770,0.02060,0.10520,0.35100,256.41510,4.29870,3.54790,-3.02740,6.46770,-37.88730,-1.3685,-1.3162
2019-03-31,38.70000,44.20000,-5.50000,6.60000,8.10000,0.50000,15.30000,-20.80000,-0.20000,-21.00000,-0.10000,-20.90000,-20.90000,,-22.90000,-19.50000,-20.80000,9.53200,9.53200,-2.40000,-2.40000,1.04840,-0.51910,-0.43970,-14.21190,-53.74680,-53.74680,-54.26360,-59.17310,0.08330,0.58850,0.97970,91.86050,6.01790,5.00480,-4.49750,9.26420,-36.31450,-3.34660,-3.34660
2018-12-31,83.80000,93.20000,-9.40000,7.20000,10.20000,-0.70000,20.20000,-29.60000,-15.50000,-45.10000,,-45.20000,-45.20000,,-47.10000,-27.30000,-29.60000,9.15100,9.15100,-5.12000,-5.12000,1.10440,-0.59590,-0.47530,-11.21720,-35.32220,-35.32220,-53.81860,-56.20530,0.14660,0.71860,1.39200,64.65400,13.84380,11.35960,-7.90620,22.40950,-34.11040,0.3773,0.3883
