Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.47930,,-0.47930,4.45090,3.97160,3.97160,3.97160,3.97160,-0.47930,-0.47930,38.12500,38.12500,0.10000,0.10000,8.41730,-0.30940,-0.23630,-30.77270,-30.77270,1.20400,-40.29520,-1.69260,-0.0016,-0.0016
2024-06-30,0.26000,,-0.26000,3.83200,3.57200,3.57200,3.57200,3.57200,-0.26000,-0.26000,38.12500,38.12500,0.09000,0.09000,7.73760,-0.32530,-0.24540,-28.74390,-28.74390,1.09690,-38.09320,-1.62980,-0.004,-0.004
2024-03-31,0.26550,,-0.26550,4.06240,3.79690,3.79690,3.79690,3.79690,-0.26550,-0.26550,38.12500,38.12500,0.10000,0.10000,8.54450,-0.33450,-0.25070,-31.20630,-31.20630,1.17920,-41.64600,-1.59570,-0.00130,-0.00130
2023-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0168,0.0168
2023-09-30,0.25390,,-0.25390,3.76070,3.50680,3.50680,3.50680,3.50710,-0.25390,-0.25390,32.34900,32.42700,0.11000,0.11000,14.75320,-0.35210,-0.26040,-29.94130,-29.94140,1.11720,-40.48370,-1.53600,-0.0168,-0.0168
2023-06-30,,-7.42700,-7.42700,,-7.42700,-7.42700,-7.42700,-7.42700,-7.42700,-7.42700,6.36080,6.36080,0.00000,0.00000,,,8.99140,-42263.70000,-42263.56000,-737.29340,-42263.70000,0.00200,0,0
2022-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
