Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-03-31,13.17000,4.94000,-18.11000,3.12400,-14.98600,-14.98600,-14.98600,-14.98600,-18.10900,-18.11000,35.32180,35.32180,-0.42000,-0.42000,31.43260,-4.77710,-4.77710,-4.57360,-4.77710,8.06900,-0.42970,-0.42970
2023-12-31,12.19800,3.37500,-15.57300,0.54000,-15.03300,-15.03300,-15.03300,-15.03300,-15.57200,-15.57300,22.72600,22.72600,-0.63000,-0.63000,5.13820,-36.73480,-36.73480,-29.65260,-36.73480,1.66920,-0.542,-0.542
2023-09-30,10.48800,3.09400,-13.58200,0.64800,-12.93400,-12.93400,-12.93400,-12.93400,-13.58100,-13.58200,23.48700,23.48700,-0.55000,-0.55000,8.68940,-24.85210,-24.85210,-21.97270,-24.85210,2.18240,-0.5404,0.9575
2023-06-30,12.53600,3.10600,-15.64200,0.64300,-14.99900,-14.99900,-14.99900,-14.99900,-15.64000,-15.64200,22.96900,22.96900,-0.65000,-0.65000,8.30170,-25.81230,-25.81230,-22.64920,-25.81230,2.52920,-0.5142,-2.0121
2023-03-31,8.53000,3.43200,-11.96200,0.50600,-11.45600,-11.45600,-11.45600,-11.45600,-11.96100,-11.96200,20.40980,20.40980,-0.56000,-0.56000,10.90760,-15.88180,-15.88180,-14.37680,-15.88180,3.14100,-0.64170,-0.64170
2022-12-31,9.19300,2.53400,-11.72700,0.38200,-11.34500,-11.34500,-11.34500,-11.34500,-11.72600,-11.72700,17.15100,17.15100,-0.65000,-0.65000,7.96870,-18.45620,-18.45620,-16.06580,-18.45620,3.57070,-0.5661,-0.5661
2022-09-30,9.40300,2.48100,-11.88400,0.28800,-11.59600,-11.59600,-11.59600,-11.59600,-11.88300,-11.88400,17.17400,17.17400,-0.68000,-0.68000,9.78680,-16.09730,-16.09730,-14.37660,-16.09730,4.18800,-0.5709,1.4309
2022-06-30,8.92100,2.64600,-11.56700,0.16000,-11.40700,-11.40700,-11.40700,-11.40700,-11.56500,-11.56700,17.13000,17.13000,-0.67000,-0.67000,11.94940,-13.74850,-13.74850,-12.60260,-13.74850,4.83590,-0.4956,-2.4974
2022-03-31,7.12100,2.49900,-9.62000,0.02300,-9.59700,-9.59700,-9.59700,-9.59700,-9.61900,-9.62000,17.08700,17.08700,-0.56000,-0.56000,14.98490,-10.22430,-10.22430,-9.53570,-10.22430,5.48470,-0.58670,-0.58670
2021-12-31,6.36800,2.42600,-8.79400,0.02100,-8.77300,-8.77300,-8.77300,-8.77300,-8.79400,-8.79400,14.41100,14.41100,-0.30000,-0.30000,19.90890,-8.49090,-8.49090,-8.05220,-8.49090,6.05290,-0.5861,-0.5864
2021-09-30,4.09300,2.26200,-6.35500,0.01000,-6.34500,-6.34500,-6.34500,-6.34500,-6.35500,-6.35500,16.86700,16.86700,-0.38000,-0.38000,28.67420,-5.68280,-5.68280,-5.47230,-5.68280,6.61960,-0.3619,-0.3627
2021-06-30,4.91500,2.07200,-6.98700,0.00700,-6.98000,-6.98000,-6.98000,-6.98000,-6.98700,-6.98700,16.82800,16.82800,-0.41000,-0.41000,36.87410,-5.94300,-5.94300,-5.78190,-5.94300,6.82250,0.3711,0.3711
2021-03-31,4.39800,1.30500,-5.70300,0.00400,-5.69900,-5.69900,-5.69900,-5.69900,-5.70300,-5.70300,6.81040,6.81040,-0.84000,-0.84000,30.57120,-4.76560,-4.76560,-4.60970,-4.76560,6.94660,-1.13740,-1.13740
2020-12-31,2.17100,7.93800,-10.10900,,-10.10900,-10.10900,-10.10900,-10.10900,-10.10900,-10.10900,3.80900,3.80900,-2.66000,-2.66000,17.65930,375.52010,-19.03660,-17.97540,-19.03660,13.82530,-0.3873,-0.3873
2020-09-30,1.60300,0.94700,-2.55000,,-2.55000,-2.55000,-2.55000,-2.55000,-2.55000,-2.55000,3.84100,3.84100,-0.66000,-0.66000,,,,,,,-0.2711,-0.2711
2020-06-30,0.80000,0.76700,-1.56700,,-1.56700,-1.56700,-1.56700,-1.56700,-1.56700,-1.56700,3.84100,3.84100,-0.41000,-0.41000,,,,,,,-0.2347,-0.2347
2020-03-31,0.05900,0.11500,-0.17400,,-0.17400,-0.17400,-0.17400,-0.17400,-0.17400,-0.17400,3.71100,3.71100,-0.05000,-0.05000,,,,,,,-0.01050,-0.01050
