Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,229.69100,124.60200,105.08900,21.01500,-1.72200,77.58200,27.50700,-28.81400,-1.30700,-1.30700,-9.26400,,-13.71400,82.35200,27.50700,64.38800,64.38800,-0.21000,-0.21000,0.49050,0.96250,11.97570,11.97570,-0.56900,-5.97060,0.02250,-0.25090,-0.22700,-0.09070,-0.11570,62.54810,0.3135,0.1346
2024-06-30,222.82000,107.94700,114.87300,20.03200,-1.93100,75.88700,38.98600,-34.28600,4.70000,4.70000,1.95900,,-2.59600,92.91000,38.98600,64.35300,68.74000,-0.04000,-0.04000,0.47110,0.89060,17.49660,17.49660,2.10930,-1.16510,0.02330,0.05150,0.04680,0.02050,0.02470,64.65140,1.1478,6.8211
2024-03-31,187.88200,103.47700,84.40500,21.31300,1.27900,70.15700,14.24800,-22.62300,-8.37500,-8.37500,18.38900,,12.70700,64.37100,14.24800,64.32800,70.09500,0.20000,0.20000,0.47840,0.91730,7.58350,7.58350,-4.45760,6.76330,0.01920,0.47710,0.43350,0.18830,0.22610,65.46280,-0.35210,-0.94710
2023-12-31,211.72400,111.35300,100.37100,42.25700,-2.33600,95.15400,5.21700,-99.41400,-94.19700,-94.19700,-160.05790,,-154.39600,55.77800,5.21700,63.80900,67.97200,-2.48000,-2.48000,0.45770,0.84410,2.46410,2.46400,-44.49040,-72.92320,0.02220,-4.13370,-3.75680,-1.67930,-2.03720,65.82330,0.7212,-0.0724
2023-09-30,210.18600,120.83400,89.35200,22.87300,-3.90100,79.56800,9.78400,-16.86800,-7.08400,-7.08400,-21.69400,,-24.37500,62.57800,9.78400,64.11400,68.29600,-0.38000,-0.38000,0.43320,0.76420,4.65490,4.65490,-3.37030,-11.59690,0.02170,-0.52480,-0.47970,-0.22390,-0.27190,70.21900,1.1335,6.8465
2023-06-30,246.03600,116.33300,129.70300,22.97400,-1.91200,96.37500,33.32800,-385.87800,-352.55000,-352.55000,-379.22800,,-360.60100,104.81700,33.32800,64.10200,68.34100,-5.63000,-5.63000,0.46050,0.85350,13.54600,13.54600,-143.29210,-146.56430,0.02450,-9.04570,-8.27870,-3.77670,-4.46650,71.14430,0.9006,1.2727
2023-03-31,245.76400,120.43600,125.32800,23.28500,-9.04100,113.12900,12.19900,-48.82600,-36.62700,-36.62700,-38.35700,,-40.13700,93.00200,12.19900,64.07900,68.18200,-0.63000,-0.63000,0.53290,1.14080,4.96370,4.96370,-14.90330,-16.33150,0.01990,-0.83740,-0.77020,-0.31080,-0.35980,77.36620,0.62110,-0.28700
2022-12-31,317.58900,184.18400,133.40500,24.22400,-2.73500,102.67600,30.72900,-13.44000,17.28900,17.28900,-64.05000,,-63.43600,106.44600,30.72900,63.91700,67.92900,-1.02000,-1.01000,0.52430,1.10230,9.67570,9.67570,5.44380,-19.97430,0.02570,-1.36420,-1.25720,-0.51840,-0.59800,79.13730,0.4412,2.0372
2022-09-30,212.45600,87.51000,124.94600,21.27600,-0.29200,72.07300,52.87300,-44.93800,7.93500,7.93500,12.21100,,6.87200,103.37800,52.87300,63.94900,68.89700,0.11000,0.11000,0.52260,1.09470,24.88660,24.88660,3.73490,3.23460,0.01670,0.25310,0.23380,0.09600,0.11160,81.22250,0.98,-0.0597
2022-06-30,201.44500,76.85300,124.59200,23.52200,-0.00100,72.35400,52.23800,-25.80900,26.42900,26.42900,-37.94900,,-43.87600,101.06900,52.23800,63.79800,69.02000,-0.70000,-0.70000,0.43100,0.75740,25.93170,25.93170,13.11970,-21.78060,0.01880,-0.78060,-0.72120,-0.35450,-0.41040,81.82760,1.4841,4.5534
2022-03-31,187.96400,79.89400,108.07000,24.77600,-0.02800,73.73500,34.33500,-19.84800,14.48700,14.48700,13.48500,,7.41600,83.26600,34.33500,64.34900,70.22800,0.12000,0.11000,0.44150,0.79040,18.26680,18.26680,7.70730,3.94540,0.01710,0.27570,0.25490,0.12240,0.14240,82.51410,1.15910,1.37720
2021-12-31,211.90000,94.58900,117.31100,26.48600,-7.49500,83.33500,33.97600,-30.12000,3.85600,3.85600,-48.18700,,-48.93500,83.33000,33.97600,65.74000,70.76900,-0.82000,-0.85000,0.43650,0.77460,16.03400,16.03400,1.81970,-23.09350,0.01910,-0.98330,-0.90600,-0.43540,-0.51050,82.96670,0.8686,1.0512
