Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,44.07100,21.66400,22.40700,41.04100,40.29200,,83.57500,-61.16800,2.02400,-59.14400,-0.04100,-59.10300,-59.10300,-59.10300,-54.42000,-61.16800,25.51970,25.51970,-2.32000,-2.32000,1.23520,50.84300,-138.79420,-138.79420,-134.20160,-134.10860,0.13820,1.45920,98.81390,0.91080,-57.98450,-81.37100,-18.53130,-57.98450,3.94520,-1.5543,-1.6587
2024-06-30,40.41400,19.90000,20.51400,44.63700,47.83200,,92.46900,-71.95500,2.55500,-69.40000,,-69.40000,-69.40000,-69.40000,-66.16900,-71.95500,24.79470,24.79470,-2.80000,-2.80000,1.52400,50.75960,-178.04470,-178.04470,-171.72270,-171.72270,0.10980,1.34940,36.77340,2.44740,-48.36110,-61.83790,-18.85630,-48.36100,5.67200,-1.74510,-1.79180
2024-03-31,64.02800,36.99600,27.03200,46.72400,39.22700,,238.89490,-211.86290,3.04700,-208.81600,0.01800,-208.83400,-208.83400,-208.83400,-52.98200,-211.86290,23.79910,23.79910,-8.63000,-8.63000,2.00510,42.21900,-330.89110,-330.89110,-326.13230,-326.16050,0.16200,2.96800,19.26230,4.67230,-110.77550,-134.50160,-52.84700,-110.77550,7.69280,-1.1418,-1.2352
2023-12-31,44.74700,24.81100,19.93600,41.72000,59.12900,,301.14600,-281.21000,3.25300,-277.95700,0.01900,-277.97600,-277.97600,-277.97600,-75.09300,-281.21000,24.04050,24.04050,-11.60000,-11.60000,2.15040,44.55270,-628.44430,-628.44430,-621.17460,-621.21700,0.07360,1.58370,2.46490,36.51330,-73.69690,-147.06950,-45.70390,-73.69690,15.63300,-0.4358,-0.5166
2023-09-30,49.99900,28.27000,21.72900,54.58800,43.61800,,100.86000,-79.13100,3.89700,-75.23400,0.03600,-75.27000,-75.27000,-75.27000,-71.01900,-79.13100,23.74290,23.74290,-3.17000,-3.17000,2.93300,43.45890,-158.26520,-158.26520,-150.47100,-150.54300,0.06240,1.88730,33.31050,2.70190,-12.03840,-31.93850,-9.39430,-12.03840,26.11570,-2.3261,-2.4398
2023-06-30,60.86400,30.18400,30.68000,62.32900,73.39800,,139.94400,-109.26400,4.64000,-104.62400,,-104.62400,-104.62400,-104.62400,-101.14800,-109.26400,23.11270,23.11270,-4.60000,-4.60000,3.02980,50.40750,-179.52160,-179.52160,-171.89800,-171.89800,0.06990,2.55470,14.75850,6.09820,-15.48860,-37.09180,-12.00920,-15.48860,28.61670,-3.00070,-3.11730
2023-03-31,92.37700,52.39500,39.98200,60.71900,48.53700,,109.25600,-69.27400,4.54200,-64.73200,-0.63400,-64.09800,-64.09800,-64.09800,-60.90800,-69.27400,22.57520,22.57520,-2.80000,-2.80000,2.84440,43.28130,-74.99050,-74.99050,-70.07370,-69.38740,0.09800,5.11320,48.69640,1.84820,-8.97810,-20.24090,-6.80010,-8.97810,30.96010,-2.014,-2.1612
2022-12-31,66.94000,36.18900,30.75100,57.27000,70.58100,,127.85100,-97.10000,4.52600,-92.57400,-0.61300,-91.96100,-91.96100,-91.96100,-87.79300,-97.10000,22.67040,22.67040,-4.00000,-4.00000,2.54190,45.93820,-145.05530,-145.05530,-138.29400,-137.37820,0.06530,3.02580,2.49700,36.04300,-12.24530,-26.28310,-8.97480,-12.24530,32.85450,1.177,1.0435
2022-09-30,75.65900,37.38600,38.27300,52.59800,53.71600,,106.31400,-68.04100,0.70500,-67.33600,-1.27100,-66.06500,-66.06500,-66.06500,-58.62800,-68.04100,22.49500,22.49500,-3.00000,-3.00000,3.49330,50.58620,-89.93110,-89.93110,-88.99930,-87.31940,0.07270,2.70800,1.43070,62.90690,-8.06340,-16.40760,-6.34790,-8.06340,35.97820,-3.2176,-3.3078
2022-06-30,64.51300,39.02300,25.49000,52.00900,63.07700,,115.08600,-89.59600,-0.19000,-89.78600,-0.25400,-89.53200,-89.53200,-89.53200,-80.18400,-89.59600,22.32530,22.32530,-4.00000,-4.00000,4.06700,39.51140,-138.88050,-138.88050,-139.17510,-138.78130,0.06070,3.40490,22.09350,4.07360,-10.48140,-20.67430,-8.42870,-10.48140,37.85280,-3.27160,-3.40150
2022-03-31,100.55900,53.50200,47.05700,50.32400,66.18800,,116.51200,-69.45500,-0.05700,-69.51200,0.03200,-69.54400,-69.54400,-69.54400,-60.39300,-69.45500,18.07640,18.07640,-2.00000,-2.00000,3.92710,46.79540,-69.06890,-69.06890,-69.12560,-69.15740,0.08730,4.95890,29.75120,3.02510,-7.59500,-14.19250,-6.03650,-7.59500,40.80350,-3.0582,-3.2795
2021-12-31,56.89100,29.62800,27.26300,50.29800,73.66600,,123.96400,-96.70100,3.79300,-92.90800,-3.51200,-89.39600,-89.39600,-89.39600,-89.12300,-96.70100,21.32960,21.32960,-4.20000,-4.20000,3.73080,47.92150,-169.97600,-169.97600,-163.30880,-157.13560,0.04640,1.72940,2.41470,37.27130,-9.30070,-16.83170,-7.28980,-9.30070,43.08780,-0.9102,-0.9798
2021-09-30,55.20400,27.27600,27.92800,44.52300,29.85200,,74.37500,-46.44700,29.92300,-16.52400,,-16.52400,-16.52400,-16.52400,-41.57700,-46.44700,20.34430,20.34430,-0.80000,-0.80000,6.77090,50.59050,-84.13700,-84.13700,-29.93260,-29.93260,0.06110,1.53820,2.06700,43.54090,-2.50550,-2.50550,-1.82980,-2.50550,141.20930,0.0348,0.022
2021-06-30,59.23900,28.54200,30.69700,44.23200,28.01500,,72.24700,-41.55000,-0.47600,-42.02600,,-42.02600,-42.02600,-42.02600,-36.91200,-41.55000,8.40960,8.40960,-5.00000,-5.00000,6.64110,51.81890,-70.13960,-70.13960,-70.94310,-70.94310,0.06260,1.86890,6.29930,14.28720,-6.34310,-6.34310,-4.43770,-6.34310,142.98490,-5.29550,-5.46040
2021-03-31,88.58200,44.05300,44.52900,45.59700,66.00900,-2.67350,-41.37950,85.90850,25.96950,23.29600,,23.29600,23.29600,23.29600,90.62250,-2.67350,0.63570,0.63570,36.60000,36.60000,2.57830,50.26870,96.98190,-3.01810,26.29880,26.29880,0.19590,7.06090,35.70420,2.52070,-3.91120,-3.91120,5.15290,-3.91120,-95.65870,5.4254,-3.6711
