Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,827.51920,174.53300,652.98610,171.50200,470.44100,641.94300,11.04320,69.49500,80.53800,3.60200,76.93600,76.93600,79.00900,18.04920,11.04320,2250.16300,2450.81800,0.04000,0.03000,5.95800,,,78.90890,1.33450,1.33450,9.73250,9.54770,0.13050,1.43900,62.54150,1.51020,1.51020,1.21330,1.51020,2.17820,0.1888,0.1876
2024-09-30,725.51600,146.63900,578.87700,117.55500,348.18200,465.73700,113.14000,44.01000,157.15000,7.80900,149.34100,149.34100,143.52500,121.22700,113.14000,2250.03200,2459.58900,0.06000,0.06000,5.67270,,,79.78830,15.59440,15.59440,21.66050,19.78250,0.12580,1.08590,82.87880,3.25270,3.25270,2.58910,3.25270,2.02280,0.1686,0.167
2024-06-30,678.13400,128.56200,549.57200,108.78100,335.45200,444.23300,105.33890,35.42000,140.75900,5.18900,135.57000,135.57000,134.12600,113.39490,105.33890,2231.59200,2414.69600,0.06000,0.06000,5.91570,,,81.04180,15.53370,15.53370,20.75680,19.77870,0.13060,1.02850,87.50560,3.27640,3.27640,2.61120,3.27640,1.84890,0.0594,0.0582
2024-03-31,634.33800,116.25600,518.08200,110.04000,327.16100,437.20100,80.88100,29.84500,110.72600,4.65500,106.07100,106.07100,105.53000,89.31900,80.88100,2213.54500,2400.10700,0.05000,0.04000,5.91040,,,81.67290,12.75050,12.75050,17.45540,16.63620,0.13200,1.30260,69.09370,2.74710,2.74710,2.20660,2.74710,1.73380,0.05400,0.05290
2023-12-31,608.35000,108.63900,499.71100,109.28300,324.63400,433.91700,65.79410,40.45300,106.24700,9.33400,96.91300,96.91300,93.39100,73.76610,65.79410,2147.44600,2297.92700,0.05000,0.04000,5.54760,,,82.14200,10.81520,10.81520,17.46480,15.35150,0.13450,1.66770,53.96660,2.72150,2.72150,2.14290,2.72150,1.61850,0.1332,0.131
2023-09-30,558.15900,107.92200,450.23700,105.70800,304.54600,410.25400,39.98300,39.98600,79.96900,6.53000,73.43900,73.43900,71.50500,48.64600,39.98300,2162.53000,2325.60000,0.03000,0.03000,5.52950,,,80.66470,7.16340,7.16340,14.32730,12.81090,0.13310,1.29720,69.37850,2.24450,2.24450,1.75130,2.24450,1.50420,0.0549,0.0543
2023-06-30,533.31700,106.89900,426.41800,99.53300,316.81100,416.34400,10.07400,19.96900,30.04300,2.17100,27.87200,27.87200,28.12700,18.47300,10.07400,2131.22400,2278.15500,0.01000,0.01000,5.21880,,,79.95580,1.88890,1.88890,5.63320,5.27400,0.13400,1.41930,63.41080,0.91830,0.91830,0.70030,0.91830,1.41170,0.0373,0.0356
2023-03-31,525.18600,107.64500,417.54100,90.10000,323.32600,413.42600,4.11500,16.71700,20.83200,1.68100,19.15100,19.15100,16.80200,12.43500,4.11500,2107.78000,2217.43900,0.01000,0.01000,5.41420,,,79.50350,0.78350,0.78350,3.96660,3.19920,0.14260,2.06730,43.53450,0.68320,0.68320,0.52000,0.68320,1.32370,0.08450,0.08240
2022-12-31,508.62400,104.31100,404.31290,82.04400,340.09500,422.13900,-17.82600,55.67500,37.84900,4.36000,33.48900,33.48900,30.87800,-10.45300,-17.82610,2063.79300,2063.79300,0.02000,0.02000,5.17330,,,79.49150,-3.50470,-3.50480,7.44140,6.07090,0.14690,1.96880,45.71380,1.26740,1.26740,0.96750,1.26740,1.25890,0.0385,0.036
2022-09-30,477.88000,107.61100,370.26900,100.86300,331.59700,432.46000,-62.19100,-60.58800,-122.77900,1.09600,-123.87500,-123.87500,-123.87500,-56.24900,-62.19100,2073.26500,2073.26500,-0.06000,-0.06000,4.28070,,,77.48160,-13.01390,-13.01390,-25.69240,-25.92180,0.14400,1.39220,64.64750,-5.19040,-5.19040,-3.73250,-5.19040,1.14760,0.0223,0.0154
