Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,856.60000,840.70000,15.90000,5.80000,-159.60000,165.40000,-149.50000,229.20000,79.70000,42.30000,37.40000,,37.40000,35.10000,-126.80000,-149.50000,91.20000,97.60000,0.38000,0.36000,1.70190,0.43570,0.89270,1.85620,-17.45270,-17.45270,9.30420,4.09760,0.54040,2.02140,6.15370,14.62530,7.80790,7.80790,2.35960,4.40620,5.24820,0.3177,0.0558
2022-03-31,753.60000,660.40000,93.20000,11.70000,-0.20000,11.90000,81.29990,-61.90000,19.40000,1.70000,17.70000,,17.70000,16.60000,100.69990,81.29990,91.20000,97.10000,0.18000,0.18000,1.26920,0.45660,1.01770,12.36730,10.78820,10.78820,2.57430,2.20280,0.44630,1.54840,5.15110,17.47210,4.02460,4.02460,1.04810,2.18710,4.82070,0.38520,0.11740
2021-12-31,659.10000,589.70000,69.40000,18.60000,-0.30000,18.90020,50.49980,23.20000,73.70000,13.20000,60.50000,,60.40000,60.40000,70.69980,50.49970,90.20000,90.20000,0.67000,0.67000,1.12930,0.43930,1.07170,10.52950,7.66190,7.66190,11.18190,9.16400,0.41980,1.38560,7.41390,12.13930,14.34680,14.34680,3.84740,8.04480,4.61460,-0.583,-0.9915
2021-09-30,581.40000,526.80000,54.60000,14.20000,-0.10000,14.30000,40.30010,-85.90000,-45.60000,6.80000,-52.40000,,-52.40000,-52.40000,60.90010,40.30010,90.10000,90.10000,-0.58000,-0.58000,1.07640,0.50720,1.21670,9.39110,6.93160,6.93160,-7.84310,-9.01270,0.39040,1.53450,6.51060,13.82350,-16.36480,-16.36480,-3.51870,-8.06530,3.55270,0.8413,0.6215
2021-06-30,528.00000,507.10000,20.90000,8.70000,-0.10000,8.80000,12.10000,-95.50000,-83.40000,-48.30000,-35.10000,,-35.10000,-35.10000,33.00000,12.10000,90.10000,90.10000,-0.39000,-0.39000,1.21200,0.47060,1.04370,3.95830,2.29170,2.29170,-15.79550,-6.64770,0.37570,1.52970,5.69580,15.80110,-9.47620,-9.47620,-2.49750,-5.01720,4.10970,-0.4229,-0.6281
2021-03-31,444.00000,464.70000,-20.70000,16.10000,-0.10000,16.20000,-36.90000,-105.40000,-142.30000,-2.30000,-140.00000,,-140.00000,-140.00000,-16.00000,-36.90000,90.10000,90.10000,-1.55000,-1.55000,1.21030,0.37350,0.77540,-4.66220,-8.31080,-8.31080,-32.04960,-31.53150,0.32570,1.53370,5.64170,15.95270,-34.28850,-34.28850,-10.26850,-21.48230,4.53230,-0.55270,-0.63490
2020-12-31,389.09990,390.30000,-1.20000,11.80000,-0.20000,12.00000,-13.20010,-23.70000,-36.90000,-1.50000,-35.40000,,-35.50000,-35.50000,8.09990,-13.20000,89.50000,89.50000,-0.40000,-0.40000,1.89760,0.34540,0.57850,-0.30840,-3.39250,-3.39250,-9.48340,-9.12360,0.27800,1.34080,6.34750,14.17890,-6.50060,-6.50060,-2.53640,-4.25560,6.06400,0.1072,0.1028
2020-09-30,392.90000,420.00000,-27.10000,11.00000,0.20000,10.80000,-37.90000,-20.00000,-57.90000,0.30000,-58.20000,,-58.20000,-58.20000,-16.60000,-37.90000,89.50000,89.50000,-0.65000,-0.65000,2.20330,0.33080,0.54960,-6.89740,-9.64620,-9.64620,-14.73660,-14.81290,0.27960,1.57010,5.98930,15.02670,-9.82440,-9.82440,-4.14120,-6.57480,6.62010,-0.4279,-0.4492
2020-06-30,401.90000,414.90000,-13.00000,11.80000,-0.20000,12.00000,-25.00000,-1.00000,-26.00000,0.90000,-26.90000,,-26.90000,-26.90000,-4.80000,-25.00000,89.50000,89.50000,-0.30000,-0.30000,2.12900,0.31950,0.58160,-3.23460,-6.22050,-6.22050,-6.46930,-6.69320,0.26370,1.50870,8.79430,10.23390,-4.14680,-4.14680,-1.76510,-2.82210,7.24930,0.4125,0.3725
2020-03-31,421.20000,416.40000,4.80000,8.90000,-0.30000,9.20000,-4.40000,-1.10000,-5.50000,-2.80000,-2.70000,,-2.70000,-2.70000,15.80000,-4.40000,89.30000,89.30000,-0.03000,-0.03000,2.04910,0.31460,0.56710,1.13960,-1.04460,-1.04460,-1.30580,-0.64100,0.26470,1.31110,5.95760,15.10680,-0.40070,-0.40070,-0.16970,-0.27460,7.53180,0.38750,0.32140
2019-12-31,435.50000,428.80000,6.70000,9.20000,-0.30000,9.50000,-2.80000,-4.60000,-7.40000,-2.60000,-4.80000,,-4.80000,-4.80000,17.40000,-2.80010,88.80000,88.80000,-0.06000,-0.06000,2.08520,0.28510,0.44590,1.53850,-0.64290,-0.64300,-1.69920,-1.10220,0.29040,1.33750,4.34630,20.70720,-0.71110,-0.71110,-0.32010,-0.50840,7.56850,0.2488,0.0265
2019-09-30,438.00000,451.70000,-13.70000,11.60000,0.10000,11.50000,-25.20000,3.20000,-22.00000,-1.30000,-20.70000,,-20.70000,-20.70000,-5.30000,-25.20000,88.90000,88.90000,-0.23000,-0.23000,2.23320,0.28430,0.43080,-3.12790,-5.75340,-5.75340,-5.02280,-4.72600,0.29360,1.40150,4.16350,21.61640,-3.00040,-3.00040,-1.38760,-2.14750,7.76090,0.2388,0.0524
2019-06-30,473.10000,477.20000,-4.10000,11.90000,-0.30000,12.20000,-16.30000,-1.80000,-18.10000,-1.60000,-16.50000,-4.30000,-20.70000,-20.70000,2.50000,-16.30000,88.80000,88.80000,-0.23000,-0.23000,2.45160,0.28220,0.42970,-0.86660,-3.44540,-3.44540,-3.82580,-4.37540,0.31220,1.40680,4.16100,21.62970,-2.91800,-2.91800,-1.36610,-2.09450,7.98030,-0.0443,-0.1863
2019-03-31,490.00000,502.80000,-12.80000,14.70000,-0.30000,15.00000,-27.80000,-10.20000,-38.00000,-2.90000,-35.10000,,-34.60000,-34.60000,-3.50000,-27.80000,88.10000,88.10000,-0.39000,-0.39000,2.10500,0.25470,0.40090,-2.61220,-5.67350,-5.67350,-7.75510,-7.06120,0.32020,1.53570,4.27200,21.06740,-4.75210,-4.75210,-2.26080,-3.54180,8.19860,-0.24400,-0.36440
2018-12-31,486.89990,546.20000,-59.30010,8.70000,-0.40000,9.09990,-68.40000,-0.70000,-69.10000,-3.20000,-65.90000,,-65.00000,-65.00000,-45.80000,-68.40000,87.60000,87.60000,-0.73000,-0.73000,2.25900,0.24590,0.33640,-12.17910,-14.04810,-14.04810,-14.19180,-13.34980,0.31670,1.58870,4.62830,19.44550,-8.52790,-8.52790,-4.22760,-6.43060,8.65120,-0.1153,-0.4989
2018-09-30,481.80000,493.60000,-11.80000,8.80000,5.00000,3.80000,-15.60000,-3.70000,-19.30000,1.70000,-21.00000,,-20.30000,-20.30000,8.30000,-15.60000,87.60000,87.60000,-0.23000,-0.23000,2.56140,0.22970,0.32470,-2.44910,-3.23790,-3.23790,-4.00580,-4.21340,0.29860,1.26430,4.30560,20.90290,-2.43550,-2.43550,-1.25800,-1.87620,9.51400,-0.3296,-0.7453
2018-06-30,470.00000,436.30000,33.70000,12.00000,-0.20000,12.20000,21.50000,-1.80000,19.70000,2.30000,17.40000,,19.40000,19.40000,43.60000,21.50000,87.60000,88.40000,0.20000,0.20000,2.89280,0.22550,0.30030,7.17020,4.57450,4.57450,4.19150,4.12770,0.29070,1.20190,4.55430,19.76170,2.27410,2.27410,1.19980,1.76120,9.73850,0.0328,-0.0743
2018-03-31,454.50000,440.00000,14.50000,10.70000,-0.30000,11.00000,3.50000,-5.40000,-1.90000,-1.00000,-0.90000,,-0.30000,-0.30000,25.00000,3.50000,87.60000,87.60000,0.00000,0.00000,2.88340,0.23020,0.30840,3.19030,0.77010,0.77010,-0.41800,-0.06600,0.28750,1.33050,4.93490,18.23760,-0.03610,-0.03610,-0.01900,-0.02780,9.48210,-0.37670,-0.41670
2017-12-31,433.90000,383.40010,50.49990,10.70000,6.80000,3.90000,46.59990,-8.00000,38.60000,3.20000,35.40000,,35.80000,37.50000,67.69990,46.59990,88.00000,88.00000,0.38000,0.39000,2.90660,0.23030,0.30860,11.63860,10.73980,10.73980,8.89610,8.64250,0.27430,1.20760,8.11030,11.09700,4.31530,4.31530,2.26350,3.32160,9.47630,0.0144,-0.0802
2017-09-30,400.60000,359.20000,41.40000,14.00000,5.10000,8.90000,32.50000,-8.60000,23.90000,3.30000,20.60000,,20.80000,19.10000,53.40000,32.50000,87.30000,88.30000,0.22000,0.22000,2.61040,0.24290,0.33090,10.33450,8.11280,8.11280,5.96610,4.76780,0.25620,1.37230,7.67200,11.73100,2.69050,2.69050,1.33040,2.03700,8.85290,0.5356,0.4927
2017-06-30,388.80000,366.30000,22.50000,9.40000,-0.20000,9.60000,12.90000,-4.10000,8.80000,1.40000,7.40000,,7.10000,7.10000,34.20000,12.90000,87.30000,88.10000,0.08000,0.07000,2.60840,0.24820,0.34060,5.78700,3.31790,3.31790,2.26340,1.82610,0.25480,1.43870,7.34030,12.26110,0.94570,0.94570,0.46540,0.71090,8.59820,0.1646,0.0529
2017-03-31,365.80000,348.90000,16.90000,10.70000,-1.00000,11.70000,5.20000,-21.10000,-15.90000,-0.30000,-15.60000,,-15.10000,-15.10000,26.10000,5.20000,87.30000,87.30000,-0.17000,-0.17000,2.36280,0.25020,0.34420,4.62000,1.42150,1.42150,-4.34660,-4.12790,0.23970,1.42570,7.61860,11.81320,-2.03300,-2.03300,-0.98960,-1.52440,8.51170,-0.12940,-0.07790
2016-12-31,339.84190,330.86000,8.98190,9.59700,-153.73300,163.33000,-154.34810,-8.47300,-162.82100,6.03700,-168.85800,,-168.44900,-168.44900,-132.85400,-154.34800,87.10000,87.10000,-1.93000,-1.93000,2.45940,0.24660,0.33770,2.64300,-45.41760,-45.41760,-47.91080,-49.56690,0.22060,1.41660,11.68520,7.70200,-22.26240,-22.26230,-10.93590,-16.77190,8.67220,0.2626,0.1733
2016-09-30,333.65000,351.26200,-17.61200,9.73300,-27.70800,37.44100,-55.05300,-4.22300,-59.27600,-0.84800,-58.42800,,-58.27300,-58.27300,-34.25100,-55.05300,87.07600,87.07600,-0.67000,-0.67000,2.47260,0.20890,0.27240,-5.27860,-16.50020,-16.50020,-17.76590,-17.46530,0.19760,1.50570,13.10590,6.86710,-6.21560,-6.21560,-3.45070,-4.91710,10.76670,-0.0951,-0.157
2016-06-30,326.75400,321.17200,5.58200,9.94500,-0.57800,10.52300,-4.94100,-5.27200,-10.21300,-0.31900,-9.89400,,-9.51500,-9.51500,16.30300,-4.94100,87.06000,87.06000,-0.11000,-0.11000,2.72500,0.19930,0.25670,1.70830,-1.51220,-1.51220,-3.12560,-2.91200,0.19000,1.38540,11.33970,7.93670,-0.95680,-0.95680,-0.55330,-0.76620,11.42030,0.0999,0.0551
2016-03-31,318.85400,321.90600,-3.05200,9.62500,-0.88100,10.50600,-13.55800,-5.03200,-18.59000,-2.07000,-16.52000,,-16.16300,-16.16300,7.70200,-13.55800,87.04000,87.04000,-0.19000,-0.19000,2.74080,0.19790,0.25450,-0.95720,-4.25210,-4.25210,-5.83030,-5.06910,0.18500,1.45990,11.32860,7.94450,-1.61170,-1.61170,-0.93770,-1.29280,11.51910,0.17120,0.12720
2015-12-31,383.91500,402.61590,-18.70100,8.56600,-1.21900,9.78500,-28.48590,-6.54200,-35.02800,-2.92900,-32.09900,,-43.08000,-37.11400,-4.18390,-28.48590,87.37500,87.37500,-0.40000,-0.40000,2.67790,0.19690,0.25290,-4.87110,-7.41980,-7.41980,-9.12390,-9.66720,0.21910,1.73640,14.27620,6.30420,-4.27040,-4.27040,-2.45820,-3.42970,11.59050,-0.0094,-0.0876
2015-09-30,454.54000,496.96300,-42.42300,11.56600,-1.53700,13.10300,-55.52600,-3.45100,-58.97700,-2.16100,-56.81600,,-56.11200,-56.11200,-36.12000,-55.52600,86.90700,86.90700,-0.65000,-0.65000,2.34140,0.18750,0.23800,-9.33320,-12.21590,-12.21590,-12.97510,-12.34480,0.23840,1.66290,12.05360,7.46670,-5.23790,-5.23790,-2.94290,-4.25590,12.32310,-0.3262,-0.513
2015-06-30,523.49100,515.14900,8.34200,10.01200,-33.45100,43.46300,-35.12100,5.43400,-29.68700,5.06500,-34.75200,,-33.89700,-33.89700,-16.84300,-35.12100,86.87300,86.87300,-0.39000,-0.39000,2.23950,0.18120,0.22830,1.59350,-6.70900,-6.70900,-5.67100,-6.47520,0.26320,1.61780,8.42750,10.67930,-3.03590,-3.03590,-1.70400,-2.48580,12.84840,-0.6007,-0.8203
2015-03-31,587.91100,493.81600,94.09500,11.97100,-2.07900,14.05000,80.04500,2.52500,82.57000,9.30100,73.26900,,73.77900,67.81300,98.17600,80.04500,88.81400,89.36900,0.76000,0.76000,2.13290,0.17820,0.22370,16.00500,13.61520,13.61520,14.04460,11.53460,0.28220,1.65810,6.64110,13.55200,6.47780,6.47780,3.54190,5.32340,12.95980,1.30100,1.15970
2014-12-31,551.23910,461.90010,89.33900,16.36900,-6.77600,23.14490,66.19410,20.29500,86.48900,11.30400,75.18500,,75.82900,81.62600,83.96910,66.19410,88.82300,89.42800,0.81000,0.80000,2.03310,0.18260,0.23050,16.20690,12.00820,12.00820,15.68990,14.80770,0.27220,1.62940,5.04940,17.82400,6.86160,6.86160,3.74450,5.60860,12.40810,1.2309,1.0517
2014-09-30,500.63200,424.91800,75.71400,12.14600,-1.41700,13.56300,62.15100,-5.58700,56.56400,6.44400,50.12000,,50.40500,46.27700,79.88300,62.15100,88.82700,89.53200,0.52000,0.52000,2.40240,0.18970,0.24150,15.12370,12.41450,12.41450,11.29850,9.24370,0.27220,1.75770,4.85920,18.52160,4.78080,4.78080,2.74020,3.87390,11.85470,0.9948,0.826
2014-06-30,458.32400,419.82000,38.50400,10.61800,-1.87400,12.49200,26.01200,-4.88500,21.12700,1.65400,19.47300,,20.34400,18.67500,43.47600,26.01200,88.78700,89.35200,0.21000,0.21000,2.16100,0.19730,0.25360,8.40100,5.67550,5.67550,4.60960,4.07460,0.25800,1.72310,4.30970,20.88310,2.02700,2.02700,1.14520,1.62710,11.30150,0.2177,0.1236
2014-03-31,420.84700,422.60500,-1.75800,10.06200,-2.41400,12.47600,-14.23400,-6.46900,-20.70300,-1.09400,-19.60900,,-20.10400,-20.10400,-1.91200,-14.23400,88.71700,88.71700,-0.23000,-0.23000,1.88320,0.20050,0.25880,-0.41770,-3.38220,-3.38220,-4.91940,-4.77700,0.23550,1.67630,4.13610,21.75970,-2.04490,-2.04490,-1.12510,-1.63480,11.07470,-0.12110,-0.29490
2013-12-31,401.17400,385.88910,15.28490,21.60200,-2.31400,23.91600,-8.63110,-3.17100,-11.80200,-1.58300,-10.21900,,-9.67500,-8.98900,-8.29910,-8.63110,88.61200,88.61200,-0.10000,-0.10000,1.90130,0.19730,0.25360,3.81010,-2.15150,-2.15150,-2.94190,-2.24070,0.22160,1.61050,4.02090,22.38280,-0.96480,-0.96480,-0.53450,-0.77440,11.30440,-0.2567,-0.5676
2013-09-30,399.92800,387.57400,12.35400,14.42200,-2.17400,16.59600,-4.24200,-4.61200,-8.85400,1.38400,-10.23800,,-9.50700,-9.50700,1.30600,-4.24200,88.61100,88.61100,-0.11000,-0.11000,1.84190,0.21420,0.28340,3.08910,-1.06070,-1.06070,-2.21390,-2.37720,0.21510,1.67420,5.24830,17.14850,-0.98470,-0.98460,-0.51120,-0.77380,10.88730,0.2199,-0.009
2013-06-30,331.93700,337.63500,-5.69800,15.15400,-3.01800,18.17200,-23.87000,-5.13700,-29.00700,0.81300,-29.82000,,-29.38400,-29.38400,-10.17800,-23.87000,88.59700,88.59700,-0.33000,-0.33000,1.88090,0.20440,0.26500,-1.71660,-7.19110,-7.19110,-8.73870,-8.85230,0.17930,1.50260,3.04440,29.56220,-3.03270,-3.03270,-1.58730,-2.41280,10.93540,0.0077,-0.1119
2013-03-31,321.27400,303.69200,17.58200,16.29900,-1.09600,17.39500,0.18700,9.63200,9.81900,2.51700,7.30200,,8.25300,7.56700,16.15400,0.18700,88.55500,89.02000,0.09000,0.09000,2.52770,0.20180,0.26080,5.47260,0.05820,0.05820,3.05630,2.35530,0.17940,1.93660,3.35100,26.85740,0.83190,0.83190,0.46080,0.66400,11.19700,0.25160,0.14870
2012-12-31,317.66690,301.12410,16.54290,10.57100,-3.32700,13.89810,2.64480,-8.53500,-5.89000,1.52600,-7.41600,,-6.90900,-6.90900,18.56780,2.64480,88.53400,88.53400,-0.07000,-0.07000,2.68240,0.20320,0.26300,5.20770,0.83260,0.83260,-1.85410,-2.17490,0.17880,1.88290,3.58800,25.08390,-0.70310,-0.70310,-0.38890,-0.56020,11.09720,0.1812,0.1044
2012-09-30,304.63500,301.38500,3.25000,9.18200,-7.38800,16.57000,-13.32000,1.33900,-11.98100,1.16800,-13.14900,,-12.02300,-12.02300,2.58500,-13.32000,88.46800,88.46800,-0.14000,-0.14000,2.34150,0.19870,0.25570,1.06690,-4.37240,-4.37240,-3.93290,-3.94670,0.17080,1.88400,3.62310,24.84080,-1.19080,-1.19080,-0.67410,-0.95420,11.41030,0.2566,0.2129
2012-06-30,323.61900,317.66200,5.95700,7.15100,-3.81700,10.96800,-5.01100,-4.22000,-9.23100,3.39500,-12.62600,,-12.27700,-12.27700,10.89200,-5.01100,88.45200,88.45200,-0.14000,-0.14000,2.55300,0.19680,0.25270,1.84070,-1.54840,-1.54840,-2.85240,-3.79370,0.18190,2.00370,3.03560,29.64790,-1.20330,-1.20330,-0.69010,-0.96640,11.53310,-0.0735,-0.2746
2012-03-31,326.19000,305.59800,20.59200,8.45900,-3.72100,12.18000,8.41200,-10.63300,-2.22100,2.82100,-5.04200,,-4.40100,-4.40100,24.32000,8.41200,88.72700,88.72700,-0.05000,-0.05000,2.56770,0.19510,0.24990,6.31290,2.57890,2.57890,-0.68090,-1.34920,0.18150,1.79440,3.63450,24.76260,-0.42700,-0.42700,-0.24490,-0.34370,11.65340,0.05520,0.02320
2011-12-31,318.16400,331.79600,-13.63200,8.91600,-4.62400,13.53990,-27.17190,-2.58100,-29.75300,2.21300,-31.96600,,-31.10700,-27.14100,-11.30090,-27.17200,91.85400,92.25700,-0.31000,-0.31000,2.52540,0.19380,0.24780,-4.28460,-8.54020,-8.54020,-9.35150,-8.53050,0.17570,1.92950,3.44660,26.11260,-2.99600,-2.99600,-1.71760,-2.41550,11.68650,-0.1523,-0.2521
2011-09-30,345.64600,334.32200,11.32400,7.95000,-2.65900,10.60900,0.71500,-2.83500,-2.12000,5.38700,-7.50700,,-6.60000,-6.60000,16.47600,0.71500,92.03200,92.03200,-0.07000,-0.07000,2.46950,0.18030,0.22690,3.27620,0.20690,0.20690,-0.61330,-1.90950,0.18550,2.01750,3.47670,25.88690,-0.58250,-0.58250,-0.35410,-0.47750,12.64430,0.2929,0.2688
2011-06-30,366.27700,316.76300,49.51400,18.55700,5.20500,13.35200,36.16200,-9.00000,27.16200,3.63600,23.52600,,23.98600,22.06100,51.83000,36.16200,93.10500,93.56700,0.24000,0.24000,2.78890,0.17450,0.21810,13.51820,9.87290,9.87290,7.41570,6.02300,0.19280,1.69040,3.97690,22.63090,2.03650,2.03650,1.26250,1.68110,12.63550,-0.1335,-0.178
2011-03-31,326.33700,284.02100,42.31600,10.60900,5.88400,4.72500,37.59100,-10.64100,26.95000,3.12300,23.82700,,25.04600,23.00500,54.34200,37.59100,92.96500,93.29700,0.25000,0.25000,2.40410,0.17550,0.25900,12.96700,11.51910,11.51910,8.25830,7.04950,0.16990,1.73210,4.31530,20.85600,2.14310,2.14310,1.30370,1.76700,12.55390,-0.03890,-0.07240
2010-12-31,316.85100,275.71600,41.13500,11.10100,49.59100,-38.49000,79.62490,-12.33500,67.29000,2.80300,64.48700,,65.28000,66.22700,96.67290,79.62500,92.67600,93.30200,0.66000,0.66000,2.26430,0.17710,0.26140,12.98250,25.13010,25.13010,21.23710,20.90160,0.16480,1.76850,3.33850,26.95850,5.65430,5.65430,3.39460,4.65270,12.44470,0.3276,0.2545
2010-09-30,279.17800,263.40900,15.76900,12.48600,-3.09600,15.58200,0.18700,-18.72700,-18.54000,-0.57000,-17.97000,,-16.78700,-16.78700,16.78600,0.18700,92.73800,92.73800,-0.18000,-0.18000,2.42840,0.18380,0.27310,5.64840,0.06700,0.06700,-6.64090,-6.01300,0.14880,1.88790,3.78450,23.78130,-1.52280,-1.52280,-0.89460,-1.24280,11.88680,0.309,0.292
2010-06-30,287.85300,266.33700,21.51600,10.96400,-4.64400,15.60800,5.90800,3.38000,9.28800,4.61900,4.66900,,5.14600,4.72300,22.41700,5.90800,92.67200,93.33200,0.05000,0.05000,2.52170,0.18700,0.27850,7.47460,2.05240,2.05240,3.22660,1.64080,0.15340,1.96360,4.05910,22.17230,0.47730,0.47730,0.27430,0.38800,11.62660,0.5403,0.5184
2010-03-31,285.38900,251.41300,33.97600,12.25100,-4.46500,16.71600,17.26000,-7.75200,9.50800,4.28100,5.22700,,6.33200,5.80800,33.80400,17.26000,92.55000,93.10300,0.06000,0.06000,2.36350,0.18710,0.27820,11.90520,6.04790,6.04790,3.33160,2.03510,0.15210,1.78730,4.02430,22.36400,0.58820,0.58820,0.33760,0.47810,11.61790,0.23260,0.22220
2009-12-31,256.81390,242.53910,14.27490,15.09300,-6.01300,21.10600,-6.83110,-22.64700,-29.47800,-4.25700,-25.22100,,-24.35400,-24.35400,9.86190,-6.83110,75.34300,75.34300,0.04000,0.04000,2.30170,0.18830,0.27970,5.55850,-2.65990,-2.65990,-11.47840,-9.48310,0.13790,1.84480,4.50860,19.96190,-2.28090,-2.28090,-1.30810,-1.85150,11.53930,0.1387,0.1102
2009-09-30,228.69900,231.05100,-2.35200,11.39500,55.59900,-44.20400,41.85200,-8.85700,32.99500,-6.57700,39.57200,,40.14200,40.14200,60.73800,41.85200,74.21400,74.72100,0.45000,0.45000,1.50570,0.20070,0.40490,-1.02840,18.30000,18.30000,14.42730,17.55230,0.12170,1.76880,3.76690,23.89240,4.03200,4.03200,2.13670,3.22270,13.07410,-0.2453,-0.2806
2009-06-30,189.15300,194.38000,-5.22700,11.27100,-9.16600,20.43700,-25.66400,-10.16300,-35.82700,2.57300,-38.40000,,-107.14600,-107.14600,-4.43200,-25.66400,74.14300,74.14300,-1.45000,-1.45000,1.15770,0.21080,0.44290,-2.76340,-13.56790,-13.56790,-18.94080,-56.64520,0.10130,1.53260,3.88630,23.15840,-11.44950,-11.75660,-5.73540,-9.03560,12.61910,-0.5273,-0.546
