Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.23890,2.31980,0.91910,0.39660,2.44280,,2.83940,-1.92030,0.51860,-1.40170,-1.40170,-1.40170,-1.40170,-1.06840,-1.92030,7.72400,7.72400,-0.18000,-0.18000,0.73130,0.39610,0.70700,28.37680,-59.28790,-59.28790,-43.27580,-43.27580,0.14710,2.25580,2.02290,44.49140,-55.78860,18.07070,-6.36400,-33.69010,0.31210,-0.2738,-0.3555
2024-06-30,1.51050,1.72510,-0.21460,0.39000,2.61190,,3.00180,-3.21640,0.01220,-3.20420,-3.20420,-3.20420,-3.20420,-2.50760,-3.21640,7.45100,7.45100,-0.43000,-0.43000,0.59020,,0.08460,-14.20490,-212.93770,-212.93770,-212.12700,-212.12710,0.07120,1.62680,11.72790,7.67400,-112.29170,40.23680,-15.10670,-112.29090,0.37440,-0.2507,-0.3682
2024-03-31,1.07070,0.97600,0.09460,0.38210,2.47350,,2.85570,-2.76100,0.00870,-2.75230,-2.75230,-2.75230,-2.75230,-2.51950,-2.76100,7.30700,7.30700,-0.38000,-0.38000,2.07300,,0.03330,8.83850,-257.87780,-257.87780,-257.06170,-257.06180,0.08400,0.64970,1.79620,50.10660,-49.86230,-51.03970,-21.59950,-49.86210,0.75470,-0.27820,-0.27940
2023-12-31,1.52590,1.22210,0.30380,0.42030,3.06410,,3.48440,-3.18050,0.01960,-3.16090,-3.16090,-3.16090,-3.16090,-2.94180,-3.18050,7.20420,7.20420,-0.43000,-0.43000,1.92690,,0.00780,19.90820,-208.43330,-208.43330,-207.14600,-207.14600,0.11880,0.80080,1.04340,86.25680,-58.90050,-60.35280,-24.61320,-58.90040,0.73460,-0.4356,-0.4618
2023-09-30,1.53090,1.30430,0.22660,0.45000,2.74760,,3.19760,-2.97100,0.02320,-2.94770,-2.94770,-2.94770,-2.94770,-2.72860,-2.97100,7.24100,7.24100,-0.41000,-0.41000,1.98890,,0.02430,14.80070,-194.06440,-194.06440,-192.54630,-192.54630,0.11440,0.85480,5.91380,15.21870,-51.94980,-53.08210,-22.02900,-51.94970,0.78300,-0.5103,-0.5538
2023-06-30,1.77010,1.52870,0.24130,0.53780,2.85180,,3.38960,-3.14830,0.15890,-2.98940,-2.98940,-2.98940,-2.98940,-2.95600,-3.14830,7.16900,7.16900,-0.42000,-0.42000,1.27740,,0.07650,13.63440,-177.86130,-177.86130,-168.88700,-168.88700,0.14390,0.98960,6.17020,14.58620,-88.32550,-90.80990,-24.29490,-88.32530,0.46750,-0.2672,-0.3042
2023-03-31,2.64430,2.10710,0.53720,0.40490,2.27910,,2.68400,-2.14680,0.00310,-2.14370,-2.14370,-2.14370,-2.14370,-1.95310,-2.14680,7.15700,7.15700,-0.30000,-0.30000,1.82380,,0.03580,20.31440,-81.18620,-81.18620,-81.06840,-81.06840,0.17780,1.37760,3.68620,24.41530,-37.50800,-38.00690,-14.41780,-37.50800,0.79730,-0.00100,-0.03650
2022-12-31,5.93370,3.78980,2.14390,0.35460,2.74930,,3.10390,-0.96000,0.00760,-0.95240,-0.95240,-0.95240,-0.95240,-0.79860,-0.96000,6.17520,6.17520,-0.10000,-0.10000,1.52030,,0.02410,36.13060,-16.17950,-16.17950,-16.05120,-16.05120,0.45330,2.65330,1.73590,51.84710,-23.51400,-23.92590,-7.27650,-23.51390,0.56610,-0.678,-0.7177
2022-09-30,4.02220,2.92270,1.09960,0.32940,2.63910,,2.96860,-1.86900,-0.05610,-1.92510,-1.92510,-1.92510,-1.92510,-1.74860,-1.86900,6.45000,6.45000,-0.30000,-0.30000,1.40980,,0.03170,27.33680,-46.46710,-46.46710,-47.86060,-47.86060,0.25860,4.21060,1.80020,49.99340,-44.84370,-45.68300,-12.37460,-44.84370,0.60830,-0.6442,-0.6805
2022-06-30,3.61710,2.33450,1.28260,0.53030,2.14680,,2.67710,-1.39450,0.05180,-1.34270,-1.34270,-1.34270,-1.34270,-1.24160,-1.39450,6.09700,6.09700,-0.22000,-0.22000,1.16140,,0.07810,35.45930,-38.55180,-38.55180,-37.11970,-37.11970,0.24130,2.99210,11.25920,7.99340,-67.79960,-48.74560,-8.95600,-47.42150,0.46370,0.2018,0.1953
