Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2012-09-30,84.95800,14.59500,70.36300,5.81000,44.82200,25.54100,140.85500,166.39600,0.29400,166.10200,169.90100,5.38800,168.95000,25.54100,25.54100,154.98000,180.85500,1.09000,0.96000,0.31630,1.69700,30.06310,30.06310,195.85680,198.86300,0.02510,18.24220,18.95280,5.01700,9.88440,7.52650,0.1437,0.3617
2012-06-30,80.82900,13.96200,66.86700,6.18900,43.52800,23.33900,-24.64500,-1.30600,0.32400,-1.63000,8.64700,-3.02100,-3.39200,23.33900,23.33900,154.55840,154.79750,-0.02000,-0.02000,0.30590,1.60980,28.87450,28.87450,-1.61580,-4.19650,0.02680,1.03340,0.94320,0.28650,0.55540,6.93710,0.2382,0.6332
2012-03-31,78.23500,13.88600,64.34900,5.37300,42.54700,21.80200,-23.20100,-1.39900,0.18200,-1.58100,5.81200,-0.33400,-2.18700,21.80200,21.80200,154.14900,154.14900,-0.01000,-0.01000,0.16330,1.37340,27.86730,27.86730,-1.78820,-2.79540,0.02570,0.65090,0.56280,0.19080,0.40430,7.73980,0.28410,0.25270
2011-12-31,53.51900,8.81900,44.70000,6.13000,32.69100,12.00900,13.93500,25.94400,0.16800,25.77600,35.46400,-21.44800,7.50400,12.00900,12.00900,152.47300,152.47300,0.05000,0.05000,0.16680,1.42060,22.43880,22.43880,48.47620,14.02120,0.01770,4.13080,3.03060,1.17170,2.52510,7.55270,0.4254,0.5299
2011-09-30,79.83600,15.21500,64.62100,5.08000,45.46000,19.16100,-44.31800,-25.15700,0.26300,-25.42000,-16.37300,-14.47100,-37.04800,19.16100,19.16100,157.20600,157.20600,-0.24000,-0.24000,0.15480,1.32930,24.00040,24.00040,-31.51090,-46.40510,0.02520,-1.72390,-1.49670,-0.51750,-1.08450,8.08120,0.2318,0.2655
2011-06-30,78.46800,14.31300,64.15500,5.53500,45.89900,18.25600,-54.95700,-36.70100,0.22000,-36.92100,-29.32100,-27.63600,-50.53900,18.25600,18.25600,151.52700,151.52700,-0.33000,-0.33000,0.14930,1.28710,23.26550,23.26550,-46.77190,-64.40710,0.02420,-2.92560,-2.57820,-0.90510,-1.87640,8.43900,0.2547,0.2077
2011-03-31,80.47500,16.04800,64.42700,5.44500,43.85200,20.57500,-18.00900,2.56600,-1.53300,4.09900,8.09800,-24.09100,-23.63800,20.57500,20.57500,146.17600,146.17600,-0.16000,-0.16000,0.15010,1.29550,25.56690,25.56690,3.18860,-29.37310,0.02500,0.81700,0.71720,0.25130,0.52210,8.96290,0.26950,0.77920
2010-12-31,60.25100,9.88300,50.36800,6.65700,38.55500,11.81300,-17.83600,-6.02300,-0.14900,-5.87400,-0.19900,14.47600,5.27200,11.81300,11.81300,130.98600,130.98600,0.06000,0.06000,0.14630,1.30890,19.60630,19.60630,-9.99650,8.75010,0.01810,-0.01940,-0.01730,-0.00600,-0.01250,9.25340,0.4136,0.223
2010-09-30,82.38400,15.70100,66.68300,4.88200,43.64900,23.03400,-21.89200,1.14200,0.45000,0.69200,6.15100,1.18900,0.05800,23.03400,23.03400,133.71300,133.71300,0.00000,0.00000,0.15430,1.50500,27.95930,27.95930,1.38620,0.07040,0.02430,0.65250,0.58160,0.18170,0.40940,9.45800,0.3003,0.809
2010-06-30,80.56500,16.33200,64.23300,4.93900,43.77800,20.45500,-35.95700,-15.50200,0.60500,-16.10700,-10.73900,-18.96200,-30.37900,20.45500,20.45500,133.14100,133.14100,-0.23000,-0.23000,0.15220,1.56520,25.38940,25.38940,-19.24160,-37.70740,0.02290,-1.11800,-1.01060,-0.30570,-0.70660,9.62390,0.217,0.2333
2010-03-31,82.15000,17.27800,64.87200,5.97800,45.94800,18.92400,-26.78100,-7.85700,0.63700,-8.49400,-3.25500,-26.07100,-33.04700,18.92400,18.92400,121.47300,121.47300,-0.27000,-0.27000,0.14720,1.48470,23.03590,23.03590,-9.56420,-40.22760,0.02320,-0.32250,-0.29690,-0.09200,-0.20760,10.00440,0.32690,0.33720
2009-12-31,51.50500,6.85500,44.65000,5.49900,31.08400,13.56600,-19.67300,-6.10700,0.71900,-6.82600,0.81100,-49.73900,-52.24900,13.56600,13.56600,109.28100,109.28100,-0.38000,-0.38000,0.09050,1.59780,26.33920,26.33920,-11.85710,-101.44450,0.01440,0.08370,0.07870,0.02270,0.05690,10.63810,0.3564,0.5821
2009-09-30,91.95100,19.45800,72.49300,5.05100,47.24900,25.24400,-20.87900,4.36500,0.65800,3.70700,3.18200,-25.31300,-28.47400,25.24400,25.24400,112.21700,112.21700,-0.25000,-0.25000,0.08680,1.57870,27.45380,27.45380,4.74710,-30.96650,0.02480,0.30880,0.29580,0.08600,0.21390,11.63920,0.2875,0.2323
2009-06-30,93.66700,19.62700,74.04000,6.21400,48.39600,25.64400,-19.59700,6.04700,0.32100,5.72600,-77.43800,1.04500,-90.45000,25.64400,25.64400,104.16300,104.16300,-0.87000,-0.87000,0.08600,1.61200,27.37780,27.37780,6.45580,-96.56550,0.02470,-7.41470,-7.22220,-2.04270,-5.15780,12.58840,0.3767,1.1322
2009-03-31,93.49600,19.92700,73.56900,6.61200,50.33200,23.23700,-31.99500,-8.75800,0.67100,-9.42900,-56.55300,-7.26700,-71.70300,23.23700,23.23700,99.95500,99.95500,-0.72000,-0.72000,0.08300,1.62650,24.85350,24.85350,-9.36720,-76.69100,0.02360,-5.26170,-5.12330,-1.42760,-3.63400,14.16070,0.43720,0.54650
