Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,85.57000,15.01100,70.55900,10.99300,59.38000,11.17900,-4.38700,6.79200,0.02100,6.77100,5.61300,,4.68900,11.17900,11.17900,291.53000,291.60100,0.02000,0.02000,0.16680,0.73880,13.06420,13.06420,7.93740,5.47970,0.02220,0.27630,0.26400,0.14560,0.22000,7.21850,0.2216,0.2875
2024-06-30,85.78600,15.48200,70.30400,9.24800,57.59500,12.70900,-6.82000,5.88900,0.08300,5.80600,4.80100,,3.77500,12.70900,12.70900,291.40400,291.61500,0.01000,0.01000,0.16440,0.72720,14.81480,14.81480,6.86480,4.40050,0.02210,0.23230,0.22220,0.12360,0.18570,7.34080,0.1317,0.1812
2024-03-31,86.25100,15.18800,71.06300,9.49300,57.00200,14.06100,-13.21000,0.85100,0.12500,0.72600,-0.55500,,-1.93100,14.06100,14.06100,291.28800,291.28800,-0.01000,-0.01000,0.16060,0.79730,16.30240,16.30240,0.98670,-2.23880,0.02080,-0.02610,-0.02500,-0.01340,-0.02100,7.54530,0.13360,0.12460
2023-12-31,82.95600,12.71300,70.24300,9.46800,55.68800,14.55500,6.20800,20.76300,0.05700,20.70600,19.48700,,12.98500,14.55500,14.55500,290.24600,291.19400,0.04000,0.04000,0.15780,0.78170,17.54540,17.54540,25.02890,15.65290,0.01980,0.89740,0.86020,0.46480,0.72440,7.72010,0.1922,0.2548
2023-09-30,85.42200,14.69300,70.72900,8.61400,54.18400,16.54500,-3.41900,13.12600,0.22000,12.90600,12.90100,,11.03900,16.54500,16.54500,290.29200,291.25300,0.04000,0.04000,0.15700,0.64550,19.36860,19.36860,15.36610,12.92290,0.02170,0.58640,0.56230,0.32840,0.47410,7.84020,0.2088,0.3535
2023-06-30,87.05000,15.74500,71.30500,9.01000,55.00300,16.30200,-22.85800,-6.55600,0.21000,-6.76600,-7.78000,,-9.68300,16.30200,16.30200,290.18700,291.01600,-0.03000,-0.03000,0.15550,0.63970,18.72720,18.72720,-7.53130,-11.12350,0.02200,-0.34970,-0.33550,-0.19630,-0.28340,7.92500,0.1893,0.1749
2023-03-31,85.07500,15.24300,69.83200,9.24200,54.98300,14.84900,-6.92200,7.92700,0.21600,7.71100,11.31500,,9.52200,14.84900,14.84900,290.08100,291.04000,0.03000,0.03000,0.15310,0.62930,17.45400,17.45400,9.31770,11.19250,0.02120,0.49920,0.47930,0.28250,0.40590,8.06940,0.12900,0.21020
2022-12-31,81.10400,12.59100,68.51300,9.62100,55.54300,12.97000,26.96100,39.93100,0.15100,39.78000,40.20600,,36.87500,12.97000,12.97000,279.88800,282.47300,0.13000,0.13000,0.15140,0.62240,15.99180,15.99180,49.23430,45.46630,0.02000,1.75040,1.68160,0.99180,1.42690,8.19630,0.1344,0.2756
2022-09-30,80.08800,13.96100,66.12700,9.06000,54.00600,12.12100,13.08100,25.20200,0.27100,24.93100,23.59100,,21.77600,12.12100,12.12100,277.53600,278.52200,0.08000,0.08000,0.20170,0.73570,15.13460,15.13460,31.46790,27.19010,0.02000,1.11890,1.07110,0.58810,0.85510,7.97720,0.2198,0.5161
2022-06-30,79.77500,13.70200,66.07300,9.29600,54.48900,11.58400,24.59800,36.18200,0.26300,35.91900,41.53800,,39.66700,11.58400,11.58400,283.56800,285.43600,0.14000,0.14000,0.19470,0.71370,14.52080,14.52080,45.35510,49.72360,0.01970,1.91810,1.83820,1.02450,1.48030,8.02230,0.1879,0.3434
2022-03-31,80.27800,14.61600,65.66200,10.73700,55.24300,10.41900,-10.39500,0.02400,0.41700,-0.39300,10.90800,,8.98900,10.41900,10.41900,283.64000,289.06800,0.03000,0.03000,0.15520,0.64420,12.97870,12.97870,0.02990,11.19730,0.02010,0.48990,0.47010,0.27360,0.39710,8.06080,0.14560,0.12580
2021-12-31,86.48200,13.34800,73.13400,10.76300,56.89800,16.23600,246.78300,263.01900,0.30700,262.71200,262.77100,,260.41900,16.23600,16.23600,277.64100,287.37000,0.93000,0.92000,0.15500,0.64440,18.77390,18.77390,304.13150,301.12500,0.02160,11.78760,11.31060,6.56020,9.55780,8.18750,0.1733,2.0455
2021-09-30,83.41700,11.40600,72.01100,8.36300,53.72200,18.28900,-10.88600,7.40300,0.27000,7.13300,7.05800,,5.02800,18.28900,18.28900,278.12400,282.04800,0.02000,0.02000,0.17070,0.73930,21.92480,21.92480,8.87470,6.02750,0.02220,0.35750,0.34120,0.18780,0.28300,7.31800,0.2018,0.1725
2021-06-30,81.54100,11.62600,69.91500,7.91200,50.95600,18.95900,55.25600,74.21500,0.34400,73.87100,73.78700,,71.00000,18.95900,18.95900,275.56900,277.46600,0.26000,0.26000,0.21170,0.71160,23.25090,23.25090,91.01560,87.07280,0.02230,3.76970,3.59700,2.01530,2.83570,7.38810,0.186,0.6269
2021-03-31,92.55700,10.93400,81.62300,8.42000,50.59600,31.02700,10.91000,41.93700,0.37200,41.56500,41.47500,,39.40100,31.02700,31.02700,275.41600,279.05400,0.14000,0.14000,0.17510,0.66670,33.52210,33.52210,45.30940,42.56950,0.02650,2.17000,2.06820,1.18830,1.70610,7.22340,0.20570,0.40350
2020-12-31,83.31500,9.76400,73.55100,7.75900,48.48200,25.06900,80.58000,105.64900,0.22300,105.42600,105.22200,,102.71300,25.06900,25.06900,266.91500,268.18300,0.37000,0.39000,0.17610,0.67360,30.08940,30.08940,126.80670,123.28270,0.02390,5.54640,5.28450,3.01220,4.35420,7.18430,0.2002,0.5481
2020-09-30,84.51400,11.34300,73.17100,7.23200,47.78700,25.38400,18.65100,44.03500,0.28600,43.74900,43.61800,,40.28500,25.38400,25.38400,274.69600,276.02300,0.15000,0.15000,0.18180,0.71140,30.03530,30.03530,52.10380,47.66670,0.02330,2.39620,2.27850,1.20430,1.86430,6.91250,0.2048,0.2993
2020-06-30,81.79200,10.27600,71.51600,7.55500,47.36000,24.15600,-4.50600,19.65000,0.42200,19.22800,19.13100,,17.25400,24.15600,24.15600,264.78600,269.08900,0.07000,0.06000,0.19730,0.70610,29.53350,29.53350,24.02440,21.09500,0.02410,1.06390,1.01110,0.56370,0.81160,6.84910,0.1702,0.3038
2020-03-31,80.82700,10.27600,70.55100,7.82500,48.33400,22.21700,-3.40700,18.81000,0.65300,18.15700,18.42000,,16.53600,22.21700,22.21700,253.03800,257.34700,0.07000,0.06000,0.19970,0.83970,27.48710,27.48710,23.27190,20.45850,0.02450,1.14510,1.08180,0.55930,0.86570,6.67110,0.17740,0.25510
2019-12-31,83.03600,11.05200,71.98400,7.13300,43.11000,28.87400,57.21800,86.09200,0.27100,85.82100,85.42300,,83.53900,28.87400,28.87400,237.64200,237.93500,0.35000,0.36000,0.19760,0.76070,34.77290,34.77290,103.68040,100.60580,0.02610,5.23840,4.95290,2.68600,3.97400,6.76970,0.2155,0.9241
2019-09-30,81.55000,10.61100,70.93900,7.79100,45.00200,25.93700,119.41500,145.35200,0.24100,145.11100,147.82100,,141.56000,25.93700,25.93700,236.28500,241.35500,0.60000,0.59000,0.21070,0.81450,31.80500,31.80500,178.23670,173.58670,0.02690,9.87440,9.29090,4.87120,7.33340,6.41920,0.2174,1.0839
2019-06-30,80.13500,9.78800,70.34700,7.33400,44.14500,26.20200,-1.96200,24.24000,0.43000,23.81000,23.76900,,21.72100,26.20200,26.20200,232.63500,236.30000,0.09000,0.09000,0.26370,1.04910,32.69730,32.69730,30.24900,27.10550,0.02670,1.90130,1.76830,0.79310,1.30210,5.72310,0.1731,0.325
2019-03-31,81.24800,10.56700,70.68100,8.52700,46.12200,24.55900,3.53900,28.09800,0.43700,27.66100,28.28000,,26.40500,24.55900,24.55900,232.53800,236.14200,0.11000,0.11000,0.24050,1.10400,30.22720,30.22720,34.58300,32.49930,0.02740,2.26000,2.10210,0.95210,1.59640,5.72820,0.20170,0.51850
2018-12-31,88.18200,9.61400,78.56800,7.76300,46.26100,32.30700,-7.74700,24.56000,0.40200,24.15800,25.67400,,23.93200,32.30700,32.30700,236.66600,240.81100,0.10000,0.11000,0.24030,1.10830,36.63670,36.63670,27.85150,27.13930,0.02990,2.04960,1.90650,0.86920,1.44830,5.73030,0.215,0.6452
2018-09-30,100.29500,10.67800,89.61700,7.48200,45.19800,44.41900,176.87100,221.29000,0.44400,220.84600,220.85000,,216.19000,44.41900,44.41900,237.35500,246.05800,0.91000,0.90000,0.29140,1.18510,44.28840,44.28840,220.63910,215.55410,0.03160,16.94950,15.80890,6.96260,11.20290,5.84650,0.2223,2.9681
2018-06-30,105.67300,10.90600,94.76700,7.42100,52.86100,41.90600,-42.39700,-0.49100,0.37900,-0.87000,-0.79500,,-3.32700,41.90600,41.90600,237.31300,237.31300,-0.01000,-0.01000,0.37080,1.72200,39.65630,39.65630,-0.46460,-3.14840,0.03040,-0.07000,-0.06470,-0.02290,-0.04070,5.12440,0.231,0.4917
2018-03-31,102.82100,11.47700,91.34400,8.99600,55.53300,35.81100,-50.24400,-14.43300,0.50300,-14.93600,-14.82300,,-15.95700,35.81100,35.81100,238.07200,238.07200,-0.07000,-0.07000,0.39270,1.57140,34.82850,34.82850,-14.03700,-15.51920,0.03010,-1.25580,-1.16320,-0.43440,-0.70630,5.31060,0.23620,0.46630
2017-12-31,103.21800,12.41000,90.80800,8.59700,53.85900,36.94900,-4.97400,31.97500,0.74300,31.23200,31.44800,,29.23500,36.94900,36.94900,237.75800,241.53800,0.12000,0.12000,0.39730,1.54300,35.79710,35.79700,30.97810,28.32360,0.02910,2.52230,2.34540,0.88510,1.41360,5.57080,0.2301,0.3777
2017-09-30,97.68900,11.69400,85.99500,7.96300,51.45800,34.53700,-28.84900,5.68800,0.37500,5.31300,5.59600,,3.91600,34.53700,34.53700,237.98900,241.70300,0.02000,0.02000,0.40450,1.53650,35.35400,35.35400,5.82260,4.00860,0.02720,0.44220,0.41160,0.15570,0.24510,5.64940,0.2743,0.4093
2017-06-30,95.68400,12.97400,82.71000,8.14100,50.46100,32.24900,-21.25000,10.99900,0.37700,10.62200,7.36500,,5.51900,32.24900,32.24900,237.72000,241.53100,0.02000,0.02000,0.31050,1.30890,33.70370,33.70370,11.49510,5.76790,0.02840,0.56560,0.52750,0.21880,0.36370,5.80240,0.2008,0.4191
2017-03-31,96.09900,12.11600,83.98300,9.45700,52.34800,31.63500,9.09700,40.73200,0.42200,40.31000,42.22000,,40.39700,31.63500,31.63500,237.18000,241.08800,0.17000,0.17000,0.30530,1.29610,32.91920,32.91920,42.38550,42.03690,0.02790,3.16020,2.95250,1.22490,2.05100,5.94850,0.23820,0.60120
2016-12-31,95.32600,12.51200,82.81400,8.07200,49.43300,33.38100,-17.30800,16.07300,0.34000,15.73300,16.92900,,14.42800,33.38100,33.38100,233.63300,237.67900,0.06000,0.06000,0.30780,1.31720,35.01770,35.01770,16.86110,15.13540,0.02770,1.28400,1.19850,0.49190,0.82960,5.93390,0.238,0.5365
2016-09-30,105.98100,11.47200,94.50900,7.51000,47.79800,46.71100,-74.20100,-27.49000,0.46200,-27.95200,-27.61200,,-26.97500,46.71100,46.71100,234.20700,234.20700,-0.12000,-0.12000,0.30720,1.32730,44.07490,44.07490,-25.93860,-25.45270,0.03070,-2.08830,-1.94970,-0.80040,-1.35080,5.97360,0.2739,0.958
2016-06-30,116.91200,11.29300,105.61900,7.74700,49.01900,56.60000,-0.00800,56.59200,0.22400,56.36800,56.68000,,53.87500,56.60000,56.60000,232.59300,235.22700,0.23000,0.23000,0.34130,1.42390,48.41250,48.41250,48.40560,46.08170,0.03140,4.11590,3.85290,1.52170,2.53770,6.25810,0.2492,0.5681
2016-03-31,111.27700,12.07800,99.19900,7.77500,50.90200,48.29700,-3.17300,45.12400,0.41300,44.71100,50.45300,,47.78100,48.29700,48.29700,232.64300,238.88500,0.21000,0.20000,0.34960,1.50500,43.40250,43.40250,40.55110,42.93880,0.02910,3.68400,3.44730,1.31870,2.24230,6.22760,0.24790,0.48470
2015-12-31,106.62600,14.05500,92.57100,6.74900,48.15300,44.41800,-9.61500,34.80300,0.10400,34.69900,35.51300,,33.24600,44.41800,44.41800,233.45500,233.75200,0.14000,0.14000,0.35820,1.49220,41.65780,41.65780,32.64030,31.18000,0.02800,2.59500,2.42820,0.93250,1.55850,6.23480,0.2723,0.2286
2015-09-30,105.43800,13.48400,91.95400,6.73400,46.44600,45.50800,-50.89900,-5.39100,0.07500,-5.46600,-5.20000,0.00000,-7.62900,45.50800,45.50800,234.01800,234.01800,-0.03000,-0.03000,0.32880,1.37690,43.16090,43.16090,-5.11300,-7.23550,0.02890,-0.37840,-0.35420,-0.14240,-0.23770,6.24240,0.3065,0.5886
2015-06-30,110.33300,15.53400,94.79900,7.97100,49.77900,45.02000,4.83400,49.85400,-0.05200,49.90600,50.21200,-0.00500,47.65400,45.02000,45.02000,233.81200,239.90300,0.20000,0.20000,0.32630,1.37730,40.80380,40.80380,45.18500,43.19110,0.02900,3.50380,3.28810,1.31860,2.21520,6.47230,0.2204,0.5151
2015-03-31,108.44200,16.58200,91.86000,7.82200,48.09600,43.76400,-11.00500,32.75900,0.44100,32.31800,32.68400,1.68700,31.82900,43.76400,43.76400,232.52600,232.95700,0.14000,0.14000,0.33010,1.42140,40.35710,40.35710,30.20880,29.35120,0.02830,2.31400,2.16960,0.85400,1.45340,6.41550,0.24860,0.26030
2014-12-31,107.66100,17.09900,90.56200,7.16100,47.26600,43.29600,-38.70900,4.58700,0.16200,4.42500,4.80600,33.37900,35.70100,43.29600,43.29600,228.96600,229.43700,0.16370,0.16370,0.30100,1.38690,40.21510,40.21510,4.26060,33.16060,0.02850,0.33970,0.31850,0.12720,0.22260,6.46830,0.2156,0.8461
2014-09-30,106.57200,15.50400,91.06800,6.42600,45.44800,45.62000,-23.02300,22.59700,0.07200,22.52500,22.69800,19.47900,38.72000,45.62000,45.62000,229.46400,229.92200,0.17000,0.17000,0.30490,1.44050,42.80670,42.80670,21.20350,36.33220,0.02780,1.61440,1.51320,0.59120,1.05180,6.48050,0.2668,0.4744
2014-06-30,105.44700,15.44900,89.99800,6.63100,44.39400,45.60400,-26.42700,19.17700,0.28400,18.89300,18.68400,-3.39700,12.74200,45.60400,45.60400,228.36800,228.85100,0.05000,0.05000,0.30730,1.45970,43.24830,43.24830,18.18640,12.08380,0.02750,1.34220,1.25730,0.48690,0.87100,6.45030,0.1893,0.3229
2014-03-31,104.13800,15.62100,88.51700,8.03700,45.98400,42.53300,-40.56900,1.96400,0.59100,1.37300,1.65400,0.16000,-0.83900,42.53300,42.53300,227.15700,227.15700,-0.00370,-0.00370,0.31730,1.38840,40.84290,40.84290,1.88600,-0.80570,0.02740,0.11700,0.10970,0.04350,0.07490,6.56540,0.26390,0.25190
2013-12-31,80.59300,10.69900,69.89400,8.41100,40.77500,29.11900,-48.60800,-19.48900,0.19500,-19.68400,-19.44300,12.44200,-8.92300,29.11900,29.11900,209.79700,209.79700,-0.03600,-0.03600,0.28400,1.33540,36.13090,36.13090,-24.18200,-11.07170,0.02140,-1.34510,-1.26300,-0.51540,-0.90430,6.73250,0.2601,0.2412
2013-09-30,93.05200,14.62900,78.42300,6.35500,47.49100,30.93200,-22.87500,8.05700,2.43300,5.62400,4.88700,0.26800,2.97800,30.93200,30.93200,213.64900,214.40600,0.01000,0.01000,0.27160,1.25110,33.24160,33.24160,8.65860,3.20040,0.02690,0.35910,0.33590,0.14150,0.24470,6.72270,0.2736,0.355
2013-06-30,94.73100,14.82100,79.91000,6.50900,48.57300,31.33700,-31.69600,-0.35900,0.15200,-0.51100,-0.30700,8.13900,-0.84900,31.33700,31.33700,211.61900,211.61930,-0.00400,-0.00400,0.24810,1.20520,33.08000,33.08000,-0.37900,-0.89620,0.02750,-0.02220,-0.02080,-0.00890,-0.01560,6.88750,0.1478,0.2945
2013-03-31,92.67900,14.60800,78.07100,7.15100,49.48800,28.58300,-34.47900,-5.89600,0.39700,-6.29300,-6.15800,4.03500,-7.29500,28.58300,28.58300,189.23200,189.23200,-0.04000,-0.04000,0.20470,1.03030,30.84090,30.84090,-6.36170,-7.87130,0.02620,-0.44060,-0.37510,-0.17420,-0.29830,7.68330,0.30190,0.21990
2012-12-31,52.98600,6.31400,46.67200,6.31700,27.70700,18.96500,-19.14800,-0.18300,0.06600,-0.24900,-0.18700,-1.56800,-6.56000,18.96500,18.96500,159.10900,179.66000,-0.07000,0.00000,0.25750,1.40880,35.79250,35.79250,-0.34540,-12.38060,0.01550,-0.01720,-0.01400,-0.00550,-0.01040,7.46380,0.2458,0.2502
