Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,11527.21000,6745.69000,4781.52000,3749.46800,-9.74400,3759.21000,1022.30800,260.07200,1282.32200,380.19000,902.13200,,884.79000,24.01200,730.22000,1022.30800,1022.30800,357.82260,357.82260,2.04160,2.04160,1.71830,0.26480,0.37640,41.48030,8.86860,8.86860,11.12430,6.33480,0.24220,2.01330,5.00060,17.99770,,6.84180,1.85940,3.07060,59.20560,-8.2192,-2.6046
2023-12-31,9689.79100,5187.35600,4502.43500,3594.28000,781.61520,2812.66500,1689.77100,-1299.81500,389.95570,-165.20360,555.15930,,561.12900,24.40600,389.25560,1689.77100,1689.77000,357.15340,357.82260,1.11910,1.09910,1.95290,0.25330,0.36160,46.46640,17.43870,17.43870,4.02440,4.01720,0.20320,1.50580,2.74730,32.75920,2.50590,4.03200,1.17670,1.87120,62.58530,8.2192,2.6046
2023-09-30,11022.37000,6798.36200,4224.00500,3304.98100,14.41560,3290.56800,933.43950,273.01750,1206.45700,383.24400,823.21280,,816.76680,-69.14800,570.88120,933.43950,933.43950,358.16180,358.16180,1.59390,1.59390,1.92670,0.26040,0.37600,38.32160,8.46860,8.46860,10.94550,5.17930,0.22990,2.07980,4.15180,21.67710,,6.25670,1.70360,2.74230,61.56060,0,0
2023-06-30,11219.25000,6998.59000,4220.66200,3247.42500,-34.75240,3282.18000,938.48540,121.46360,1059.94800,317.97880,741.96950,,728.95140,-223.73980,348.88240,938.48540,938.48540,358.19500,358.19500,0.97400,0.97400,1.76410,0.26520,0.38450,37.61980,8.36500,8.36500,9.44760,3.10970,0.25380,2.11160,4.18410,21.51020,,4.63530,1.64900,2.61630,57.21450,0,0
2023-03-31,9648.59000,6056.69300,3591.89700,2933.31300,13.72160,2919.59100,672.30570,91.33440,763.63920,231.98080,531.65840,,521.15280,2176.48200,2576.98100,672.30570,672.30570,358.26670,358.26670,7.19300,7.19300,1.77130,0.27720,0.42950,37.22720,6.96790,6.96790,7.91450,26.70840,0.22200,1.84300,4.39310,20.48680,,3.50490,1.19930,1.94610,54.09690,0.00000,
2022-12-31,15986.34000,10091.41000,5894.93100,4533.01500,,4512.30000,1382.63900,-562.03470,819.35600,293.28540,526.07060,,614.83600,,271.59590,1382.63900,1382.63900,357.35280,357.35280,0.18280,0.18280,1.28030,0.33920,0.56760,36.87510,8.64890,8.64890,5.12540,1.69890,0.39020,3.16150,4.80360,18.73600,3.54820,8.15110,1.50060,2.34470,48.42620,10.4183,6.1508
2022-09-30,8480.20100,5385.29200,3094.91000,2358.10900,-7.21240,2365.32100,729.58840,-77.36040,652.22820,223.38680,428.84140,,655.43920,,530.95120,729.58840,729.58840,358.26670,358.26670,1.48200,1.48200,1.39580,0.31690,0.50890,36.49570,8.60340,8.60340,7.69120,6.26110,0.23130,1.97360,4.24850,21.18410,,8.04390,1.78740,2.74250,45.62500,0,0
2022-06-30,2859.81900,1598.74600,1261.07300,870.65520,-12.97400,883.62900,377.44340,-27.69450,350.99660,122.65420,228.34240,,228.34240,,230.88730,377.44340,377.44340,210.31800,210.31800,1.09780,1.09780,1.27710,0.36960,0.65690,44.09450,13.19820,13.19820,12.27340,8.07350,0.20740,2.24500,4.51130,19.95010,,23.70370,1.65630,2.32950,17.26920,0,0
2022-03-31,7204.63700,4546.55000,2658.08700,2077.22100,-0.53680,2077.75700,580.32960,-263.91040,316.41920,98.67360,217.74560,,285.38240,,194.56560,580.32960,580.32960,288.91300,288.91300,0.67340,0.67340,1.60840,0.34320,0.53880,36.89410,8.05490,8.05490,4.39190,2.70060,0.19830,1.76500,4.33140,20.77850,,3.45300,0.78550,1.14790,45.63200,0.00000,
2021-12-31,7016.82900,4235.90200,2780.92700,2061.02300,,2042.00800,738.91890,-151.31800,587.60210,189.37720,398.22480,,462.95790,,303.55270,738.91890,738.92040,357.46800,357.46800,0.85320,0.85320,1.68750,0.35690,0.56870,39.63230,10.53070,10.53070,8.37420,4.32610,0.19520,1.70730,2.76800,32.51470,2.83400,5.36640,1.28770,1.82270,45.65390,9.9701,7.6091
2021-09-30,7122.15000,4467.45000,2654.70000,2008.10000,2.20000,2005.90000,648.79980,-4.45000,644.35000,210.25000,434.10000,,802.30000,,705.70000,648.79980,648.79980,358.22340,358.22340,1.97000,1.97000,1.68920,0.35550,0.56710,37.27390,9.10960,9.10960,9.04710,9.90850,0.19730,1.87630,4.72280,19.05670,,9.34600,2.22220,3.18060,45.43660,0,0
2021-06-30,6852.90000,4160.00000,2692.90000,1987.40000,-6.85000,1994.25000,698.64990,-320.40000,378.25000,165.55000,212.70000,,262.75000,,154.10000,698.64990,698.64990,358.37210,358.37210,0.43000,0.43000,1.66560,0.36630,0.59680,39.29580,10.19500,10.19500,5.51960,2.24870,0.19760,1.87450,5.09770,17.65490,,3.48340,0.75750,1.08920,42.72040,0,0
2021-03-31,6124.12100,3834.64800,2289.47300,1806.47600,-14.36640,1820.84300,468.62990,-71.83200,396.79800,130.82280,265.97520,,307.99200,,224.64720,468.62990,468.62990,356.69600,356.69600,0.62980,0.62980,1.60810,0.37230,0.61910,37.38450,7.65220,7.65220,6.47930,3.66820,0.18060,1.79300,4.80330,18.73690,,4.27720,0.90850,1.31060,41.22550,0.00000,
2020-12-31,7963.51200,4811.30200,3152.21000,2344.75200,,2293.11400,859.09620,-582.16600,276.93110,206.40930,70.52180,,-22.41080,,150.34140,859.09620,859.09770,156.66670,156.66670,0.49140,0.49140,1.69960,0.36930,0.61420,39.58320,10.78790,10.78790,3.47750,1.88790,0.23130,2.17310,3.49280,25.76750,-0.14510,-0.29390,-0.06510,-0.09150,43.15540,17.0617,11.2213
2020-09-30,5730.49500,3531.81400,2198.68100,1675.01300,-9.28650,1684.30000,514.38130,-351.52800,162.85350,54.13350,108.72000,,212.50230,,146.00190,514.38130,514.38130,275.00800,275.00800,0.53090,0.53090,1.68340,0.37090,0.64970,38.36810,8.97620,8.97620,2.84190,2.54780,0.17350,1.92770,4.87420,18.46440,,2.94930,0.64340,0.92410,40.42870,0,0
2020-06-30,4912.65000,3044.61300,1868.03700,1519.86100,-28.31400,1548.17500,319.86230,-468.46800,-148.60560,245.94570,-394.55130,,-462.24750,,-501.58680,319.86230,319.86230,1157.62400,1157.62400,-0.43330,-0.43330,1.47620,0.34980,0.65740,38.02510,6.51100,6.51100,-3.02500,-10.21010,0.15380,1.70070,4.42990,20.31630,,-6.77370,-1.44700,-2.16570,38.78700,0,0
2020-03-31,6175.34200,3860.27100,2315.07100,1820.37400,-14.03900,1834.41200,480.65870,198.16200,678.82100,238.51150,440.30950,,460.15600,,393.24350,480.65870,480.65870,643.60600,643.60600,0.61100,0.61100,1.60460,0.31920,0.56410,37.48900,7.78350,7.78350,10.99240,6.36800,0.16060,1.86710,4.56980,19.69440,,4.56510,1.19700,1.78360,49.08980,0.00000,
2019-12-31,7401.88500,4500.88800,2900.99800,2085.12100,,2009.55200,891.44480,-453.66950,439.76340,166.11030,273.65300,,387.22960,,312.28700,891.44480,891.44530,357.59620,357.82260,0.61490,0.61390,1.26400,0.23800,0.36210,39.19270,12.04350,12.04350,5.94120,4.21900,0.21900,2.06940,2.88460,31.20020,2.24200,4.07570,1.14550,1.70830,48.26970,9.133,5.8325
2019-09-30,6719.20500,4201.73000,2517.47500,1861.67300,-5.25300,1866.92700,650.54830,-72.66650,577.88150,174.63650,403.24500,,495.06950,,374.61100,650.54830,650.54830,378.77800,378.77800,0.98900,0.98900,1.52000,0.22230,0.34940,37.46690,9.68190,9.68190,8.60040,5.57520,0.20400,2.25750,5.18330,17.36330,,4.98500,1.50310,2.21880,48.49530,0,0
2019-06-30,6705.54000,4200.57900,2504.96100,1831.18000,-49.52810,1880.70800,624.25290,-178.81370,443.45170,113.70020,329.75150,,405.16810,,294.76280,624.25290,624.25290,356.72600,356.72600,0.82630,0.82630,1.39830,0.22650,0.35460,37.35660,9.30950,9.30950,6.61320,4.39580,0.20380,2.14530,4.88950,18.40670,,4.26480,1.23120,1.81710,48.19900,0,0
2019-03-31,6040.37000,3810.80200,2229.56700,1741.02600,-20.78790,1761.81400,467.75340,-215.85030,251.90350,100.55300,151.35050,,200.53290,,116.33930,467.75340,467.75340,181.54470,181.54470,0.64080,0.64080,1.39050,0.30490,0.49670,36.91110,7.74380,7.74380,4.17030,1.92600,0.18790,2.13800,4.79460,18.77120,,2.17240,0.62370,0.83180,46.83150,0.00000,
2018-12-31,5067.61200,3004.52200,2063.08900,1446.98000,,1389.76500,673.32520,-14.50880,658.81670,154.76690,504.04970,,550.17750,149.35200,337.22030,673.32520,673.32570,357.56140,357.82260,1.25220,1.24920,1.75050,0.25520,0.38340,40.71130,13.28680,13.28680,13.00050,6.65440,0.17260,1.65360,2.22850,40.38590,3.21950,5.68780,1.87420,2.39780,47.75830,7.0258,4.0215
2018-09-30,6249.98900,3963.48500,2286.50400,1743.50900,-15.41760,1758.92600,527.57760,-270.38880,257.18880,94.19520,162.99360,,326.72640,21.64800,247.79040,527.57760,527.57760,357.82260,357.82260,0.69250,0.69250,1.63290,0.26610,0.40080,36.58410,8.44130,8.44130,4.11500,3.96470,0.20380,2.30680,4.64360,19.38140,,3.40420,1.06540,1.40640,47.64830,0,0
2018-06-30,6447.40400,4083.83500,2363.56900,1777.39400,-31.27850,1808.67200,554.89650,177.53780,732.43390,236.83770,495.59620,,557.17090,,557.17090,554.89650,554.89650,445.73670,445.73670,1.25000,1.25000,1.49150,0.27030,0.41450,36.65920,8.60650,8.60650,11.36010,8.64180,0.21330,2.28220,4.60260,19.55410,,6.21650,1.84310,2.42170,46.91620,0,0
2018-03-31,6158.99600,3950.15800,2208.83700,1749.11700,-10.51980,1759.63700,449.20020,-384.64020,64.56060,32.20020,32.36040,,78.92520,,78.81840,449.20020,449.20020,357.82300,357.82300,0.22030,0.22030,1.45570,0.25300,0.37860,35.86360,7.29340,7.29340,1.04820,1.27970,0.20200,2.15520,4.43860,20.27670,,0.89970,0.25880,0.35330,46.63750,0.00000,
2017-12-31,5337.42500,3220.66900,2116.75500,1463.56600,,1451.89500,664.86040,-1426.36200,-761.49870,12.81500,-774.31370,,-671.25930,,-240.19210,664.86040,664.86080,357.49420,357.82260,-1.17800,-1.18350,1.72510,0.25900,0.38990,39.65880,12.45660,12.45660,-14.26720,-4.50010,0.17810,1.81550,2.40320,37.45070,-3.91290,-7.21090,-2.24000,-2.89950,47.94270,5.8241,2.9288
