Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-06-30,56.77900,30.11000,26.66900,7.65600,22.79600,30.45200,-3.78300,0.72900,-3.05400,-6.52600,3.47200,3.47200,,3.47200,-0.93300,-3.78300,23.10300,24.44700,0.15000,0.14000,6.70710,,,46.96980,-6.66270,-6.66270,-5.37870,6.11490,0.18110,2.12700,42.31410,1.29010,1.35930,1.10750,1.29010,11.52130,0.1897,-0.1161
2019-03-31,53.32100,28.76600,24.55500,7.71700,22.68200,30.39900,-5.84400,0.20100,-5.64300,-7.63500,1.99200,1.99200,,1.99200,-2.71300,-5.84400,20.49800,21.97600,0.10000,0.09000,7.19160,,,46.05130,-10.96000,-10.96000,-10.58310,3.73590,0.17560,1.91130,47.08880,0.76070,0.80310,0.65600,0.76070,11.39730,-0.41110,-0.49460
2018-12-31,52.34300,28.74100,23.60200,6.78600,20.08600,26.87200,-3.27000,0.05900,-3.21100,-1.92100,-1.29000,-1.29000,,-1.29000,-1.62300,-3.27000,18.57300,21.14000,-0.10000,-0.07000,2.80090,,,45.09100,-6.24720,-6.24720,-6.13450,-2.46450,0.34800,2.18010,41.28170,-1.18600,-1.36060,-0.85760,-1.18600,5.59980,0.0302,-0.2546
2018-09-30,50.45400,27.47400,22.98000,5.89500,16.99800,22.89300,0.08700,0.10300,0.19000,-2.32000,2.51000,2.51000,,2.51000,1.47500,0.08700,19.07200,21.14600,0.13000,0.12000,3.00660,,,45.54640,0.17240,0.17240,0.37660,4.97480,0.33840,2.12170,42.41880,2.31900,2.66600,1.68350,2.31900,5.59420,0.3158,0.1401
2018-06-30,48.30400,26.56600,21.73800,4.43500,16.14400,20.57900,1.15900,0.09000,1.24900,-9.26300,10.51200,10.51200,,10.51200,2.45100,1.15900,18.15500,20.89400,0.58000,0.50000,3.36340,,,45.00250,2.39940,2.39940,2.58570,21.76220,0.35370,2.10010,42.85550,10.36830,12.05910,7.69810,10.36830,5.74780,0.2704,0.1159
2018-03-31,53.01200,25.36400,27.64800,3.78100,15.09100,18.87200,8.77600,0.04900,8.82500,2.63400,6.19100,6.19100,,6.19100,10.17300,8.77600,17.65900,20.48500,0.35000,0.30000,3.17380,,0.00080,52.15420,16.55470,16.55470,16.64720,11.67850,0.45790,2.17230,41.43140,7.44330,8.99460,5.34790,7.44330,4.69490,0.54880,0.48040
2017-12-31,42.46600,22.83100,19.63500,2.92700,14.49700,17.42400,2.21100,0.22200,2.43300,3.03200,-0.59900,-0.59900,,-0.38500,3.93100,2.21100,12.59000,14.54300,-0.06000,-0.07000,2.66140,,,46.23700,5.20650,5.20650,5.72930,-0.90660,0.40640,2.00080,44.98300,-0.78090,-0.96300,-0.57320,-0.78090,4.34890,0.2753,0.0853
2017-09-30,41.33800,22.57100,18.76700,2.77100,12.92500,15.69600,3.07100,-0.53800,2.53300,0.89900,1.63400,1.63400,,1.42100,4.55400,3.07100,11.82900,13.25300,0.12000,0.11000,1.16880,1.69040,-2.64500,45.39890,7.42900,7.42900,6.12750,3.43750,0.56980,2.21040,40.71750,-11.26970,-5.59230,2.25220,7.78020,-1.22760,0.3418,0.1952
2017-06-30,39.52600,22.29400,17.23200,2.40900,10.67000,13.07900,4.15300,-0.99100,3.16200,1.21500,1.94700,1.94700,,1.69300,5.63000,4.15300,11.81500,12.88900,0.14000,0.13000,,,,43.59660,10.50700,10.50700,7.99980,4.28330,,,,,,,,,0.4631,0.3144
2017-03-31,39.62500,21.56600,18.05900,2.68200,10.19500,12.87700,5.18200,-0.42100,4.76100,1.77200,2.98900,2.98900,,2.59800,6.59000,5.18200,11.79900,12.97300,0.22000,0.20000,,,,45.57480,13.07760,13.07760,12.01510,6.55650,,,,,,,,,-0.07470,-0.13690
2016-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-0.3992,-0.0694
2016-09-30,38.60300,21.51400,17.08900,2.39000,10.31700,12.70700,4.38200,-0.22900,4.15300,0.13700,4.01600,4.01600,-0.63200,2.85300,4.38200,4.38200,11.60000,12.81000,0.25000,0.22000,,,,44.26860,11.35150,11.35150,10.75820,7.39060,,,,,,,,,0.3992,0.0694
2015-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
